system_id,sample_coordinate_id,ProjektNr,Befu,ProbNr,coordinate_type,coordinate_value
455,,Iswid,US 13791,Isw 2015/5,KoordY,
456,,Iswid,US 13791 (3),Isw 2015/7,KoordY,
457,,Iswid,US 13802,Isw 2015/20,KoordY,
458,,Iswid,US 13971,Isw 2015/7,KoordY,
459,,Iswid,US 14021,Isw 2015/1,KoordY,
460,,Iswid,US 14038,Isw 2015/3,KoordY,
461,,Iswid,US 14050,Isw 2015/24,KoordY,
462,,Iswid,US 14078,Isw 2916/23,KoordY,
463,,Iswid,US 14131,Isw 2015/13,KoordY,
464,,Iswid,US 14131,Isw 2016/12,KoordY,
465,,Iswid,US 14158,Isw 2015/14,KoordY,
466,,Iswid,US 14418,Isw 2016/34,KoordY,
467,,Iswid,US 14495,Isw 16/37,KoordY,
468,,Iswid,US 14509,16-Jan,KoordY,
469,,Iswid,US 14636,Isw 16/35,KoordY,
470,,Iswid,US 15067,Isw 2017/7,KoordY,
471,,Iswid,US 15071,Isw 17/4,KoordY,
472,,Iswid,US 15108,Isw 17/1,KoordY,
473,,Iswid,US 15140,Isw17/26,KoordY,
474,,Iswid,US 16183,Isw 2017/8,KoordY,
475,,Iswid,US 16287_F4185 (TR.),Isw 17/23,KoordY,
476,,Iswid,US 16323_F4199(foye,Isw 17/29,KoordY,
477,,Iswid,US 6712,Isw 2013/13,KoordY,
478,,Iswid,US 6773,Isw 2013/7,KoordY,
479,,Iswid,US 6803,Isw 2013/10,KoordY,
480,,Iswid,US 6810,Isw 2013/5,KoordY,
481,,Iswid,US 6827,Isw 2013/2,KoordY,
482,,Iswid,US 6854,Isw 2013/4,KoordY,
483,,Iswid,US 6863,Isw 2013/12,KoordY,
484,,Iswid,US 6875,Isw 2013/14,KoordY,
485,,Iswid,US 9036,Isw 2013/3,KoordY,
486,,Iswid,US 9200,Isw 2013/1,KoordY,
487,,Iswid,US 9321,Isw 2013/6,KoordY,
488,,Iswid,US 9404_foyer 2093,Isw 2013/17,KoordY,
489,,Iswid,US 9519,Isw 2013/11,KoordY,
490,,Iswid,US 9859/9860,Isw 2013/16,KoordY,
491,,Iswid,US 9870_foyer2163,1,KoordY,
492,,Iswid,US 9880_foyer 2166,Isw 2013/19,KoordY,
493,,18_0025,P16,18_0025_0003,KoordZ,0.0
494,,18_0025,P18,18_0025_0004,KoordZ,0.0
495,,18_0025,P20,18_0025_0005,KoordZ,0.0
496,,18_0025,P5,18_0025_0001,KoordZ,0.0
497,,18_0025,P6,18_0025_0002,KoordZ,0.0
498,,19_0013,A11148,19_0013_0013,KoordZ,0.0
499,,19_0013,A11148,19_0013_0014,KoordZ,0.0
500,,19_0013,A11148,19_0013_0015,KoordZ,0.0
501,,19_0013,A11148,19_0013_0020,KoordZ,0.0
502,,19_0013,A479,19_0013_0010,KoordZ,
503,,19_0013,A479,19_0013_0011,KoordZ,0.0
504,,19_0013,A479,19_0013_0012,KoordZ,0.0
505,,19_0013,A479,19_0013_0019,KoordZ,0.0
506,,19_0013,A6214,19_0013_0007,KoordZ,0.0
507,,19_0013,A6214,19_0013_0008,KoordZ,0.0
508,,19_0013,A6214,19_0013_0009,KoordZ,0.0
509,,19_0013,A6214,19_0013_0018,KoordZ,0.0
510,,19_0013,A8090,19_0013_0004,KoordZ,0.0
511,,19_0013,A8090,19_0013_0005,KoordZ,0.0
512,,19_0013,A8090,19_0013_0006,KoordZ,0.0
513,,19_0013,A8090,19_0013_0017,KoordZ,0.0
514,,19_0013,A9063,19_0013_0001,KoordZ,0.0
515,,19_0013,A9063,19_0013_0002,KoordZ,0.0
516,,19_0013,A9063,19_0013_0003,KoordZ,0.0
517,,19_0013,A9063,19_0013_0016,KoordZ,0.0
518,,19_0014,A10143,19_0014_0040,KoordZ,0.0
519,,19_0014,A10153,19_0014_0037,KoordZ,0.0
520,,19_0014,A10189,19_0014_0042,KoordZ,0.0
521,,19_0014,A10229,19_0014_0039,KoordZ,0.0
522,,19_0014,A10697,19_0014_0067,KoordZ,0.0
523,,19_0014,A10990,19_0014_0055,KoordZ,0.0
524,,19_0014,A11339,19_0014_0068,KoordZ,0.0
525,,19_0014,A1196,19_0014_0044,KoordZ,0.0
526,,19_0014,A12024,19_0014_0056,KoordZ,0.0
527,,19_0014,A12024,19_0014_0057,KoordZ,0.0
528,,19_0014,A12034,19_0014_0058,KoordZ,0.0
529,,19_0014,A12435,19_0014_0069,KoordZ,0.0
530,,19_0014,A13064,19_0014_0071,KoordZ,0.0
531,,19_0014,A13200,19_0014_0041,KoordZ,0.0
532,,19_0014,A13299,19_0014_0072,KoordZ,0.0
533,,19_0014,A13837,19_0014_0060,KoordZ,0.0
534,,19_0014,A15333,19_0014_0061,KoordZ,0.0
535,,19_0014,A15344,19_0014_0074,KoordZ,0.0
536,,19_0014,A15554,19_0014_0075,KoordZ,0.0
537,,19_0014,A15736,19_0014_0059,KoordZ,0.0
538,,19_0014,A16771,19_0014_0008,KoordZ,0.0
539,,19_0014,A16783,19_0014_0005,KoordZ,0.0
540,,19_0014,A17294,19_0014_0016,KoordZ,0.0
541,,19_0014,A1875,19_0014_0046,KoordZ,0.0
542,,19_0014,A1931,19_0014_0047,KoordZ,0.0
543,,19_0014,A1998,19_0014_0048,KoordZ,0.0
544,,19_0014,A2019,19_0014_0049,KoordZ,0.0
545,,19_0014,A2029,19_0014_0050,KoordZ,0.0
546,,19_0014,A2114,19_0014_0051,KoordZ,0.0
547,,19_0014,A3019,19_0014_0052,KoordZ,0.0
548,,19_0014,A3170,19_0014_0066,KoordZ,0.0
549,,19_0014,A3650,19_0014_0053,KoordZ,0.0
550,,19_0014,A4115,19_0014_0023,KoordZ,0.0
551,,19_0014,A4365,19_0014_0054,KoordZ,0.0
552,,19_0014,A5192,19_0014_0020,KoordZ,0.0
553,,19_0014,A5213,19_0014_0019,KoordZ,0.0
554,,19_0014,A5223,19_0014_0018,KoordZ,0.0
555,,19_0014,A5254,19_0014_0029,KoordZ,0.0
556,,19_0014,A5282,19_0014_0021,KoordZ,0.0
557,,19_0014,A5294,19_0014_0022,KoordZ,0.0
558,,19_0014,A5307,19_0014_0024,KoordZ,0.0
559,,19_0014,A5334,19_0014_0063,KoordZ,0.0
560,,19_0014,A6041,19_0014_0034,KoordZ,0.0
561,,19_0014,A6135,19_0014_0015,KoordZ,0.0
562,,19_0014,A6146,19_0014_0033,KoordZ,0.0
563,,19_0014,A6157,19_0014_0035,KoordZ,0.0
564,,19_0014,A6178,19_0014_0017,KoordZ,0.0
565,,19_0014,A6194,19_0014_0025,KoordZ,0.0
566,,19_0014,A7199,19_0014_0032,KoordZ,0.0
567,,19_0014,A7253,19_0014_0014,KoordZ,0.0
568,,19_0014,A7263,19_0014_0030,KoordZ,0.0
569,,19_0014,A7294,19_0014_0013,KoordZ,0.0
570,,19_0014,A7306,19_0014_0036,KoordZ,0.0
571,,19_0014,A785,19_0014_0043,KoordZ,0.0
572,,19_0014,A8079,19_0014_0007,KoordZ,0.0
573,,19_0014,A8103,19_0014_0009,KoordZ,0.0
574,,19_0014,A8114,19_0014_0011,KoordZ,0.0
575,,19_0014,A8142,19_0014_0026,KoordZ,0.0
576,,19_0014,A8178,19_0014_0031,KoordZ,0.0
577,,19_0014,A8189,19_0014_0012,KoordZ,0.0
578,,19_0014,A8234,19_0014_0010,KoordZ,0.0
579,,19_0014,A9000,19_0014_0027,KoordZ,0.0
580,,19_0014,A9052,19_0014_0028,KoordZ,0.0
581,,19_0014,A9075,19_0014_0003,KoordZ,0.0
582,,19_0014,A9111,19_0014_0001,KoordZ,0.0
583,,19_0014,A9126,19_0014_0004,KoordZ,0.0
584,,19_0014,A9199,19_0014_0006,KoordZ,0.0
585,,19_0014,A957,19_0014_0064,KoordZ,0.0
586,,19_0014,A973,19_0014_0065,KoordZ,0.0
587,,19_0014,A9847,19_0014_0002,KoordZ,0.0
588,,22_0005,11200,22_0005_0001,KoordZ,0.0
589,,22_0005,11201,22_0005_0002,KoordZ,0.0
590,,22_0005,11221,22_0005_0003,KoordZ,0.0
591,,22_0005,12026,22_0005_0004,KoordZ,0.0
592,,22_0005,200125,22_0005_0012,KoordZ,0.0
593,,22_0005,200149,22_0005_0013,KoordZ,0.0
594,,22_0005,200177,22_0005_0009,KoordZ,0.0
595,,22_0005,200473,22_0005_0005,KoordZ,0.0
596,,22_0005,200475,22_0005_0006,KoordZ,0.0
597,,22_0005,23362,22_0005_0010,KoordZ,0.0
598,,22_0005,23434,22_0005_0007,KoordZ,0.0
599,,22_0005,23491,22_0005_0008,KoordZ,0.0
600,,22_0005,23988,22_0005_0011,KoordZ,0.0
601,,22_0015,A2076,22_0015_0017,KoordZ,
602,,22_0015,A2154,22_0015_0020,KoordZ,
603,,22_0015,A2874 G2976,22_0015_0014,KoordZ,
604,,22_0015,A4796,22_0015_0013,KoordZ,
605,,22_0015,M153 St 1,22_0015_0006,KoordZ,
606,,22_0015,M153 St 2,22_0015_0007,KoordZ,
607,,22_0015,M160 St 1,22_0015_0001,KoordZ,
608,,22_0015,M167 St 1,22_0015_0002,KoordZ,
609,,22_0015,M167 St 2,22_0015_0003,KoordZ,
610,,22_0015,M167 St 3,22_0015_0004,KoordZ,
611,,22_0015,M167 St 4,22_0015_0005,KoordZ,
612,,22_0015,M32 Undre del,2022_0015_0009,KoordZ,
613,,22_0015,M32 Övre del,2022_0015_0008,KoordZ,
614,,22_0015,M99 A5085,2022_0015_0010,KoordZ,
615,,22_0015,M99 A5085,2022_0015_0012,KoordZ,
616,,DanaBunar2,31,17 depth 0.10-0.20,KoordZ,0.0
617,,DanaBunar2,31,17a depth 0.00-0.20,KoordZ,0.0
618,,DanaBunar2,32,51 depth 0.00-0.10,KoordZ,0.0
619,,DanaBunar2,32,52 depth 0.10-0.20,KoordZ,0.0
620,,DanaBunar2,32,53 depth 0.00-0.10,KoordZ,0.0
621,,DanaBunar2,33,18 depth 0.20-0.30,KoordZ,0.0
622,,DanaBunar2,33,19 depth 0.00-0.10,KoordZ,0.0
623,,DanaBunar2,33,20 depth 0.10-0.30,KoordZ,0.0
624,,DanaBunar2,33,21 depth 0.30-0.40,KoordZ,0.0
625,,DanaBunar2,33,22 depth 0.20-0.30,KoordZ,0.0
626,,DanaBunar2,37,39 depth 0.10-0.20,KoordZ,0.0
627,,DanaBunar2,37,40 depth 0.20-0.30,KoordZ,0.0
628,,DanaBunar2,37,41 depth 0.00-0.10,KoordZ,0.0
629,,DanaBunar2,37,42 depth 0.00-0.10,KoordZ,0.0
630,,DanaBunar2,38,1 depth 0.48-0.58,KoordZ,0.0
631,,DanaBunar2,38,2 depth 0.35-0.45,KoordZ,0.0
632,,DanaBunar2,38,3 depth 0.35-0.45,KoordZ,0.0
633,,DanaBunar2,38,4 depth 0.00-0.10,KoordZ,0.0
634,,DanaBunar2,38,5 depth 0.30-0.50,KoordZ,0.0
635,,DanaBunar2,39,47 depth 0.00-0.10,KoordZ,0.0
636,,DanaBunar2,39,48 depth 0.10-0.20,KoordZ,0.0
637,,DanaBunar2,41,44 depth 0.00-0.10,KoordZ,0.0
638,,DanaBunar2,41,46 depth 0.30-0.40,KoordZ,0.0
639,,DanaBunar2,42,10 depth 0.10-0.20,KoordZ,0.0
640,,DanaBunar2,42,6 depth 0.00-0.10,KoordZ,0.0
641,,DanaBunar2,42,7 depth 0.00-0.10,KoordZ,0.0
642,,DanaBunar2,42,8 depth 0.10-0.20,KoordZ,0.0
643,,DanaBunar2,42,9 depth 0.10-0.20,KoordZ,0.0
644,,DanaBunar2,44,87 depth 0.06-0.16,KoordZ,0.0
645,,DanaBunar2,44,88 depth 0.20-0.30,KoordZ,0.0
646,,DanaBunar2,44,89 depth 0.30-0.40,KoordZ,0.0
647,,DanaBunar2,44,90 depth 0.16-0.26,KoordZ,0.0
648,,DanaBunar2,44,91 depth 0.10-0.20,KoordZ,0.0
649,,DanaBunar2,44,92 depth 0.00-0.10,KoordZ,0.0
650,,DanaBunar2,44,93 depth 0.30-0.40,KoordZ,0.0
651,,DanaBunar2,46,30 depth 0.60-0.70,KoordZ,0.0
652,,DanaBunar2,46,31 depth 0.50-0.60,KoordZ,0.0
653,,DanaBunar2,46,32 depth 0.60-0.70,KoordZ,0.0
654,,DanaBunar2,46,33 depth 0.30-0.40,KoordZ,0.0
655,,DanaBunar2,46,34 depth 0.40-0.50,KoordZ,0.0
656,,DanaBunar2,46,35 depth 0.30-0.40,KoordZ,0.0
657,,DanaBunar2,47,49 depth 0.10-0.20,KoordZ,0.0
658,,DanaBunar2,47,50 depth 0.10-0.20,KoordZ,0.0
659,,DanaBunar2,55,54 depth 1.00-1.10,KoordZ,0.0
660,,DanaBunar2,55,55 depth 1.00-1.10,KoordZ,0.0
661,,DanaBunar2,58,23 depth 0.10-0.20,KoordZ,0.0
662,,DanaBunar2,58,24 depth 0.30-0.40,KoordZ,0.0
663,,DanaBunar2,58,25 depth 0.00-0.10,KoordZ,0.0
664,,DanaBunar2,58,26 depth 0.10-0.20,KoordZ,0.0
665,,DanaBunar2,58,27 depth 0.30-0.40,KoordZ,0.0
666,,DanaBunar2,58,28 depth 0.20-0.30,KoordZ,0.0
667,,DanaBunar2,64,11 depth 0.10-0.20,KoordZ,0.0
668,,DanaBunar2,64,12 depth 0.36-0.46,KoordZ,0.0
669,,DanaBunar2,64,13 depth 0.26-0.36,KoordZ,0.0
670,,DanaBunar2,64,16 depth 0.48-0.58,KoordZ,0.0
671,,Iswid,2709_fond,Isw 2013/32,KoordZ,
672,,Iswid,2905 fond,Isw 2013/26,KoordZ,
673,,Iswid,2913 fond,Isw 2013/33,KoordZ,
674,,Iswid,foyer 2174,Isw 2013/15,KoordZ,
675,,Iswid,US 10503,Isw 2013/8,KoordZ,
676,,Iswid,US 10521,Isw 2013/20,KoordZ,
677,,Iswid,US 10534,Isw 2013/21,KoordZ,
678,,Iswid,US 10610,Isw 2013/25,KoordZ,
679,,Iswid,US 11004,Isw 2013/22,KoordZ,
680,,Iswid,US 11012,Isw 2013/27,KoordZ,
681,,Iswid,US 11067,Isw 2013/28,KoordZ,
682,,Iswid,US 12025,Isw 2013/25,KoordZ,
683,,Iswid,US 12040,Isw 2013/29,KoordZ,
684,,Iswid,US 12047,Isw 2013/30,KoordZ,
685,,Iswid,US 12504,Isw 2013/31,KoordZ,
686,,Iswid,US 13017,Isw 2015/18,KoordZ,
687,,Iswid,US 13017,Isw 2016/41,KoordZ,
688,,Iswid,US 13065,Isw 2015/25,KoordZ,
689,,Iswid,US 13066,Isw 2015/4,KoordZ,
690,,Iswid,US 13083,Isw 2015/22,KoordZ,
691,,Iswid,US 13099,Isw 2015/9,KoordZ,
692,,Iswid,US 13145,Isw 2015/21,KoordZ,
693,,Iswid,US 13516,Isw 2015/8,KoordZ,
694,,Iswid,US 13526,Isw 2015/2,KoordZ,
695,,Iswid,US 13572,Isw 2015/12,KoordZ,
696,,Iswid,US 13610,Isw 2015/11,KoordZ,
697,,Iswid,US 13632,Isw 2016/15,KoordZ,
698,,Iswid,US 13639,Isw2015/26,KoordZ,
699,,Iswid,US 13657,Isw 2015/17,KoordZ,
700,,Iswid,US 13705,Isw 2015/10,KoordZ,
701,,Iswid,US 13791,Isw 2015/5,KoordZ,
702,,Iswid,US 13791 (3),Isw 2015/7,KoordZ,
703,,Iswid,US 13802,Isw 2015/20,KoordZ,
704,,Iswid,US 13971,Isw 2015/7,KoordZ,
705,,Iswid,US 14021,Isw 2015/1,KoordZ,
706,,Iswid,US 14038,Isw 2015/3,KoordZ,
707,,Iswid,US 14050,Isw 2015/24,KoordZ,
708,,Iswid,US 14078,Isw 2916/23,KoordZ,
709,,Iswid,US 14131,Isw 2015/13,KoordZ,
710,,Iswid,US 14131,Isw 2016/12,KoordZ,
711,,Iswid,US 14158,Isw 2015/14,KoordZ,
712,,Iswid,US 14418,Isw 2016/34,KoordZ,
713,,Iswid,US 14495,Isw 16/37,KoordZ,
714,,Iswid,US 14509,16-Jan,KoordZ,
715,,Iswid,US 14636,Isw 16/35,KoordZ,
716,,Iswid,US 15067,Isw 2017/7,KoordZ,
717,,Iswid,US 15071,Isw 17/4,KoordZ,
718,,Iswid,US 15108,Isw 17/1,KoordZ,
719,,Iswid,US 15140,Isw17/26,KoordZ,
720,,Iswid,US 16183,Isw 2017/8,KoordZ,
721,,Iswid,US 16287_F4185 (TR.),Isw 17/23,KoordZ,
722,,Iswid,US 16323_F4199(foye,Isw 17/29,KoordZ,
723,,Iswid,US 6712,Isw 2013/13,KoordZ,
724,,Iswid,US 6773,Isw 2013/7,KoordZ,
725,,Iswid,US 6803,Isw 2013/10,KoordZ,
726,,Iswid,US 6810,Isw 2013/5,KoordZ,
727,,Iswid,US 6827,Isw 2013/2,KoordZ,
728,,Iswid,US 6854,Isw 2013/4,KoordZ,
729,,Iswid,US 6863,Isw 2013/12,KoordZ,
730,,Iswid,US 6875,Isw 2013/14,KoordZ,
731,,Iswid,US 9036,Isw 2013/3,KoordZ,
732,,Iswid,US 9200,Isw 2013/1,KoordZ,
733,,Iswid,US 9321,Isw 2013/6,KoordZ,
734,,Iswid,US 9404_foyer 2093,Isw 2013/17,KoordZ,
735,,Iswid,US 9519,Isw 2013/11,KoordZ,
736,,Iswid,US 9859/9860,Isw 2013/16,KoordZ,
737,,Iswid,US 9870_foyer2163,1,KoordZ,
738,,Iswid,US 9880_foyer 2166,Isw 2013/19,KoordZ,
739,,18_0025,P16,18_0025_0003,TiefeBis,
740,,18_0025,P18,18_0025_0004,TiefeBis,
741,,18_0025,P20,18_0025_0005,TiefeBis,
742,,18_0025,P5,18_0025_0001,TiefeBis,
743,,18_0025,P6,18_0025_0002,TiefeBis,
744,,19_0013,A11148,19_0013_0013,TiefeBis,
745,,19_0013,A11148,19_0013_0014,TiefeBis,
746,,19_0013,A11148,19_0013_0015,TiefeBis,
747,,19_0013,A11148,19_0013_0020,TiefeBis,
748,,19_0013,A479,19_0013_0010,TiefeBis,
749,,19_0013,A479,19_0013_0011,TiefeBis,
750,,19_0013,A479,19_0013_0012,TiefeBis,
751,,19_0013,A479,19_0013_0019,TiefeBis,
752,,19_0013,A6214,19_0013_0007,TiefeBis,
753,,19_0013,A6214,19_0013_0008,TiefeBis,
754,,19_0013,A6214,19_0013_0009,TiefeBis,
755,,19_0013,A6214,19_0013_0018,TiefeBis,
756,,19_0013,A8090,19_0013_0004,TiefeBis,
757,,19_0013,A8090,19_0013_0005,TiefeBis,
758,,19_0013,A8090,19_0013_0006,TiefeBis,
759,,19_0013,A8090,19_0013_0017,TiefeBis,
760,,19_0013,A9063,19_0013_0001,TiefeBis,
761,,19_0013,A9063,19_0013_0002,TiefeBis,
762,,19_0013,A9063,19_0013_0003,TiefeBis,
763,,19_0013,A9063,19_0013_0016,TiefeBis,
764,,19_0014,A10143,19_0014_0040,TiefeBis,
765,,19_0014,A10153,19_0014_0037,TiefeBis,
766,,19_0014,A10189,19_0014_0042,TiefeBis,
767,,19_0014,A10229,19_0014_0039,TiefeBis,
768,,19_0014,A10697,19_0014_0067,TiefeBis,
769,,19_0014,A10990,19_0014_0055,TiefeBis,
770,,19_0014,A11339,19_0014_0068,TiefeBis,
771,,19_0014,A1196,19_0014_0044,TiefeBis,
772,,19_0014,A12024,19_0014_0056,TiefeBis,
773,,19_0014,A12024,19_0014_0057,TiefeBis,
774,,19_0014,A12034,19_0014_0058,TiefeBis,
775,,19_0014,A12435,19_0014_0069,TiefeBis,
776,,19_0014,A13064,19_0014_0071,TiefeBis,
777,,19_0014,A13200,19_0014_0041,TiefeBis,
778,,19_0014,A13299,19_0014_0072,TiefeBis,
779,,19_0014,A13837,19_0014_0060,TiefeBis,
780,,19_0014,A15333,19_0014_0061,TiefeBis,
781,,19_0014,A15344,19_0014_0074,TiefeBis,
782,,19_0014,A15554,19_0014_0075,TiefeBis,
783,,19_0014,A15736,19_0014_0059,TiefeBis,
784,,19_0014,A16771,19_0014_0008,TiefeBis,
785,,19_0014,A16783,19_0014_0005,TiefeBis,
786,,19_0014,A17294,19_0014_0016,TiefeBis,
787,,19_0014,A1875,19_0014_0046,TiefeBis,
788,,19_0014,A1931,19_0014_0047,TiefeBis,
789,,19_0014,A1998,19_0014_0048,TiefeBis,
790,,19_0014,A2019,19_0014_0049,TiefeBis,
791,,19_0014,A2029,19_0014_0050,TiefeBis,
792,,19_0014,A2114,19_0014_0051,TiefeBis,
793,,19_0014,A3019,19_0014_0052,TiefeBis,
794,,19_0014,A3170,19_0014_0066,TiefeBis,
795,,19_0014,A3650,19_0014_0053,TiefeBis,
796,,19_0014,A4115,19_0014_0023,TiefeBis,
797,,19_0014,A4365,19_0014_0054,TiefeBis,
798,,19_0014,A5192,19_0014_0020,TiefeBis,
799,,19_0014,A5213,19_0014_0019,TiefeBis,
800,,19_0014,A5223,19_0014_0018,TiefeBis,
801,,19_0014,A5254,19_0014_0029,TiefeBis,
802,,19_0014,A5282,19_0014_0021,TiefeBis,
803,,19_0014,A5294,19_0014_0022,TiefeBis,
804,,19_0014,A5307,19_0014_0024,TiefeBis,
805,,19_0014,A5334,19_0014_0063,TiefeBis,
806,,19_0014,A6041,19_0014_0034,TiefeBis,
807,,19_0014,A6135,19_0014_0015,TiefeBis,
808,,19_0014,A6146,19_0014_0033,TiefeBis,
809,,19_0014,A6157,19_0014_0035,TiefeBis,
810,,19_0014,A6178,19_0014_0017,TiefeBis,
811,,19_0014,A6194,19_0014_0025,TiefeBis,
812,,19_0014,A7199,19_0014_0032,TiefeBis,
813,,19_0014,A7253,19_0014_0014,TiefeBis,
814,,19_0014,A7263,19_0014_0030,TiefeBis,
815,,19_0014,A7294,19_0014_0013,TiefeBis,
816,,19_0014,A7306,19_0014_0036,TiefeBis,
817,,19_0014,A785,19_0014_0043,TiefeBis,
818,,19_0014,A8079,19_0014_0007,TiefeBis,
819,,19_0014,A8103,19_0014_0009,TiefeBis,
820,,19_0014,A8114,19_0014_0011,TiefeBis,
821,,19_0014,A8142,19_0014_0026,TiefeBis,
822,,19_0014,A8178,19_0014_0031,TiefeBis,
823,,19_0014,A8189,19_0014_0012,TiefeBis,
824,,19_0014,A8234,19_0014_0010,TiefeBis,
825,,19_0014,A9000,19_0014_0027,TiefeBis,
826,,19_0014,A9052,19_0014_0028,TiefeBis,
827,,19_0014,A9075,19_0014_0003,TiefeBis,
828,,19_0014,A9111,19_0014_0001,TiefeBis,
829,,19_0014,A9126,19_0014_0004,TiefeBis,
830,,19_0014,A9199,19_0014_0006,TiefeBis,
831,,19_0014,A957,19_0014_0064,TiefeBis,
832,,19_0014,A973,19_0014_0065,TiefeBis,
833,,19_0014,A9847,19_0014_0002,TiefeBis,
834,,22_0005,11200,22_0005_0001,TiefeBis,
835,,22_0005,11201,22_0005_0002,TiefeBis,
836,,22_0005,11221,22_0005_0003,TiefeBis,
837,,22_0005,12026,22_0005_0004,TiefeBis,
838,,22_0005,200125,22_0005_0012,TiefeBis,
839,,22_0005,200149,22_0005_0013,TiefeBis,
840,,22_0005,200177,22_0005_0009,TiefeBis,
841,,22_0005,200473,22_0005_0005,TiefeBis,
842,,22_0005,200475,22_0005_0006,TiefeBis,
843,,22_0005,23362,22_0005_0010,TiefeBis,
844,,22_0005,23434,22_0005_0007,TiefeBis,
845,,22_0005,23491,22_0005_0008,TiefeBis,
846,,22_0005,23988,22_0005_0011,TiefeBis,
847,,22_0015,A2076,22_0015_0017,TiefeBis,
848,,22_0015,A2154,22_0015_0020,TiefeBis,
849,,22_0015,A2874 G2976,22_0015_0014,TiefeBis,
850,,22_0015,A4796,22_0015_0013,TiefeBis,
851,,22_0015,M153 St 1,22_0015_0006,TiefeBis,
852,,22_0015,M153 St 2,22_0015_0007,TiefeBis,
853,,22_0015,M160 St 1,22_0015_0001,TiefeBis,
854,,22_0015,M167 St 1,22_0015_0002,TiefeBis,
855,,22_0015,M167 St 2,22_0015_0003,TiefeBis,
856,,22_0015,M167 St 3,22_0015_0004,TiefeBis,
857,,22_0015,M167 St 4,22_0015_0005,TiefeBis,
858,,22_0015,M32 Undre del,2022_0015_0009,TiefeBis,
859,,22_0015,M32 Övre del,2022_0015_0008,TiefeBis,
860,,22_0015,M99 A5085,2022_0015_0010,TiefeBis,
861,,22_0015,M99 A5085,2022_0015_0012,TiefeBis,
862,,DanaBunar2,31,17 depth 0.10-0.20,TiefeBis,
863,,DanaBunar2,31,17a depth 0.00-0.20,TiefeBis,
864,,DanaBunar2,32,51 depth 0.00-0.10,TiefeBis,
865,,DanaBunar2,32,52 depth 0.10-0.20,TiefeBis,
866,,DanaBunar2,32,53 depth 0.00-0.10,TiefeBis,
867,,DanaBunar2,33,18 depth 0.20-0.30,TiefeBis,
868,,DanaBunar2,33,19 depth 0.00-0.10,TiefeBis,
869,,DanaBunar2,33,20 depth 0.10-0.30,TiefeBis,
870,,DanaBunar2,33,21 depth 0.30-0.40,TiefeBis,
871,,DanaBunar2,33,22 depth 0.20-0.30,TiefeBis,
872,,DanaBunar2,37,39 depth 0.10-0.20,TiefeBis,
873,,DanaBunar2,37,40 depth 0.20-0.30,TiefeBis,
874,,DanaBunar2,37,41 depth 0.00-0.10,TiefeBis,
875,,DanaBunar2,37,42 depth 0.00-0.10,TiefeBis,
876,,DanaBunar2,38,1 depth 0.48-0.58,TiefeBis,
877,,DanaBunar2,38,2 depth 0.35-0.45,TiefeBis,
878,,DanaBunar2,38,3 depth 0.35-0.45,TiefeBis,
879,,DanaBunar2,38,4 depth 0.00-0.10,TiefeBis,
880,,DanaBunar2,38,5 depth 0.30-0.50,TiefeBis,
881,,DanaBunar2,39,47 depth 0.00-0.10,TiefeBis,
882,,DanaBunar2,39,48 depth 0.10-0.20,TiefeBis,
883,,DanaBunar2,41,44 depth 0.00-0.10,TiefeBis,
884,,DanaBunar2,41,46 depth 0.30-0.40,TiefeBis,
885,,DanaBunar2,42,10 depth 0.10-0.20,TiefeBis,
886,,DanaBunar2,42,6 depth 0.00-0.10,TiefeBis,
887,,DanaBunar2,42,7 depth 0.00-0.10,TiefeBis,
888,,DanaBunar2,42,8 depth 0.10-0.20,TiefeBis,
889,,DanaBunar2,42,9 depth 0.10-0.20,TiefeBis,
890,,DanaBunar2,44,87 depth 0.06-0.16,TiefeBis,
891,,DanaBunar2,44,88 depth 0.20-0.30,TiefeBis,
892,,DanaBunar2,44,89 depth 0.30-0.40,TiefeBis,
893,,DanaBunar2,44,90 depth 0.16-0.26,TiefeBis,
894,,DanaBunar2,44,91 depth 0.10-0.20,TiefeBis,
895,,DanaBunar2,44,92 depth 0.00-0.10,TiefeBis,
896,,DanaBunar2,44,93 depth 0.30-0.40,TiefeBis,
897,,DanaBunar2,46,30 depth 0.60-0.70,TiefeBis,
898,,DanaBunar2,46,31 depth 0.50-0.60,TiefeBis,
899,,DanaBunar2,46,32 depth 0.60-0.70,TiefeBis,
900,,DanaBunar2,46,33 depth 0.30-0.40,TiefeBis,
901,,DanaBunar2,46,34 depth 0.40-0.50,TiefeBis,
902,,DanaBunar2,46,35 depth 0.30-0.40,TiefeBis,
903,,DanaBunar2,47,49 depth 0.10-0.20,TiefeBis,
904,,DanaBunar2,47,50 depth 0.10-0.20,TiefeBis,
905,,DanaBunar2,55,54 depth 1.00-1.10,TiefeBis,
906,,DanaBunar2,55,55 depth 1.00-1.10,TiefeBis,
907,,DanaBunar2,58,23 depth 0.10-0.20,TiefeBis,
908,,DanaBunar2,58,24 depth 0.30-0.40,TiefeBis,
909,,DanaBunar2,58,25 depth 0.00-0.10,TiefeBis,
910,,DanaBunar2,58,26 depth 0.10-0.20,TiefeBis,
911,,DanaBunar2,58,27 depth 0.30-0.40,TiefeBis,
912,,DanaBunar2,58,28 depth 0.20-0.30,TiefeBis,
