system_id,sample_chronological_period_id,chronological_period_id,sample_id,taxon_id,BNam,Befu,ChronoDat,ChronoDat Beschreibung,ProbNr,ProjektNr,TaxAut
1018,,1,116,35,Carex spec.,M167 St 1,,,22_0015_0002,22_0015,
1019,,1,116,84,Chenopodium spec.,M167 St 1,,,22_0015_0002,22_0015,L.
1020,,1,116,55,Galium spec.,M167 St 1,,,22_0015_0002,22_0015,L.
1021,,1,116,36,Indeterminata,M167 St 1,,,22_0015_0002,22_0015,
1022,,1,116,13,Polygonum convolvulus,M167 St 1,,,22_0015_0002,22_0015,(L.) A. Löve
1023,,1,117,35,Carex spec.,M167 St 2,,,22_0015_0003,22_0015,
1024,,1,117,6,Chenopodium album,M167 St 2,,,22_0015_0003,22_0015,L.
1025,,1,117,27,Corylus avellana,M167 St 2,,,22_0015_0003,22_0015,L.
1026,,1,117,70,Fabaceae,M167 St 2,,,22_0015_0003,22_0015,
1027,,1,117,129,Festuca altissima,M167 St 2,,,22_0015_0003,22_0015,All.
1028,,1,117,55,Galium spec.,M167 St 2,,,22_0015_0003,22_0015,L.
1029,,1,117,36,Indeterminata,M167 St 2,,,22_0015_0003,22_0015,
1030,,1,117,42,Rumex crispus,M167 St 2,,,22_0015_0003,22_0015,L.
1031,,1,117,128,Vicia spec.,M167 St 2,,,22_0015_0003,22_0015,L.
1032,,1,118,27,Corylus avellana,M167 St 3,,,22_0015_0004,22_0015,L.
1033,,1,118,70,Fabaceae,M167 St 3,,,22_0015_0004,22_0015,
1034,,1,118,36,Indeterminata,M167 St 3,,,22_0015_0004,22_0015,
1035,,1,119,130,Arctostaphylos uva-ursi,M167 St 4,,,22_0015_0005,22_0015,(L.) Spreng.
1036,,1,119,27,Corylus avellana,M167 St 4,,,22_0015_0005,22_0015,L.
1037,,1,119,40,Pinus spec.,M167 St 4,,,22_0015_0005,22_0015,L.
1038,,1,120,27,Corylus avellana,M32 Undre del,,,2022_0015_0009,22_0015,L.
1039,,1,120,36,Indeterminata,M32 Undre del,,,2022_0015_0009,22_0015,
1040,,1,121,3,Apiaceae,M32 Övre del,,,2022_0015_0008,22_0015,
1041,,1,121,27,Corylus avellana,M32 Övre del,,,2022_0015_0008,22_0015,L.
1042,,1,121,70,Fabaceae,M32 Övre del,,,2022_0015_0008,22_0015,
1043,,1,121,36,Indeterminata,M32 Övre del,,,2022_0015_0008,22_0015,
1044,,1,122,70,Fabaceae,M99 A5085,,,2022_0015_0010,22_0015,
1045,,1,122,36,Indeterminata,M99 A5085,,,2022_0015_0010,22_0015,
1046,,1,123,36,Indeterminata,M99 A5085,,,2022_0015_0012,22_0015,
1047,,1,123,30,Ranunculus ficaria,M99 A5085,,,2022_0015_0012,22_0015,L.
1048,,1,124,44,Cerealia indet.,31,,,17 depth 0.10-0.20,DanaBunar2,
1049,,1,125,44,Cerealia indet.,31,,,17a depth 0.00-0.20,DanaBunar2,
1050,,1,125,70,Fabaceae,31,,,17a depth 0.00-0.20,DanaBunar2,
1051,,1,125,131,Triticum monococcum/dicoccum,31,,,17a depth 0.00-0.20,DanaBunar2,L./Schrank
1052,,1,125,132,Vitis vinifera,31,,,17a depth 0.00-0.20,DanaBunar2,L.
1053,,1,126,44,Cerealia indet.,32,,,51 depth 0.00-0.10,DanaBunar2,
1054,,1,127,44,Cerealia indet.,32,,,52 depth 0.10-0.20,DanaBunar2,
1055,,1,127,133,Euphorbia,32,,,52 depth 0.10-0.20,DanaBunar2,L.
1056,,1,128,6,Chenopodium album,32,,,53 depth 0.00-0.10,DanaBunar2,L.
1057,,1,128,134,Portulaca oleracea s.l.,32,,,53 depth 0.00-0.10,DanaBunar2,L.
1058,,1,128,135,Triticum dicoccum,32,,,53 depth 0.00-0.10,DanaBunar2,(Schrank) Schübl.
1059,,1,129,6,Chenopodium album,33,,,18 depth 0.20-0.30,DanaBunar2,L.
1060,,1,129,136,Setaria verticillata/viridis,33,,,18 depth 0.20-0.30,DanaBunar2,(L.) P. Beauv./(L.) P. Beauv.
1061,,1,129,62,Triticum spec.,33,,,18 depth 0.20-0.30,DanaBunar2,L.
1062,,1,130,44,Cerealia indet.,33,,,19 depth 0.00-0.10,DanaBunar2,
1063,,1,130,36,Indeterminata,33,,,19 depth 0.00-0.10,DanaBunar2,
1064,,1,130,62,Triticum spec.,33,,,19 depth 0.00-0.10,DanaBunar2,L.
1065,,1,131,70,Fabaceae,33,,,20 depth 0.10-0.30,DanaBunar2,
1066,,1,131,135,Triticum dicoccum,33,,,20 depth 0.10-0.30,DanaBunar2,(Schrank) Schübl.
1067,,1,132,70,Fabaceae,33,,,21 depth 0.30-0.40,DanaBunar2,
1068,,1,132,137,Sambucus spec.,33,,,21 depth 0.30-0.40,DanaBunar2,L.
1069,,1,132,62,Triticum spec.,33,,,21 depth 0.30-0.40,DanaBunar2,L.
1070,,1,132,131,Triticum monococcum/dicoccum,33,,,21 depth 0.30-0.40,DanaBunar2,L./Schrank
1071,,1,133,52,Poaceae,33,,,22 depth 0.20-0.30,DanaBunar2,
1072,,1,133,59,Triticum aestivum s.l./durum/turgidum,33,,,22 depth 0.20-0.30,DanaBunar2,L./L.
1073,,1,133,62,Triticum spec.,33,,,22 depth 0.20-0.30,DanaBunar2,L.
1074,,1,134,36,Indeterminata,37,,,39 depth 0.10-0.20,DanaBunar2,
1075,,1,134,136,Setaria verticillata/viridis,37,,,39 depth 0.10-0.20,DanaBunar2,(L.) P. Beauv./(L.) P. Beauv.
1076,,1,134,131,Triticum monococcum/dicoccum,37,,,39 depth 0.10-0.20,DanaBunar2,L./Schrank
1077,,1,135,44,Cerealia indet.,37,,,40 depth 0.20-0.30,DanaBunar2,
1078,,1,135,55,Galium spec.,37,,,40 depth 0.20-0.30,DanaBunar2,L.
1079,,1,135,46,Hordeum distichon/vulgare,37,,,40 depth 0.20-0.30,DanaBunar2,L./L.
1080,,1,135,36,Indeterminata,37,,,40 depth 0.20-0.30,DanaBunar2,
1081,,1,135,62,Triticum spec.,37,,,40 depth 0.20-0.30,DanaBunar2,L.
1082,,1,135,138,Triticum monococcum,37,,,40 depth 0.20-0.30,DanaBunar2,L.
1083,,1,135,131,Triticum monococcum/dicoccum,37,,,40 depth 0.20-0.30,DanaBunar2,L./Schrank
1084,,1,136,44,Cerealia indet.,37,,,41 depth 0.00-0.10,DanaBunar2,
1085,,1,136,13,Polygonum convolvulus,37,,,41 depth 0.00-0.10,DanaBunar2,(L.) A. Löve
1086,,1,136,131,Triticum monococcum/dicoccum,37,,,41 depth 0.00-0.10,DanaBunar2,L./Schrank
1087,,1,137,44,Cerealia indet.,37,,,42 depth 0.00-0.10,DanaBunar2,
1088,,1,137,36,Indeterminata,37,,,42 depth 0.00-0.10,DanaBunar2,
1089,,1,137,138,Triticum monococcum,37,,,42 depth 0.00-0.10,DanaBunar2,L.
1090,,1,137,131,Triticum monococcum/dicoccum,37,,,42 depth 0.00-0.10,DanaBunar2,L./Schrank
1091,,1,138,44,Cerealia indet.,38,,,1 depth 0.48-0.58,DanaBunar2,
1092,,1,138,6,Chenopodium album,38,,,1 depth 0.48-0.58,DanaBunar2,L.
1093,,1,138,133,Euphorbia,38,,,1 depth 0.48-0.58,DanaBunar2,L.
1094,,1,138,70,Fabaceae,38,,,1 depth 0.48-0.58,DanaBunar2,
1095,,1,138,55,Galium spec.,38,,,1 depth 0.48-0.58,DanaBunar2,L.
1096,,1,138,36,Indeterminata,38,,,1 depth 0.48-0.58,DanaBunar2,
1097,,1,138,139,Lens culinaris,38,,,1 depth 0.48-0.58,DanaBunar2,Medik.
1098,,1,138,56,Rumex spec.,38,,,1 depth 0.48-0.58,DanaBunar2,L.
1099,,1,138,136,Setaria verticillata/viridis,38,,,1 depth 0.48-0.58,DanaBunar2,(L.) P. Beauv./(L.) P. Beauv.
1100,,1,138,75,Trifolium spec.,38,,,1 depth 0.48-0.58,DanaBunar2,L.
1101,,1,139,44,Cerealia indet.,38,,,2 depth 0.35-0.45,DanaBunar2,
1102,,1,139,36,Indeterminata,38,,,2 depth 0.35-0.45,DanaBunar2,
1103,,1,139,140,Panicum miliaceum,38,,,2 depth 0.35-0.45,DanaBunar2,L.
1104,,1,139,141,Phleum pratense s.str.,38,,,2 depth 0.35-0.45,DanaBunar2,L.
1105,,1,139,142,Pisum sativum,38,,,2 depth 0.35-0.45,DanaBunar2,L.
1106,,1,139,131,Triticum monococcum/dicoccum,38,,,2 depth 0.35-0.45,DanaBunar2,L./Schrank
1107,,1,140,44,Cerealia indet.,38,,,3 depth 0.35-0.45,DanaBunar2,
1108,,1,140,46,Hordeum distichon/vulgare,38,,,3 depth 0.35-0.45,DanaBunar2,L./L.
1109,,1,140,36,Indeterminata,38,,,3 depth 0.35-0.45,DanaBunar2,
1110,,1,140,140,Panicum miliaceum,38,,,3 depth 0.35-0.45,DanaBunar2,L.
1111,,1,140,143,Scleranthus annuus s.str.,38,,,3 depth 0.35-0.45,DanaBunar2,L.
1112,,1,141,44,Cerealia indet.,38,,,4 depth 0.00-0.10,DanaBunar2,
1113,,1,141,6,Chenopodium album,38,,,4 depth 0.00-0.10,DanaBunar2,L.
1114,,1,141,144,Chenopodium rubrum,38,,,4 depth 0.00-0.10,DanaBunar2,L.
1115,,1,141,145,Echinochloa crus-galli,38,,,4 depth 0.00-0.10,DanaBunar2,(L.) P. Beauv.
1116,,1,141,70,Fabaceae,38,,,4 depth 0.00-0.10,DanaBunar2,
1117,,1,141,55,Galium spec.,38,,,4 depth 0.00-0.10,DanaBunar2,L.
1118,,1,141,140,Panicum miliaceum,38,,,4 depth 0.00-0.10,DanaBunar2,L.
1119,,1,141,134,Portulaca oleracea s.l.,38,,,4 depth 0.00-0.10,DanaBunar2,L.
1120,,1,141,56,Rumex spec.,38,,,4 depth 0.00-0.10,DanaBunar2,L.
1121,,1,142,44,Cerealia indet.,38,,,5 depth 0.30-0.50,DanaBunar2,
1122,,1,142,140,Panicum miliaceum,38,,,5 depth 0.30-0.50,DanaBunar2,L.
1123,,1,143,44,Cerealia indet.,39,,,47 depth 0.00-0.10,DanaBunar2,
1124,,1,143,139,Lens culinaris,39,,,47 depth 0.00-0.10,DanaBunar2,Medik.
1125,,1,143,131,Triticum monococcum/dicoccum,39,,,47 depth 0.00-0.10,DanaBunar2,L./Schrank
1126,,1,144,140,Panicum miliaceum,39,,,48 depth 0.10-0.20,DanaBunar2,L.
1127,,1,144,131,Triticum monococcum/dicoccum,39,,,48 depth 0.10-0.20,DanaBunar2,L./Schrank
1128,,1,145,44,Cerealia indet.,41,,,44 depth 0.00-0.10,DanaBunar2,
1129,,1,145,70,Fabaceae,41,,,44 depth 0.00-0.10,DanaBunar2,
1130,,1,146,44,Cerealia indet.,41,,,46 depth 0.30-0.40,DanaBunar2,
1131,,1,146,46,Hordeum distichon/vulgare,41,,,46 depth 0.30-0.40,DanaBunar2,L./L.
1132,,1,146,134,Portulaca oleracea s.l.,41,,,46 depth 0.30-0.40,DanaBunar2,L.
1133,,1,147,44,Cerealia indet.,42,,,10 depth 0.10-0.20,DanaBunar2,
1134,,1,147,70,Fabaceae,42,,,10 depth 0.10-0.20,DanaBunar2,
1135,,1,147,46,Hordeum distichon/vulgare,42,,,10 depth 0.10-0.20,DanaBunar2,L./L.
1136,,1,147,36,Indeterminata,42,,,10 depth 0.10-0.20,DanaBunar2,
1137,,1,147,139,Lens culinaris,42,,,10 depth 0.10-0.20,DanaBunar2,Medik.
1138,,1,147,146,Buglossoides arvensis,42,,,10 depth 0.10-0.20,DanaBunar2,(L.) I. M. Johnst.
1139,,1,147,147,Malva spec.,42,,,10 depth 0.10-0.20,DanaBunar2,L.
1140,,1,147,75,Trifolium spec.,42,,,10 depth 0.10-0.20,DanaBunar2,L.
1141,,1,147,62,Triticum spec.,42,,,10 depth 0.10-0.20,DanaBunar2,L.
1142,,1,148,44,Cerealia indet.,42,,,6 depth 0.00-0.10,DanaBunar2,
1143,,1,148,6,Chenopodium album,42,,,6 depth 0.00-0.10,DanaBunar2,L.
1144,,1,148,36,Indeterminata,42,,,6 depth 0.00-0.10,DanaBunar2,
1145,,1,148,131,Triticum monococcum/dicoccum,42,,,6 depth 0.00-0.10,DanaBunar2,L./Schrank
1146,,1,149,44,Cerealia indet.,42,,,7 depth 0.00-0.10,DanaBunar2,
1147,,1,149,6,Chenopodium album,42,,,7 depth 0.00-0.10,DanaBunar2,L.
1148,,1,149,140,Panicum miliaceum,42,,,7 depth 0.00-0.10,DanaBunar2,L.
1149,,1,150,44,Cerealia indet.,42,,,8 depth 0.10-0.20,DanaBunar2,
1150,,1,150,6,Chenopodium album,42,,,8 depth 0.10-0.20,DanaBunar2,L.
1151,,1,150,36,Indeterminata,42,,,8 depth 0.10-0.20,DanaBunar2,
1152,,1,150,148,Vicia ervilia,42,,,8 depth 0.10-0.20,DanaBunar2,(L.) Willd.
1153,,1,151,44,Cerealia indet.,42,,,9 depth 0.10-0.20,DanaBunar2,
1154,,1,151,70,Fabaceae,42,,,9 depth 0.10-0.20,DanaBunar2,
1155,,1,151,36,Indeterminata,42,,,9 depth 0.10-0.20,DanaBunar2,
1156,,1,151,131,Triticum monococcum/dicoccum,42,,,9 depth 0.10-0.20,DanaBunar2,L./Schrank
1157,,1,152,3,Apiaceae,44,,,87 depth 0.06-0.16,DanaBunar2,
1158,,1,152,44,Cerealia indet.,44,,,87 depth 0.06-0.16,DanaBunar2,
1159,,1,152,6,Chenopodium album,44,,,87 depth 0.06-0.16,DanaBunar2,L.
1160,,1,152,149,Cucumis melo/sativus,44,,,87 depth 0.06-0.16,DanaBunar2,L./L.
1161,,1,152,55,Galium spec.,44,,,87 depth 0.06-0.16,DanaBunar2,L.
1162,,1,152,46,Hordeum distichon/vulgare,44,,,87 depth 0.06-0.16,DanaBunar2,L./L.
1163,,1,152,150,Lathyrus cicera/sativus,44,,,87 depth 0.06-0.16,DanaBunar2,L./L.
1164,,1,153,44,Cerealia indet.,44,,,88 depth 0.20-0.30,DanaBunar2,
1165,,1,153,6,Chenopodium album,44,,,88 depth 0.20-0.30,DanaBunar2,L.
1166,,1,153,70,Fabaceae,44,,,88 depth 0.20-0.30,DanaBunar2,
1167,,1,153,46,Hordeum distichon/vulgare,44,,,88 depth 0.20-0.30,DanaBunar2,L./L.
1168,,1,153,36,Indeterminata,44,,,88 depth 0.20-0.30,DanaBunar2,
1169,,1,153,151,Lamiaceae,44,,,88 depth 0.20-0.30,DanaBunar2,
1170,,1,153,72,Phleum,44,,,88 depth 0.20-0.30,DanaBunar2,
1171,,1,153,134,Portulaca oleracea s.l.,44,,,88 depth 0.20-0.30,DanaBunar2,L.
1172,,1,153,152,Setaria italica,44,,,88 depth 0.20-0.30,DanaBunar2,(L.) P. Beauv.
1173,,1,153,75,Trifolium spec.,44,,,88 depth 0.20-0.30,DanaBunar2,L.
1174,,1,153,138,Triticum monococcum,44,,,88 depth 0.20-0.30,DanaBunar2,L.
1175,,1,153,131,Triticum monococcum/dicoccum,44,,,88 depth 0.20-0.30,DanaBunar2,L./Schrank
1176,,1,154,35,Carex spec.,44,,,89 depth 0.30-0.40,DanaBunar2,
1177,,1,154,44,Cerealia indet.,44,,,89 depth 0.30-0.40,DanaBunar2,
1178,,1,154,6,Chenopodium album,44,,,89 depth 0.30-0.40,DanaBunar2,L.
1179,,1,154,92,Eleocharis palustris agg.,44,,,89 depth 0.30-0.40,DanaBunar2,(L.)R. et Sch.
1180,,1,154,46,Hordeum distichon/vulgare,44,,,89 depth 0.30-0.40,DanaBunar2,L./L.
1181,,1,154,36,Indeterminata,44,,,89 depth 0.30-0.40,DanaBunar2,
1182,,1,154,153,Medicago,44,,,89 depth 0.30-0.40,DanaBunar2,
1183,,1,154,140,Panicum miliaceum,44,,,89 depth 0.30-0.40,DanaBunar2,L.
1184,,1,154,134,Portulaca oleracea s.l.,44,,,89 depth 0.30-0.40,DanaBunar2,L.
1185,,1,154,138,Triticum monococcum,44,,,89 depth 0.30-0.40,DanaBunar2,L.
1186,,1,154,131,Triticum monococcum/dicoccum,44,,,89 depth 0.30-0.40,DanaBunar2,L./Schrank
1187,,1,155,44,Cerealia indet.,44,,,90 depth 0.16-0.26,DanaBunar2,
1188,,1,155,6,Chenopodium album,44,,,90 depth 0.16-0.26,DanaBunar2,L.
1189,,1,155,46,Hordeum distichon/vulgare,44,,,90 depth 0.16-0.26,DanaBunar2,L./L.
1190,,1,155,36,Indeterminata,44,,,90 depth 0.16-0.26,DanaBunar2,
1191,,1,155,154,Lallemantia iberica,44,,,90 depth 0.16-0.26,DanaBunar2,
1192,,1,155,140,Panicum miliaceum,44,,,90 depth 0.16-0.26,DanaBunar2,L.
1193,,1,155,52,Poaceae,44,,,90 depth 0.16-0.26,DanaBunar2,
1194,,1,155,134,Portulaca oleracea s.l.,44,,,90 depth 0.16-0.26,DanaBunar2,L.
1195,,1,155,138,Triticum monococcum,44,,,90 depth 0.16-0.26,DanaBunar2,L.
1196,,1,155,131,Triticum monococcum/dicoccum,44,,,90 depth 0.16-0.26,DanaBunar2,L./Schrank
1197,,1,156,44,Cerealia indet.,44,,,91 depth 0.10-0.20,DanaBunar2,
1198,,1,156,70,Fabaceae,44,,,91 depth 0.10-0.20,DanaBunar2,
1199,,1,156,46,Hordeum distichon/vulgare,44,,,91 depth 0.10-0.20,DanaBunar2,L./L.
1200,,1,156,36,Indeterminata,44,,,91 depth 0.10-0.20,DanaBunar2,
1201,,1,156,150,Lathyrus cicera/sativus,44,,,91 depth 0.10-0.20,DanaBunar2,L./L.
1202,,1,156,140,Panicum miliaceum,44,,,91 depth 0.10-0.20,DanaBunar2,L.
1203,,1,156,41,Prunus spec.,44,,,91 depth 0.10-0.20,DanaBunar2,L.
1204,,1,156,62,Triticum spec.,44,,,91 depth 0.10-0.20,DanaBunar2,L.
1205,,1,157,44,Cerealia indet.,44,,,92 depth 0.00-0.10,DanaBunar2,
1206,,1,157,6,Chenopodium album,44,,,92 depth 0.00-0.10,DanaBunar2,L.
1207,,1,157,55,Galium spec.,44,,,92 depth 0.00-0.10,DanaBunar2,L.
1208,,1,157,45,Galium spurium,44,,,92 depth 0.00-0.10,DanaBunar2,L.
1209,,1,157,46,Hordeum distichon/vulgare,44,,,92 depth 0.00-0.10,DanaBunar2,L./L.
1210,,1,157,151,Lamiaceae,44,,,92 depth 0.00-0.10,DanaBunar2,
1211,,1,157,139,Lens culinaris,44,,,92 depth 0.00-0.10,DanaBunar2,Medik.
1212,,1,157,147,Malva spec.,44,,,92 depth 0.00-0.10,DanaBunar2,L.
1213,,1,157,155,Salvia spec.,44,,,92 depth 0.00-0.10,DanaBunar2,L.
1214,,1,157,156,Schoenoplectus spec.,44,,,92 depth 0.00-0.10,DanaBunar2,(Rchb.) Palla
1215,,1,158,44,Cerealia indet.,44,,,93 depth 0.30-0.40,DanaBunar2,
1216,,1,158,6,Chenopodium album,44,,,93 depth 0.30-0.40,DanaBunar2,L.
1217,,1,158,55,Galium spec.,44,,,93 depth 0.30-0.40,DanaBunar2,L.
1218,,1,158,46,Hordeum distichon/vulgare,44,,,93 depth 0.30-0.40,DanaBunar2,L./L.
1219,,1,158,36,Indeterminata,44,,,93 depth 0.30-0.40,DanaBunar2,
1220,,1,158,150,Lathyrus cicera/sativus,44,,,93 depth 0.30-0.40,DanaBunar2,L./L.
1221,,1,158,140,Panicum miliaceum,44,,,93 depth 0.30-0.40,DanaBunar2,L.
1222,,1,158,134,Portulaca oleracea s.l.,44,,,93 depth 0.30-0.40,DanaBunar2,L.
1223,,1,158,157,Setaria pumila,44,,,93 depth 0.30-0.40,DanaBunar2,(Poir.) Roem. & Schult.
1224,,1,158,138,Triticum monococcum,44,,,93 depth 0.30-0.40,DanaBunar2,L.
1225,,1,159,44,Cerealia indet.,46,,,30 depth 0.60-0.70,DanaBunar2,
1226,,1,159,6,Chenopodium album,46,,,30 depth 0.60-0.70,DanaBunar2,L.
1227,,1,159,70,Fabaceae,46,,,30 depth 0.60-0.70,DanaBunar2,
1228,,1,159,151,Lamiaceae,46,,,30 depth 0.60-0.70,DanaBunar2,
1229,,1,159,140,Panicum miliaceum,46,,,30 depth 0.60-0.70,DanaBunar2,L.
1230,,1,160,44,Cerealia indet.,46,,,31 depth 0.50-0.60,DanaBunar2,
1231,,1,160,46,Hordeum distichon/vulgare,46,,,31 depth 0.50-0.60,DanaBunar2,L./L.
1232,,1,160,36,Indeterminata,46,,,31 depth 0.50-0.60,DanaBunar2,
1233,,1,160,140,Panicum miliaceum,46,,,31 depth 0.50-0.60,DanaBunar2,L.
1234,,1,160,13,Polygonum convolvulus,46,,,31 depth 0.50-0.60,DanaBunar2,(L.) A. Löve
1235,,1,160,134,Portulaca oleracea s.l.,46,,,31 depth 0.50-0.60,DanaBunar2,L.
1236,,1,160,158,Setaria spec.,46,,,31 depth 0.50-0.60,DanaBunar2,P.B.
1237,,1,160,136,Setaria verticillata/viridis,46,,,31 depth 0.50-0.60,DanaBunar2,(L.) P. Beauv./(L.) P. Beauv.
1238,,1,160,138,Triticum monococcum,46,,,31 depth 0.50-0.60,DanaBunar2,L.
1239,,1,160,131,Triticum monococcum/dicoccum,46,,,31 depth 0.50-0.60,DanaBunar2,L./Schrank
1240,,1,161,44,Cerealia indet.,46,,,32 depth 0.60-0.70,DanaBunar2,
1241,,1,161,6,Chenopodium album,46,,,32 depth 0.60-0.70,DanaBunar2,L.
1242,,1,161,46,Hordeum distichon/vulgare,46,,,32 depth 0.60-0.70,DanaBunar2,L./L.
1243,,1,161,150,Lathyrus cicera/sativus,46,,,32 depth 0.60-0.70,DanaBunar2,L./L.
1244,,1,161,56,Rumex spec.,46,,,32 depth 0.60-0.70,DanaBunar2,L.
1245,,1,161,131,Triticum monococcum/dicoccum,46,,,32 depth 0.60-0.70,DanaBunar2,L./Schrank
1246,,1,162,44,Cerealia indet.,46,,,33 depth 0.30-0.40,DanaBunar2,
1247,,1,162,46,Hordeum distichon/vulgare,46,,,33 depth 0.30-0.40,DanaBunar2,L./L.
1248,,1,162,52,Poaceae,46,,,33 depth 0.30-0.40,DanaBunar2,
1249,,1,163,44,Cerealia indet.,46,,,34 depth 0.40-0.50,DanaBunar2,
1250,,1,163,46,Hordeum distichon/vulgare,46,,,34 depth 0.40-0.50,DanaBunar2,L./L.
1251,,1,163,36,Indeterminata,46,,,34 depth 0.40-0.50,DanaBunar2,
1252,,1,164,44,Cerealia indet.,46,,,35 depth 0.30-0.40,DanaBunar2,
1253,,1,164,6,Chenopodium album,46,,,35 depth 0.30-0.40,DanaBunar2,L.
1254,,1,164,55,Galium spec.,46,,,35 depth 0.30-0.40,DanaBunar2,L.
1255,,1,164,46,Hordeum distichon/vulgare,46,,,35 depth 0.30-0.40,DanaBunar2,L./L.
1256,,1,164,151,Lamiaceae,46,,,35 depth 0.30-0.40,DanaBunar2,
1257,,1,164,140,Panicum miliaceum,46,,,35 depth 0.30-0.40,DanaBunar2,L.
1258,,1,164,62,Triticum spec.,46,,,35 depth 0.30-0.40,DanaBunar2,L.
1259,,1,165,6,Chenopodium album,47,,,49 depth 0.10-0.20,DanaBunar2,L.
1260,,1,166,44,Cerealia indet.,47,,,50 depth 0.10-0.20,DanaBunar2,
1261,,1,166,150,Lathyrus cicera/sativus,47,,,50 depth 0.10-0.20,DanaBunar2,L./L.
1262,,1,167,44,Cerealia indet.,55,,,54 depth 1.00-1.10,DanaBunar2,
1263,,1,167,55,Galium spec.,55,,,54 depth 1.00-1.10,DanaBunar2,L.
1264,,1,167,36,Indeterminata,55,,,54 depth 1.00-1.10,DanaBunar2,
1265,,1,167,75,Trifolium spec.,55,,,54 depth 1.00-1.10,DanaBunar2,L.
1266,,1,168,44,Cerealia indet.,55,,,55 depth 1.00-1.10,DanaBunar2,
1267,,1,168,36,Indeterminata,55,,,55 depth 1.00-1.10,DanaBunar2,
1268,,1,168,150,Lathyrus cicera/sativus,55,,,55 depth 1.00-1.10,DanaBunar2,L./L.
1269,,1,168,131,Triticum monococcum/dicoccum,55,,,55 depth 1.00-1.10,DanaBunar2,L./Schrank
1270,,1,169,44,Cerealia indet.,58,,,23 depth 0.10-0.20,DanaBunar2,
1271,,1,169,140,Panicum miliaceum,58,,,23 depth 0.10-0.20,DanaBunar2,L.
1272,,1,169,13,Polygonum convolvulus,58,,,23 depth 0.10-0.20,DanaBunar2,(L.) A. Löve
1273,,1,169,75,Trifolium spec.,58,,,23 depth 0.10-0.20,DanaBunar2,L.
1274,,1,169,138,Triticum monococcum,58,,,23 depth 0.10-0.20,DanaBunar2,L.
1275,,1,169,131,Triticum monococcum/dicoccum,58,,,23 depth 0.10-0.20,DanaBunar2,L./Schrank
1276,,1,170,44,Cerealia indet.,58,,,24 depth 0.30-0.40,DanaBunar2,
1277,,1,170,6,Chenopodium album,58,,,24 depth 0.30-0.40,DanaBunar2,L.
1278,,1,170,55,Galium spec.,58,,,24 depth 0.30-0.40,DanaBunar2,L.
1279,,1,170,75,Trifolium spec.,58,,,24 depth 0.30-0.40,DanaBunar2,L.
1280,,1,171,44,Cerealia indet.,58,,,25 depth 0.00-0.10,DanaBunar2,
1281,,1,171,6,Chenopodium album,58,,,25 depth 0.00-0.10,DanaBunar2,L.
1282,,1,171,46,Hordeum distichon/vulgare,58,,,25 depth 0.00-0.10,DanaBunar2,L./L.
1283,,1,171,140,Panicum miliaceum,58,,,25 depth 0.00-0.10,DanaBunar2,L.
1284,,1,171,75,Trifolium spec.,58,,,25 depth 0.00-0.10,DanaBunar2,L.
1285,,1,171,138,Triticum monococcum,58,,,25 depth 0.00-0.10,DanaBunar2,L.
1286,,1,171,131,Triticum monococcum/dicoccum,58,,,25 depth 0.00-0.10,DanaBunar2,L./Schrank
1287,,1,172,44,Cerealia indet.,58,,,26 depth 0.10-0.20,DanaBunar2,
1288,,1,172,70,Fabaceae,58,,,26 depth 0.10-0.20,DanaBunar2,
1289,,1,172,140,Panicum miliaceum,58,,,26 depth 0.10-0.20,DanaBunar2,L.
1290,,1,172,75,Trifolium spec.,58,,,26 depth 0.10-0.20,DanaBunar2,L.
1291,,1,172,138,Triticum monococcum,58,,,26 depth 0.10-0.20,DanaBunar2,L.
1292,,1,172,131,Triticum monococcum/dicoccum,58,,,26 depth 0.10-0.20,DanaBunar2,L./Schrank
1293,,1,173,44,Cerealia indet.,58,,,27 depth 0.30-0.40,DanaBunar2,
1294,,1,173,140,Panicum miliaceum,58,,,27 depth 0.30-0.40,DanaBunar2,L.
1295,,1,173,75,Trifolium spec.,58,,,27 depth 0.30-0.40,DanaBunar2,L.
1296,,1,173,138,Triticum monococcum,58,,,27 depth 0.30-0.40,DanaBunar2,L.
1297,,1,173,131,Triticum monococcum/dicoccum,58,,,27 depth 0.30-0.40,DanaBunar2,L./Schrank
1298,,1,174,150,Lathyrus cicera/sativus,58,,,28 depth 0.20-0.30,DanaBunar2,L./L.
1299,,1,174,140,Panicum miliaceum,58,,,28 depth 0.20-0.30,DanaBunar2,L.
1300,,1,174,135,Triticum dicoccum,58,,,28 depth 0.20-0.30,DanaBunar2,(Schrank) Schübl.
1301,,1,174,75,Trifolium spec.,58,,,28 depth 0.20-0.30,DanaBunar2,L.
1302,,1,174,138,Triticum monococcum,58,,,28 depth 0.20-0.30,DanaBunar2,L.
1303,,1,174,131,Triticum monococcum/dicoccum,58,,,28 depth 0.20-0.30,DanaBunar2,L./Schrank
1304,,1,175,44,Cerealia indet.,64,,,11 depth 0.10-0.20,DanaBunar2,
1305,,1,175,6,Chenopodium album,64,,,11 depth 0.10-0.20,DanaBunar2,L.
1306,,1,175,36,Indeterminata,64,,,11 depth 0.10-0.20,DanaBunar2,
1307,,1,175,139,Lens culinaris,64,,,11 depth 0.10-0.20,DanaBunar2,Medik.
