system_id,sample_chronological_period_id,chronological_period_id,sample_id,taxon_id,BNam,Befu,ChronoDat,ChronoDat Beschreibung,ProbNr,ProjektNr,TaxAut
340,,1,36,45,Galium spurium,A12034,,,19_0014_0058,19_0014,L.
341,,1,36,10,Eleocharis,A12034,,,19_0014_0058,19_0014,
342,,1,36,46,Hordeum distichon/vulgare,A12034,,,19_0014_0058,19_0014,L./L.
343,,1,36,48,Hordeum distichon/vulgare Spelzgerste,A12034,,,19_0014_0058,19_0014,
344,,1,36,36,Indeterminata,A12034,,,19_0014_0058,19_0014,
345,,1,36,71,Juniperus communis,A12034,,,19_0014_0058,19_0014,L.
346,,1,36,72,Phleum,A12034,,,19_0014_0058,19_0014,
347,,1,36,52,Poaceae,A12034,,,19_0014_0058,19_0014,
348,,1,36,12,Polygonum aviculare agg.,A12034,,,19_0014_0058,19_0014,
349,,1,36,50,Polygonum lapathifolium agg.,A12034,,,19_0014_0058,19_0014,L.
350,,1,36,13,Polygonum convolvulus,A12034,,,19_0014_0058,19_0014,(L.) A. Löve
351,,1,36,73,Polygonum persicaria,A12034,,,19_0014_0058,19_0014,L.
352,,1,36,74,Potentilla spec.,A12034,,,19_0014_0058,19_0014,L.
353,,1,36,16,Ranunculus spec.,A12034,,,19_0014_0058,19_0014,L.
354,,1,36,19,Solanum spec.,A12034,,,19_0014_0058,19_0014,L.
355,,1,36,20,Spergula arvensis,A12034,,,19_0014_0058,19_0014,L.
356,,1,36,22,Stellaria media,A12034,,,19_0014_0058,19_0014,
357,,1,36,75,Trifolium spec.,A12034,,,19_0014_0058,19_0014,L.
358,,1,36,76,Phalaris arundinacea,A12034,,,19_0014_0058,19_0014,L.
359,,1,37,35,Carex spec.,A12435,,,19_0014_0069,19_0014,
360,,1,37,44,Cerealia indet.,A12435,,,19_0014_0069,19_0014,
361,,1,37,6,Chenopodium album,A12435,,,19_0014_0069,19_0014,L.
362,,1,37,45,Galium spurium,A12435,,,19_0014_0069,19_0014,L.
363,,1,37,50,Polygonum lapathifolium agg.,A12435,,,19_0014_0069,19_0014,L.
364,,1,37,22,Stellaria media,A12435,,,19_0014_0069,19_0014,
365,,1,38,44,Cerealia indet.,A13064,,,19_0014_0071,19_0014,
366,,1,38,6,Chenopodium album,A13064,,,19_0014_0071,19_0014,L.
367,,1,38,27,Corylus avellana,A13064,,,19_0014_0071,19_0014,L.
368,,1,38,8,Galeopsis spec.,A13064,,,19_0014_0071,19_0014,L.
369,,1,38,47,Hordeum distichon/vulgare Nacktgerste,A13064,,,19_0014_0071,19_0014,
370,,1,38,48,Hordeum distichon/vulgare Spelzgerste,A13064,,,19_0014_0071,19_0014,
371,,1,38,36,Indeterminata,A13064,,,19_0014_0071,19_0014,
372,,1,38,64,Melilotus spec.,A13064,,,19_0014_0071,19_0014,Mill.
373,,1,38,50,Polygonum lapathifolium agg.,A13064,,,19_0014_0071,19_0014,L.
374,,1,38,13,Polygonum convolvulus,A13064,,,19_0014_0071,19_0014,(L.) A. Löve
375,,1,38,22,Stellaria media,A13064,,,19_0014_0071,19_0014,
376,,1,38,77,Triticum dicoccum/spelta,A13064,,,19_0014_0071,19_0014,Schrank/L.
377,,1,39,44,Cerealia indet.,A13200,,,19_0014_0041,19_0014,
378,,1,39,50,Polygonum lapathifolium agg.,A13200,,,19_0014_0041,19_0014,L.
379,,1,39,20,Spergula arvensis,A13200,,,19_0014_0041,19_0014,L.
380,,1,39,77,Triticum dicoccum/spelta,A13200,,,19_0014_0041,19_0014,Schrank/L.
381,,1,40,46,Hordeum distichon/vulgare,A13299,,,19_0014_0072,19_0014,L./L.
382,,1,41,52,Poaceae,A13837,,,19_0014_0060,19_0014,
383,,1,41,22,Stellaria media,A13837,,,19_0014_0060,19_0014,
384,,1,42,6,Chenopodium album,A15333,,,19_0014_0061,19_0014,L.
385,,1,42,66,Fumaria officinalis,A15333,,,19_0014_0061,19_0014,L.
386,,1,42,52,Poaceae,A15333,,,19_0014_0061,19_0014,
387,,1,42,50,Polygonum lapathifolium agg.,A15333,,,19_0014_0061,19_0014,L.
388,,1,43,6,Chenopodium album,A15344,,,19_0014_0074,19_0014,L.
389,,1,44,48,Hordeum distichon/vulgare Spelzgerste,A15554,,,19_0014_0075,19_0014,
390,,1,44,13,Polygonum convolvulus,A15554,,,19_0014_0075,19_0014,(L.) A. Löve
391,,1,44,22,Stellaria media,A15554,,,19_0014_0075,19_0014,
392,,1,45,78,Alchemilla spec.,A15736,,,19_0014_0059,19_0014,L. (bearb. v. Lippert)
393,,1,45,4,Atriplex spec.,A15736,,,19_0014_0059,19_0014,L.
394,,1,45,35,Carex spec.,A15736,,,19_0014_0059,19_0014,
395,,1,45,44,Cerealia indet.,A15736,,,19_0014_0059,19_0014,
396,,1,45,6,Chenopodium album,A15736,,,19_0014_0059,19_0014,L.
397,,1,45,69,Euphorbia helioscopia,A15736,,,19_0014_0059,19_0014,L.
398,,1,45,66,Fumaria officinalis,A15736,,,19_0014_0059,19_0014,L.
399,,1,45,8,Galeopsis spec.,A15736,,,19_0014_0059,19_0014,L.
400,,1,45,45,Galium spurium,A15736,,,19_0014_0059,19_0014,L.
401,,1,45,64,Melilotus spec.,A15736,,,19_0014_0059,19_0014,Mill.
402,,1,45,67,Picea abies,A15736,,,19_0014_0059,19_0014,(L.) H. Karst.
403,,1,45,52,Poaceae,A15736,,,19_0014_0059,19_0014,
404,,1,45,12,Polygonum aviculare agg.,A15736,,,19_0014_0059,19_0014,
405,,1,45,50,Polygonum lapathifolium agg.,A15736,,,19_0014_0059,19_0014,L.
406,,1,45,13,Polygonum convolvulus,A15736,,,19_0014_0059,19_0014,(L.) A. Löve
407,,1,45,16,Ranunculus spec.,A15736,,,19_0014_0059,19_0014,L.
408,,1,45,42,Rumex crispus,A15736,,,19_0014_0059,19_0014,L.
409,,1,45,17,Rubus idaeus,A15736,,,19_0014_0059,19_0014,L.
410,,1,45,19,Solanum spec.,A15736,,,19_0014_0059,19_0014,L.
411,,1,45,20,Spergula arvensis,A15736,,,19_0014_0059,19_0014,L.
412,,1,46,44,Cerealia indet.,A16771,,,19_0014_0008,19_0014,
413,,1,46,6,Chenopodium album,A16771,,,19_0014_0008,19_0014,L.
414,,1,46,79,Galium aparine/spurium,A16771,,,19_0014_0008,19_0014,L./L.
415,,1,46,47,Hordeum distichon/vulgare Nacktgerste,A16771,,,19_0014_0008,19_0014,
416,,1,46,50,Polygonum lapathifolium agg.,A16771,,,19_0014_0008,19_0014,L.
417,,1,46,17,Rubus idaeus,A16771,,,19_0014_0008,19_0014,L.
418,,1,46,22,Stellaria media,A16771,,,19_0014_0008,19_0014,
419,,1,47,44,Cerealia indet.,A16783,,,19_0014_0005,19_0014,
420,,1,47,6,Chenopodium album,A16783,,,19_0014_0005,19_0014,L.
421,,1,47,48,Hordeum distichon/vulgare Spelzgerste,A16783,,,19_0014_0005,19_0014,
422,,1,47,20,Spergula arvensis,A16783,,,19_0014_0005,19_0014,L.
423,,1,47,77,Triticum dicoccum/spelta,A16783,,,19_0014_0005,19_0014,Schrank/L.
424,,1,48,44,Cerealia indet.,A17294,,,19_0014_0016,19_0014,
425,,1,48,6,Chenopodium album,A17294,,,19_0014_0016,19_0014,L.
426,,1,48,27,Corylus avellana,A17294,,,19_0014_0016,19_0014,L.
427,,1,48,79,Galium aparine/spurium,A17294,,,19_0014_0016,19_0014,L./L.
428,,1,48,48,Hordeum distichon/vulgare Spelzgerste,A17294,,,19_0014_0016,19_0014,
429,,1,48,52,Poaceae,A17294,,,19_0014_0016,19_0014,
430,,1,48,50,Polygonum lapathifolium agg.,A17294,,,19_0014_0016,19_0014,L.
431,,1,48,22,Stellaria media,A17294,,,19_0014_0016,19_0014,
432,,1,49,35,Carex spec.,A1875,,,19_0014_0046,19_0014,
433,,1,49,44,Cerealia indet.,A1875,,,19_0014_0046,19_0014,
434,,1,49,6,Chenopodium album,A1875,,,19_0014_0046,19_0014,L.
435,,1,49,45,Galium spurium,A1875,,,19_0014_0046,19_0014,L.
436,,1,49,13,Polygonum convolvulus,A1875,,,19_0014_0046,19_0014,(L.) A. Löve
437,,1,49,20,Spergula arvensis,A1875,,,19_0014_0046,19_0014,L.
438,,1,49,22,Stellaria media,A1875,,,19_0014_0046,19_0014,
439,,1,50,6,Chenopodium album,A1931,,,19_0014_0047,19_0014,L.
440,,1,50,45,Galium spurium,A1931,,,19_0014_0047,19_0014,L.
441,,1,50,50,Polygonum lapathifolium agg.,A1931,,,19_0014_0047,19_0014,L.
442,,1,51,44,Cerealia indet.,A1998,,,19_0014_0048,19_0014,
443,,1,51,6,Chenopodium album,A1998,,,19_0014_0048,19_0014,L.
444,,1,51,22,Stellaria media,A1998,,,19_0014_0048,19_0014,
445,,1,52,44,Cerealia indet.,A2019,,,19_0014_0049,19_0014,
446,,1,52,80,Galium aparine,A2019,,,19_0014_0049,19_0014,L.
447,,1,52,22,Stellaria media,A2019,,,19_0014_0049,19_0014,
448,,1,53,44,Cerealia indet.,A2029,,,19_0014_0050,19_0014,
449,,1,53,6,Chenopodium album,A2029,,,19_0014_0050,19_0014,L.
450,,1,54,6,Chenopodium album,A2114,,,19_0014_0051,19_0014,L.
451,,1,54,81,Lathyrus/Pisum/Vicia,A2114,,,19_0014_0051,19_0014,L./L./L.
452,,1,55,6,Chenopodium album,A3019,,,19_0014_0052,19_0014,L.
453,,1,55,46,Hordeum distichon/vulgare,A3019,,,19_0014_0052,19_0014,L./L.
454,,1,55,47,Hordeum distichon/vulgare Nacktgerste,A3019,,,19_0014_0052,19_0014,
455,,1,55,13,Polygonum convolvulus,A3019,,,19_0014_0052,19_0014,(L.) A. Löve
456,,1,56,44,Cerealia indet.,A3170,,,19_0014_0066,19_0014,
457,,1,56,6,Chenopodium album,A3170,,,19_0014_0066,19_0014,L.
458,,1,56,16,Ranunculus spec.,A3170,,,19_0014_0066,19_0014,L.
459,,1,56,19,Solanum spec.,A3170,,,19_0014_0066,19_0014,L.
460,,1,56,22,Stellaria media,A3170,,,19_0014_0066,19_0014,
461,,1,57,44,Cerealia indet.,A3650,,,19_0014_0053,19_0014,
462,,1,57,6,Chenopodium album,A3650,,,19_0014_0053,19_0014,L.
463,,1,57,45,Galium spurium,A3650,,,19_0014_0053,19_0014,L.
464,,1,57,46,Hordeum distichon/vulgare,A3650,,,19_0014_0053,19_0014,L./L.
465,,1,57,32,Silene dioica,A3650,,,19_0014_0053,19_0014,(L.) Clairv.
466,,1,58,51,Carex spec. tricarpellat,A4115,,,19_0014_0023,19_0014,
467,,1,58,44,Cerealia indet.,A4115,,,19_0014_0023,19_0014,
468,,1,58,6,Chenopodium album,A4115,,,19_0014_0023,19_0014,L.
469,,1,58,79,Galium aparine/spurium,A4115,,,19_0014_0023,19_0014,L./L.
470,,1,58,46,Hordeum distichon/vulgare,A4115,,,19_0014_0023,19_0014,L./L.
471,,1,58,50,Polygonum lapathifolium agg.,A4115,,,19_0014_0023,19_0014,L.
472,,1,58,13,Polygonum convolvulus,A4115,,,19_0014_0023,19_0014,(L.) A. Löve
473,,1,58,42,Rumex crispus,A4115,,,19_0014_0023,19_0014,L.
474,,1,58,22,Stellaria media,A4115,,,19_0014_0023,19_0014,
475,,1,59,45,Galium spurium,A4365,,,19_0014_0054,19_0014,L.
476,,1,60,35,Carex spec.,A5192,,,19_0014_0020,19_0014,
477,,1,60,44,Cerealia indet.,A5192,,,19_0014_0020,19_0014,
478,,1,60,6,Chenopodium album,A5192,,,19_0014_0020,19_0014,L.
479,,1,60,79,Galium aparine/spurium,A5192,,,19_0014_0020,19_0014,L./L.
480,,1,60,46,Hordeum distichon/vulgare,A5192,,,19_0014_0020,19_0014,L./L.
481,,1,60,50,Polygonum lapathifolium agg.,A5192,,,19_0014_0020,19_0014,L.
482,,1,60,77,Triticum dicoccum/spelta,A5192,,,19_0014_0020,19_0014,Schrank/L.
483,,1,61,51,Carex spec. tricarpellat,A5213,,,19_0014_0019,19_0014,
484,,1,61,44,Cerealia indet.,A5213,,,19_0014_0019,19_0014,
485,,1,61,6,Chenopodium album,A5213,,,19_0014_0019,19_0014,L.
486,,1,61,27,Corylus avellana,A5213,,,19_0014_0019,19_0014,L.
487,,1,61,79,Galium aparine/spurium,A5213,,,19_0014_0019,19_0014,L./L.
488,,1,61,46,Hordeum distichon/vulgare,A5213,,,19_0014_0019,19_0014,L./L.
489,,1,61,47,Hordeum distichon/vulgare Nacktgerste,A5213,,,19_0014_0019,19_0014,
490,,1,61,50,Polygonum lapathifolium agg.,A5213,,,19_0014_0019,19_0014,L.
491,,1,61,16,Ranunculus spec.,A5213,,,19_0014_0019,19_0014,L.
492,,1,61,22,Stellaria media,A5213,,,19_0014_0019,19_0014,
493,,1,62,82,Camelina sativa,A5223,,,19_0014_0018,19_0014,(L.) Crantz
494,,1,62,35,Carex spec.,A5223,,,19_0014_0018,19_0014,
495,,1,62,44,Cerealia indet.,A5223,,,19_0014_0018,19_0014,
496,,1,62,6,Chenopodium album,A5223,,,19_0014_0018,19_0014,L.
497,,1,62,79,Galium aparine/spurium,A5223,,,19_0014_0018,19_0014,L./L.
498,,1,62,48,Hordeum distichon/vulgare Spelzgerste,A5223,,,19_0014_0018,19_0014,
499,,1,62,36,Indeterminata,A5223,,,19_0014_0018,19_0014,
500,,1,62,50,Polygonum lapathifolium agg.,A5223,,,19_0014_0018,19_0014,L.
501,,1,62,53,Rumex acetosella agg.,A5223,,,19_0014_0018,19_0014,
502,,1,62,22,Stellaria media,A5223,,,19_0014_0018,19_0014,
503,,1,62,54,Thlaspi arvense,A5223,,,19_0014_0018,19_0014,L.
504,,1,63,44,Cerealia indet.,A5254,,,19_0014_0029,19_0014,
505,,1,63,6,Chenopodium album,A5254,,,19_0014_0029,19_0014,L.
506,,1,63,45,Galium spurium,A5254,,,19_0014_0029,19_0014,L.
507,,1,63,46,Hordeum distichon/vulgare,A5254,,,19_0014_0029,19_0014,L./L.
508,,1,63,13,Polygonum convolvulus,A5254,,,19_0014_0029,19_0014,(L.) A. Löve
509,,1,64,44,Cerealia indet.,A5282,,,19_0014_0021,19_0014,
510,,1,64,6,Chenopodium album,A5282,,,19_0014_0021,19_0014,L.
511,,1,64,79,Galium aparine/spurium,A5282,,,19_0014_0021,19_0014,L./L.
512,,1,64,46,Hordeum distichon/vulgare,A5282,,,19_0014_0021,19_0014,L./L.
513,,1,64,48,Hordeum distichon/vulgare Spelzgerste,A5282,,,19_0014_0021,19_0014,
514,,1,64,22,Stellaria media,A5282,,,19_0014_0021,19_0014,
515,,1,64,54,Thlaspi arvense,A5282,,,19_0014_0021,19_0014,L.
516,,1,65,44,Cerealia indet.,A5294,,,19_0014_0022,19_0014,
517,,1,65,6,Chenopodium album,A5294,,,19_0014_0022,19_0014,L.
518,,1,65,79,Galium aparine/spurium,A5294,,,19_0014_0022,19_0014,L./L.
519,,1,65,46,Hordeum distichon/vulgare,A5294,,,19_0014_0022,19_0014,L./L.
520,,1,65,48,Hordeum distichon/vulgare Spelzgerste,A5294,,,19_0014_0022,19_0014,
521,,1,65,50,Polygonum lapathifolium agg.,A5294,,,19_0014_0022,19_0014,L.
522,,1,66,79,Galium aparine/spurium,A5307,,,19_0014_0024,19_0014,L./L.
523,,1,66,46,Hordeum distichon/vulgare,A5307,,,19_0014_0024,19_0014,L./L.
524,,1,66,50,Polygonum lapathifolium agg.,A5307,,,19_0014_0024,19_0014,L.
525,,1,66,22,Stellaria media,A5307,,,19_0014_0024,19_0014,
526,,1,67,51,Carex spec. tricarpellat,A5334,,,19_0014_0063,19_0014,
527,,1,67,6,Chenopodium album,A5334,,,19_0014_0063,19_0014,L.
528,,1,67,8,Galeopsis spec.,A5334,,,19_0014_0063,19_0014,L.
529,,1,67,45,Galium spurium,A5334,,,19_0014_0063,19_0014,L.
530,,1,67,48,Hordeum distichon/vulgare Spelzgerste,A5334,,,19_0014_0063,19_0014,
531,,1,67,36,Indeterminata,A5334,,,19_0014_0063,19_0014,
532,,1,67,81,Lathyrus/Pisum/Vicia,A5334,,,19_0014_0063,19_0014,L./L./L.
533,,1,67,52,Poaceae,A5334,,,19_0014_0063,19_0014,
534,,1,67,50,Polygonum lapathifolium agg.,A5334,,,19_0014_0063,19_0014,L.
535,,1,67,74,Potentilla spec.,A5334,,,19_0014_0063,19_0014,L.
536,,1,67,53,Rumex acetosella agg.,A5334,,,19_0014_0063,19_0014,
537,,1,67,22,Stellaria media,A5334,,,19_0014_0063,19_0014,
538,,1,68,44,Cerealia indet.,A6041,,,19_0014_0034,19_0014,
539,,1,68,6,Chenopodium album,A6041,,,19_0014_0034,19_0014,L.
540,,1,68,8,Galeopsis spec.,A6041,,,19_0014_0034,19_0014,L.
541,,1,68,45,Galium spurium,A6041,,,19_0014_0034,19_0014,L.
542,,1,68,46,Hordeum distichon/vulgare,A6041,,,19_0014_0034,19_0014,L./L.
543,,1,68,50,Polygonum lapathifolium agg.,A6041,,,19_0014_0034,19_0014,L.
544,,1,68,13,Polygonum convolvulus,A6041,,,19_0014_0034,19_0014,(L.) A. Löve
545,,1,68,32,Silene dioica,A6041,,,19_0014_0034,19_0014,(L.) Clairv.
546,,1,68,20,Spergula arvensis,A6041,,,19_0014_0034,19_0014,L.
547,,1,68,22,Stellaria media,A6041,,,19_0014_0034,19_0014,
548,,1,68,62,Triticum spec.,A6041,,,19_0014_0034,19_0014,L.
549,,1,69,44,Cerealia indet.,A6135,,,19_0014_0015,19_0014,
550,,1,69,6,Chenopodium album,A6135,,,19_0014_0015,19_0014,L.
551,,1,69,79,Galium aparine/spurium,A6135,,,19_0014_0015,19_0014,L./L.
552,,1,69,48,Hordeum distichon/vulgare Spelzgerste,A6135,,,19_0014_0015,19_0014,
553,,1,69,50,Polygonum lapathifolium agg.,A6135,,,19_0014_0015,19_0014,L.
554,,1,69,42,Rumex crispus,A6135,,,19_0014_0015,19_0014,L.
555,,1,69,22,Stellaria media,A6135,,,19_0014_0015,19_0014,
556,,1,70,44,Cerealia indet.,A6146,,,19_0014_0033,19_0014,
557,,1,70,48,Hordeum distichon/vulgare Spelzgerste,A6146,,,19_0014_0033,19_0014,
558,,1,70,81,Lathyrus/Pisum/Vicia,A6146,,,19_0014_0033,19_0014,L./L./L.
559,,1,70,50,Polygonum lapathifolium agg.,A6146,,,19_0014_0033,19_0014,L.
560,,1,71,44,Cerealia indet.,A6157,,,19_0014_0035,19_0014,
561,,1,71,6,Chenopodium album,A6157,,,19_0014_0035,19_0014,L.
562,,1,71,45,Galium spurium,A6157,,,19_0014_0035,19_0014,L.
563,,1,71,50,Polygonum lapathifolium agg.,A6157,,,19_0014_0035,19_0014,L.
564,,1,71,16,Ranunculus spec.,A6157,,,19_0014_0035,19_0014,L.
565,,1,71,22,Stellaria media,A6157,,,19_0014_0035,19_0014,
566,,1,72,35,Carex spec.,A6178,,,19_0014_0017,19_0014,
567,,1,72,44,Cerealia indet.,A6178,,,19_0014_0017,19_0014,
568,,1,72,6,Chenopodium album,A6178,,,19_0014_0017,19_0014,L.
569,,1,72,79,Galium aparine/spurium,A6178,,,19_0014_0017,19_0014,L./L.
570,,1,72,48,Hordeum distichon/vulgare Spelzgerste,A6178,,,19_0014_0017,19_0014,
571,,1,72,50,Polygonum lapathifolium agg.,A6178,,,19_0014_0017,19_0014,L.
572,,1,72,22,Stellaria media,A6178,,,19_0014_0017,19_0014,
573,,1,73,44,Cerealia indet.,A6194,,,19_0014_0025,19_0014,
574,,1,73,6,Chenopodium album,A6194,,,19_0014_0025,19_0014,L.
575,,1,73,70,Fabaceae,A6194,,,19_0014_0025,19_0014,
576,,1,73,79,Galium aparine/spurium,A6194,,,19_0014_0025,19_0014,L./L.
577,,1,73,47,Hordeum distichon/vulgare Nacktgerste,A6194,,,19_0014_0025,19_0014,
578,,1,73,48,Hordeum distichon/vulgare Spelzgerste,A6194,,,19_0014_0025,19_0014,
579,,1,73,77,Triticum dicoccum/spelta,A6194,,,19_0014_0025,19_0014,Schrank/L.
580,,1,74,44,Cerealia indet.,A7199,,,19_0014_0032,19_0014,
581,,1,74,46,Hordeum distichon/vulgare,A7199,,,19_0014_0032,19_0014,L./L.
582,,1,75,44,Cerealia indet.,A7253,,,19_0014_0014,19_0014,
583,,1,75,6,Chenopodium album,A7253,,,19_0014_0014,19_0014,L.
584,,1,75,46,Hordeum distichon/vulgare,A7253,,,19_0014_0014,19_0014,L./L.
585,,1,76,44,Cerealia indet.,A7263,,,19_0014_0030,19_0014,
586,,1,76,6,Chenopodium album,A7263,,,19_0014_0030,19_0014,L.
587,,1,76,45,Galium spurium,A7263,,,19_0014_0030,19_0014,L.
588,,1,76,48,Hordeum distichon/vulgare Spelzgerste,A7263,,,19_0014_0030,19_0014,
589,,1,77,35,Carex spec.,A7294,,,19_0014_0013,19_0014,
590,,1,77,44,Cerealia indet.,A7294,,,19_0014_0013,19_0014,
591,,1,77,6,Chenopodium album,A7294,,,19_0014_0013,19_0014,L.
592,,1,77,69,Euphorbia helioscopia,A7294,,,19_0014_0013,19_0014,L.
593,,1,77,66,Fumaria officinalis,A7294,,,19_0014_0013,19_0014,L.
594,,1,77,46,Hordeum distichon/vulgare,A7294,,,19_0014_0013,19_0014,L./L.
595,,1,77,50,Polygonum lapathifolium agg.,A7294,,,19_0014_0013,19_0014,L.
596,,1,77,13,Polygonum convolvulus,A7294,,,19_0014_0013,19_0014,(L.) A. Löve
597,,1,77,16,Ranunculus spec.,A7294,,,19_0014_0013,19_0014,L.
598,,1,77,42,Rumex crispus,A7294,,,19_0014_0013,19_0014,L.
599,,1,77,22,Stellaria media,A7294,,,19_0014_0013,19_0014,
600,,1,77,62,Triticum spec.,A7294,,,19_0014_0013,19_0014,L.
601,,1,78,44,Cerealia indet.,A7306,,,19_0014_0036,19_0014,
602,,1,78,6,Chenopodium album,A7306,,,19_0014_0036,19_0014,L.
603,,1,79,6,Chenopodium album,A785,,,19_0014_0043,19_0014,L.
604,,1,79,46,Hordeum distichon/vulgare,A785,,,19_0014_0043,19_0014,L./L.
605,,1,80,44,Cerealia indet.,A8079,,,19_0014_0007,19_0014,
606,,1,80,6,Chenopodium album,A8079,,,19_0014_0007,19_0014,L.
607,,1,80,79,Galium aparine/spurium,A8079,,,19_0014_0007,19_0014,L./L.
608,,1,80,48,Hordeum distichon/vulgare Spelzgerste,A8079,,,19_0014_0007,19_0014,
609,,1,80,22,Stellaria media,A8079,,,19_0014_0007,19_0014,
610,,1,80,77,Triticum dicoccum/spelta,A8079,,,19_0014_0007,19_0014,Schrank/L.
611,,1,81,44,Cerealia indet.,A8103,,,19_0014_0009,19_0014,
612,,1,81,6,Chenopodium album,A8103,,,19_0014_0009,19_0014,L.
613,,1,81,48,Hordeum distichon/vulgare Spelzgerste,A8103,,,19_0014_0009,19_0014,
614,,1,81,77,Triticum dicoccum/spelta,A8103,,,19_0014_0009,19_0014,Schrank/L.
615,,1,82,6,Chenopodium album,A8114,,,19_0014_0011,19_0014,L.
616,,1,82,70,Fabaceae,A8114,,,19_0014_0011,19_0014,
617,,1,82,79,Galium aparine/spurium,A8114,,,19_0014_0011,19_0014,L./L.
618,,1,82,46,Hordeum distichon/vulgare,A8114,,,19_0014_0011,19_0014,L./L.
619,,1,82,50,Polygonum lapathifolium agg.,A8114,,,19_0014_0011,19_0014,L.
620,,1,82,13,Polygonum convolvulus,A8114,,,19_0014_0011,19_0014,(L.) A. Löve
621,,1,82,22,Stellaria media,A8114,,,19_0014_0011,19_0014,
622,,1,82,77,Triticum dicoccum/spelta,A8114,,,19_0014_0011,19_0014,Schrank/L.
623,,1,83,51,Carex spec. tricarpellat,A8142,,,19_0014_0026,19_0014,
624,,1,83,44,Cerealia indet.,A8142,,,19_0014_0026,19_0014,
625,,1,83,6,Chenopodium album,A8142,,,19_0014_0026,19_0014,L.
626,,1,83,79,Galium aparine/spurium,A8142,,,19_0014_0026,19_0014,L./L.
627,,1,83,48,Hordeum distichon/vulgare Spelzgerste,A8142,,,19_0014_0026,19_0014,
628,,1,83,12,Polygonum aviculare agg.,A8142,,,19_0014_0026,19_0014,
629,,1,83,50,Polygonum lapathifolium agg.,A8142,,,19_0014_0026,19_0014,L.
630,,1,83,22,Stellaria media,A8142,,,19_0014_0026,19_0014,
631,,1,84,44,Cerealia indet.,A8178,,,19_0014_0031,19_0014,
632,,1,84,6,Chenopodium album,A8178,,,19_0014_0031,19_0014,L.
633,,1,85,6,Chenopodium album,A8189,,,19_0014_0012,19_0014,L.
634,,1,85,42,Rumex crispus,A8189,,,19_0014_0012,19_0014,L.
635,,1,85,56,Rumex spec.,A8189,,,19_0014_0012,19_0014,L.
636,,1,86,44,Cerealia indet.,A8234,,,19_0014_0010,19_0014,
637,,1,86,6,Chenopodium album,A8234,,,19_0014_0010,19_0014,L.
638,,1,86,42,Rumex crispus,A8234,,,19_0014_0010,19_0014,L.
639,,1,86,77,Triticum dicoccum/spelta,A8234,,,19_0014_0010,19_0014,Schrank/L.
640,,1,87,44,Cerealia indet.,A9000,,,19_0014_0027,19_0014,
641,,1,87,6,Chenopodium album,A9000,,,19_0014_0027,19_0014,L.
642,,1,87,79,Galium aparine/spurium,A9000,,,19_0014_0027,19_0014,L./L.
643,,1,87,46,Hordeum distichon/vulgare,A9000,,,19_0014_0027,19_0014,L./L.
644,,1,87,50,Polygonum lapathifolium agg.,A9000,,,19_0014_0027,19_0014,L.
645,,1,88,44,Cerealia indet.,A9052,,,19_0014_0028,19_0014,
646,,1,88,6,Chenopodium album,A9052,,,19_0014_0028,19_0014,L.
647,,1,88,27,Corylus avellana,A9052,,,19_0014_0028,19_0014,L.
648,,1,88,79,Galium aparine/spurium,A9052,,,19_0014_0028,19_0014,L./L.
649,,1,88,48,Hordeum distichon/vulgare Spelzgerste,A9052,,,19_0014_0028,19_0014,
650,,1,88,16,Ranunculus spec.,A9052,,,19_0014_0028,19_0014,L.
651,,1,88,22,Stellaria media,A9052,,,19_0014_0028,19_0014,
652,,1,89,43,Avena sativa,A9075,,,19_0014_0003,19_0014,L.
653,,1,89,44,Cerealia indet.,A9075,,,19_0014_0003,19_0014,
654,,1,89,8,Galeopsis spec.,A9075,,,19_0014_0003,19_0014,L.
655,,1,89,79,Galium aparine/spurium,A9075,,,19_0014_0003,19_0014,L./L.
656,,1,89,48,Hordeum distichon/vulgare Spelzgerste,A9075,,,19_0014_0003,19_0014,
657,,1,89,36,Indeterminata,A9075,,,19_0014_0003,19_0014,
658,,1,89,52,Poaceae,A9075,,,19_0014_0003,19_0014,
659,,1,89,50,Polygonum lapathifolium agg.,A9075,,,19_0014_0003,19_0014,L.
660,,1,89,53,Rumex acetosella agg.,A9075,,,19_0014_0003,19_0014,
661,,1,89,20,Spergula arvensis,A9075,,,19_0014_0003,19_0014,L.
662,,1,89,22,Stellaria media,A9075,,,19_0014_0003,19_0014,
663,,1,89,54,Thlaspi arvense,A9075,,,19_0014_0003,19_0014,L.
664,,1,90,44,Cerealia indet.,A9111,,,19_0014_0001,19_0014,
665,,1,90,27,Corylus avellana,A9111,,,19_0014_0001,19_0014,L.
666,,1,90,79,Galium aparine/spurium,A9111,,,19_0014_0001,19_0014,L./L.
667,,1,90,46,Hordeum distichon/vulgare,A9111,,,19_0014_0001,19_0014,L./L.
668,,1,90,36,Indeterminata,A9111,,,19_0014_0001,19_0014,
669,,1,90,50,Polygonum lapathifolium agg.,A9111,,,19_0014_0001,19_0014,L.
670,,1,90,16,Ranunculus spec.,A9111,,,19_0014_0001,19_0014,L.
671,,1,90,20,Spergula arvensis,A9111,,,19_0014_0001,19_0014,L.
672,,1,91,43,Avena sativa,A9126,,,19_0014_0004,19_0014,L.
673,,1,91,44,Cerealia indet.,A9126,,,19_0014_0004,19_0014,
