system_id,sample_archaeological_period_id,archaeological_period_id,sample_id,taxon_id,ArchDat,ArchDat_Beschreibung,BNam,Befu,ProbNr,ProjektNr,TaxAut
451,,3,54,81,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Lathyrus/Pisum/Vicia,A2114,19_0014_0051,19_0014,L./L./L.
452,,3,55,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A3019,19_0014_0052,19_0014,L.
453,,3,55,46,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare,A3019,19_0014_0052,19_0014,L./L.
454,,3,55,47,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare Nacktgerste,A3019,19_0014_0052,19_0014,
455,,3,55,13,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum convolvulus,A3019,19_0014_0052,19_0014,(L.) A. Löve
456,,3,56,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A3170,19_0014_0066,19_0014,
457,,3,56,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A3170,19_0014_0066,19_0014,L.
458,,3,56,16,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Ranunculus spec.,A3170,19_0014_0066,19_0014,L.
459,,3,56,19,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Solanum spec.,A3170,19_0014_0066,19_0014,L.
460,,3,56,22,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Stellaria media,A3170,19_0014_0066,19_0014,
461,,3,57,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A3650,19_0014_0053,19_0014,
462,,3,57,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A3650,19_0014_0053,19_0014,L.
463,,3,57,45,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galium spurium,A3650,19_0014_0053,19_0014,L.
464,,3,57,46,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare,A3650,19_0014_0053,19_0014,L./L.
465,,3,57,32,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Silene dioica,A3650,19_0014_0053,19_0014,(L.) Clairv.
466,,3,58,51,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Carex spec. tricarpellat,A4115,19_0014_0023,19_0014,
467,,3,58,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A4115,19_0014_0023,19_0014,
468,,3,58,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A4115,19_0014_0023,19_0014,L.
469,,3,58,79,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galium aparine/spurium,A4115,19_0014_0023,19_0014,L./L.
470,,3,58,46,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare,A4115,19_0014_0023,19_0014,L./L.
471,,3,58,50,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum lapathifolium agg.,A4115,19_0014_0023,19_0014,L.
472,,3,58,13,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum convolvulus,A4115,19_0014_0023,19_0014,(L.) A. Löve
473,,3,58,42,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Rumex crispus,A4115,19_0014_0023,19_0014,L.
474,,3,58,22,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Stellaria media,A4115,19_0014_0023,19_0014,
475,,3,59,45,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galium spurium,A4365,19_0014_0054,19_0014,L.
476,,3,60,35,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Carex spec.,A5192,19_0014_0020,19_0014,
477,,3,60,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A5192,19_0014_0020,19_0014,
478,,3,60,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A5192,19_0014_0020,19_0014,L.
479,,3,60,79,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galium aparine/spurium,A5192,19_0014_0020,19_0014,L./L.
480,,3,60,46,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare,A5192,19_0014_0020,19_0014,L./L.
481,,3,60,50,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum lapathifolium agg.,A5192,19_0014_0020,19_0014,L.
482,,3,60,77,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Triticum dicoccum/spelta,A5192,19_0014_0020,19_0014,Schrank/L.
483,,3,61,51,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Carex spec. tricarpellat,A5213,19_0014_0019,19_0014,
484,,3,61,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A5213,19_0014_0019,19_0014,
485,,3,61,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A5213,19_0014_0019,19_0014,L.
486,,3,61,27,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Corylus avellana,A5213,19_0014_0019,19_0014,L.
487,,3,61,79,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galium aparine/spurium,A5213,19_0014_0019,19_0014,L./L.
488,,3,61,46,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare,A5213,19_0014_0019,19_0014,L./L.
489,,3,61,47,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare Nacktgerste,A5213,19_0014_0019,19_0014,
490,,3,61,50,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum lapathifolium agg.,A5213,19_0014_0019,19_0014,L.
491,,3,61,16,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Ranunculus spec.,A5213,19_0014_0019,19_0014,L.
492,,3,61,22,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Stellaria media,A5213,19_0014_0019,19_0014,
493,,3,62,82,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Camelina sativa,A5223,19_0014_0018,19_0014,(L.) Crantz
494,,3,62,35,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Carex spec.,A5223,19_0014_0018,19_0014,
495,,3,62,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A5223,19_0014_0018,19_0014,
496,,3,62,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A5223,19_0014_0018,19_0014,L.
497,,3,62,79,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galium aparine/spurium,A5223,19_0014_0018,19_0014,L./L.
498,,3,62,48,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare Spelzgerste,A5223,19_0014_0018,19_0014,
499,,3,62,36,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Indeterminata,A5223,19_0014_0018,19_0014,
500,,3,62,50,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum lapathifolium agg.,A5223,19_0014_0018,19_0014,L.
501,,3,62,53,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Rumex acetosella agg.,A5223,19_0014_0018,19_0014,
502,,3,62,22,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Stellaria media,A5223,19_0014_0018,19_0014,
503,,3,62,54,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Thlaspi arvense,A5223,19_0014_0018,19_0014,L.
504,,3,63,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A5254,19_0014_0029,19_0014,
505,,3,63,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A5254,19_0014_0029,19_0014,L.
506,,3,63,45,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galium spurium,A5254,19_0014_0029,19_0014,L.
507,,3,63,46,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare,A5254,19_0014_0029,19_0014,L./L.
508,,3,63,13,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum convolvulus,A5254,19_0014_0029,19_0014,(L.) A. Löve
509,,3,64,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A5282,19_0014_0021,19_0014,
510,,3,64,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A5282,19_0014_0021,19_0014,L.
511,,3,64,79,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galium aparine/spurium,A5282,19_0014_0021,19_0014,L./L.
512,,3,64,46,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare,A5282,19_0014_0021,19_0014,L./L.
513,,3,64,48,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare Spelzgerste,A5282,19_0014_0021,19_0014,
514,,3,64,22,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Stellaria media,A5282,19_0014_0021,19_0014,
515,,3,64,54,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Thlaspi arvense,A5282,19_0014_0021,19_0014,L.
516,,3,65,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A5294,19_0014_0022,19_0014,
517,,3,65,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A5294,19_0014_0022,19_0014,L.
518,,3,65,79,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galium aparine/spurium,A5294,19_0014_0022,19_0014,L./L.
519,,3,65,46,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare,A5294,19_0014_0022,19_0014,L./L.
520,,3,65,48,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare Spelzgerste,A5294,19_0014_0022,19_0014,
521,,3,65,50,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum lapathifolium agg.,A5294,19_0014_0022,19_0014,L.
522,,3,66,79,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galium aparine/spurium,A5307,19_0014_0024,19_0014,L./L.
523,,3,66,46,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare,A5307,19_0014_0024,19_0014,L./L.
524,,3,66,50,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum lapathifolium agg.,A5307,19_0014_0024,19_0014,L.
525,,3,66,22,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Stellaria media,A5307,19_0014_0024,19_0014,
526,,3,67,51,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Carex spec. tricarpellat,A5334,19_0014_0063,19_0014,
527,,3,67,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A5334,19_0014_0063,19_0014,L.
528,,3,67,8,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galeopsis spec.,A5334,19_0014_0063,19_0014,L.
529,,3,67,45,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galium spurium,A5334,19_0014_0063,19_0014,L.
530,,3,67,48,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare Spelzgerste,A5334,19_0014_0063,19_0014,
531,,3,67,36,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Indeterminata,A5334,19_0014_0063,19_0014,
532,,3,67,81,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Lathyrus/Pisum/Vicia,A5334,19_0014_0063,19_0014,L./L./L.
533,,3,67,52,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Poaceae,A5334,19_0014_0063,19_0014,
534,,3,67,50,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum lapathifolium agg.,A5334,19_0014_0063,19_0014,L.
535,,3,67,74,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Potentilla spec.,A5334,19_0014_0063,19_0014,L.
536,,3,67,53,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Rumex acetosella agg.,A5334,19_0014_0063,19_0014,
537,,3,67,22,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Stellaria media,A5334,19_0014_0063,19_0014,
538,,3,68,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A6041,19_0014_0034,19_0014,
539,,3,68,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A6041,19_0014_0034,19_0014,L.
540,,3,68,8,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galeopsis spec.,A6041,19_0014_0034,19_0014,L.
541,,3,68,45,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galium spurium,A6041,19_0014_0034,19_0014,L.
542,,3,68,46,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare,A6041,19_0014_0034,19_0014,L./L.
543,,3,68,50,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum lapathifolium agg.,A6041,19_0014_0034,19_0014,L.
544,,3,68,13,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum convolvulus,A6041,19_0014_0034,19_0014,(L.) A. Löve
545,,3,68,32,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Silene dioica,A6041,19_0014_0034,19_0014,(L.) Clairv.
546,,3,68,20,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Spergula arvensis,A6041,19_0014_0034,19_0014,L.
547,,3,68,22,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Stellaria media,A6041,19_0014_0034,19_0014,
548,,3,68,62,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Triticum spec.,A6041,19_0014_0034,19_0014,L.
549,,3,69,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A6135,19_0014_0015,19_0014,
550,,3,69,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A6135,19_0014_0015,19_0014,L.
551,,3,69,79,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galium aparine/spurium,A6135,19_0014_0015,19_0014,L./L.
552,,3,69,48,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare Spelzgerste,A6135,19_0014_0015,19_0014,
553,,3,69,50,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum lapathifolium agg.,A6135,19_0014_0015,19_0014,L.
554,,3,69,42,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Rumex crispus,A6135,19_0014_0015,19_0014,L.
555,,3,69,22,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Stellaria media,A6135,19_0014_0015,19_0014,
556,,3,70,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A6146,19_0014_0033,19_0014,
557,,3,70,48,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare Spelzgerste,A6146,19_0014_0033,19_0014,
558,,3,70,81,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Lathyrus/Pisum/Vicia,A6146,19_0014_0033,19_0014,L./L./L.
559,,3,70,50,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum lapathifolium agg.,A6146,19_0014_0033,19_0014,L.
560,,3,71,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A6157,19_0014_0035,19_0014,
561,,3,71,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A6157,19_0014_0035,19_0014,L.
562,,3,71,45,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galium spurium,A6157,19_0014_0035,19_0014,L.
563,,3,71,50,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum lapathifolium agg.,A6157,19_0014_0035,19_0014,L.
564,,3,71,16,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Ranunculus spec.,A6157,19_0014_0035,19_0014,L.
565,,3,71,22,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Stellaria media,A6157,19_0014_0035,19_0014,
566,,3,72,35,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Carex spec.,A6178,19_0014_0017,19_0014,
567,,3,72,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A6178,19_0014_0017,19_0014,
568,,3,72,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A6178,19_0014_0017,19_0014,L.
569,,3,72,79,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galium aparine/spurium,A6178,19_0014_0017,19_0014,L./L.
570,,3,72,48,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare Spelzgerste,A6178,19_0014_0017,19_0014,
571,,3,72,50,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum lapathifolium agg.,A6178,19_0014_0017,19_0014,L.
572,,3,72,22,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Stellaria media,A6178,19_0014_0017,19_0014,
573,,3,73,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A6194,19_0014_0025,19_0014,
574,,3,73,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A6194,19_0014_0025,19_0014,L.
575,,3,73,70,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Fabaceae,A6194,19_0014_0025,19_0014,
576,,3,73,79,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galium aparine/spurium,A6194,19_0014_0025,19_0014,L./L.
577,,3,73,47,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare Nacktgerste,A6194,19_0014_0025,19_0014,
578,,3,73,48,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare Spelzgerste,A6194,19_0014_0025,19_0014,
579,,3,73,77,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Triticum dicoccum/spelta,A6194,19_0014_0025,19_0014,Schrank/L.
580,,3,74,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A7199,19_0014_0032,19_0014,
581,,3,74,46,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare,A7199,19_0014_0032,19_0014,L./L.
582,,3,75,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A7253,19_0014_0014,19_0014,
583,,3,75,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A7253,19_0014_0014,19_0014,L.
584,,3,75,46,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare,A7253,19_0014_0014,19_0014,L./L.
585,,3,76,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A7263,19_0014_0030,19_0014,
586,,3,76,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A7263,19_0014_0030,19_0014,L.
587,,3,76,45,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galium spurium,A7263,19_0014_0030,19_0014,L.
588,,3,76,48,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare Spelzgerste,A7263,19_0014_0030,19_0014,
589,,3,77,35,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Carex spec.,A7294,19_0014_0013,19_0014,
590,,3,77,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A7294,19_0014_0013,19_0014,
591,,3,77,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A7294,19_0014_0013,19_0014,L.
592,,3,77,69,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Euphorbia helioscopia,A7294,19_0014_0013,19_0014,L.
593,,3,77,66,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Fumaria officinalis,A7294,19_0014_0013,19_0014,L.
594,,3,77,46,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare,A7294,19_0014_0013,19_0014,L./L.
595,,3,77,50,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum lapathifolium agg.,A7294,19_0014_0013,19_0014,L.
596,,3,77,13,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum convolvulus,A7294,19_0014_0013,19_0014,(L.) A. Löve
597,,3,77,16,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Ranunculus spec.,A7294,19_0014_0013,19_0014,L.
598,,3,77,42,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Rumex crispus,A7294,19_0014_0013,19_0014,L.
599,,3,77,22,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Stellaria media,A7294,19_0014_0013,19_0014,
600,,3,77,62,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Triticum spec.,A7294,19_0014_0013,19_0014,L.
601,,3,78,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A7306,19_0014_0036,19_0014,
602,,3,78,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A7306,19_0014_0036,19_0014,L.
603,,3,79,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A785,19_0014_0043,19_0014,L.
604,,3,79,46,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare,A785,19_0014_0043,19_0014,L./L.
605,,3,80,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A8079,19_0014_0007,19_0014,
606,,3,80,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A8079,19_0014_0007,19_0014,L.
607,,3,80,79,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galium aparine/spurium,A8079,19_0014_0007,19_0014,L./L.
608,,3,80,48,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare Spelzgerste,A8079,19_0014_0007,19_0014,
609,,3,80,22,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Stellaria media,A8079,19_0014_0007,19_0014,
610,,3,80,77,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Triticum dicoccum/spelta,A8079,19_0014_0007,19_0014,Schrank/L.
611,,3,81,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A8103,19_0014_0009,19_0014,
612,,3,81,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A8103,19_0014_0009,19_0014,L.
613,,3,81,48,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare Spelzgerste,A8103,19_0014_0009,19_0014,
614,,3,81,77,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Triticum dicoccum/spelta,A8103,19_0014_0009,19_0014,Schrank/L.
615,,3,82,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A8114,19_0014_0011,19_0014,L.
616,,3,82,70,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Fabaceae,A8114,19_0014_0011,19_0014,
617,,3,82,79,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galium aparine/spurium,A8114,19_0014_0011,19_0014,L./L.
618,,3,82,46,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare,A8114,19_0014_0011,19_0014,L./L.
619,,3,82,50,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum lapathifolium agg.,A8114,19_0014_0011,19_0014,L.
620,,3,82,13,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum convolvulus,A8114,19_0014_0011,19_0014,(L.) A. Löve
621,,3,82,22,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Stellaria media,A8114,19_0014_0011,19_0014,
622,,3,82,77,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Triticum dicoccum/spelta,A8114,19_0014_0011,19_0014,Schrank/L.
623,,3,83,51,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Carex spec. tricarpellat,A8142,19_0014_0026,19_0014,
624,,3,83,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A8142,19_0014_0026,19_0014,
625,,3,83,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A8142,19_0014_0026,19_0014,L.
626,,3,83,79,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Galium aparine/spurium,A8142,19_0014_0026,19_0014,L./L.
627,,3,83,48,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Hordeum distichon/vulgare Spelzgerste,A8142,19_0014_0026,19_0014,
628,,3,83,12,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum aviculare agg.,A8142,19_0014_0026,19_0014,
629,,3,83,50,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Polygonum lapathifolium agg.,A8142,19_0014_0026,19_0014,L.
630,,3,83,22,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Stellaria media,A8142,19_0014_0026,19_0014,
631,,3,84,44,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Cerealia indet.,A8178,19_0014_0031,19_0014,
632,,3,84,6,ScanJärn,Järnåldern (500 f. Kr. - ca 1000 e. Kr.),Chenopodium album,A8178,19_0014_0031,19_0014,L.
