system_id,sample_archaeological_period_id,archaeological_period_id,sample_id,taxon_id,ArchDat,ArchDat_Beschreibung,BNam,Befu,ProbNr,ProjektNr,TaxAut
986,,5,108,127,ScanFörMod,Förmodern tid (1500 e. Kr. - 1800 e. Kr.),Pedicularis palustris,23988,22_0005_0011,22_0005,L.
987,,5,108,67,ScanFörMod,Förmodern tid (1500 e. Kr. - 1800 e. Kr.),Picea abies,23988,22_0005_0011,22_0005,(L.) H. Karst.
988,,5,108,11,ScanFörMod,Förmodern tid (1500 e. Kr. - 1800 e. Kr.),Plantago major s.l.,23988,22_0005_0011,22_0005,L.
989,,5,108,52,ScanFörMod,Förmodern tid (1500 e. Kr. - 1800 e. Kr.),Poaceae,23988,22_0005_0011,22_0005,
990,,5,108,12,ScanFörMod,Förmodern tid (1500 e. Kr. - 1800 e. Kr.),Polygonum aviculare agg.,23988,22_0005_0011,22_0005,
991,,5,108,73,ScanFörMod,Förmodern tid (1500 e. Kr. - 1800 e. Kr.),Polygonum persicaria,23988,22_0005_0011,22_0005,L.
992,,5,108,63,ScanFörMod,Förmodern tid (1500 e. Kr. - 1800 e. Kr.),Prunella vulgaris,23988,22_0005_0011,22_0005,L.
993,,5,108,95,ScanFörMod,Förmodern tid (1500 e. Kr. - 1800 e. Kr.),Ranunculus acris/repens,23988,22_0005_0011,22_0005,L./L.
994,,5,108,42,ScanFörMod,Förmodern tid (1500 e. Kr. - 1800 e. Kr.),Rumex crispus,23988,22_0005_0011,22_0005,L.
995,,5,108,53,ScanFörMod,Förmodern tid (1500 e. Kr. - 1800 e. Kr.),Rumex acetosella agg.,23988,22_0005_0011,22_0005,
996,,5,108,111,ScanFörMod,Förmodern tid (1500 e. Kr. - 1800 e. Kr.),Sagittaria sagittifolia,23988,22_0005_0011,22_0005,L.
997,,5,108,108,ScanFörMod,Förmodern tid (1500 e. Kr. - 1800 e. Kr.),Stellaria palustris,23988,22_0005_0011,22_0005,Retz.
998,,5,108,109,ScanFörMod,Förmodern tid (1500 e. Kr. - 1800 e. Kr.),Taraxacum spec.,23988,22_0005_0011,22_0005,Zinn
999,,5,108,24,ScanFörMod,Förmodern tid (1500 e. Kr. - 1800 e. Kr.),Urtica dioica,23988,22_0005_0011,22_0005,L.
1000,,6,109,36,ScanMesSen,Senmesolitikum (5500 – ca 4000 f. kr),Indeterminata,A2076,22_0015_0017,22_0015,
1001,,1,110,6,ScanBronsYn4,Period IV 1100 – 900,Chenopodium album,A2154,22_0015_0020,22_0015,L.
1002,,1,110,36,ScanBronsYn4,Period IV 1100 – 900,Indeterminata,A2154,22_0015_0020,22_0015,
1003,,1,110,13,ScanBronsYn4,Period IV 1100 – 900,Polygonum convolvulus,A2154,22_0015_0020,22_0015,(L.) A. Löve
1004,,7,111,27,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Corylus avellana,A2874 G2976,22_0015_0014,22_0015,L.
1005,,7,111,36,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Indeterminata,A2874 G2976,22_0015_0014,22_0015,
1006,,7,111,128,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Vicia spec.,A2874 G2976,22_0015_0014,22_0015,L.
1007,,7,112,36,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Indeterminata,A4796,22_0015_0013,22_0015,
1008,,7,113,84,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Chenopodium spec.,M153 St 1,22_0015_0006,22_0015,L.
1009,,7,113,27,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Corylus avellana,M153 St 1,22_0015_0006,22_0015,L.
1010,,7,113,36,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Indeterminata,M153 St 1,22_0015_0006,22_0015,
1011,,7,113,128,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Vicia spec.,M153 St 1,22_0015_0006,22_0015,L.
1012,,7,114,27,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Corylus avellana,M153 St 2,22_0015_0007,22_0015,L.
1013,,7,114,36,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Indeterminata,M153 St 2,22_0015_0007,22_0015,
1014,,7,115,6,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Chenopodium album,M160 St 1,22_0015_0001,22_0015,L.
1015,,7,115,36,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Indeterminata,M160 St 1,22_0015_0001,22_0015,
1016,,7,115,52,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Poaceae,M160 St 1,22_0015_0001,22_0015,
1017,,7,115,13,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Polygonum convolvulus,M160 St 1,22_0015_0001,22_0015,(L.) A. Löve
1018,,7,116,35,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Carex spec.,M167 St 1,22_0015_0002,22_0015,
1019,,7,116,84,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Chenopodium spec.,M167 St 1,22_0015_0002,22_0015,L.
1020,,7,116,55,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Galium spec.,M167 St 1,22_0015_0002,22_0015,L.
1021,,7,116,36,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Indeterminata,M167 St 1,22_0015_0002,22_0015,
1022,,7,116,13,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Polygonum convolvulus,M167 St 1,22_0015_0002,22_0015,(L.) A. Löve
1023,,7,117,35,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Carex spec.,M167 St 2,22_0015_0003,22_0015,
1024,,7,117,6,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Chenopodium album,M167 St 2,22_0015_0003,22_0015,L.
1025,,7,117,27,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Corylus avellana,M167 St 2,22_0015_0003,22_0015,L.
1026,,7,117,70,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Fabaceae,M167 St 2,22_0015_0003,22_0015,
1027,,7,117,129,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Festuca altissima,M167 St 2,22_0015_0003,22_0015,All.
1028,,7,117,55,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Galium spec.,M167 St 2,22_0015_0003,22_0015,L.
1029,,7,117,36,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Indeterminata,M167 St 2,22_0015_0003,22_0015,
1030,,7,117,42,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Rumex crispus,M167 St 2,22_0015_0003,22_0015,L.
1031,,7,117,128,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Vicia spec.,M167 St 2,22_0015_0003,22_0015,L.
1032,,7,118,27,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Corylus avellana,M167 St 3,22_0015_0004,22_0015,L.
1033,,7,118,70,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Fabaceae,M167 St 3,22_0015_0004,22_0015,
1034,,7,118,36,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Indeterminata,M167 St 3,22_0015_0004,22_0015,
1035,,7,119,130,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Arctostaphylos uva-ursi,M167 St 4,22_0015_0005,22_0015,(L.) Spreng.
1036,,7,119,27,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Corylus avellana,M167 St 4,22_0015_0005,22_0015,L.
1037,,7,119,40,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Pinus spec.,M167 St 4,22_0015_0005,22_0015,L.
1038,,7,120,27,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Corylus avellana,M32 Undre del,2022_0015_0009,22_0015,L.
1039,,7,120,36,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Indeterminata,M32 Undre del,2022_0015_0009,22_0015,
1040,,7,121,3,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Apiaceae,M32 Övre del,2022_0015_0008,22_0015,
1041,,7,121,27,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Corylus avellana,M32 Övre del,2022_0015_0008,22_0015,L.
1042,,7,121,70,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Fabaceae,M32 Övre del,2022_0015_0008,22_0015,
1043,,7,121,36,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Indeterminata,M32 Övre del,2022_0015_0008,22_0015,
1044,,7,122,70,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Fabaceae,M99 A5085,2022_0015_0010,22_0015,
1045,,7,122,36,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Indeterminata,M99 A5085,2022_0015_0010,22_0015,
1046,,7,123,36,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Indeterminata,M99 A5085,2022_0015_0012,22_0015,
1047,,7,123,30,ScanMesMel,Mellanmesolitikum (6800 – 5500 f. kr),Ranunculus ficaria,M99 A5085,2022_0015_0012,22_0015,L.
1048,,8,124,44,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Cerealia indet.,31,17 depth 0.10-0.20,DanaBunar2,
1049,,8,125,44,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Cerealia indet.,31,17a depth 0.00-0.20,DanaBunar2,
1050,,8,125,70,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Fabaceae,31,17a depth 0.00-0.20,DanaBunar2,
1051,,8,125,131,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Triticum monococcum/dicoccum,31,17a depth 0.00-0.20,DanaBunar2,L./Schrank
1052,,8,125,132,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Vitis vinifera,31,17a depth 0.00-0.20,DanaBunar2,L.
1053,,9,126,44,Lan,Late Antiquity (3th to 7th century AD),Cerealia indet.,32,51 depth 0.00-0.10,DanaBunar2,
1054,,9,127,44,Lan,Late Antiquity (3th to 7th century AD),Cerealia indet.,32,52 depth 0.10-0.20,DanaBunar2,
1055,,9,127,133,Lan,Late Antiquity (3th to 7th century AD),Euphorbia,32,52 depth 0.10-0.20,DanaBunar2,L.
1056,,9,128,6,Lan,Late Antiquity (3th to 7th century AD),Chenopodium album,32,53 depth 0.00-0.10,DanaBunar2,L.
1057,,9,128,134,Lan,Late Antiquity (3th to 7th century AD),Portulaca oleracea s.l.,32,53 depth 0.00-0.10,DanaBunar2,L.
1058,,9,128,135,Lan,Late Antiquity (3th to 7th century AD),Triticum dicoccum,32,53 depth 0.00-0.10,DanaBunar2,(Schrank) Schübl.
1059,,9,129,6,Lan,Late Antiquity (3th to 7th century AD),Chenopodium album,33,18 depth 0.20-0.30,DanaBunar2,L.
1060,,9,129,136,Lan,Late Antiquity (3th to 7th century AD),Setaria verticillata/viridis,33,18 depth 0.20-0.30,DanaBunar2,(L.) P. Beauv./(L.) P. Beauv.
1061,,9,129,62,Lan,Late Antiquity (3th to 7th century AD),Triticum spec.,33,18 depth 0.20-0.30,DanaBunar2,L.
1062,,9,130,44,Lan,Late Antiquity (3th to 7th century AD),Cerealia indet.,33,19 depth 0.00-0.10,DanaBunar2,
1063,,9,130,36,Lan,Late Antiquity (3th to 7th century AD),Indeterminata,33,19 depth 0.00-0.10,DanaBunar2,
1064,,9,130,62,Lan,Late Antiquity (3th to 7th century AD),Triticum spec.,33,19 depth 0.00-0.10,DanaBunar2,L.
1065,,9,131,70,Lan,Late Antiquity (3th to 7th century AD),Fabaceae,33,20 depth 0.10-0.30,DanaBunar2,
1066,,9,131,135,Lan,Late Antiquity (3th to 7th century AD),Triticum dicoccum,33,20 depth 0.10-0.30,DanaBunar2,(Schrank) Schübl.
1067,,9,132,70,Lan,Late Antiquity (3th to 7th century AD),Fabaceae,33,21 depth 0.30-0.40,DanaBunar2,
1068,,9,132,137,Lan,Late Antiquity (3th to 7th century AD),Sambucus spec.,33,21 depth 0.30-0.40,DanaBunar2,L.
1069,,9,132,62,Lan,Late Antiquity (3th to 7th century AD),Triticum spec.,33,21 depth 0.30-0.40,DanaBunar2,L.
1070,,9,132,131,Lan,Late Antiquity (3th to 7th century AD),Triticum monococcum/dicoccum,33,21 depth 0.30-0.40,DanaBunar2,L./Schrank
1071,,9,133,52,Lan,Late Antiquity (3th to 7th century AD),Poaceae,33,22 depth 0.20-0.30,DanaBunar2,
1072,,9,133,59,Lan,Late Antiquity (3th to 7th century AD),Triticum aestivum s.l./durum/turgidum,33,22 depth 0.20-0.30,DanaBunar2,L./L.
1073,,9,133,62,Lan,Late Antiquity (3th to 7th century AD),Triticum spec.,33,22 depth 0.20-0.30,DanaBunar2,L.
1074,,8,134,36,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Indeterminata,37,39 depth 0.10-0.20,DanaBunar2,
1075,,8,134,136,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Setaria verticillata/viridis,37,39 depth 0.10-0.20,DanaBunar2,(L.) P. Beauv./(L.) P. Beauv.
1076,,8,134,131,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Triticum monococcum/dicoccum,37,39 depth 0.10-0.20,DanaBunar2,L./Schrank
1077,,8,135,44,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Cerealia indet.,37,40 depth 0.20-0.30,DanaBunar2,
1078,,8,135,55,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Galium spec.,37,40 depth 0.20-0.30,DanaBunar2,L.
1079,,8,135,46,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Hordeum distichon/vulgare,37,40 depth 0.20-0.30,DanaBunar2,L./L.
1080,,8,135,36,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Indeterminata,37,40 depth 0.20-0.30,DanaBunar2,
1081,,8,135,62,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Triticum spec.,37,40 depth 0.20-0.30,DanaBunar2,L.
1082,,8,135,138,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Triticum monococcum,37,40 depth 0.20-0.30,DanaBunar2,L.
1083,,8,135,131,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Triticum monococcum/dicoccum,37,40 depth 0.20-0.30,DanaBunar2,L./Schrank
1084,,8,136,44,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Cerealia indet.,37,41 depth 0.00-0.10,DanaBunar2,
1085,,8,136,13,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Polygonum convolvulus,37,41 depth 0.00-0.10,DanaBunar2,(L.) A. Löve
1086,,8,136,131,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Triticum monococcum/dicoccum,37,41 depth 0.00-0.10,DanaBunar2,L./Schrank
1087,,8,137,44,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Cerealia indet.,37,42 depth 0.00-0.10,DanaBunar2,
1088,,8,137,36,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Indeterminata,37,42 depth 0.00-0.10,DanaBunar2,
1089,,8,137,138,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Triticum monococcum,37,42 depth 0.00-0.10,DanaBunar2,L.
1090,,8,137,131,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Triticum monococcum/dicoccum,37,42 depth 0.00-0.10,DanaBunar2,L./Schrank
1091,,8,138,44,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Cerealia indet.,38,1 depth 0.48-0.58,DanaBunar2,
1092,,8,138,6,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Chenopodium album,38,1 depth 0.48-0.58,DanaBunar2,L.
1093,,8,138,133,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Euphorbia,38,1 depth 0.48-0.58,DanaBunar2,L.
1094,,8,138,70,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Fabaceae,38,1 depth 0.48-0.58,DanaBunar2,
1095,,8,138,55,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Galium spec.,38,1 depth 0.48-0.58,DanaBunar2,L.
1096,,8,138,36,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Indeterminata,38,1 depth 0.48-0.58,DanaBunar2,
1097,,8,138,139,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Lens culinaris,38,1 depth 0.48-0.58,DanaBunar2,Medik.
1098,,8,138,56,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Rumex spec.,38,1 depth 0.48-0.58,DanaBunar2,L.
1099,,8,138,136,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Setaria verticillata/viridis,38,1 depth 0.48-0.58,DanaBunar2,(L.) P. Beauv./(L.) P. Beauv.
1100,,8,138,75,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Trifolium spec.,38,1 depth 0.48-0.58,DanaBunar2,L.
1101,,8,139,44,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Cerealia indet.,38,2 depth 0.35-0.45,DanaBunar2,
1102,,8,139,36,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Indeterminata,38,2 depth 0.35-0.45,DanaBunar2,
1103,,8,139,140,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Panicum miliaceum,38,2 depth 0.35-0.45,DanaBunar2,L.
1104,,8,139,141,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Phleum pratense s.str.,38,2 depth 0.35-0.45,DanaBunar2,L.
1105,,8,139,142,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Pisum sativum,38,2 depth 0.35-0.45,DanaBunar2,L.
1106,,8,139,131,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Triticum monococcum/dicoccum,38,2 depth 0.35-0.45,DanaBunar2,L./Schrank
1107,,8,140,44,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Cerealia indet.,38,3 depth 0.35-0.45,DanaBunar2,
1108,,8,140,46,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Hordeum distichon/vulgare,38,3 depth 0.35-0.45,DanaBunar2,L./L.
1109,,8,140,36,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Indeterminata,38,3 depth 0.35-0.45,DanaBunar2,
1110,,8,140,140,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Panicum miliaceum,38,3 depth 0.35-0.45,DanaBunar2,L.
1111,,8,140,143,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Scleranthus annuus s.str.,38,3 depth 0.35-0.45,DanaBunar2,L.
1112,,8,141,44,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Cerealia indet.,38,4 depth 0.00-0.10,DanaBunar2,
1113,,8,141,6,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Chenopodium album,38,4 depth 0.00-0.10,DanaBunar2,L.
1114,,8,141,144,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Chenopodium rubrum,38,4 depth 0.00-0.10,DanaBunar2,L.
1115,,8,141,145,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Echinochloa crus-galli,38,4 depth 0.00-0.10,DanaBunar2,(L.) P. Beauv.
1116,,8,141,70,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Fabaceae,38,4 depth 0.00-0.10,DanaBunar2,
1117,,8,141,55,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Galium spec.,38,4 depth 0.00-0.10,DanaBunar2,L.
1118,,8,141,140,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Panicum miliaceum,38,4 depth 0.00-0.10,DanaBunar2,L.
1119,,8,141,134,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Portulaca oleracea s.l.,38,4 depth 0.00-0.10,DanaBunar2,L.
1120,,8,141,56,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Rumex spec.,38,4 depth 0.00-0.10,DanaBunar2,L.
1121,,8,142,44,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Cerealia indet.,38,5 depth 0.30-0.50,DanaBunar2,
1122,,8,142,140,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Panicum miliaceum,38,5 depth 0.30-0.50,DanaBunar2,L.
1123,,8,143,44,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Cerealia indet.,39,47 depth 0.00-0.10,DanaBunar2,
1124,,8,143,139,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Lens culinaris,39,47 depth 0.00-0.10,DanaBunar2,Medik.
1125,,8,143,131,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Triticum monococcum/dicoccum,39,47 depth 0.00-0.10,DanaBunar2,L./Schrank
1126,,8,144,140,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Panicum miliaceum,39,48 depth 0.10-0.20,DanaBunar2,L.
1127,,8,144,131,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Triticum monococcum/dicoccum,39,48 depth 0.10-0.20,DanaBunar2,L./Schrank
1128,,9,145,44,Lan,Late Antiquity (3th to 7th century AD),Cerealia indet.,41,44 depth 0.00-0.10,DanaBunar2,
1129,,9,145,70,Lan,Late Antiquity (3th to 7th century AD),Fabaceae,41,44 depth 0.00-0.10,DanaBunar2,
1130,,9,146,44,Lan,Late Antiquity (3th to 7th century AD),Cerealia indet.,41,46 depth 0.30-0.40,DanaBunar2,
1131,,9,146,46,Lan,Late Antiquity (3th to 7th century AD),Hordeum distichon/vulgare,41,46 depth 0.30-0.40,DanaBunar2,L./L.
1132,,9,146,134,Lan,Late Antiquity (3th to 7th century AD),Portulaca oleracea s.l.,41,46 depth 0.30-0.40,DanaBunar2,L.
1133,,8,147,44,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Cerealia indet.,42,10 depth 0.10-0.20,DanaBunar2,
1134,,8,147,70,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Fabaceae,42,10 depth 0.10-0.20,DanaBunar2,
1135,,8,147,46,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Hordeum distichon/vulgare,42,10 depth 0.10-0.20,DanaBunar2,L./L.
1136,,8,147,36,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Indeterminata,42,10 depth 0.10-0.20,DanaBunar2,
1137,,8,147,139,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Lens culinaris,42,10 depth 0.10-0.20,DanaBunar2,Medik.
1138,,8,147,146,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Buglossoides arvensis,42,10 depth 0.10-0.20,DanaBunar2,(L.) I. M. Johnst.
1139,,8,147,147,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Malva spec.,42,10 depth 0.10-0.20,DanaBunar2,L.
1140,,8,147,75,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Trifolium spec.,42,10 depth 0.10-0.20,DanaBunar2,L.
1141,,8,147,62,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Triticum spec.,42,10 depth 0.10-0.20,DanaBunar2,L.
1142,,8,148,44,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Cerealia indet.,42,6 depth 0.00-0.10,DanaBunar2,
1143,,8,148,6,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Chenopodium album,42,6 depth 0.00-0.10,DanaBunar2,L.
1144,,8,148,36,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Indeterminata,42,6 depth 0.00-0.10,DanaBunar2,
1145,,8,148,131,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Triticum monococcum/dicoccum,42,6 depth 0.00-0.10,DanaBunar2,L./Schrank
1146,,8,149,44,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Cerealia indet.,42,7 depth 0.00-0.10,DanaBunar2,
1147,,8,149,6,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Chenopodium album,42,7 depth 0.00-0.10,DanaBunar2,L.
1148,,8,149,140,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Panicum miliaceum,42,7 depth 0.00-0.10,DanaBunar2,L.
1149,,8,150,44,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Cerealia indet.,42,8 depth 0.10-0.20,DanaBunar2,
1150,,8,150,6,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Chenopodium album,42,8 depth 0.10-0.20,DanaBunar2,L.
1151,,8,150,36,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Indeterminata,42,8 depth 0.10-0.20,DanaBunar2,
1152,,8,150,148,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Vicia ervilia,42,8 depth 0.10-0.20,DanaBunar2,(L.) Willd.
1153,,8,151,44,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Cerealia indet.,42,9 depth 0.10-0.20,DanaBunar2,
1154,,8,151,70,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Fabaceae,42,9 depth 0.10-0.20,DanaBunar2,
1155,,8,151,36,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Indeterminata,42,9 depth 0.10-0.20,DanaBunar2,
1156,,8,151,131,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Triticum monococcum/dicoccum,42,9 depth 0.10-0.20,DanaBunar2,L./Schrank
1157,,8,152,3,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Apiaceae,44,87 depth 0.06-0.16,DanaBunar2,
1158,,8,152,44,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Cerealia indet.,44,87 depth 0.06-0.16,DanaBunar2,
1159,,8,152,6,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Chenopodium album,44,87 depth 0.06-0.16,DanaBunar2,L.
1160,,8,152,149,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Cucumis melo/sativus,44,87 depth 0.06-0.16,DanaBunar2,L./L.
1161,,8,152,55,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Galium spec.,44,87 depth 0.06-0.16,DanaBunar2,L.
1162,,8,152,46,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Hordeum distichon/vulgare,44,87 depth 0.06-0.16,DanaBunar2,L./L.
1163,,8,152,150,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Lathyrus cicera/sativus,44,87 depth 0.06-0.16,DanaBunar2,L./L.
1164,,8,153,44,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Cerealia indet.,44,88 depth 0.20-0.30,DanaBunar2,
1165,,8,153,6,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Chenopodium album,44,88 depth 0.20-0.30,DanaBunar2,L.
1166,,8,153,70,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Fabaceae,44,88 depth 0.20-0.30,DanaBunar2,
1167,,8,153,46,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Hordeum distichon/vulgare,44,88 depth 0.20-0.30,DanaBunar2,L./L.
1168,,8,153,36,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Indeterminata,44,88 depth 0.20-0.30,DanaBunar2,
1169,,8,153,151,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Lamiaceae,44,88 depth 0.20-0.30,DanaBunar2,
1170,,8,153,72,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Phleum,44,88 depth 0.20-0.30,DanaBunar2,
1171,,8,153,134,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Portulaca oleracea s.l.,44,88 depth 0.20-0.30,DanaBunar2,L.
1172,,8,153,152,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Setaria italica,44,88 depth 0.20-0.30,DanaBunar2,(L.) P. Beauv.
1173,,8,153,75,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Trifolium spec.,44,88 depth 0.20-0.30,DanaBunar2,L.
1174,,8,153,138,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Triticum monococcum,44,88 depth 0.20-0.30,DanaBunar2,L.
1175,,8,153,131,LIA BG,Late Iron Age (BG) - 550-350 cal BC,Triticum monococcum/dicoccum,44,88 depth 0.20-0.30,DanaBunar2,L./Schrank
