sample_id,taxon_id,PCODE,ProjektNr,Befu,ProbNr,TaxAut,BNam
95,42,RUCRI,19_0014,A9847,19_0014_0002,L.,Rumex crispus
95,22,STMES,19_0014,A9847,19_0014_0002,,Stellaria media
96,4,ATRI,22_0005,11200,22_0005_0001,L.,Atriplex spec.
96,84,CHEN,22_0005,11200,22_0005_0001,L.,Chenopodium spec.
96,36,INDET,22_0005,11200,22_0005_0001,,Indeterminata
96,72,PHLE,22_0005,11200,22_0005_0001,,Phleum
96,12,POAVI,22_0005,11200,22_0005_0001,,Polygonum aviculare agg.
96,53,RUMAC,22_0005,11200,22_0005_0001,,Rumex acetosella agg.
96,18,SILE,22_0005,11200,22_0005_0001,L.,Silene spec.
96,22,STMES,22_0005,11200,22_0005_0001,,Stellaria media
97,27,COAVE,22_0005,11201,22_0005_0002,L.,Corylus avellana
97,36,INDET,22_0005,11201,22_0005_0002,,Indeterminata
97,17,RUIDA,22_0005,11201,22_0005_0002,L.,Rubus idaeus
98,85,CABIC,22_0005,11221,22_0005_0003,,Carex spec. bicarpellat
98,84,CHEN,22_0005,11221,22_0005_0003,L.,Chenopodium spec.
98,27,COAVE,22_0005,11221,22_0005_0003,L.,Corylus avellana
98,36,INDET,22_0005,11221,22_0005_0003,,Indeterminata
99,1,AECYN,22_0005,12026,22_0005_0004,L.,Aethusa cynapium
99,86,ALGLU,22_0005,12026,22_0005_0004,(L.) Gaertn.,Alnus glutinosa
99,87,ARCMI,22_0005,12026,22_0005_0004,(Hill) Bernh.,Arctium minus s.l.
99,88,ASTER,22_0005,12026,22_0005_0004,,Asteraceae
99,43,AVSAT,22_0005,12026,22_0005_0004,L.,Avena sativa
99,89,BRSEC,22_0005,12026,22_0005_0004,L.,Bromus secalinus
99,85,CABIC,22_0005,12026,22_0005_0004,,Carex spec. bicarpellat
99,51,CATRI,22_0005,12026,22_0005_0004,,Carex spec. tricarpellat
99,90,CECYA,22_0005,12026,22_0005_0004,L.,Centaurea cyanus
99,6,CHALB,22_0005,12026,22_0005_0004,L.,Chenopodium album
99,27,COAVE,22_0005,12026,22_0005_0004,L.,Corylus avellana
99,91,COMA,22_0005,12026,22_0005_0004,,Comarum
99,7,FRVES,22_0005,12026,22_0005_0004,L.,Fragaria vesca
99,8,GAIS,22_0005,12026,22_0005_0004,L.,Galeopsis spec.
99,92,HEPAL,22_0005,12026,22_0005_0004,(L.)R. et Sch.,Eleocharis palustris agg.
99,29,HULUP,22_0005,12026,22_0005_0004,L.,Humulus lupulus
99,36,INDET,22_0005,12026,22_0005_0004,,Indeterminata
99,71,JUCOC,22_0005,12026,22_0005_0004,L.,Juniperus communis
99,49,LAMI,22_0005,12026,22_0005_0004,L.,Lamium spec.
99,60,LIUSI,22_0005,12026,22_0005_0004,L.,Linum usitatissimum
99,93,OXACE,22_0005,12026,22_0005_0004,L.,Oxalis acetosella
99,67,PIEXC,22_0005,12026,22_0005_0004,(L.) H. Karst.,Picea abies
99,52,POACE,22_0005,12026,22_0005_0004,,Poaceae
99,12,POAVI,22_0005,12026,22_0005_0004,,Polygonum aviculare agg.
99,94,POERE,22_0005,12026,22_0005_0004,(L.) Raeusch.,Potentilla erecta
99,50,POLAP,22_0005,12026,22_0005_0004,L.,Polygonum lapathifolium agg.
99,13,POLCO,22_0005,12026,22_0005_0004,(L.) A. Löve,Polygonum convolvulus
99,63,PRVUL,22_0005,12026,22_0005_0004,L.,Prunella vulgaris
99,95,RAARE,22_0005,12026,22_0005_0004,L./L.,Ranunculus acris/repens
99,96,RASCE,22_0005,12026,22_0005_0004,L.,Ranunculus sceleratus
99,97,RUFRU,22_0005,12026,22_0005_0004,,Rubus fruticosus agg.
99,17,RUIDA,22_0005,12026,22_0005_0004,L.,Rubus idaeus
99,53,RUMAC,22_0005,12026,22_0005_0004,,Rumex acetosella agg.
99,56,RUME,22_0005,12026,22_0005_0004,L.,Rumex spec.
99,98,SCTAB,22_0005,12026,22_0005_0004,(C. C. Gmel.) Palla,Schoenoplectus tabernaemontani
99,18,SILE,22_0005,12026,22_0005_0004,L.,Silene spec.
99,99,SISEL,22_0005,12026,22_0005_0004,(L.) Schinz & Thell.,Silaum silaus
99,20,SPARV,22_0005,12026,22_0005_0004,L.,Spergula arvensis
99,21,STGRA,22_0005,12026,22_0005_0004,L.,Stellaria graminea
99,22,STMES,22_0005,12026,22_0005_0004,,Stellaria media
99,54,THARV,22_0005,12026,22_0005_0004,L.,Thlaspi arvense
99,24,URDIO,22_0005,12026,22_0005_0004,L.,Urtica dioica
99,100,URURE,22_0005,12026,22_0005_0004,L.,Urtica urens
100,1,AECYN,22_0005,200125,22_0005_0012,L.,Aethusa cynapium
100,78,ALCH,22_0005,200125,22_0005_0012,L. (bearb. v. Lippert),Alchemilla spec.
100,85,CABIC,22_0005,200125,22_0005_0012,,Carex spec. bicarpellat
100,51,CATRI,22_0005,200125,22_0005_0012,,Carex spec. tricarpellat
100,44,CEREA,22_0005,200125,22_0005_0012,,Cerealia indet.
100,6,CHALB,22_0005,200125,22_0005_0012,L.,Chenopodium album
100,84,CHEN,22_0005,200125,22_0005_0012,L.,Chenopodium spec.
100,101,EUPEP,22_0005,200125,22_0005_0012,L.,Euphorbia peplus
100,102,FICAR,22_0005,200125,22_0005_0012,L.,Ficus carica
100,36,INDET,22_0005,200125,22_0005_0012,,Indeterminata
100,49,LAMI,22_0005,200125,22_0005_0012,L.,Lamium spec.
100,103,LUMUL,22_0005,200125,22_0005_0012,(Retz.) Lej.,Luzula multiflora
100,104,PAPA,22_0005,200125,22_0005_0012,L.,Papaver spec.
100,12,POAVI,22_0005,200125,22_0005_0012,,Polygonum aviculare agg.
100,74,POTE,22_0005,200125,22_0005_0012,L.,Potentilla spec.
100,96,RASCE,22_0005,200125,22_0005_0012,L.,Ranunculus sceleratus
100,97,RUFRU,22_0005,200125,22_0005_0012,,Rubus fruticosus agg.
100,17,RUIDA,22_0005,200125,22_0005_0012,L.,Rubus idaeus
100,53,RUMAC,22_0005,200125,22_0005_0012,,Rumex acetosella agg.
100,105,SANIG,22_0005,200125,22_0005_0012,L.,Sambucus nigra
100,106,SECER,22_0005,200125,22_0005_0012,L.,Secale cereale
100,18,SILE,22_0005,200125,22_0005_0012,L.,Silene spec.
100,107,SODUL,22_0005,200125,22_0005_0012,L.,Solanum dulcamara
100,22,STMES,22_0005,200125,22_0005_0012,,Stellaria media
100,108,STPAL,22_0005,200125,22_0005_0012,Retz.,Stellaria palustris
100,109,TARA,22_0005,200125,22_0005_0012,Zinn,Taraxacum spec.
100,59,TRAED,22_0005,200125,22_0005_0012,L./L.,Triticum aestivum s.l./durum/turgidum
100,24,URDIO,22_0005,200125,22_0005_0012,L.,Urtica dioica
101,78,ALCH,22_0005,200149,22_0005_0013,L. (bearb. v. Lippert),Alchemilla spec.
101,87,ARCMI,22_0005,200149,22_0005_0013,(Hill) Bernh.,Arctium minus s.l.
101,58,BRAS,22_0005,200149,22_0005_0013,L.,Brassica spec.
101,85,CABIC,22_0005,200149,22_0005_0013,,Carex spec. bicarpellat
101,51,CATRI,22_0005,200149,22_0005_0013,,Carex spec. tricarpellat
101,6,CHALB,22_0005,200149,22_0005_0013,L.,Chenopodium album
101,27,COAVE,22_0005,200149,22_0005_0013,L.,Corylus avellana
101,66,FUOFF,22_0005,200149,22_0005_0013,L.,Fumaria officinalis
101,8,GAIS,22_0005,200149,22_0005_0013,L.,Galeopsis spec.
101,29,HULUP,22_0005,200149,22_0005_0013,L.,Humulus lupulus
101,110,HYNIG,22_0005,200149,22_0005_0013,L.,Hyoscyamus niger
101,36,INDET,22_0005,200149,22_0005_0013,,Indeterminata
101,67,PIEXC,22_0005,200149,22_0005_0013,(L.) H. Karst.,Picea abies
101,11,PLMAJ,22_0005,200149,22_0005_0013,L.,Plantago major s.l.
101,12,POAVI,22_0005,200149,22_0005_0013,,Polygonum aviculare agg.
101,50,POLAP,22_0005,200149,22_0005_0013,L.,Polygonum lapathifolium agg.
101,13,POLCO,22_0005,200149,22_0005_0013,(L.) A. Löve,Polygonum convolvulus
101,16,RANU,22_0005,200149,22_0005_0013,L.,Ranunculus spec.
101,96,RASCE,22_0005,200149,22_0005_0013,L.,Ranunculus sceleratus
101,97,RUFRU,22_0005,200149,22_0005_0013,,Rubus fruticosus agg.
101,17,RUIDA,22_0005,200149,22_0005_0013,L.,Rubus idaeus
101,53,RUMAC,22_0005,200149,22_0005_0013,,Rumex acetosella agg.
101,111,SASAG,22_0005,200149,22_0005_0013,L.,Sagittaria sagittifolia
101,18,SILE,22_0005,200149,22_0005_0013,L.,Silene spec.
101,22,STMES,22_0005,200149,22_0005_0013,,Stellaria media
101,108,STPAL,22_0005,200149,22_0005_0013,Retz.,Stellaria palustris
101,54,THARV,22_0005,200149,22_0005_0013,L.,Thlaspi arvense
101,24,URDIO,22_0005,200149,22_0005_0013,L.,Urtica dioica
101,100,URURE,22_0005,200149,22_0005_0013,L.,Urtica urens
102,78,ALCH,22_0005,200177,22_0005_0009,L. (bearb. v. Lippert),Alchemilla spec.
102,87,ARCMI,22_0005,200177,22_0005_0009,(Hill) Bernh.,Arctium minus s.l.
102,88,ASTER,22_0005,200177,22_0005_0009,,Asteraceae
102,85,CABIC,22_0005,200177,22_0005_0009,,Carex spec. bicarpellat
102,51,CATRI,22_0005,200177,22_0005_0009,,Carex spec. tricarpellat
102,6,CHALB,22_0005,200177,22_0005_0009,L.,Chenopodium album
102,84,CHEN,22_0005,200177,22_0005_0009,L.,Chenopodium spec.
102,27,COAVE,22_0005,200177,22_0005_0009,L.,Corylus avellana
102,69,EUHEL,22_0005,200177,22_0005_0009,L.,Euphorbia helioscopia
102,102,FICAR,22_0005,200177,22_0005_0009,L.,Ficus carica
102,28,FIULM,22_0005,200177,22_0005_0009,(L.) Maxim.,Filipendula ulmaria
102,7,FRVES,22_0005,200177,22_0005_0009,L.,Fragaria vesca
102,92,HEPAL,22_0005,200177,22_0005_0009,(L.)R. et Sch.,Eleocharis palustris agg.
102,29,HULUP,22_0005,200177,22_0005_0009,L.,Humulus lupulus
102,103,LUMUL,22_0005,200177,22_0005_0009,(Retz.) Lej.,Luzula multiflora
102,67,PIEXC,22_0005,200177,22_0005_0009,(L.) H. Karst.,Picea abies
102,12,POAVI,22_0005,200177,22_0005_0009,,Polygonum aviculare agg.
102,94,POERE,22_0005,200177,22_0005_0009,(L.) Raeusch.,Potentilla erecta
102,50,POLAP,22_0005,200177,22_0005_0009,L.,Polygonum lapathifolium agg.
102,13,POLCO,22_0005,200177,22_0005_0009,(L.) A. Löve,Polygonum convolvulus
102,112,POTA,22_0005,200177,22_0005_0009,L.,Potamogeton spec.
102,63,PRVUL,22_0005,200177,22_0005_0009,L.,Prunella vulgaris
102,95,RAARE,22_0005,200177,22_0005_0009,L./L.,Ranunculus acris/repens
102,113,RUACE,22_0005,200177,22_0005_0009,L.,Rumex acetosa
102,97,RUFRU,22_0005,200177,22_0005_0009,,Rubus fruticosus agg.
102,17,RUIDA,22_0005,200177,22_0005_0009,L.,Rubus idaeus
102,53,RUMAC,22_0005,200177,22_0005_0009,,Rumex acetosella agg.
102,19,SOLA,22_0005,200177,22_0005_0009,L.,Solanum spec.
102,22,STMES,22_0005,200177,22_0005_0009,,Stellaria media
102,108,STPAL,22_0005,200177,22_0005_0009,Retz.,Stellaria palustris
102,54,THARV,22_0005,200177,22_0005_0009,L.,Thlaspi arvense
102,75,TRIF,22_0005,200177,22_0005_0009,L.,Trifolium spec.
102,100,URURE,22_0005,200177,22_0005_0009,L.,Urtica urens
103,86,ALGLU,22_0005,200473,22_0005_0005,(L.) Gaertn.,Alnus glutinosa
103,3,APIAC,22_0005,200473,22_0005_0005,,Apiaceae
103,88,ASTER,22_0005,200473,22_0005_0005,,Asteraceae
103,43,AVSAT,22_0005,200473,22_0005_0005,L.,Avena sativa
103,85,CABIC,22_0005,200473,22_0005_0005,,Carex spec. bicarpellat
103,51,CATRI,22_0005,200473,22_0005_0005,,Carex spec. tricarpellat
103,5,CERA,22_0005,200473,22_0005_0005,L.,Cerastium spec.
103,6,CHALB,22_0005,200473,22_0005_0005,L.,Chenopodium album
103,27,COAVE,22_0005,200473,22_0005_0005,L.,Corylus avellana
103,69,EUHEL,22_0005,200473,22_0005_0005,L.,Euphorbia helioscopia
103,102,FICAR,22_0005,200473,22_0005_0005,L.,Ficus carica
103,7,FRVES,22_0005,200473,22_0005_0005,L.,Fragaria vesca
103,66,FUOFF,22_0005,200473,22_0005_0005,L.,Fumaria officinalis
103,8,GAIS,22_0005,200473,22_0005_0005,L.,Galeopsis spec.
103,114,GEUM,22_0005,200473,22_0005_0005,,Geum
103,92,HEPAL,22_0005,200473,22_0005_0005,(L.)R. et Sch.,Eleocharis palustris agg.
103,110,HYNIG,22_0005,200473,22_0005_0005,L.,Hyoscyamus niger
103,36,INDET,22_0005,200473,22_0005_0005,,Indeterminata
103,115,LEON,22_0005,200473,22_0005_0005,L.,Leontodon spec.
103,103,LUMUL,22_0005,200473,22_0005_0005,(Retz.) Lej.,Luzula multiflora
103,116,METRI,22_0005,200473,22_0005_0005,L.,Menyanthes trifoliata
103,93,OXACE,22_0005,200473,22_0005_0005,L.,Oxalis acetosella
103,52,POACE,22_0005,200473,22_0005_0005,,Poaceae
103,12,POAVI,22_0005,200473,22_0005_0005,,Polygonum aviculare agg.
103,50,POLAP,22_0005,200473,22_0005_0005,L.,Polygonum lapathifolium agg.
103,13,POLCO,22_0005,200473,22_0005_0005,(L.) A. Löve,Polygonum convolvulus
103,112,POTA,22_0005,200473,22_0005_0005,L.,Potamogeton spec.
103,95,RAARE,22_0005,200473,22_0005_0005,L./L.,Ranunculus acris/repens
103,17,RUIDA,22_0005,200473,22_0005_0005,L.,Rubus idaeus
103,53,RUMAC,22_0005,200473,22_0005_0005,,Rumex acetosella agg.
103,56,RUME,22_0005,200473,22_0005_0005,L.,Rumex spec.
103,117,RUMMA,22_0005,200473,22_0005_0005,L.,Ruppia maritima
103,98,SCTAB,22_0005,200473,22_0005_0005,(C. C. Gmel.) Palla,Schoenoplectus tabernaemontani
103,18,SILE,22_0005,200473,22_0005_0005,L.,Silene spec.
103,19,SOLA,22_0005,200473,22_0005_0005,L.,Solanum spec.
103,20,SPARV,22_0005,200473,22_0005_0005,L.,Spergula arvensis
103,21,STGRA,22_0005,200473,22_0005_0005,L.,Stellaria graminea
103,22,STMES,22_0005,200473,22_0005_0005,,Stellaria media
103,54,THARV,22_0005,200473,22_0005_0005,L.,Thlaspi arvense
103,118,THFLA,22_0005,200473,22_0005_0005,L.,Thalictrum flavum
103,119,TRIEU,22_0005,200473,22_0005_0005,L.,Trientalis europaea
103,24,URDIO,22_0005,200473,22_0005_0005,L.,Urtica dioica
103,100,URURE,22_0005,200473,22_0005_0005,L.,Urtica urens
103,65,VIOL,22_0005,200473,22_0005_0005,L.,Viola spec.
104,86,ALGLU,22_0005,200475,22_0005_0006,(L.) Gaertn.,Alnus glutinosa
104,43,AVSAT,22_0005,200475,22_0005_0006,L.,Avena sativa
104,85,CABIC,22_0005,200475,22_0005_0006,,Carex spec. bicarpellat
104,51,CATRI,22_0005,200475,22_0005_0006,,Carex spec. tricarpellat
104,5,CERA,22_0005,200475,22_0005_0006,L.,Cerastium spec.
104,84,CHEN,22_0005,200475,22_0005_0006,L.,Chenopodium spec.
104,120,CIRS,22_0005,200475,22_0005_0006,Mill.,Cirsium spec.
104,27,COAVE,22_0005,200475,22_0005_0006,L.,Corylus avellana
104,69,EUHEL,22_0005,200475,22_0005_0006,L.,Euphorbia helioscopia
104,102,FICAR,22_0005,200475,22_0005_0006,L.,Ficus carica
104,7,FRVES,22_0005,200475,22_0005_0006,L.,Fragaria vesca
104,92,HEPAL,22_0005,200475,22_0005_0006,(L.)R. et Sch.,Eleocharis palustris agg.
104,29,HULUP,22_0005,200475,22_0005_0006,L.,Humulus lupulus
104,36,INDET,22_0005,200475,22_0005_0006,,Indeterminata
104,103,LUMUL,22_0005,200475,22_0005_0006,(Retz.) Lej.,Luzula multiflora
104,67,PIEXC,22_0005,200475,22_0005_0006,(L.) H. Karst.,Picea abies
104,12,POAVI,22_0005,200475,22_0005_0006,,Polygonum aviculare agg.
104,94,POERE,22_0005,200475,22_0005_0006,(L.) Raeusch.,Potentilla erecta
104,50,POLAP,22_0005,200475,22_0005_0006,L.,Polygonum lapathifolium agg.
104,112,POTA,22_0005,200475,22_0005_0006,L.,Potamogeton spec.
104,63,PRVUL,22_0005,200475,22_0005_0006,L.,Prunella vulgaris
104,16,RANU,22_0005,200475,22_0005_0006,L.,Ranunculus spec.
104,97,RUFRU,22_0005,200475,22_0005_0006,,Rubus fruticosus agg.
104,17,RUIDA,22_0005,200475,22_0005_0006,L.,Rubus idaeus
104,53,RUMAC,22_0005,200475,22_0005_0006,,Rumex acetosella agg.
104,117,RUMMA,22_0005,200475,22_0005_0006,L.,Ruppia maritima
104,105,SANIG,22_0005,200475,22_0005_0006,L.,Sambucus nigra
104,98,SCTAB,22_0005,200475,22_0005_0006,(C. C. Gmel.) Palla,Schoenoplectus tabernaemontani
104,20,SPARV,22_0005,200475,22_0005_0006,L.,Spergula arvensis
104,22,STMES,22_0005,200475,22_0005_0006,,Stellaria media
104,109,TARA,22_0005,200475,22_0005_0006,Zinn,Taraxacum spec.
104,54,THARV,22_0005,200475,22_0005_0006,L.,Thlaspi arvense
104,24,URDIO,22_0005,200475,22_0005_0006,L.,Urtica dioica
105,6,CHALB,22_0005,23362,22_0005_0010,L.,Chenopodium album
105,27,COAVE,22_0005,23362,22_0005_0010,L.,Corylus avellana
105,95,RAARE,22_0005,23362,22_0005_0010,L./L.,Ranunculus acris/repens
105,96,RASCE,22_0005,23362,22_0005_0010,L.,Ranunculus sceleratus
105,17,RUIDA,22_0005,23362,22_0005_0010,L.,Rubus idaeus
105,19,SOLA,22_0005,23362,22_0005_0010,L.,Solanum spec.
105,22,STMES,22_0005,23362,22_0005_0010,,Stellaria media
105,24,URDIO,22_0005,23362,22_0005_0010,L.,Urtica dioica
106,121,ALOP,22_0005,23434,22_0005_0007,,Alopecurus
106,43,AVSAT,22_0005,23434,22_0005_0007,L.,Avena sativa
106,51,CATRI,22_0005,23434,22_0005_0007,,Carex spec. tricarpellat
106,5,CERA,22_0005,23434,22_0005_0007,L.,Cerastium spec.
106,122,CHAE,22_0005,23434,22_0005_0007,,Chaerophyllum
106,6,CHALB,22_0005,23434,22_0005_0007,L.,Chenopodium album
106,120,CIRS,22_0005,23434,22_0005_0007,Mill.,Cirsium spec.
106,27,COAVE,22_0005,23434,22_0005_0007,L.,Corylus avellana
106,36,INDET,22_0005,23434,22_0005_0007,,Indeterminata
106,67,PIEXC,22_0005,23434,22_0005_0007,(L.) H. Karst.,Picea abies
106,11,PLMAJ,22_0005,23434,22_0005_0007,L.,Plantago major s.l.
106,12,POAVI,22_0005,23434,22_0005_0007,,Polygonum aviculare agg.
106,50,POLAP,22_0005,23434,22_0005_0007,L.,Polygonum lapathifolium agg.
106,74,POTE,22_0005,23434,22_0005_0007,L.,Potentilla spec.
106,95,RAARE,22_0005,23434,22_0005_0007,L./L.,Ranunculus acris/repens
106,96,RASCE,22_0005,23434,22_0005_0007,L.,Ranunculus sceleratus
106,113,RUACE,22_0005,23434,22_0005_0007,L.,Rumex acetosa
106,42,RUCRI,22_0005,23434,22_0005_0007,L.,Rumex crispus
106,17,RUIDA,22_0005,23434,22_0005_0007,L.,Rubus idaeus
106,123,SORB,22_0005,23434,22_0005_0007,L.,Sorbus spec.
106,24,URDIO,22_0005,23434,22_0005_0007,L.,Urtica dioica
107,51,CATRI,22_0005,23491,22_0005_0008,,Carex spec. tricarpellat
107,84,CHEN,22_0005,23491,22_0005_0008,L.,Chenopodium spec.
107,12,POAVI,22_0005,23491,22_0005_0008,,Polygonum aviculare agg.
107,50,POLAP,22_0005,23491,22_0005_0008,L.,Polygonum lapathifolium agg.
107,124,PRCER,22_0005,23491,22_0005_0008,L.,Prunus cerasus s.l.
107,95,RAARE,22_0005,23491,22_0005_0008,L./L.,Ranunculus acris/repens
107,96,RASCE,22_0005,23491,22_0005_0008,L.,Ranunculus sceleratus
107,17,RUIDA,22_0005,23491,22_0005_0008,L.,Rubus idaeus
107,53,RUMAC,22_0005,23491,22_0005_0008,,Rumex acetosella agg.
107,22,STMES,22_0005,23491,22_0005_0008,,Stellaria media
107,24,URDIO,22_0005,23491,22_0005_0008,L.,Urtica dioica
108,88,ASTER,22_0005,23988,22_0005_0011,,Asteraceae
108,125,BEPUB,22_0005,23988,22_0005_0011,Ehrh.,Betula pubescens
108,85,CABIC,22_0005,23988,22_0005_0011,,Carex spec. bicarpellat
108,51,CATRI,22_0005,23988,22_0005_0011,,Carex spec. tricarpellat
108,84,CHEN,22_0005,23988,22_0005_0011,L.,Chenopodium spec.
108,126,CLIN,22_0005,23988,22_0005_0011,,Clinopodium
108,115,LEON,22_0005,23988,22_0005_0011,L.,Leontodon spec.
108,104,PAPA,22_0005,23988,22_0005_0011,L.,Papaver spec.
108,127,PEDPA,22_0005,23988,22_0005_0011,L.,Pedicularis palustris
108,67,PIEXC,22_0005,23988,22_0005_0011,(L.) H. Karst.,Picea abies
108,11,PLMAJ,22_0005,23988,22_0005_0011,L.,Plantago major s.l.
108,52,POACE,22_0005,23988,22_0005_0011,,Poaceae
108,12,POAVI,22_0005,23988,22_0005_0011,,Polygonum aviculare agg.
108,73,POPER,22_0005,23988,22_0005_0011,L.,Polygonum persicaria
108,63,PRVUL,22_0005,23988,22_0005_0011,L.,Prunella vulgaris
108,95,RAARE,22_0005,23988,22_0005_0011,L./L.,Ranunculus acris/repens
108,42,RUCRI,22_0005,23988,22_0005_0011,L.,Rumex crispus
108,53,RUMAC,22_0005,23988,22_0005_0011,,Rumex acetosella agg.
108,111,SASAG,22_0005,23988,22_0005_0011,L.,Sagittaria sagittifolia
108,108,STPAL,22_0005,23988,22_0005_0011,Retz.,Stellaria palustris
108,109,TARA,22_0005,23988,22_0005_0011,Zinn,Taraxacum spec.
108,24,URDIO,22_0005,23988,22_0005_0011,L.,Urtica dioica
109,36,INDET,22_0015,A2076,22_0015_0017,,Indeterminata
110,6,CHALB,22_0015,A2154,22_0015_0020,L.,Chenopodium album
110,36,INDET,22_0015,A2154,22_0015_0020,,Indeterminata
110,13,POLCO,22_0015,A2154,22_0015_0020,(L.) A. Löve,Polygonum convolvulus
111,27,COAVE,22_0015,A2874 G2976,22_0015_0014,L.,Corylus avellana
111,36,INDET,22_0015,A2874 G2976,22_0015_0014,,Indeterminata
111,36,INDET,22_0015,A2874 G2976,22_0015_0014,,Indeterminata
111,128,VICI,22_0015,A2874 G2976,22_0015_0014,L.,Vicia spec.
112,36,INDET,22_0015,A4796,22_0015_0013,,Indeterminata
113,84,CHEN,22_0015,M153 St 1,22_0015_0006,L.,Chenopodium spec.
113,27,COAVE,22_0015,M153 St 1,22_0015_0006,L.,Corylus avellana
113,36,INDET,22_0015,M153 St 1,22_0015_0006,,Indeterminata
113,36,INDET,22_0015,M153 St 1,22_0015_0006,,Indeterminata
113,128,VICI,22_0015,M153 St 1,22_0015_0006,L.,Vicia spec.
114,27,COAVE,22_0015,M153 St 2,22_0015_0007,L.,Corylus avellana
114,36,INDET,22_0015,M153 St 2,22_0015_0007,,Indeterminata
115,6,CHALB,22_0015,M160 St 1,22_0015_0001,L.,Chenopodium album
115,36,INDET,22_0015,M160 St 1,22_0015_0001,,Indeterminata
115,52,POACE,22_0015,M160 St 1,22_0015_0001,,Poaceae
115,13,POLCO,22_0015,M160 St 1,22_0015_0001,(L.) A. Löve,Polygonum convolvulus
116,35,CARE,22_0015,M167 St 1,22_0015_0002,,Carex spec.
116,84,CHEN,22_0015,M167 St 1,22_0015_0002,L.,Chenopodium spec.
116,55,GALI,22_0015,M167 St 1,22_0015_0002,L.,Galium spec.
116,36,INDET,22_0015,M167 St 1,22_0015_0002,,Indeterminata
116,36,INDET,22_0015,M167 St 1,22_0015_0002,,Indeterminata
116,36,INDET,22_0015,M167 St 1,22_0015_0002,,Indeterminata
116,13,POLCO,22_0015,M167 St 1,22_0015_0002,(L.) A. Löve,Polygonum convolvulus
117,35,CARE,22_0015,M167 St 2,22_0015_0003,,Carex spec.
117,6,CHALB,22_0015,M167 St 2,22_0015_0003,L.,Chenopodium album
117,27,COAVE,22_0015,M167 St 2,22_0015_0003,L.,Corylus avellana
117,70,FABAC,22_0015,M167 St 2,22_0015_0003,,Fabaceae
117,129,FEALT,22_0015,M167 St 2,22_0015_0003,All.,Festuca altissima
117,55,GALI,22_0015,M167 St 2,22_0015_0003,L.,Galium spec.
117,36,INDET,22_0015,M167 St 2,22_0015_0003,,Indeterminata
117,36,INDET,22_0015,M167 St 2,22_0015_0003,,Indeterminata
117,36,INDET,22_0015,M167 St 2,22_0015_0003,,Indeterminata
117,42,RUCRI,22_0015,M167 St 2,22_0015_0003,L.,Rumex crispus
117,128,VICI,22_0015,M167 St 2,22_0015_0003,L.,Vicia spec.
118,27,COAVE,22_0015,M167 St 3,22_0015_0004,L.,Corylus avellana
118,70,FABAC,22_0015,M167 St 3,22_0015_0004,,Fabaceae
118,36,INDET,22_0015,M167 St 3,22_0015_0004,,Indeterminata
118,36,INDET,22_0015,M167 St 3,22_0015_0004,,Indeterminata
119,130,ARUVA,22_0015,M167 St 4,22_0015_0005,(L.) Spreng.,Arctostaphylos uva-ursi
119,27,COAVE,22_0015,M167 St 4,22_0015_0005,L.,Corylus avellana
119,40,PINU,22_0015,M167 St 4,22_0015_0005,L.,Pinus spec.
120,27,COAVE,22_0015,M32 Undre del,2022_0015_0009,L.,Corylus avellana
120,36,INDET,22_0015,M32 Undre del,2022_0015_0009,,Indeterminata
121,3,APIAC,22_0015,M32 Övre del,2022_0015_0008,,Apiaceae
121,27,COAVE,22_0015,M32 Övre del,2022_0015_0008,L.,Corylus avellana
121,70,FABAC,22_0015,M32 Övre del,2022_0015_0008,,Fabaceae
121,36,INDET,22_0015,M32 Övre del,2022_0015_0008,,Indeterminata
122,70,FABAC,22_0015,M99 A5085,2022_0015_0010,,Fabaceae
122,36,INDET,22_0015,M99 A5085,2022_0015_0010,,Indeterminata
122,36,INDET,22_0015,M99 A5085,2022_0015_0010,,Indeterminata
123,36,INDET,22_0015,M99 A5085,2022_0015_0012,,Indeterminata
123,30,RAFIC,22_0015,M99 A5085,2022_0015_0012,L.,Ranunculus ficaria
124,44,CEREA,DanaBunar2,31,17 depth 0.10-0.20,,Cerealia indet.
125,44,CEREA,DanaBunar2,31,17a depth 0.00-0.20,,Cerealia indet.
125,70,FABAC,DanaBunar2,31,17a depth 0.00-0.20,,Fabaceae
125,131,TRMOD,DanaBunar2,31,17a depth 0.00-0.20,L./Schrank,Triticum monococcum/dicoccum
125,132,VIVIN,DanaBunar2,31,17a depth 0.00-0.20,L.,Vitis vinifera
126,44,CEREA,DanaBunar2,32,51 depth 0.00-0.10,,Cerealia indet.
127,44,CEREA,DanaBunar2,32,52 depth 0.10-0.20,,Cerealia indet.
127,133,EUPH,DanaBunar2,32,52 depth 0.10-0.20,L.,Euphorbia
128,6,CHALB,DanaBunar2,32,53 depth 0.00-0.10,L.,Chenopodium album
128,134,POOLE,DanaBunar2,32,53 depth 0.00-0.10,L.,Portulaca oleracea s.l.
128,135,TRDIC,DanaBunar2,32,53 depth 0.00-0.10,(Schrank) Schübl.,Triticum dicoccum
129,6,CHALB,DanaBunar2,33,18 depth 0.20-0.30,L.,Chenopodium album
129,136,SEVEV,DanaBunar2,33,18 depth 0.20-0.30,(L.) P. Beauv./(L.) P. Beauv.,Setaria verticillata/viridis
129,62,TRIT,DanaBunar2,33,18 depth 0.20-0.30,L.,Triticum spec.
