sample_id,taxon_id,PCODE,ProjektNr,Befu,ProbNr,TaxAut,BNam
37,6,CHALB,19_0014,A12435,19_0014_0069,L.,Chenopodium album
37,45,GASPU,19_0014,A12435,19_0014_0069,L.,Galium spurium
37,50,POLAP,19_0014,A12435,19_0014_0069,L.,Polygonum lapathifolium agg.
37,22,STMES,19_0014,A12435,19_0014_0069,,Stellaria media
38,44,CEREA,19_0014,A13064,19_0014_0071,,Cerealia indet.
38,6,CHALB,19_0014,A13064,19_0014_0071,L.,Chenopodium album
38,27,COAVE,19_0014,A13064,19_0014_0071,L.,Corylus avellana
38,8,GAIS,19_0014,A13064,19_0014_0071,L.,Galeopsis spec.
38,47,HODVN,19_0014,A13064,19_0014_0071,,Hordeum distichon/vulgare Nacktgerste
38,48,HODVS,19_0014,A13064,19_0014_0071,,Hordeum distichon/vulgare Spelzgerste
38,36,INDET,19_0014,A13064,19_0014_0071,,Indeterminata
38,64,MELI,19_0014,A13064,19_0014_0071,Mill.,Melilotus spec.
38,50,POLAP,19_0014,A13064,19_0014_0071,L.,Polygonum lapathifolium agg.
38,13,POLCO,19_0014,A13064,19_0014_0071,(L.) A. Löve,Polygonum convolvulus
38,22,STMES,19_0014,A13064,19_0014_0071,,Stellaria media
38,77,TRDSP,19_0014,A13064,19_0014_0071,Schrank/L.,Triticum dicoccum/spelta
39,44,CEREA,19_0014,A13200,19_0014_0041,,Cerealia indet.
39,50,POLAP,19_0014,A13200,19_0014_0041,L.,Polygonum lapathifolium agg.
39,20,SPARV,19_0014,A13200,19_0014_0041,L.,Spergula arvensis
39,77,TRDSP,19_0014,A13200,19_0014_0041,Schrank/L.,Triticum dicoccum/spelta
40,46,HODIV,19_0014,A13299,19_0014_0072,L./L.,Hordeum distichon/vulgare
41,52,POACE,19_0014,A13837,19_0014_0060,,Poaceae
41,22,STMES,19_0014,A13837,19_0014_0060,,Stellaria media
42,6,CHALB,19_0014,A15333,19_0014_0061,L.,Chenopodium album
42,66,FUOFF,19_0014,A15333,19_0014_0061,L.,Fumaria officinalis
42,52,POACE,19_0014,A15333,19_0014_0061,,Poaceae
42,50,POLAP,19_0014,A15333,19_0014_0061,L.,Polygonum lapathifolium agg.
43,6,CHALB,19_0014,A15344,19_0014_0074,L.,Chenopodium album
44,48,HODVS,19_0014,A15554,19_0014_0075,,Hordeum distichon/vulgare Spelzgerste
44,13,POLCO,19_0014,A15554,19_0014_0075,(L.) A. Löve,Polygonum convolvulus
44,22,STMES,19_0014,A15554,19_0014_0075,,Stellaria media
45,78,ALCH,19_0014,A15736,19_0014_0059,L. (bearb. v. Lippert),Alchemilla spec.
45,4,ATRI,19_0014,A15736,19_0014_0059,L.,Atriplex spec.
45,35,CARE,19_0014,A15736,19_0014_0059,,Carex spec.
45,44,CEREA,19_0014,A15736,19_0014_0059,,Cerealia indet.
45,6,CHALB,19_0014,A15736,19_0014_0059,L.,Chenopodium album
45,69,EUHEL,19_0014,A15736,19_0014_0059,L.,Euphorbia helioscopia
45,66,FUOFF,19_0014,A15736,19_0014_0059,L.,Fumaria officinalis
45,8,GAIS,19_0014,A15736,19_0014_0059,L.,Galeopsis spec.
45,45,GASPU,19_0014,A15736,19_0014_0059,L.,Galium spurium
45,64,MELI,19_0014,A15736,19_0014_0059,Mill.,Melilotus spec.
45,67,PIEXC,19_0014,A15736,19_0014_0059,(L.) H. Karst.,Picea abies
45,52,POACE,19_0014,A15736,19_0014_0059,,Poaceae
45,12,POAVI,19_0014,A15736,19_0014_0059,,Polygonum aviculare agg.
45,50,POLAP,19_0014,A15736,19_0014_0059,L.,Polygonum lapathifolium agg.
45,13,POLCO,19_0014,A15736,19_0014_0059,(L.) A. Löve,Polygonum convolvulus
45,16,RANU,19_0014,A15736,19_0014_0059,L.,Ranunculus spec.
45,42,RUCRI,19_0014,A15736,19_0014_0059,L.,Rumex crispus
45,17,RUIDA,19_0014,A15736,19_0014_0059,L.,Rubus idaeus
45,19,SOLA,19_0014,A15736,19_0014_0059,L.,Solanum spec.
45,20,SPARV,19_0014,A15736,19_0014_0059,L.,Spergula arvensis
46,44,CEREA,19_0014,A16771,19_0014_0008,,Cerealia indet.
46,6,CHALB,19_0014,A16771,19_0014_0008,L.,Chenopodium album
46,79,GALAS,19_0014,A16771,19_0014_0008,L./L.,Galium aparine/spurium
46,47,HODVN,19_0014,A16771,19_0014_0008,,Hordeum distichon/vulgare Nacktgerste
46,50,POLAP,19_0014,A16771,19_0014_0008,L.,Polygonum lapathifolium agg.
46,17,RUIDA,19_0014,A16771,19_0014_0008,L.,Rubus idaeus
46,22,STMES,19_0014,A16771,19_0014_0008,,Stellaria media
47,44,CEREA,19_0014,A16783,19_0014_0005,,Cerealia indet.
47,6,CHALB,19_0014,A16783,19_0014_0005,L.,Chenopodium album
47,48,HODVS,19_0014,A16783,19_0014_0005,,Hordeum distichon/vulgare Spelzgerste
47,20,SPARV,19_0014,A16783,19_0014_0005,L.,Spergula arvensis
47,77,TRDSP,19_0014,A16783,19_0014_0005,Schrank/L.,Triticum dicoccum/spelta
48,44,CEREA,19_0014,A17294,19_0014_0016,,Cerealia indet.
48,6,CHALB,19_0014,A17294,19_0014_0016,L.,Chenopodium album
48,27,COAVE,19_0014,A17294,19_0014_0016,L.,Corylus avellana
48,79,GALAS,19_0014,A17294,19_0014_0016,L./L.,Galium aparine/spurium
48,48,HODVS,19_0014,A17294,19_0014_0016,,Hordeum distichon/vulgare Spelzgerste
48,52,POACE,19_0014,A17294,19_0014_0016,,Poaceae
48,50,POLAP,19_0014,A17294,19_0014_0016,L.,Polygonum lapathifolium agg.
48,22,STMES,19_0014,A17294,19_0014_0016,,Stellaria media
49,35,CARE,19_0014,A1875,19_0014_0046,,Carex spec.
49,44,CEREA,19_0014,A1875,19_0014_0046,,Cerealia indet.
49,6,CHALB,19_0014,A1875,19_0014_0046,L.,Chenopodium album
49,45,GASPU,19_0014,A1875,19_0014_0046,L.,Galium spurium
49,13,POLCO,19_0014,A1875,19_0014_0046,(L.) A. Löve,Polygonum convolvulus
49,20,SPARV,19_0014,A1875,19_0014_0046,L.,Spergula arvensis
49,22,STMES,19_0014,A1875,19_0014_0046,,Stellaria media
50,6,CHALB,19_0014,A1931,19_0014_0047,L.,Chenopodium album
50,45,GASPU,19_0014,A1931,19_0014_0047,L.,Galium spurium
50,50,POLAP,19_0014,A1931,19_0014_0047,L.,Polygonum lapathifolium agg.
51,44,CEREA,19_0014,A1998,19_0014_0048,,Cerealia indet.
51,6,CHALB,19_0014,A1998,19_0014_0048,L.,Chenopodium album
51,22,STMES,19_0014,A1998,19_0014_0048,,Stellaria media
52,44,CEREA,19_0014,A2019,19_0014_0049,,Cerealia indet.
52,80,GAAPA,19_0014,A2019,19_0014_0049,L.,Galium aparine
52,22,STMES,19_0014,A2019,19_0014_0049,,Stellaria media
53,44,CEREA,19_0014,A2029,19_0014_0050,,Cerealia indet.
53,6,CHALB,19_0014,A2029,19_0014_0050,L.,Chenopodium album
54,6,CHALB,19_0014,A2114,19_0014_0051,L.,Chenopodium album
54,81,LAPIV,19_0014,A2114,19_0014_0051,L./L./L.,Lathyrus/Pisum/Vicia
55,6,CHALB,19_0014,A3019,19_0014_0052,L.,Chenopodium album
55,46,HODIV,19_0014,A3019,19_0014_0052,L./L.,Hordeum distichon/vulgare
55,47,HODVN,19_0014,A3019,19_0014_0052,,Hordeum distichon/vulgare Nacktgerste
55,13,POLCO,19_0014,A3019,19_0014_0052,(L.) A. Löve,Polygonum convolvulus
56,44,CEREA,19_0014,A3170,19_0014_0066,,Cerealia indet.
56,6,CHALB,19_0014,A3170,19_0014_0066,L.,Chenopodium album
56,16,RANU,19_0014,A3170,19_0014_0066,L.,Ranunculus spec.
56,19,SOLA,19_0014,A3170,19_0014_0066,L.,Solanum spec.
56,22,STMES,19_0014,A3170,19_0014_0066,,Stellaria media
57,44,CEREA,19_0014,A3650,19_0014_0053,,Cerealia indet.
57,6,CHALB,19_0014,A3650,19_0014_0053,L.,Chenopodium album
57,45,GASPU,19_0014,A3650,19_0014_0053,L.,Galium spurium
57,46,HODIV,19_0014,A3650,19_0014_0053,L./L.,Hordeum distichon/vulgare
57,32,SIDIO,19_0014,A3650,19_0014_0053,(L.) Clairv.,Silene dioica
58,51,CATRI,19_0014,A4115,19_0014_0023,,Carex spec. tricarpellat
58,44,CEREA,19_0014,A4115,19_0014_0023,,Cerealia indet.
58,6,CHALB,19_0014,A4115,19_0014_0023,L.,Chenopodium album
58,79,GALAS,19_0014,A4115,19_0014_0023,L./L.,Galium aparine/spurium
58,46,HODIV,19_0014,A4115,19_0014_0023,L./L.,Hordeum distichon/vulgare
58,50,POLAP,19_0014,A4115,19_0014_0023,L.,Polygonum lapathifolium agg.
58,13,POLCO,19_0014,A4115,19_0014_0023,(L.) A. Löve,Polygonum convolvulus
58,42,RUCRI,19_0014,A4115,19_0014_0023,L.,Rumex crispus
58,22,STMES,19_0014,A4115,19_0014_0023,,Stellaria media
59,45,GASPU,19_0014,A4365,19_0014_0054,L.,Galium spurium
60,35,CARE,19_0014,A5192,19_0014_0020,,Carex spec.
60,44,CEREA,19_0014,A5192,19_0014_0020,,Cerealia indet.
60,6,CHALB,19_0014,A5192,19_0014_0020,L.,Chenopodium album
60,79,GALAS,19_0014,A5192,19_0014_0020,L./L.,Galium aparine/spurium
60,46,HODIV,19_0014,A5192,19_0014_0020,L./L.,Hordeum distichon/vulgare
60,50,POLAP,19_0014,A5192,19_0014_0020,L.,Polygonum lapathifolium agg.
60,77,TRDSP,19_0014,A5192,19_0014_0020,Schrank/L.,Triticum dicoccum/spelta
61,51,CATRI,19_0014,A5213,19_0014_0019,,Carex spec. tricarpellat
61,44,CEREA,19_0014,A5213,19_0014_0019,,Cerealia indet.
61,6,CHALB,19_0014,A5213,19_0014_0019,L.,Chenopodium album
61,27,COAVE,19_0014,A5213,19_0014_0019,L.,Corylus avellana
61,79,GALAS,19_0014,A5213,19_0014_0019,L./L.,Galium aparine/spurium
61,46,HODIV,19_0014,A5213,19_0014_0019,L./L.,Hordeum distichon/vulgare
61,47,HODVN,19_0014,A5213,19_0014_0019,,Hordeum distichon/vulgare Nacktgerste
61,50,POLAP,19_0014,A5213,19_0014_0019,L.,Polygonum lapathifolium agg.
61,16,RANU,19_0014,A5213,19_0014_0019,L.,Ranunculus spec.
61,22,STMES,19_0014,A5213,19_0014_0019,,Stellaria media
62,82,CAMSA,19_0014,A5223,19_0014_0018,(L.) Crantz,Camelina sativa
62,35,CARE,19_0014,A5223,19_0014_0018,,Carex spec.
62,44,CEREA,19_0014,A5223,19_0014_0018,,Cerealia indet.
62,6,CHALB,19_0014,A5223,19_0014_0018,L.,Chenopodium album
62,79,GALAS,19_0014,A5223,19_0014_0018,L./L.,Galium aparine/spurium
62,48,HODVS,19_0014,A5223,19_0014_0018,,Hordeum distichon/vulgare Spelzgerste
62,36,INDET,19_0014,A5223,19_0014_0018,,Indeterminata
62,50,POLAP,19_0014,A5223,19_0014_0018,L.,Polygonum lapathifolium agg.
62,53,RUMAC,19_0014,A5223,19_0014_0018,,Rumex acetosella agg.
62,22,STMES,19_0014,A5223,19_0014_0018,,Stellaria media
62,54,THARV,19_0014,A5223,19_0014_0018,L.,Thlaspi arvense
63,44,CEREA,19_0014,A5254,19_0014_0029,,Cerealia indet.
63,6,CHALB,19_0014,A5254,19_0014_0029,L.,Chenopodium album
63,45,GASPU,19_0014,A5254,19_0014_0029,L.,Galium spurium
63,46,HODIV,19_0014,A5254,19_0014_0029,L./L.,Hordeum distichon/vulgare
63,13,POLCO,19_0014,A5254,19_0014_0029,(L.) A. Löve,Polygonum convolvulus
64,44,CEREA,19_0014,A5282,19_0014_0021,,Cerealia indet.
64,6,CHALB,19_0014,A5282,19_0014_0021,L.,Chenopodium album
64,79,GALAS,19_0014,A5282,19_0014_0021,L./L.,Galium aparine/spurium
64,46,HODIV,19_0014,A5282,19_0014_0021,L./L.,Hordeum distichon/vulgare
64,48,HODVS,19_0014,A5282,19_0014_0021,,Hordeum distichon/vulgare Spelzgerste
64,22,STMES,19_0014,A5282,19_0014_0021,,Stellaria media
64,54,THARV,19_0014,A5282,19_0014_0021,L.,Thlaspi arvense
65,44,CEREA,19_0014,A5294,19_0014_0022,,Cerealia indet.
65,6,CHALB,19_0014,A5294,19_0014_0022,L.,Chenopodium album
65,79,GALAS,19_0014,A5294,19_0014_0022,L./L.,Galium aparine/spurium
65,46,HODIV,19_0014,A5294,19_0014_0022,L./L.,Hordeum distichon/vulgare
65,48,HODVS,19_0014,A5294,19_0014_0022,,Hordeum distichon/vulgare Spelzgerste
65,50,POLAP,19_0014,A5294,19_0014_0022,L.,Polygonum lapathifolium agg.
66,79,GALAS,19_0014,A5307,19_0014_0024,L./L.,Galium aparine/spurium
66,46,HODIV,19_0014,A5307,19_0014_0024,L./L.,Hordeum distichon/vulgare
66,50,POLAP,19_0014,A5307,19_0014_0024,L.,Polygonum lapathifolium agg.
66,22,STMES,19_0014,A5307,19_0014_0024,,Stellaria media
67,51,CATRI,19_0014,A5334,19_0014_0063,,Carex spec. tricarpellat
67,6,CHALB,19_0014,A5334,19_0014_0063,L.,Chenopodium album
67,8,GAIS,19_0014,A5334,19_0014_0063,L.,Galeopsis spec.
67,45,GASPU,19_0014,A5334,19_0014_0063,L.,Galium spurium
67,48,HODVS,19_0014,A5334,19_0014_0063,,Hordeum distichon/vulgare Spelzgerste
67,36,INDET,19_0014,A5334,19_0014_0063,,Indeterminata
67,81,LAPIV,19_0014,A5334,19_0014_0063,L./L./L.,Lathyrus/Pisum/Vicia
67,52,POACE,19_0014,A5334,19_0014_0063,,Poaceae
67,50,POLAP,19_0014,A5334,19_0014_0063,L.,Polygonum lapathifolium agg.
67,74,POTE,19_0014,A5334,19_0014_0063,L.,Potentilla spec.
67,53,RUMAC,19_0014,A5334,19_0014_0063,,Rumex acetosella agg.
67,22,STMES,19_0014,A5334,19_0014_0063,,Stellaria media
68,44,CEREA,19_0014,A6041,19_0014_0034,,Cerealia indet.
68,6,CHALB,19_0014,A6041,19_0014_0034,L.,Chenopodium album
68,8,GAIS,19_0014,A6041,19_0014_0034,L.,Galeopsis spec.
68,45,GASPU,19_0014,A6041,19_0014_0034,L.,Galium spurium
68,46,HODIV,19_0014,A6041,19_0014_0034,L./L.,Hordeum distichon/vulgare
68,50,POLAP,19_0014,A6041,19_0014_0034,L.,Polygonum lapathifolium agg.
68,13,POLCO,19_0014,A6041,19_0014_0034,(L.) A. Löve,Polygonum convolvulus
68,32,SIDIO,19_0014,A6041,19_0014_0034,(L.) Clairv.,Silene dioica
68,20,SPARV,19_0014,A6041,19_0014_0034,L.,Spergula arvensis
68,22,STMES,19_0014,A6041,19_0014_0034,,Stellaria media
68,62,TRIT,19_0014,A6041,19_0014_0034,L.,Triticum spec.
69,44,CEREA,19_0014,A6135,19_0014_0015,,Cerealia indet.
69,6,CHALB,19_0014,A6135,19_0014_0015,L.,Chenopodium album
69,79,GALAS,19_0014,A6135,19_0014_0015,L./L.,Galium aparine/spurium
69,48,HODVS,19_0014,A6135,19_0014_0015,,Hordeum distichon/vulgare Spelzgerste
69,50,POLAP,19_0014,A6135,19_0014_0015,L.,Polygonum lapathifolium agg.
69,42,RUCRI,19_0014,A6135,19_0014_0015,L.,Rumex crispus
69,22,STMES,19_0014,A6135,19_0014_0015,,Stellaria media
70,44,CEREA,19_0014,A6146,19_0014_0033,,Cerealia indet.
70,48,HODVS,19_0014,A6146,19_0014_0033,,Hordeum distichon/vulgare Spelzgerste
70,81,LAPIV,19_0014,A6146,19_0014_0033,L./L./L.,Lathyrus/Pisum/Vicia
70,50,POLAP,19_0014,A6146,19_0014_0033,L.,Polygonum lapathifolium agg.
71,44,CEREA,19_0014,A6157,19_0014_0035,,Cerealia indet.
71,6,CHALB,19_0014,A6157,19_0014_0035,L.,Chenopodium album
71,45,GASPU,19_0014,A6157,19_0014_0035,L.,Galium spurium
71,50,POLAP,19_0014,A6157,19_0014_0035,L.,Polygonum lapathifolium agg.
71,16,RANU,19_0014,A6157,19_0014_0035,L.,Ranunculus spec.
71,22,STMES,19_0014,A6157,19_0014_0035,,Stellaria media
72,35,CARE,19_0014,A6178,19_0014_0017,,Carex spec.
72,44,CEREA,19_0014,A6178,19_0014_0017,,Cerealia indet.
72,6,CHALB,19_0014,A6178,19_0014_0017,L.,Chenopodium album
72,79,GALAS,19_0014,A6178,19_0014_0017,L./L.,Galium aparine/spurium
72,48,HODVS,19_0014,A6178,19_0014_0017,,Hordeum distichon/vulgare Spelzgerste
72,50,POLAP,19_0014,A6178,19_0014_0017,L.,Polygonum lapathifolium agg.
72,22,STMES,19_0014,A6178,19_0014_0017,,Stellaria media
73,44,CEREA,19_0014,A6194,19_0014_0025,,Cerealia indet.
73,6,CHALB,19_0014,A6194,19_0014_0025,L.,Chenopodium album
73,70,FABAC,19_0014,A6194,19_0014_0025,,Fabaceae
73,79,GALAS,19_0014,A6194,19_0014_0025,L./L.,Galium aparine/spurium
73,47,HODVN,19_0014,A6194,19_0014_0025,,Hordeum distichon/vulgare Nacktgerste
73,48,HODVS,19_0014,A6194,19_0014_0025,,Hordeum distichon/vulgare Spelzgerste
73,77,TRDSP,19_0014,A6194,19_0014_0025,Schrank/L.,Triticum dicoccum/spelta
74,44,CEREA,19_0014,A7199,19_0014_0032,,Cerealia indet.
74,46,HODIV,19_0014,A7199,19_0014_0032,L./L.,Hordeum distichon/vulgare
75,44,CEREA,19_0014,A7253,19_0014_0014,,Cerealia indet.
75,44,CEREA,19_0014,A7253,19_0014_0014,,Cerealia indet.
75,6,CHALB,19_0014,A7253,19_0014_0014,L.,Chenopodium album
75,46,HODIV,19_0014,A7253,19_0014_0014,L./L.,Hordeum distichon/vulgare
76,44,CEREA,19_0014,A7263,19_0014_0030,,Cerealia indet.
76,6,CHALB,19_0014,A7263,19_0014_0030,L.,Chenopodium album
76,45,GASPU,19_0014,A7263,19_0014_0030,L.,Galium spurium
76,48,HODVS,19_0014,A7263,19_0014_0030,,Hordeum distichon/vulgare Spelzgerste
77,35,CARE,19_0014,A7294,19_0014_0013,,Carex spec.
77,44,CEREA,19_0014,A7294,19_0014_0013,,Cerealia indet.
77,6,CHALB,19_0014,A7294,19_0014_0013,L.,Chenopodium album
77,69,EUHEL,19_0014,A7294,19_0014_0013,L.,Euphorbia helioscopia
77,66,FUOFF,19_0014,A7294,19_0014_0013,L.,Fumaria officinalis
77,46,HODIV,19_0014,A7294,19_0014_0013,L./L.,Hordeum distichon/vulgare
77,46,HODIV,19_0014,A7294,19_0014_0013,L./L.,Hordeum distichon/vulgare
77,50,POLAP,19_0014,A7294,19_0014_0013,L.,Polygonum lapathifolium agg.
77,13,POLCO,19_0014,A7294,19_0014_0013,(L.) A. Löve,Polygonum convolvulus
77,16,RANU,19_0014,A7294,19_0014_0013,L.,Ranunculus spec.
77,42,RUCRI,19_0014,A7294,19_0014_0013,L.,Rumex crispus
77,22,STMES,19_0014,A7294,19_0014_0013,,Stellaria media
77,62,TRIT,19_0014,A7294,19_0014_0013,L.,Triticum spec.
78,44,CEREA,19_0014,A7306,19_0014_0036,,Cerealia indet.
78,6,CHALB,19_0014,A7306,19_0014_0036,L.,Chenopodium album
79,6,CHALB,19_0014,A785,19_0014_0043,L.,Chenopodium album
79,46,HODIV,19_0014,A785,19_0014_0043,L./L.,Hordeum distichon/vulgare
80,44,CEREA,19_0014,A8079,19_0014_0007,,Cerealia indet.
80,6,CHALB,19_0014,A8079,19_0014_0007,L.,Chenopodium album
80,79,GALAS,19_0014,A8079,19_0014_0007,L./L.,Galium aparine/spurium
80,48,HODVS,19_0014,A8079,19_0014_0007,,Hordeum distichon/vulgare Spelzgerste
80,22,STMES,19_0014,A8079,19_0014_0007,,Stellaria media
80,77,TRDSP,19_0014,A8079,19_0014_0007,Schrank/L.,Triticum dicoccum/spelta
81,44,CEREA,19_0014,A8103,19_0014_0009,,Cerealia indet.
81,6,CHALB,19_0014,A8103,19_0014_0009,L.,Chenopodium album
81,48,HODVS,19_0014,A8103,19_0014_0009,,Hordeum distichon/vulgare Spelzgerste
81,77,TRDSP,19_0014,A8103,19_0014_0009,Schrank/L.,Triticum dicoccum/spelta
82,6,CHALB,19_0014,A8114,19_0014_0011,L.,Chenopodium album
82,70,FABAC,19_0014,A8114,19_0014_0011,,Fabaceae
82,79,GALAS,19_0014,A8114,19_0014_0011,L./L.,Galium aparine/spurium
82,46,HODIV,19_0014,A8114,19_0014_0011,L./L.,Hordeum distichon/vulgare
82,46,HODIV,19_0014,A8114,19_0014_0011,L./L.,Hordeum distichon/vulgare
82,50,POLAP,19_0014,A8114,19_0014_0011,L.,Polygonum lapathifolium agg.
82,13,POLCO,19_0014,A8114,19_0014_0011,(L.) A. Löve,Polygonum convolvulus
82,22,STMES,19_0014,A8114,19_0014_0011,,Stellaria media
82,77,TRDSP,19_0014,A8114,19_0014_0011,Schrank/L.,Triticum dicoccum/spelta
83,51,CATRI,19_0014,A8142,19_0014_0026,,Carex spec. tricarpellat
83,44,CEREA,19_0014,A8142,19_0014_0026,,Cerealia indet.
83,6,CHALB,19_0014,A8142,19_0014_0026,L.,Chenopodium album
83,79,GALAS,19_0014,A8142,19_0014_0026,L./L.,Galium aparine/spurium
83,48,HODVS,19_0014,A8142,19_0014_0026,,Hordeum distichon/vulgare Spelzgerste
83,12,POAVI,19_0014,A8142,19_0014_0026,,Polygonum aviculare agg.
83,50,POLAP,19_0014,A8142,19_0014_0026,L.,Polygonum lapathifolium agg.
83,22,STMES,19_0014,A8142,19_0014_0026,,Stellaria media
84,44,CEREA,19_0014,A8178,19_0014_0031,,Cerealia indet.
84,6,CHALB,19_0014,A8178,19_0014_0031,L.,Chenopodium album
85,6,CHALB,19_0014,A8189,19_0014_0012,L.,Chenopodium album
85,42,RUCRI,19_0014,A8189,19_0014_0012,L.,Rumex crispus
85,56,RUME,19_0014,A8189,19_0014_0012,L.,Rumex spec.
86,44,CEREA,19_0014,A8234,19_0014_0010,,Cerealia indet.
86,6,CHALB,19_0014,A8234,19_0014_0010,L.,Chenopodium album
86,42,RUCRI,19_0014,A8234,19_0014_0010,L.,Rumex crispus
86,77,TRDSP,19_0014,A8234,19_0014_0010,Schrank/L.,Triticum dicoccum/spelta
87,44,CEREA,19_0014,A9000,19_0014_0027,,Cerealia indet.
87,6,CHALB,19_0014,A9000,19_0014_0027,L.,Chenopodium album
87,79,GALAS,19_0014,A9000,19_0014_0027,L./L.,Galium aparine/spurium
87,46,HODIV,19_0014,A9000,19_0014_0027,L./L.,Hordeum distichon/vulgare
87,50,POLAP,19_0014,A9000,19_0014_0027,L.,Polygonum lapathifolium agg.
88,44,CEREA,19_0014,A9052,19_0014_0028,,Cerealia indet.
88,6,CHALB,19_0014,A9052,19_0014_0028,L.,Chenopodium album
88,27,COAVE,19_0014,A9052,19_0014_0028,L.,Corylus avellana
88,79,GALAS,19_0014,A9052,19_0014_0028,L./L.,Galium aparine/spurium
88,48,HODVS,19_0014,A9052,19_0014_0028,,Hordeum distichon/vulgare Spelzgerste
88,16,RANU,19_0014,A9052,19_0014_0028,L.,Ranunculus spec.
88,22,STMES,19_0014,A9052,19_0014_0028,,Stellaria media
89,43,AVSAT,19_0014,A9075,19_0014_0003,L.,Avena sativa
89,44,CEREA,19_0014,A9075,19_0014_0003,,Cerealia indet.
89,8,GAIS,19_0014,A9075,19_0014_0003,L.,Galeopsis spec.
89,79,GALAS,19_0014,A9075,19_0014_0003,L./L.,Galium aparine/spurium
89,48,HODVS,19_0014,A9075,19_0014_0003,,Hordeum distichon/vulgare Spelzgerste
89,36,INDET,19_0014,A9075,19_0014_0003,,Indeterminata
89,52,POACE,19_0014,A9075,19_0014_0003,,Poaceae
89,50,POLAP,19_0014,A9075,19_0014_0003,L.,Polygonum lapathifolium agg.
89,53,RUMAC,19_0014,A9075,19_0014_0003,,Rumex acetosella agg.
89,20,SPARV,19_0014,A9075,19_0014_0003,L.,Spergula arvensis
89,22,STMES,19_0014,A9075,19_0014_0003,,Stellaria media
89,54,THARV,19_0014,A9075,19_0014_0003,L.,Thlaspi arvense
90,44,CEREA,19_0014,A9111,19_0014_0001,,Cerealia indet.
90,27,COAVE,19_0014,A9111,19_0014_0001,L.,Corylus avellana
90,79,GALAS,19_0014,A9111,19_0014_0001,L./L.,Galium aparine/spurium
90,46,HODIV,19_0014,A9111,19_0014_0001,L./L.,Hordeum distichon/vulgare
90,36,INDET,19_0014,A9111,19_0014_0001,,Indeterminata
90,50,POLAP,19_0014,A9111,19_0014_0001,L.,Polygonum lapathifolium agg.
90,16,RANU,19_0014,A9111,19_0014_0001,L.,Ranunculus spec.
90,20,SPARV,19_0014,A9111,19_0014_0001,L.,Spergula arvensis
91,43,AVSAT,19_0014,A9126,19_0014_0004,L.,Avena sativa
91,44,CEREA,19_0014,A9126,19_0014_0004,,Cerealia indet.
91,6,CHALB,19_0014,A9126,19_0014_0004,L.,Chenopodium album
91,79,GALAS,19_0014,A9126,19_0014_0004,L./L.,Galium aparine/spurium
91,36,INDET,19_0014,A9126,19_0014_0004,,Indeterminata
91,50,POLAP,19_0014,A9126,19_0014_0004,L.,Polygonum lapathifolium agg.
91,42,RUCRI,19_0014,A9126,19_0014_0004,L.,Rumex crispus
91,53,RUMAC,19_0014,A9126,19_0014_0004,,Rumex acetosella agg.
91,20,SPARV,19_0014,A9126,19_0014_0004,L.,Spergula arvensis
91,22,STMES,19_0014,A9126,19_0014_0004,,Stellaria media
92,83,BROM,19_0014,A9199,19_0014_0006,L.,Bromus spec.
92,82,CAMSA,19_0014,A9199,19_0014_0006,(L.) Crantz,Camelina sativa
92,51,CATRI,19_0014,A9199,19_0014_0006,,Carex spec. tricarpellat
92,44,CEREA,19_0014,A9199,19_0014_0006,,Cerealia indet.
92,6,CHALB,19_0014,A9199,19_0014_0006,L.,Chenopodium album
92,69,EUHEL,19_0014,A9199,19_0014_0006,L.,Euphorbia helioscopia
92,50,POLAP,19_0014,A9199,19_0014_0006,L.,Polygonum lapathifolium agg.
93,44,CEREA,19_0014,A957,19_0014_0064,,Cerealia indet.
93,6,CHALB,19_0014,A957,19_0014_0064,L.,Chenopodium album
93,80,GAAPA,19_0014,A957,19_0014_0064,L.,Galium aparine
93,36,INDET,19_0014,A957,19_0014_0064,,Indeterminata
93,12,POAVI,19_0014,A957,19_0014_0064,,Polygonum aviculare agg.
93,16,RANU,19_0014,A957,19_0014_0064,L.,Ranunculus spec.
93,20,SPARV,19_0014,A957,19_0014_0064,L.,Spergula arvensis
93,22,STMES,19_0014,A957,19_0014_0064,,Stellaria media
94,43,AVSAT,19_0014,A973,19_0014_0065,L.,Avena sativa
94,44,CEREA,19_0014,A973,19_0014_0065,,Cerealia indet.
94,6,CHALB,19_0014,A973,19_0014_0065,L.,Chenopodium album
94,80,GAAPA,19_0014,A973,19_0014_0065,L.,Galium aparine
94,45,GASPU,19_0014,A973,19_0014_0065,L.,Galium spurium
94,47,HODVN,19_0014,A973,19_0014_0065,,Hordeum distichon/vulgare Nacktgerste
94,48,HODVS,19_0014,A973,19_0014_0065,,Hordeum distichon/vulgare Spelzgerste
94,20,SPARV,19_0014,A973,19_0014_0065,L.,Spergula arvensis
94,22,STMES,19_0014,A973,19_0014_0065,,Stellaria media
95,44,CEREA,19_0014,A9847,19_0014_0002,,Cerealia indet.
95,79,GALAS,19_0014,A9847,19_0014_0002,L./L.,Galium aparine/spurium
95,46,HODIV,19_0014,A9847,19_0014_0002,L./L.,Hordeum distichon/vulgare
95,36,INDET,19_0014,A9847,19_0014_0002,,Indeterminata
95,50,POLAP,19_0014,A9847,19_0014_0002,L.,Polygonum lapathifolium agg.
