system_id,sample_method_id,ProjektNr,Befu,ProbNr,method_type,method_name
434,,Iswid,US 11012,Isw 2013/27,"ORG1,0",
435,,Iswid,US 11067,Isw 2013/28,"ORG1,0",
436,,Iswid,US 12025,Isw 2013/25,"ORG1,0",
437,,Iswid,US 12040,Isw 2013/29,"ORG1,0",
438,,Iswid,US 12047,Isw 2013/30,"ORG1,0",
439,,Iswid,US 12504,Isw 2013/31,"ORG1,0",
440,,Iswid,US 13017,Isw 2015/18,"ORG1,0",
441,,Iswid,US 13017,Isw 2016/41,"ORG1,0",
442,,Iswid,US 13065,Isw 2015/25,"ORG1,0",
443,,Iswid,US 13066,Isw 2015/4,"ORG1,0",
444,,Iswid,US 13083,Isw 2015/22,"ORG1,0",
445,,Iswid,US 13099,Isw 2015/9,"ORG1,0",
446,,Iswid,US 13145,Isw 2015/21,"ORG1,0",
447,,Iswid,US 13516,Isw 2015/8,"ORG1,0",
448,,Iswid,US 13526,Isw 2015/2,"ORG1,0",
449,,Iswid,US 13572,Isw 2015/12,"ORG1,0",
450,,Iswid,US 13610,Isw 2015/11,"ORG1,0",
451,,Iswid,US 13632,Isw 2016/15,"ORG1,0",
452,,Iswid,US 13639,Isw2015/26,"ORG1,0",
453,,Iswid,US 13657,Isw 2015/17,"ORG1,0",
454,,Iswid,US 13705,Isw 2015/10,"ORG1,0",
455,,Iswid,US 13791,Isw 2015/5,"ORG1,0",
456,,Iswid,US 13791 (3),Isw 2015/7,"ORG1,0",
457,,Iswid,US 13802,Isw 2015/20,"ORG1,0",
458,,Iswid,US 13971,Isw 2015/7,"ORG1,0",
459,,Iswid,US 14021,Isw 2015/1,"ORG1,0",
460,,Iswid,US 14038,Isw 2015/3,"ORG1,0",
461,,Iswid,US 14050,Isw 2015/24,"ORG1,0",
462,,Iswid,US 14078,Isw 2916/23,"ORG1,0",
463,,Iswid,US 14131,Isw 2015/13,"ORG1,0",
464,,Iswid,US 14131,Isw 2016/12,"ORG1,0",
465,,Iswid,US 14158,Isw 2015/14,"ORG1,0",
466,,Iswid,US 14418,Isw 2016/34,"ORG1,0",
467,,Iswid,US 14495,Isw 16/37,"ORG1,0",
468,,Iswid,US 14509,16-Jan,"ORG1,0",
469,,Iswid,US 14636,Isw 16/35,"ORG1,0",
470,,Iswid,US 15067,Isw 2017/7,"ORG1,0",
471,,Iswid,US 15071,Isw 17/4,"ORG1,0",
472,,Iswid,US 15108,Isw 17/1,"ORG1,0",
473,,Iswid,US 15140,Isw17/26,"ORG1,0",
474,,Iswid,US 16183,Isw 2017/8,"ORG1,0",
475,,Iswid,US 16287_F4185 (TR.),Isw 17/23,"ORG1,0",
476,,Iswid,US 16323_F4199(foye,Isw 17/29,"ORG1,0",
477,,Iswid,US 6712,Isw 2013/13,"ORG1,0",
478,,Iswid,US 6773,Isw 2013/7,"ORG1,0",
479,,Iswid,US 6803,Isw 2013/10,"ORG1,0",
480,,Iswid,US 6810,Isw 2013/5,"ORG1,0",
481,,Iswid,US 6827,Isw 2013/2,"ORG1,0",
482,,Iswid,US 6854,Isw 2013/4,"ORG1,0",
483,,Iswid,US 6863,Isw 2013/12,"ORG1,0",
484,,Iswid,US 6875,Isw 2013/14,"ORG1,0",
485,,Iswid,US 9036,Isw 2013/3,"ORG1,0",
486,,Iswid,US 9200,Isw 2013/1,"ORG1,0",
487,,Iswid,US 9321,Isw 2013/6,"ORG1,0",
488,,Iswid,US 9404_foyer 2093,Isw 2013/17,"ORG1,0",
489,,Iswid,US 9519,Isw 2013/11,"ORG1,0",
490,,Iswid,US 9859/9860,Isw 2013/16,"ORG1,0",
491,,Iswid,US 9870_foyer2163,1,"ORG1,0",
492,,Iswid,US 9880_foyer 2166,Isw 2013/19,"ORG1,0",
493,,18_0025,P16,18_0025_0003,"ORG0,5",teils
494,,18_0025,P18,18_0025_0004,"ORG0,5",teils
495,,18_0025,P20,18_0025_0005,"ORG0,5",ja
496,,18_0025,P5,18_0025_0001,"ORG0,5",teils
497,,18_0025,P6,18_0025_0002,"ORG0,5",teils
498,,19_0013,A11148,19_0013_0013,"ORG0,5",
499,,19_0013,A11148,19_0013_0014,"ORG0,5",
500,,19_0013,A11148,19_0013_0015,"ORG0,5",
501,,19_0013,A11148,19_0013_0020,"ORG0,5",
502,,19_0013,A479,19_0013_0010,"ORG0,5",ja
503,,19_0013,A479,19_0013_0011,"ORG0,5",
504,,19_0013,A479,19_0013_0012,"ORG0,5",
505,,19_0013,A479,19_0013_0019,"ORG0,5",
506,,19_0013,A6214,19_0013_0007,"ORG0,5",
507,,19_0013,A6214,19_0013_0008,"ORG0,5",
508,,19_0013,A6214,19_0013_0009,"ORG0,5",
509,,19_0013,A6214,19_0013_0018,"ORG0,5",
510,,19_0013,A8090,19_0013_0004,"ORG0,5",
511,,19_0013,A8090,19_0013_0005,"ORG0,5",
512,,19_0013,A8090,19_0013_0006,"ORG0,5",
513,,19_0013,A8090,19_0013_0017,"ORG0,5",
514,,19_0013,A9063,19_0013_0001,"ORG0,5",
515,,19_0013,A9063,19_0013_0002,"ORG0,5",
516,,19_0013,A9063,19_0013_0003,"ORG0,5",
517,,19_0013,A9063,19_0013_0016,"ORG0,5",
518,,19_0014,A10143,19_0014_0040,"ORG0,5",ja
519,,19_0014,A10153,19_0014_0037,"ORG0,5",ja
520,,19_0014,A10189,19_0014_0042,"ORG0,5",ja
521,,19_0014,A10229,19_0014_0039,"ORG0,5",ja
522,,19_0014,A10697,19_0014_0067,"ORG0,5",ja
523,,19_0014,A10990,19_0014_0055,"ORG0,5",ja
524,,19_0014,A11339,19_0014_0068,"ORG0,5",ja
525,,19_0014,A1196,19_0014_0044,"ORG0,5",ja
526,,19_0014,A12024,19_0014_0056,"ORG0,5",ja
527,,19_0014,A12024,19_0014_0057,"ORG0,5",ja
528,,19_0014,A12034,19_0014_0058,"ORG0,5",ja
529,,19_0014,A12435,19_0014_0069,"ORG0,5",ja
530,,19_0014,A13064,19_0014_0071,"ORG0,5",ja
531,,19_0014,A13200,19_0014_0041,"ORG0,5",ja
532,,19_0014,A13299,19_0014_0072,"ORG0,5",ja
533,,19_0014,A13837,19_0014_0060,"ORG0,5",ja
534,,19_0014,A15333,19_0014_0061,"ORG0,5",ja
535,,19_0014,A15344,19_0014_0074,"ORG0,5",ja
536,,19_0014,A15554,19_0014_0075,"ORG0,5",ja
537,,19_0014,A15736,19_0014_0059,"ORG0,5",ja
538,,19_0014,A16771,19_0014_0008,"ORG0,5",ja
539,,19_0014,A16783,19_0014_0005,"ORG0,5",ja
540,,19_0014,A17294,19_0014_0016,"ORG0,5",ja
541,,19_0014,A1875,19_0014_0046,"ORG0,5",ja
542,,19_0014,A1931,19_0014_0047,"ORG0,5",ja
543,,19_0014,A1998,19_0014_0048,"ORG0,5",ja
544,,19_0014,A2019,19_0014_0049,"ORG0,5",ja
545,,19_0014,A2029,19_0014_0050,"ORG0,5",ja
546,,19_0014,A2114,19_0014_0051,"ORG0,5",ja
547,,19_0014,A3019,19_0014_0052,"ORG0,5",ja
548,,19_0014,A3170,19_0014_0066,"ORG0,5",ja
549,,19_0014,A3650,19_0014_0053,"ORG0,5",ja
550,,19_0014,A4115,19_0014_0023,"ORG0,5",ja
551,,19_0014,A4365,19_0014_0054,"ORG0,5",ja
552,,19_0014,A5192,19_0014_0020,"ORG0,5",ja
553,,19_0014,A5213,19_0014_0019,"ORG0,5",ja
554,,19_0014,A5223,19_0014_0018,"ORG0,5",ja
555,,19_0014,A5254,19_0014_0029,"ORG0,5",ja
556,,19_0014,A5282,19_0014_0021,"ORG0,5",ja
557,,19_0014,A5294,19_0014_0022,"ORG0,5",ja
558,,19_0014,A5307,19_0014_0024,"ORG0,5",ja
559,,19_0014,A5334,19_0014_0063,"ORG0,5",ja
560,,19_0014,A6041,19_0014_0034,"ORG0,5",ja
561,,19_0014,A6135,19_0014_0015,"ORG0,5",ja
562,,19_0014,A6146,19_0014_0033,"ORG0,5",ja
563,,19_0014,A6157,19_0014_0035,"ORG0,5",ja
564,,19_0014,A6178,19_0014_0017,"ORG0,5",ja
565,,19_0014,A6194,19_0014_0025,"ORG0,5",ja
566,,19_0014,A7199,19_0014_0032,"ORG0,5",ja
567,,19_0014,A7253,19_0014_0014,"ORG0,5",ja
568,,19_0014,A7263,19_0014_0030,"ORG0,5",ja
569,,19_0014,A7294,19_0014_0013,"ORG0,5",ja
570,,19_0014,A7306,19_0014_0036,"ORG0,5",ja
571,,19_0014,A785,19_0014_0043,"ORG0,5",ja
572,,19_0014,A8079,19_0014_0007,"ORG0,5",ja
573,,19_0014,A8103,19_0014_0009,"ORG0,5",ja
574,,19_0014,A8114,19_0014_0011,"ORG0,5",ja
575,,19_0014,A8142,19_0014_0026,"ORG0,5",ja
576,,19_0014,A8178,19_0014_0031,"ORG0,5",ja
577,,19_0014,A8189,19_0014_0012,"ORG0,5",ja
578,,19_0014,A8234,19_0014_0010,"ORG0,5",ja
579,,19_0014,A9000,19_0014_0027,"ORG0,5",ja
580,,19_0014,A9052,19_0014_0028,"ORG0,5",ja
581,,19_0014,A9075,19_0014_0003,"ORG0,5",ja
582,,19_0014,A9111,19_0014_0001,"ORG0,5",ja
583,,19_0014,A9126,19_0014_0004,"ORG0,5",ja
584,,19_0014,A9199,19_0014_0006,"ORG0,5",ja
585,,19_0014,A957,19_0014_0064,"ORG0,5",ja
586,,19_0014,A973,19_0014_0065,"ORG0,5",ja
587,,19_0014,A9847,19_0014_0002,"ORG0,5",ja
588,,22_0005,11200,22_0005_0001,"ORG0,5",ja
589,,22_0005,11201,22_0005_0002,"ORG0,5",teils
590,,22_0005,11221,22_0005_0003,"ORG0,5",teils
591,,22_0005,12026,22_0005_0004,"ORG0,5",teils
592,,22_0005,200125,22_0005_0012,"ORG0,5",teils
593,,22_0005,200149,22_0005_0013,"ORG0,5",ja
594,,22_0005,200177,22_0005_0009,"ORG0,5",teils
595,,22_0005,200473,22_0005_0005,"ORG0,5",ja
596,,22_0005,200475,22_0005_0006,"ORG0,5",ja
597,,22_0005,23362,22_0005_0010,"ORG0,5",ja
598,,22_0005,23434,22_0005_0007,"ORG0,5",ja
599,,22_0005,23491,22_0005_0008,"ORG0,5",ja
600,,22_0005,23988,22_0005_0011,"ORG0,5",ja
601,,22_0015,A2076,22_0015_0017,"ORG0,5",ja
602,,22_0015,A2154,22_0015_0020,"ORG0,5",ja
603,,22_0015,A2874 G2976,22_0015_0014,"ORG0,5",ja
604,,22_0015,A4796,22_0015_0013,"ORG0,5",ja
605,,22_0015,M153 St 1,22_0015_0006,"ORG0,5",ja
606,,22_0015,M153 St 2,22_0015_0007,"ORG0,5",ja
607,,22_0015,M160 St 1,22_0015_0001,"ORG0,5",ja
608,,22_0015,M167 St 1,22_0015_0002,"ORG0,5",ja
609,,22_0015,M167 St 2,22_0015_0003,"ORG0,5",ja
610,,22_0015,M167 St 3,22_0015_0004,"ORG0,5",ja
611,,22_0015,M167 St 4,22_0015_0005,"ORG0,5",ja
612,,22_0015,M32 Undre del,2022_0015_0009,"ORG0,5",ja
613,,22_0015,M32 Övre del,2022_0015_0008,"ORG0,5",ja
614,,22_0015,M99 A5085,2022_0015_0010,"ORG0,5",ja
615,,22_0015,M99 A5085,2022_0015_0012,"ORG0,5",ja
616,,DanaBunar2,31,17 depth 0.10-0.20,"ORG0,5",
617,,DanaBunar2,31,17a depth 0.00-0.20,"ORG0,5",
618,,DanaBunar2,32,51 depth 0.00-0.10,"ORG0,5",
619,,DanaBunar2,32,52 depth 0.10-0.20,"ORG0,5",
620,,DanaBunar2,32,53 depth 0.00-0.10,"ORG0,5",
621,,DanaBunar2,33,18 depth 0.20-0.30,"ORG0,5",
622,,DanaBunar2,33,19 depth 0.00-0.10,"ORG0,5",
623,,DanaBunar2,33,20 depth 0.10-0.30,"ORG0,5",
624,,DanaBunar2,33,21 depth 0.30-0.40,"ORG0,5",
625,,DanaBunar2,33,22 depth 0.20-0.30,"ORG0,5",
626,,DanaBunar2,37,39 depth 0.10-0.20,"ORG0,5",
627,,DanaBunar2,37,40 depth 0.20-0.30,"ORG0,5",
628,,DanaBunar2,37,41 depth 0.00-0.10,"ORG0,5",
629,,DanaBunar2,37,42 depth 0.00-0.10,"ORG0,5",
630,,DanaBunar2,38,1 depth 0.48-0.58,"ORG0,5",
631,,DanaBunar2,38,2 depth 0.35-0.45,"ORG0,5",
632,,DanaBunar2,38,3 depth 0.35-0.45,"ORG0,5",
633,,DanaBunar2,38,4 depth 0.00-0.10,"ORG0,5",
634,,DanaBunar2,38,5 depth 0.30-0.50,"ORG0,5",
635,,DanaBunar2,39,47 depth 0.00-0.10,"ORG0,5",
636,,DanaBunar2,39,48 depth 0.10-0.20,"ORG0,5",
637,,DanaBunar2,41,44 depth 0.00-0.10,"ORG0,5",
638,,DanaBunar2,41,46 depth 0.30-0.40,"ORG0,5",
639,,DanaBunar2,42,10 depth 0.10-0.20,"ORG0,5",
640,,DanaBunar2,42,6 depth 0.00-0.10,"ORG0,5",
641,,DanaBunar2,42,7 depth 0.00-0.10,"ORG0,5",
642,,DanaBunar2,42,8 depth 0.10-0.20,"ORG0,5",
643,,DanaBunar2,42,9 depth 0.10-0.20,"ORG0,5",
644,,DanaBunar2,44,87 depth 0.06-0.16,"ORG0,5",
645,,DanaBunar2,44,88 depth 0.20-0.30,"ORG0,5",
646,,DanaBunar2,44,89 depth 0.30-0.40,"ORG0,5",
647,,DanaBunar2,44,90 depth 0.16-0.26,"ORG0,5",
648,,DanaBunar2,44,91 depth 0.10-0.20,"ORG0,5",
649,,DanaBunar2,44,92 depth 0.00-0.10,"ORG0,5",
650,,DanaBunar2,44,93 depth 0.30-0.40,"ORG0,5",
651,,DanaBunar2,46,30 depth 0.60-0.70,"ORG0,5",
652,,DanaBunar2,46,31 depth 0.50-0.60,"ORG0,5",
653,,DanaBunar2,46,32 depth 0.60-0.70,"ORG0,5",
654,,DanaBunar2,46,33 depth 0.30-0.40,"ORG0,5",
655,,DanaBunar2,46,34 depth 0.40-0.50,"ORG0,5",
656,,DanaBunar2,46,35 depth 0.30-0.40,"ORG0,5",
657,,DanaBunar2,47,49 depth 0.10-0.20,"ORG0,5",
658,,DanaBunar2,47,50 depth 0.10-0.20,"ORG0,5",
659,,DanaBunar2,55,54 depth 1.00-1.10,"ORG0,5",
660,,DanaBunar2,55,55 depth 1.00-1.10,"ORG0,5",
661,,DanaBunar2,58,23 depth 0.10-0.20,"ORG0,5",
662,,DanaBunar2,58,24 depth 0.30-0.40,"ORG0,5",
663,,DanaBunar2,58,25 depth 0.00-0.10,"ORG0,5",
664,,DanaBunar2,58,26 depth 0.10-0.20,"ORG0,5",
665,,DanaBunar2,58,27 depth 0.30-0.40,"ORG0,5",
666,,DanaBunar2,58,28 depth 0.20-0.30,"ORG0,5",
667,,DanaBunar2,64,11 depth 0.10-0.20,"ORG0,5",
668,,DanaBunar2,64,12 depth 0.36-0.46,"ORG0,5",
669,,DanaBunar2,64,13 depth 0.26-0.36,"ORG0,5",
670,,DanaBunar2,64,16 depth 0.48-0.58,"ORG0,5",
671,,Iswid,2709_fond,Isw 2013/32,"ORG0,5",
672,,Iswid,2905 fond,Isw 2013/26,"ORG0,5",
673,,Iswid,2913 fond,Isw 2013/33,"ORG0,5",
674,,Iswid,foyer 2174,Isw 2013/15,"ORG0,5",
675,,Iswid,US 10503,Isw 2013/8,"ORG0,5",
676,,Iswid,US 10521,Isw 2013/20,"ORG0,5",
677,,Iswid,US 10534,Isw 2013/21,"ORG0,5",
678,,Iswid,US 10610,Isw 2013/25,"ORG0,5",
679,,Iswid,US 11004,Isw 2013/22,"ORG0,5",
680,,Iswid,US 11012,Isw 2013/27,"ORG0,5",
681,,Iswid,US 11067,Isw 2013/28,"ORG0,5",
682,,Iswid,US 12025,Isw 2013/25,"ORG0,5",
683,,Iswid,US 12040,Isw 2013/29,"ORG0,5",
684,,Iswid,US 12047,Isw 2013/30,"ORG0,5",
685,,Iswid,US 12504,Isw 2013/31,"ORG0,5",
686,,Iswid,US 13017,Isw 2015/18,"ORG0,5",
687,,Iswid,US 13017,Isw 2016/41,"ORG0,5",
688,,Iswid,US 13065,Isw 2015/25,"ORG0,5",
689,,Iswid,US 13066,Isw 2015/4,"ORG0,5",
690,,Iswid,US 13083,Isw 2015/22,"ORG0,5",
691,,Iswid,US 13099,Isw 2015/9,"ORG0,5",
692,,Iswid,US 13145,Isw 2015/21,"ORG0,5",
693,,Iswid,US 13516,Isw 2015/8,"ORG0,5",
694,,Iswid,US 13526,Isw 2015/2,"ORG0,5",
695,,Iswid,US 13572,Isw 2015/12,"ORG0,5",
696,,Iswid,US 13610,Isw 2015/11,"ORG0,5",
697,,Iswid,US 13632,Isw 2016/15,"ORG0,5",
698,,Iswid,US 13639,Isw2015/26,"ORG0,5",
699,,Iswid,US 13657,Isw 2015/17,"ORG0,5",
700,,Iswid,US 13705,Isw 2015/10,"ORG0,5",
701,,Iswid,US 13791,Isw 2015/5,"ORG0,5",
702,,Iswid,US 13791 (3),Isw 2015/7,"ORG0,5",
703,,Iswid,US 13802,Isw 2015/20,"ORG0,5",
704,,Iswid,US 13971,Isw 2015/7,"ORG0,5",
705,,Iswid,US 14021,Isw 2015/1,"ORG0,5",
706,,Iswid,US 14038,Isw 2015/3,"ORG0,5",
707,,Iswid,US 14050,Isw 2015/24,"ORG0,5",
708,,Iswid,US 14078,Isw 2916/23,"ORG0,5",
709,,Iswid,US 14131,Isw 2015/13,"ORG0,5",
710,,Iswid,US 14131,Isw 2016/12,"ORG0,5",
711,,Iswid,US 14158,Isw 2015/14,"ORG0,5",
712,,Iswid,US 14418,Isw 2016/34,"ORG0,5",
713,,Iswid,US 14495,Isw 16/37,"ORG0,5",
714,,Iswid,US 14509,16-Jan,"ORG0,5",
715,,Iswid,US 14636,Isw 16/35,"ORG0,5",
716,,Iswid,US 15067,Isw 2017/7,"ORG0,5",
717,,Iswid,US 15071,Isw 17/4,"ORG0,5",
718,,Iswid,US 15108,Isw 17/1,"ORG0,5",
719,,Iswid,US 15140,Isw17/26,"ORG0,5",
720,,Iswid,US 16183,Isw 2017/8,"ORG0,5",
721,,Iswid,US 16287_F4185 (TR.),Isw 17/23,"ORG0,5",
722,,Iswid,US 16323_F4199(foye,Isw 17/29,"ORG0,5",
723,,Iswid,US 6712,Isw 2013/13,"ORG0,5",
724,,Iswid,US 6773,Isw 2013/7,"ORG0,5",
725,,Iswid,US 6803,Isw 2013/10,"ORG0,5",
726,,Iswid,US 6810,Isw 2013/5,"ORG0,5",
727,,Iswid,US 6827,Isw 2013/2,"ORG0,5",
728,,Iswid,US 6854,Isw 2013/4,"ORG0,5",
729,,Iswid,US 6863,Isw 2013/12,"ORG0,5",
730,,Iswid,US 6875,Isw 2013/14,"ORG0,5",
731,,Iswid,US 9036,Isw 2013/3,"ORG0,5",
732,,Iswid,US 9200,Isw 2013/1,"ORG0,5",
733,,Iswid,US 9321,Isw 2013/6,"ORG0,5",
734,,Iswid,US 9404_foyer 2093,Isw 2013/17,"ORG0,5",
735,,Iswid,US 9519,Isw 2013/11,"ORG0,5",
736,,Iswid,US 9859/9860,Isw 2013/16,"ORG0,5",
737,,Iswid,US 9870_foyer2163,1,"ORG0,5",
738,,Iswid,US 9880_foyer 2166,Isw 2013/19,"ORG0,5",
739,,18_0025,P16,18_0025_0003,"ORG0,25",nein
740,,18_0025,P18,18_0025_0004,"ORG0,25",nein
741,,18_0025,P20,18_0025_0005,"ORG0,25",nein
742,,18_0025,P5,18_0025_0001,"ORG0,25",nein
743,,18_0025,P6,18_0025_0002,"ORG0,25",nein
744,,19_0013,A11148,19_0013_0013,"ORG0,25",nein
745,,19_0013,A11148,19_0013_0014,"ORG0,25",nein
746,,19_0013,A11148,19_0013_0015,"ORG0,25",nein
747,,19_0013,A11148,19_0013_0020,"ORG0,25",nein
748,,19_0013,A479,19_0013_0010,"ORG0,25",nein
749,,19_0013,A479,19_0013_0011,"ORG0,25",nein
750,,19_0013,A479,19_0013_0012,"ORG0,25",nein
751,,19_0013,A479,19_0013_0019,"ORG0,25",nein
752,,19_0013,A6214,19_0013_0007,"ORG0,25",nein
753,,19_0013,A6214,19_0013_0008,"ORG0,25",nein
754,,19_0013,A6214,19_0013_0009,"ORG0,25",nein
755,,19_0013,A6214,19_0013_0018,"ORG0,25",nein
756,,19_0013,A8090,19_0013_0004,"ORG0,25",nein
757,,19_0013,A8090,19_0013_0005,"ORG0,25",nein
758,,19_0013,A8090,19_0013_0006,"ORG0,25",nein
759,,19_0013,A8090,19_0013_0017,"ORG0,25",nein
760,,19_0013,A9063,19_0013_0001,"ORG0,25",nein
761,,19_0013,A9063,19_0013_0002,"ORG0,25",nein
762,,19_0013,A9063,19_0013_0003,"ORG0,25",nein
763,,19_0013,A9063,19_0013_0016,"ORG0,25",nein
764,,19_0014,A10143,19_0014_0040,"ORG0,25",nein
765,,19_0014,A10153,19_0014_0037,"ORG0,25",nein
766,,19_0014,A10189,19_0014_0042,"ORG0,25",nein
767,,19_0014,A10229,19_0014_0039,"ORG0,25",nein
768,,19_0014,A10697,19_0014_0067,"ORG0,25",nein
769,,19_0014,A10990,19_0014_0055,"ORG0,25",nein
770,,19_0014,A11339,19_0014_0068,"ORG0,25",nein
771,,19_0014,A1196,19_0014_0044,"ORG0,25",nein
772,,19_0014,A12024,19_0014_0056,"ORG0,25",nein
773,,19_0014,A12024,19_0014_0057,"ORG0,25",nein
774,,19_0014,A12034,19_0014_0058,"ORG0,25",nein
775,,19_0014,A12435,19_0014_0069,"ORG0,25",nein
776,,19_0014,A13064,19_0014_0071,"ORG0,25",nein
777,,19_0014,A13200,19_0014_0041,"ORG0,25",nein
778,,19_0014,A13299,19_0014_0072,"ORG0,25",nein
779,,19_0014,A13837,19_0014_0060,"ORG0,25",nein
780,,19_0014,A15333,19_0014_0061,"ORG0,25",nein
781,,19_0014,A15344,19_0014_0074,"ORG0,25",nein
782,,19_0014,A15554,19_0014_0075,"ORG0,25",nein
783,,19_0014,A15736,19_0014_0059,"ORG0,25",nein
784,,19_0014,A16771,19_0014_0008,"ORG0,25",nein
785,,19_0014,A16783,19_0014_0005,"ORG0,25",nein
786,,19_0014,A17294,19_0014_0016,"ORG0,25",nein
787,,19_0014,A1875,19_0014_0046,"ORG0,25",nein
788,,19_0014,A1931,19_0014_0047,"ORG0,25",nein
789,,19_0014,A1998,19_0014_0048,"ORG0,25",nein
790,,19_0014,A2019,19_0014_0049,"ORG0,25",nein
791,,19_0014,A2029,19_0014_0050,"ORG0,25",nein
792,,19_0014,A2114,19_0014_0051,"ORG0,25",nein
793,,19_0014,A3019,19_0014_0052,"ORG0,25",nein
794,,19_0014,A3170,19_0014_0066,"ORG0,25",nein
795,,19_0014,A3650,19_0014_0053,"ORG0,25",nein
796,,19_0014,A4115,19_0014_0023,"ORG0,25",nein
797,,19_0014,A4365,19_0014_0054,"ORG0,25",nein
798,,19_0014,A5192,19_0014_0020,"ORG0,25",nein
799,,19_0014,A5213,19_0014_0019,"ORG0,25",nein
800,,19_0014,A5223,19_0014_0018,"ORG0,25",nein
801,,19_0014,A5254,19_0014_0029,"ORG0,25",nein
802,,19_0014,A5282,19_0014_0021,"ORG0,25",nein
803,,19_0014,A5294,19_0014_0022,"ORG0,25",nein
804,,19_0014,A5307,19_0014_0024,"ORG0,25",nein
805,,19_0014,A5334,19_0014_0063,"ORG0,25",nein
806,,19_0014,A6041,19_0014_0034,"ORG0,25",nein
807,,19_0014,A6135,19_0014_0015,"ORG0,25",nein
808,,19_0014,A6146,19_0014_0033,"ORG0,25",nein
809,,19_0014,A6157,19_0014_0035,"ORG0,25",nein
810,,19_0014,A6178,19_0014_0017,"ORG0,25",nein
811,,19_0014,A6194,19_0014_0025,"ORG0,25",nein
812,,19_0014,A7199,19_0014_0032,"ORG0,25",nein
813,,19_0014,A7253,19_0014_0014,"ORG0,25",nein
814,,19_0014,A7263,19_0014_0030,"ORG0,25",nein
815,,19_0014,A7294,19_0014_0013,"ORG0,25",nein
816,,19_0014,A7306,19_0014_0036,"ORG0,25",nein
817,,19_0014,A785,19_0014_0043,"ORG0,25",nein
818,,19_0014,A8079,19_0014_0007,"ORG0,25",nein
819,,19_0014,A8103,19_0014_0009,"ORG0,25",nein
820,,19_0014,A8114,19_0014_0011,"ORG0,25",nein
821,,19_0014,A8142,19_0014_0026,"ORG0,25",nein
822,,19_0014,A8178,19_0014_0031,"ORG0,25",nein
823,,19_0014,A8189,19_0014_0012,"ORG0,25",nein
824,,19_0014,A8234,19_0014_0010,"ORG0,25",nein
825,,19_0014,A9000,19_0014_0027,"ORG0,25",nein
826,,19_0014,A9052,19_0014_0028,"ORG0,25",nein
827,,19_0014,A9075,19_0014_0003,"ORG0,25",nein
828,,19_0014,A9111,19_0014_0001,"ORG0,25",nein
829,,19_0014,A9126,19_0014_0004,"ORG0,25",nein
830,,19_0014,A9199,19_0014_0006,"ORG0,25",nein
831,,19_0014,A957,19_0014_0064,"ORG0,25",nein
832,,19_0014,A973,19_0014_0065,"ORG0,25",nein
833,,19_0014,A9847,19_0014_0002,"ORG0,25",nein
834,,22_0005,11200,22_0005_0001,"ORG0,25",nein
835,,22_0005,11201,22_0005_0002,"ORG0,25",nein
836,,22_0005,11221,22_0005_0003,"ORG0,25",nein
837,,22_0005,12026,22_0005_0004,"ORG0,25",nein
838,,22_0005,200125,22_0005_0012,"ORG0,25",nein
839,,22_0005,200149,22_0005_0013,"ORG0,25",nein
840,,22_0005,200177,22_0005_0009,"ORG0,25",nein
841,,22_0005,200473,22_0005_0005,"ORG0,25",nein
842,,22_0005,200475,22_0005_0006,"ORG0,25",nein
843,,22_0005,23362,22_0005_0010,"ORG0,25",nein
844,,22_0005,23434,22_0005_0007,"ORG0,25",nein
845,,22_0005,23491,22_0005_0008,"ORG0,25",nein
846,,22_0005,23988,22_0005_0011,"ORG0,25",nein
847,,22_0015,A2076,22_0015_0017,"ORG0,25",
848,,22_0015,A2154,22_0015_0020,"ORG0,25",
849,,22_0015,A2874 G2976,22_0015_0014,"ORG0,25",
850,,22_0015,A4796,22_0015_0013,"ORG0,25",
851,,22_0015,M153 St 1,22_0015_0006,"ORG0,25",
852,,22_0015,M153 St 2,22_0015_0007,"ORG0,25",
853,,22_0015,M160 St 1,22_0015_0001,"ORG0,25",
854,,22_0015,M167 St 1,22_0015_0002,"ORG0,25",
855,,22_0015,M167 St 2,22_0015_0003,"ORG0,25",
856,,22_0015,M167 St 3,22_0015_0004,"ORG0,25",
857,,22_0015,M167 St 4,22_0015_0005,"ORG0,25",
858,,22_0015,M32 Undre del,2022_0015_0009,"ORG0,25",
859,,22_0015,M32 Övre del,2022_0015_0008,"ORG0,25",
860,,22_0015,M99 A5085,2022_0015_0010,"ORG0,25",
861,,22_0015,M99 A5085,2022_0015_0012,"ORG0,25",
862,,DanaBunar2,31,17 depth 0.10-0.20,"ORG0,25",nein
863,,DanaBunar2,31,17a depth 0.00-0.20,"ORG0,25",nein
864,,DanaBunar2,32,51 depth 0.00-0.10,"ORG0,25",nein
865,,DanaBunar2,32,52 depth 0.10-0.20,"ORG0,25",nein
866,,DanaBunar2,32,53 depth 0.00-0.10,"ORG0,25",nein
867,,DanaBunar2,33,18 depth 0.20-0.30,"ORG0,25",nein
868,,DanaBunar2,33,19 depth 0.00-0.10,"ORG0,25",nein
869,,DanaBunar2,33,20 depth 0.10-0.30,"ORG0,25",nein
870,,DanaBunar2,33,21 depth 0.30-0.40,"ORG0,25",nein
871,,DanaBunar2,33,22 depth 0.20-0.30,"ORG0,25",nein
872,,DanaBunar2,37,39 depth 0.10-0.20,"ORG0,25",nein
873,,DanaBunar2,37,40 depth 0.20-0.30,"ORG0,25",nein
