system_id,result_id,Befu,Zustand,ProbNr,cf,ProjektNr,RTyp,PCODE,SumFAnzahl,SumFFrag,SumFGewicht,SumPflR,Zust,geschätzt
243,,A8090,charred,19_0013_0005,-,19_0013,Sa/Fr,INDET,4.0,0.0,0.0,4,vk,
244,,A8090,charred,19_0013_0005,-,19_0013,Sa/Fr,STMES,1.0,0.0,0.0,1,vk,
245,,A8090,charred,19_0013_0006,-,19_0013,Sa/Fr,CEREA,14.0,0.0,0.0,14,vk,
246,,A8090,charred,19_0013_0006,-,19_0013,Sa/Fr,CHALB,7.0,0.0,0.0,7,vk,
247,,A8090,charred,19_0013_0006,-,19_0013,Sti,INDET,2.0,0.0,0.0,2,vk,
248,,A8090,charred,19_0013_0006,-,19_0013,Sa/Fr,POLAP,1.0,0.0,0.0,1,vk,
249,,A8090,charred,19_0013_0017,-,19_0013,Sa/Fr,CATRI,4.0,0.0,0.0,4,vk,
250,,A8090,charred,19_0013_0017,-,19_0013,Sa/Fr,CEREA,16.0,0.0,0.0,16,vk,
251,,A8090,charred,19_0013_0017,-,19_0013,Sa/Fr,CHALB,9.0,0.0,0.0,9,vk,
252,,A8090,charred,19_0013_0017,-,19_0013,Sa/Fr,COAVE,1.0,0.0,0.0,1,vk,
253,,A8090,charred,19_0013_0017,-,19_0013,Sa/Fr,INDET,2.0,0.0,0.0,2,vk,
254,,A9063,charred,19_0013_0001,-,19_0013,Sa/Fr,CEREA,10.0,0.0,0.0,10,vk,
255,,A9063,charred,19_0013_0001,-,19_0013,Sa/Fr,CHALB,12.0,0.0,0.0,12,vk,
256,,A9063,charred,19_0013_0001,-,19_0013,Sa/Fr,HODIV,3.0,0.0,0.0,3,vk,
257,,A9063,charred,19_0013_0001,-,19_0013,Sa/Fr,HODVS,1.0,0.0,0.0,1,vk,
258,,A9063,charred,19_0013_0001,-,19_0013,Sti,INDET,7.0,0.0,0.0,7,vk,
259,,A9063,charred,19_0013_0001,-,19_0013,Sa/Fr,LIUSI,1.0,0.0,0.0,1,vk,
260,,A9063,charred,19_0013_0001,-,19_0013,Sa/Fr,MEDME,2.0,0.0,0.0,2,vk,
261,,A9063,charred,19_0013_0002,-,19_0013,Sa/Fr,BRAS,1.0,0.0,0.0,1,vk,
262,,A9063,charred,19_0013_0002,-,19_0013,Sa/Fr,CEREA,9.0,0.0,0.0,9,vk,
263,,A9063,charred,19_0013_0002,-,19_0013,Sa/Fr,CHALB,27.0,0.0,0.0,27,vk,
264,,A9063,charred,19_0013_0002,-,19_0013,Sa/Fr,GAIS,1.0,0.0,0.0,1,vk,
265,,A9063,charred,19_0013_0002,-,19_0013,Sa/Fr,GASPU,1.0,0.0,0.0,1,vk,
266,,A9063,charred,19_0013_0002,-,19_0013,Sa/Fr,SOLA,1.0,0.0,0.0,1,vk,
267,,A9063,charred,19_0013_0002,-,19_0013,Sa/Fr,SPARV,1.0,0.0,0.0,1,vk,
268,,A9063,charred,19_0013_0003,-,19_0013,Sa/Fr,CEREA,8.0,0.0,0.0,8,vk,
269,,A9063,charred,19_0013_0003,-,19_0013,Sa/Fr,CHALB,12.0,0.0,0.0,12,vk,
270,,A9063,charred,19_0013_0003,-,19_0013,Sa/Fr,GASPU,1.0,0.0,0.0,1,vk,
271,,A9063,charred,19_0013_0003,-,19_0013,Sa/Fr,HODIV,2.0,0.0,0.0,2,vk,
272,,A9063,charred,19_0013_0003,-,19_0013,Sa/Fr,HODVS,1.0,0.0,0.0,1,vk,
273,,A9063,charred,19_0013_0003,-,19_0013,Sa/Fr,POLAP,2.0,0.0,0.0,2,vk,
274,,A9063,charred,19_0013_0003,-,19_0013,Sa/Fr,STGRA,1.0,0.0,0.0,1,vk,
275,,A9063,charred,19_0013_0003,-,19_0013,Sa/Fr,STMES,1.0,0.0,0.0,1,vk,
276,,A9063,charred,19_0013_0016,-,19_0013,Sa/Fr,CEREA,4.0,0.0,0.0,4,vk,
277,,A9063,charred,19_0013_0016,-,19_0013,Sa/Fr,CHALB,18.0,0.0,0.0,18,vk,
278,,A9063,charred,19_0013_0016,-,19_0013,Zwei,INDET,5.0,0.0,0.0,5,vk,
279,,A9063,charred,19_0013_0016,G,19_0013,Sa/Fr,TRIT,1.0,,,1,vk,
280,,A10143,charred,19_0014_0040,-,19_0014,Sa/Fr,CEREA,2.0,0.0,0.0,2,vk,
281,,A10143,charred,19_0014_0040,-,19_0014,Sa/Fr,CHALB,2.0,0.0,0.0,2,vk,
282,,A10143,charred,19_0014_0040,-,19_0014,Sa/Fr,GASPU,1.0,0.0,0.0,1,vk,
283,,A10143,charred,19_0014_0040,-,19_0014,Sa/Fr,HODIV,2.0,0.0,0.0,2,vk,
284,,A10153,charred,19_0014_0037,-,19_0014,Sa/Fr,CEREA,4.0,0.0,0.0,4,vk,
285,,A10153,charred,19_0014_0037,-,19_0014,Sa/Fr,CHALB,4.0,0.0,0.0,4,vk,
286,,A10153,charred,19_0014_0037,-,19_0014,Sa/Fr,GASPU,2.0,0.0,0.0,2,vk,
287,,A10189,charred,19_0014_0042,-,19_0014,Sa/Fr,CEREA,1.0,0.0,0.0,1,vk,
288,,A10189,charred,19_0014_0042,-,19_0014,Sa/Fr,GASPU,1.0,0.0,0.0,1,vk,
289,,A10189,charred,19_0014_0042,-,19_0014,Sa/Fr,SPARV,1.0,0.0,0.0,1,vk,
290,,A10189,charred,19_0014_0042,-,19_0014,Sa/Fr,STMES,1.0,0.0,0.0,1,vk,
291,,A10229,charred,19_0014_0039,-,19_0014,Sa/Fr,CEREA,3.0,0.0,0.0,3,vk,
292,,A10229,charred,19_0014_0039,-,19_0014,Sa/Fr,CHALB,2.0,0.0,0.0,2,vk,
293,,A10229,charred,19_0014_0039,-,19_0014,Sa/Fr,GASPU,1.0,0.0,0.0,1,vk,
294,,A10229,charred,19_0014_0039,-,19_0014,Sa/Fr,HODIV,1.0,0.0,0.0,1,vk,
295,,A10229,charred,19_0014_0039,-,19_0014,Sa/Fr,PRVUL,1.0,0.0,0.0,1,vk,
296,,A10229,charred,19_0014_0039,-,19_0014,Sa/Fr,STMES,3.0,0.0,0.0,3,vk,
297,,A10697,charred,19_0014_0067,-,19_0014,Sa/Fr,CEREA,1.0,0.0,0.0,1,vk,
298,,A10697,charred,19_0014_0067,-,19_0014,Sa/Fr,CHALB,1.0,0.0,0.0,1,vk,
299,,A10697,charred,19_0014_0067,-,19_0014,Sa/Fr,INDET,3.0,0.0,0.0,3,vk,
300,,A10697,charred,19_0014_0067,-,19_0014,Sa/Fr,MELI,1.0,0.0,0.0,1,vk,
301,,A10697,charred,19_0014_0067,-,19_0014,Sa/Fr,SIDIO,1.0,0.0,0.0,1,vk,
302,,A10697,charred,19_0014_0067,-,19_0014,Sa/Fr,STMES,1.0,0.0,0.0,1,vk,
303,,A10990,charred,19_0014_0055,-,19_0014,Sa/Fr,CHALB,1.0,0.0,0.0,1,vk,
304,,A11339,charred,19_0014_0068,-,19_0014,Sa/Fr,CATRI,1.0,0.0,0.0,1,vk,
305,,A11339,charred,19_0014_0068,-,19_0014,Sa/Fr,CEREA,2.0,0.0,0.0,2,vk,
306,,A11339,charred,19_0014_0068,-,19_0014,Sa/Fr,CHALB,20.0,0.0,0.0,20,vk,
307,,A11339,charred,19_0014_0068,-,19_0014,Sa/Fr,HODVS,2.0,0.0,0.0,2,vk,
308,,A11339,charred,19_0014_0068,-,19_0014,Sa/Fr,INDET,2.0,0.0,0.0,2,vk,
309,,A11339,charred,19_0014_0068,-,19_0014,Sa/Fr,POAVI,2.0,0.0,0.0,2,vk,
310,,A11339,charred,19_0014_0068,-,19_0014,Sa/Fr,POLAP,1.0,0.0,0.0,1,vk,
311,,A11339,charred,19_0014_0068,-,19_0014,Sa/Fr,POLCO,1.0,0.0,0.0,1,vk,
312,,A11339,charred,19_0014_0068,-,19_0014,Sa/Fr,RANU,1.0,0.0,0.0,1,vk,
313,,A11339,charred,19_0014_0068,-,19_0014,Sa/Fr,RUMAC,1.0,0.0,0.0,1,vk,
314,,A11339,charred,19_0014_0068,-,19_0014,Sa/Fr,SPARV,43.0,0.0,0.0,43,vk,
315,,A11339,charred,19_0014_0068,-,19_0014,Sa/Fr,STMES,14.0,0.0,0.0,14,vk,
316,,A11339,charred,19_0014_0068,-,19_0014,Sa/Fr,VIOL,1.0,0.0,0.0,1,vk,
317,,A1196,charred,19_0014_0044,-,19_0014,Sa/Fr,CHALB,3.0,0.0,0.0,3,vk,
318,,A12024,charred,19_0014_0056,-,19_0014,Sa/Fr,CARE,1.0,0.0,0.0,1,vk,
319,,A12024,charred,19_0014_0056,-,19_0014,Sa/Fr,CHALB,60.0,0.0,0.0,60,vk,
320,,A12024,charred,19_0014_0056,-,19_0014,Sa/Fr,FUOFF,1.0,0.0,0.0,1,vk,
321,,A12024,charred,19_0014_0056,-,19_0014,Sa/Fr,GAIS,75.0,0.0,0.0,75,vk,
322,,A12024,charred,19_0014_0056,-,19_0014,Bl,PIEXC,2.0,0.0,0.0,2,vk,
323,,A12024,charred,19_0014_0056,-,19_0014,Sa/Fr,POAVI,40.0,0.0,0.0,40,vk,
324,,A12024,charred,19_0014_0056,-,19_0014,Sa/Fr,POLCO,3.0,0.0,0.0,3,vk,
325,,A12024,charred,19_0014_0057,-,19_0014,Sa/Fr,CEREA,1.0,0.0,0.0,1,vk,
326,,A12024,charred,19_0014_0057,-,19_0014,Sa/Fr,CHALB,57.0,0.0,0.0,57,vk,
327,,A12024,charred,19_0014_0057,-,19_0014,Sa/Fr,FUOFF,1.0,0.0,0.0,1,vk,
328,,A12024,charred,19_0014_0057,-,19_0014,Sa/Fr,GAIS,100.0,0.0,0.0,100,vk,
329,,A12024,charred,19_0014_0057,-,19_0014,Sa/Fr,POAVI,30.0,0.0,0.0,30,vk,
330,,A12024,charred,19_0014_0057,-,19_0014,Sa/Fr,POLAP,1.0,0.0,0.0,1,vk,
331,,A12024,charred,19_0014_0057,-,19_0014,Sa/Fr,POLCO,2.0,0.0,0.0,2,vk,
332,,A12024,charred,19_0014_0057,-,19_0014,Sa/Fr,SPARV,2.0,0.0,0.0,2,vk,
333,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,CARE,6.0,0.0,0.0,6,vk,
334,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,CATRI,7.0,0.0,0.0,7,vk,
335,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,CENT,1.0,0.0,0.0,1,vk,
336,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,CEREA,35.0,0.0,0.0,35,vk,
337,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,CHALB,430.0,0.0,0.0,430,vk,
338,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,EUHEL,10.0,0.0,0.0,10,vk,
339,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,FABAC,2.0,0.0,0.0,2,vk,
340,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,FUOFF,9.0,0.0,0.0,9,vk,
341,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,GAIS,260.0,0.0,0.0,260,vk,
342,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,GASPU,1.0,0.0,0.0,1,vk,
343,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,HELE,1.0,0.0,0.0,1,vk,
344,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,HODIV,10.0,0.0,0.0,10,vk,
345,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,HODVS,25.0,0.0,0.0,25,vk,
346,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,INDET,15.0,0.0,0.0,15,vk,
347,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,JUCOC,1.0,0.0,0.0,1,vk,
348,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,PHLE,4.0,0.0,0.0,4,vk,
349,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,POACE,24.0,0.0,0.0,24,vk,
350,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,POAVI,90.0,0.0,0.0,90,vk,
351,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,POLAP,46.0,0.0,0.0,46,vk,
352,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,POLCO,16.0,0.0,0.0,16,vk,
353,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,POPER,3.0,0.0,0.0,3,vk,
354,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,POTE,4.0,0.0,0.0,4,vk,
355,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,RANU,5.0,0.0,0.0,5,vk,
356,,A12034,charred,19_0014_0058,G,19_0014,Sa/Fr,SOLA,3.0,0.0,0.0,3,vk,
357,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,SPARV,2.0,0.0,0.0,2,vk,
358,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,STMES,2.0,0.0,0.0,2,vk,
359,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,TRIF,1.0,0.0,0.0,1,vk,
360,,A12034,charred,19_0014_0058,-,19_0014,Sa/Fr,TYARU,16.0,0.0,0.0,16,vk,
361,,A12435,charred,19_0014_0069,-,19_0014,Sa/Fr,CARE,2.0,0.0,0.0,2,vk,
362,,A12435,charred,19_0014_0069,-,19_0014,Sa/Fr,CEREA,1.0,0.0,0.0,1,vk,
363,,A12435,charred,19_0014_0069,-,19_0014,Sa/Fr,CHALB,2.0,0.0,0.0,2,vk,
364,,A12435,charred,19_0014_0069,-,19_0014,Sa/Fr,GASPU,1.0,0.0,0.0,1,vk,
365,,A12435,charred,19_0014_0069,-,19_0014,Sa/Fr,POLAP,1.0,0.0,0.0,1,vk,
366,,A12435,charred,19_0014_0069,-,19_0014,Sa/Fr,STMES,1.0,0.0,0.0,1,vk,
367,,A13064,charred,19_0014_0071,-,19_0014,Sa/Fr,CEREA,3.0,0.0,0.0,3,vk,
368,,A13064,charred,19_0014_0071,-,19_0014,Sa/Fr,CHALB,4.0,0.0,0.0,4,vk,
369,,A13064,charred,19_0014_0071,-,19_0014,Sa/Fr,COAVE,1.0,0.0,0.0,1,vk,
370,,A13064,charred,19_0014_0071,-,19_0014,Sa/Fr,GAIS,1.0,0.0,0.0,1,vk,
371,,A13064,charred,19_0014_0071,-,19_0014,Sa/Fr,HODVN,1.0,0.0,0.0,1,vk,
372,,A13064,charred,19_0014_0071,-,19_0014,Sa/Fr,HODVS,1.0,0.0,0.0,1,vk,
373,,A13064,charred,19_0014_0071,-,19_0014,Sa/Fr,INDET,2.0,0.0,0.0,2,vk,
374,,A13064,charred,19_0014_0071,-,19_0014,Sa/Fr,MELI,1.0,0.0,0.0,1,vk,
375,,A13064,charred,19_0014_0071,-,19_0014,Sa/Fr,POLAP,1.0,0.0,0.0,1,vk,
376,,A13064,charred,19_0014_0071,-,19_0014,Sa/Fr,POLCO,1.0,0.0,0.0,1,vk,
377,,A13064,charred,19_0014_0071,-,19_0014,Sa/Fr,STMES,1.0,0.0,0.0,1,vk,
378,,A13064,charred,19_0014_0071,-,19_0014,Sa/Fr,TRDSP,1.0,0.0,0.0,1,vk,
379,,A13200,charred,19_0014_0041,-,19_0014,Sa/Fr,CEREA,2.0,0.0,0.0,2,vk,
380,,A13200,charred,19_0014_0041,-,19_0014,Sa/Fr,POLAP,1.0,0.0,0.0,1,vk,
381,,A13200,charred,19_0014_0041,-,19_0014,Sa/Fr,SPARV,2.0,0.0,0.0,2,vk,
382,,A13200,charred,19_0014_0041,-,19_0014,Sa/Fr,TRDSP,1.0,0.0,0.0,1,vk,
383,,A13299,charred,19_0014_0072,-,19_0014,Sa/Fr,HODIV,1.0,0.0,0.0,1,vk,
384,,A13837,charred,19_0014_0060,-,19_0014,Sa/Fr,POACE,1.0,0.0,0.0,1,vk,
385,,A13837,charred,19_0014_0060,-,19_0014,Sa/Fr,STMES,2.0,0.0,0.0,2,vk,
386,,A15333,charred,19_0014_0061,-,19_0014,Sa/Fr,CHALB,1.0,0.0,0.0,1,vk,
387,,A15333,charred,19_0014_0061,-,19_0014,Sa/Fr,FUOFF,1.0,0.0,0.0,1,vk,
388,,A15333,charred,19_0014_0061,-,19_0014,Sa/Fr,POACE,1.0,0.0,0.0,1,vk,
389,,A15333,charred,19_0014_0061,-,19_0014,Sa/Fr,POLAP,1.0,0.0,0.0,1,vk,
390,,A15344,charred,19_0014_0074,-,19_0014,Sa/Fr,CHALB,1.0,0.0,0.0,1,vk,
391,,A15554,charred,19_0014_0075,-,19_0014,Sa/Fr,HODVS,2.0,0.0,0.0,2,vk,
392,,A15554,charred,19_0014_0075,-,19_0014,Sa/Fr,POLCO,1.0,0.0,0.0,1,vk,
393,,A15554,charred,19_0014_0075,-,19_0014,Sa/Fr,STMES,3.0,0.0,0.0,3,vk,
394,,A15736,charred,19_0014_0059,-,19_0014,Sa/Fr,ALCH,1.0,0.0,0.0,1,vk,
395,,A15736,charred,19_0014_0059,-,19_0014,Sa/Fr,ATRI,1.0,0.0,0.0,1,vk,
396,,A15736,charred,19_0014_0059,-,19_0014,Sa/Fr,CARE,2.0,0.0,0.0,2,vk,
397,,A15736,charred,19_0014_0059,-,19_0014,Sa/Fr,CEREA,2.0,0.0,0.0,2,vk,
398,,A15736,charred,19_0014_0059,-,19_0014,Sa/Fr,CHALB,220.0,0.0,0.0,220,vk,
399,,A15736,charred,19_0014_0059,-,19_0014,Sa/Fr,EUHEL,5.0,0.0,0.0,5,vk,
400,,A15736,charred,19_0014_0059,-,19_0014,Sa/Fr,FUOFF,8.0,0.0,0.0,8,vk,
401,,A15736,charred,19_0014_0059,-,19_0014,Sa/Fr,GAIS,600.0,0.0,0.0,600,vk,
402,,A15736,charred,19_0014_0059,-,19_0014,Sa/Fr,GASPU,2.0,0.0,0.0,2,vk,
403,,A15736,charred,19_0014_0059,-,19_0014,Sa/Fr,MELI,3.0,0.0,0.0,3,vk,
404,,A15736,charred,19_0014_0059,-,19_0014,Bl,PIEXC,5.0,0.0,0.0,5,vk,
405,,A15736,charred,19_0014_0059,-,19_0014,Sa/Fr,POACE,1.0,0.0,0.0,1,vk,
406,,A15736,charred,19_0014_0059,-,19_0014,Sa/Fr,POAVI,100.0,0.0,0.0,100,vk,
407,,A15736,charred,19_0014_0059,-,19_0014,Sa/Fr,POLAP,13.0,0.0,0.0,13,vk,
408,,A15736,charred,19_0014_0059,-,19_0014,Sa/Fr,POLCO,2.0,0.0,0.0,2,vk,
409,,A15736,charred,19_0014_0059,-,19_0014,Sa/Fr,RANU,3.0,0.0,0.0,3,vk,
410,,A15736,charred,19_0014_0059,-,19_0014,Sa/Fr,RUCRI,1.0,0.0,0.0,1,vk,
411,,A15736,charred,19_0014_0059,-,19_0014,Sa/Fr,RUIDA,2.0,0.0,0.0,2,vk,
412,,A15736,charred,19_0014_0059,G,19_0014,Sa/Fr,SOLA,4.0,0.0,0.0,4,vk,
413,,A15736,charred,19_0014_0059,-,19_0014,Sa/Fr,SPARV,1.0,0.0,0.0,1,vk,
414,,A16771,charred,19_0014_0008,-,19_0014,Sa/Fr,CEREA,16.0,0.0,0.0,16,vk,
415,,A16771,charred,19_0014_0008,-,19_0014,Sa/Fr,CHALB,5.0,0.0,0.0,5,vk,
416,,A16771,charred,19_0014_0008,-,19_0014,Sa/Fr,GALAS,3.0,0.0,0.0,3,vk,
417,,A16771,charred,19_0014_0008,-,19_0014,Sa/Fr,HODVN,3.0,0.0,0.0,3,vk,
418,,A16771,charred,19_0014_0008,-,19_0014,Sa/Fr,POLAP,2.0,0.0,0.0,2,vk,
419,,A16771,charred,19_0014_0008,-,19_0014,Sa/Fr,RUIDA,1.0,0.0,0.0,1,vk,
420,,A16771,charred,19_0014_0008,-,19_0014,Sa/Fr,STMES,2.0,0.0,0.0,2,vk,
421,,A16783,charred,19_0014_0005,-,19_0014,Sa/Fr,CEREA,5.0,0.0,0.0,5,vk,
422,,A16783,charred,19_0014_0005,-,19_0014,Sa/Fr,CHALB,4.0,0.0,0.0,4,vk,
423,,A16783,charred,19_0014_0005,-,19_0014,Sa/Fr,HODVS,3.0,0.0,0.0,3,vk,
424,,A16783,charred,19_0014_0005,-,19_0014,Sa/Fr,SPARV,1.0,0.0,0.0,1,vk,
425,,A16783,charred,19_0014_0005,-,19_0014,Sa/Fr,TRDSP,5.0,0.0,0.0,5,vk,
426,,A17294,charred,19_0014_0016,-,19_0014,Sa/Fr,CEREA,4.0,0.0,0.0,4,vk,
427,,A17294,charred,19_0014_0016,-,19_0014,Sa/Fr,CHALB,3.0,0.0,0.0,3,vk,
428,,A17294,charred,19_0014_0016,-,19_0014,Sa/Fr,COAVE,2.0,0.0,0.0,2,vk,
429,,A17294,charred,19_0014_0016,-,19_0014,Sa/Fr,GALAS,1.0,0.0,0.0,1,vk,
430,,A17294,charred,19_0014_0016,-,19_0014,Sa/Fr,HODVS,1.0,0.0,0.0,1,vk,
431,,A17294,charred,19_0014_0016,-,19_0014,Sa/Fr,POACE,1.0,0.0,0.0,1,vk,
432,,A17294,charred,19_0014_0016,-,19_0014,Sa/Fr,POLAP,2.0,0.0,0.0,2,vk,
433,,A17294,charred,19_0014_0016,-,19_0014,Sa/Fr,STMES,2.0,0.0,0.0,2,vk,
434,,A1875,charred,19_0014_0046,-,19_0014,Sa/Fr,CARE,1.0,0.0,0.0,1,vk,
435,,A1875,charred,19_0014_0046,-,19_0014,Sa/Fr,CEREA,4.0,0.0,0.0,4,vk,
436,,A1875,charred,19_0014_0046,-,19_0014,Sa/Fr,CHALB,23.0,0.0,0.0,23,vk,
437,,A1875,charred,19_0014_0046,-,19_0014,Sa/Fr,GASPU,1.0,0.0,0.0,1,vk,
438,,A1875,charred,19_0014_0046,-,19_0014,Sa/Fr,POLCO,2.0,0.0,0.0,2,vk,
439,,A1875,charred,19_0014_0046,-,19_0014,Sa/Fr,SPARV,3.0,0.0,0.0,3,vk,
440,,A1875,charred,19_0014_0046,-,19_0014,Sa/Fr,STMES,8.0,0.0,0.0,8,vk,
441,,A1931,charred,19_0014_0047,-,19_0014,Sa/Fr,CHALB,3.0,0.0,0.0,3,vk,
442,,A1931,charred,19_0014_0047,-,19_0014,Sa/Fr,GASPU,1.0,0.0,0.0,1,vk,
443,,A1931,charred,19_0014_0047,-,19_0014,Sa/Fr,POLAP,1.0,0.0,0.0,1,vk,
444,,A1998,charred,19_0014_0048,-,19_0014,Sa/Fr,CEREA,6.0,0.0,0.0,6,vk,
445,,A1998,charred,19_0014_0048,-,19_0014,Sa/Fr,CHALB,3.0,0.0,0.0,3,vk,
446,,A1998,charred,19_0014_0048,-,19_0014,Sa/Fr,STMES,1.0,0.0,0.0,1,vk,
447,,A2019,charred,19_0014_0049,-,19_0014,Sa/Fr,CEREA,1.0,0.0,0.0,1,vk,
448,,A2019,charred,19_0014_0049,-,19_0014,Sa/Fr,GAAPA,1.0,0.0,0.0,1,vk,
449,,A2019,charred,19_0014_0049,-,19_0014,Sa/Fr,STMES,1.0,0.0,0.0,1,vk,
450,,A2029,charred,19_0014_0050,-,19_0014,Sa/Fr,CEREA,1.0,0.0,0.0,1,vk,
451,,A2029,charred,19_0014_0050,-,19_0014,Sa/Fr,CHALB,1.0,0.0,0.0,1,vk,
452,,A2114,charred,19_0014_0051,-,19_0014,Sa/Fr,CHALB,3.0,0.0,0.0,3,vk,
453,,A2114,charred,19_0014_0051,-,19_0014,Sa/Fr,LAPIV,1.0,0.0,0.0,1,vk,
454,,A3019,charred,19_0014_0052,-,19_0014,Sa/Fr,CHALB,1.0,0.0,0.0,1,vk,
455,,A3019,charred,19_0014_0052,-,19_0014,Sa/Fr,HODIV,2.0,0.0,0.0,2,vk,
456,,A3019,charred,19_0014_0052,-,19_0014,Sa/Fr,HODVN,1.0,0.0,0.0,1,vk,
457,,A3019,charred,19_0014_0052,-,19_0014,Sa/Fr,POLCO,1.0,0.0,0.0,1,vk,
458,,A3170,charred,19_0014_0066,-,19_0014,Sa/Fr,CEREA,2.0,0.0,0.0,2,vk,
459,,A3170,charred,19_0014_0066,-,19_0014,Sa/Fr,CHALB,1.0,0.0,0.0,1,vk,
460,,A3170,charred,19_0014_0066,-,19_0014,Sa/Fr,RANU,1.0,0.0,0.0,1,vk,
461,,A3170,charred,19_0014_0066,G,19_0014,Sa/Fr,SOLA,1.0,0.0,0.0,1,vk,
462,,A3170,charred,19_0014_0066,-,19_0014,Sa/Fr,STMES,2.0,0.0,0.0,2,vk,
463,,A3650,charred,19_0014_0053,-,19_0014,Sa/Fr,CEREA,6.0,0.0,0.0,6,vk,
464,,A3650,charred,19_0014_0053,-,19_0014,Sa/Fr,CHALB,3.0,0.0,0.0,3,vk,
465,,A3650,charred,19_0014_0053,-,19_0014,Sa/Fr,GASPU,1.0,0.0,0.0,1,vk,
466,,A3650,charred,19_0014_0053,-,19_0014,Sa/Fr,HODIV,1.0,0.0,0.0,1,vk,
467,,A3650,charred,19_0014_0053,-,19_0014,Sa/Fr,SIDIO,1.0,0.0,0.0,1,vk,
468,,A4115,charred,19_0014_0023,-,19_0014,Sa/Fr,CATRI,3.0,0.0,0.0,3,vk,
469,,A4115,charred,19_0014_0023,-,19_0014,Sa/Fr,CEREA,6.0,0.0,0.0,6,vk,
470,,A4115,charred,19_0014_0023,-,19_0014,Sa/Fr,CHALB,10.0,0.0,0.0,10,vk,
471,,A4115,charred,19_0014_0023,-,19_0014,Sa/Fr,GALAS,9.0,0.0,0.0,9,vk,
472,,A4115,charred,19_0014_0023,-,19_0014,Sa/Fr,HODIV,4.0,0.0,0.0,4,vk,
473,,A4115,charred,19_0014_0023,-,19_0014,Sa/Fr,POLAP,10.0,0.0,0.0,10,vk,
474,,A4115,charred,19_0014_0023,-,19_0014,Sa/Fr,POLCO,1.0,0.0,0.0,1,vk,
475,,A4115,charred,19_0014_0023,-,19_0014,Sa/Fr,RUCRI,1.0,0.0,0.0,1,vk,
476,,A4115,charred,19_0014_0023,-,19_0014,Sa/Fr,STMES,1.0,0.0,0.0,1,vk,
477,,A4365,charred,19_0014_0054,-,19_0014,Sa/Fr,GASPU,1.0,0.0,0.0,1,vk,
478,,A5192,charred,19_0014_0020,-,19_0014,Sa/Fr,CARE,1.0,0.0,0.0,1,vk,
479,,A5192,charred,19_0014_0020,-,19_0014,Sa/Fr,CEREA,6.0,0.0,0.0,6,vk,
480,,A5192,charred,19_0014_0020,-,19_0014,Sa/Fr,CHALB,9.0,0.0,0.0,9,vk,
481,,A5192,charred,19_0014_0020,-,19_0014,Sa/Fr,GALAS,2.0,0.0,0.0,2,vk,
482,,A5192,charred,19_0014_0020,-,19_0014,Sa/Fr,HODIV,3.0,0.0,0.0,3,vk,
483,,A5192,charred,19_0014_0020,-,19_0014,Sa/Fr,POLAP,1.0,0.0,0.0,1,vk,
484,,A5192,charred,19_0014_0020,-,19_0014,Sa/Fr,TRDSP,1.0,0.0,0.0,1,vk,
485,,A5213,charred,19_0014_0019,-,19_0014,Sa/Fr,CATRI,1.0,0.0,0.0,1,vk,
486,,A5213,charred,19_0014_0019,-,19_0014,Sa/Fr,CEREA,21.0,0.0,0.0,21,vk,
487,,A5213,charred,19_0014_0019,-,19_0014,Sa/Fr,CHALB,25.0,0.0,0.0,25,vk,
488,,A5213,charred,19_0014_0019,-,19_0014,Sa/Fr,COAVE,3.0,0.0,0.0,3,vk,
489,,A5213,charred,19_0014_0019,-,19_0014,Sa/Fr,GALAS,4.0,0.0,0.0,4,vk,
490,,A5213,charred,19_0014_0019,-,19_0014,Spi,HODIV,12.0,0.0,0.0,12,vk,
491,,A5213,charred,19_0014_0019,-,19_0014,Sa/Fr,HODVN,1.0,0.0,0.0,1,vk,
