system_id,result_id,Befu,Zustand,ProbNr,cf,ProjektNr,RTyp,PCODE,SumFAnzahl,SumFFrag,SumFGewicht,SumPflR,Zust,geschätzt
492,,A5213,charred,19_0014_0019,-,19_0014,Sa/Fr,POLAP,1.0,0.0,0.0,1,vk,
493,,A5213,charred,19_0014_0019,-,19_0014,Sa/Fr,RANU,1.0,0.0,0.0,1,vk,
494,,A5213,charred,19_0014_0019,-,19_0014,Sa/Fr,STMES,17.0,0.0,0.0,17,vk,
495,,A5223,charred,19_0014_0018,-,19_0014,Sa/Fr,CAMSA,1.0,0.0,0.0,1,vk,
496,,A5223,charred,19_0014_0018,-,19_0014,Sa/Fr,CARE,1.0,0.0,0.0,1,vk,
497,,A5223,charred,19_0014_0018,-,19_0014,Sa/Fr,CEREA,19.0,0.0,0.0,19,vk,
498,,A5223,charred,19_0014_0018,-,19_0014,Sa/Fr,CHALB,12.0,0.0,0.0,12,vk,
499,,A5223,charred,19_0014_0018,-,19_0014,Sa/Fr,GALAS,1.0,0.0,0.0,1,vk,
500,,A5223,charred,19_0014_0018,-,19_0014,Sa/Fr,HODVS,12.0,0.0,0.0,12,vk,
501,,A5223,charred,19_0014_0018,-,19_0014,Sa/Fr,INDET,1.0,0.0,0.0,1,vk,
502,,A5223,charred,19_0014_0018,-,19_0014,Sa/Fr,POLAP,9.0,0.0,0.0,9,vk,
503,,A5223,charred,19_0014_0018,-,19_0014,Sa/Fr,RUMAC,1.0,0.0,0.0,1,vk,
504,,A5223,charred,19_0014_0018,-,19_0014,Sa/Fr,STMES,8.0,0.0,0.0,8,vk,
505,,A5223,charred,19_0014_0018,-,19_0014,Sa/Fr,THARV,1.0,0.0,0.0,1,vk,
506,,A5254,charred,19_0014_0029,-,19_0014,Sa/Fr,CEREA,2.0,0.0,0.0,2,vk,
507,,A5254,charred,19_0014_0029,-,19_0014,Sa/Fr,CHALB,4.0,0.0,0.0,4,vk,
508,,A5254,charred,19_0014_0029,-,19_0014,Sa/Fr,GASPU,1.0,0.0,0.0,1,vk,
509,,A5254,charred,19_0014_0029,-,19_0014,Sa/Fr,HODIV,4.0,0.0,0.0,4,vk,
510,,A5254,charred,19_0014_0029,-,19_0014,Sa/Fr,POLCO,1.0,0.0,0.0,1,vk,
511,,A5282,charred,19_0014_0021,-,19_0014,Sa/Fr,CEREA,8.0,0.0,0.0,8,vk,
512,,A5282,charred,19_0014_0021,-,19_0014,Sa/Fr,CHALB,13.0,0.0,0.0,13,vk,
513,,A5282,charred,19_0014_0021,-,19_0014,Sa/Fr,GALAS,3.0,0.0,0.0,3,vk,
514,,A5282,charred,19_0014_0021,-,19_0014,Sa/Fr,HODIV,3.0,0.0,0.0,3,vk,
515,,A5282,charred,19_0014_0021,-,19_0014,Sa/Fr,HODVS,3.0,0.0,0.0,3,vk,
516,,A5282,charred,19_0014_0021,-,19_0014,Sa/Fr,STMES,5.0,0.0,0.0,5,vk,
517,,A5282,charred,19_0014_0021,-,19_0014,Sa/Fr,THARV,1.0,0.0,0.0,1,vk,
518,,A5294,charred,19_0014_0022,-,19_0014,Sa/Fr,CEREA,5.0,0.0,0.0,5,vk,
519,,A5294,charred,19_0014_0022,-,19_0014,Sa/Fr,CHALB,2.0,0.0,0.0,2,vk,
520,,A5294,charred,19_0014_0022,-,19_0014,Sa/Fr,GALAS,2.0,0.0,0.0,2,vk,
521,,A5294,charred,19_0014_0022,-,19_0014,Sa/Fr,HODIV,3.0,0.0,0.0,3,vk,
522,,A5294,charred,19_0014_0022,-,19_0014,Sa/Fr,HODVS,1.0,0.0,0.0,1,vk,
523,,A5294,charred,19_0014_0022,-,19_0014,Sa/Fr,POLAP,1.0,0.0,0.0,1,vk,
524,,A5307,charred,19_0014_0024,-,19_0014,Sa/Fr,GALAS,2.0,0.0,0.0,2,vk,
525,,A5307,charred,19_0014_0024,-,19_0014,Sa/Fr,HODIV,3.0,0.0,0.0,3,vk,
526,,A5307,charred,19_0014_0024,-,19_0014,Sa/Fr,POLAP,1.0,0.0,0.0,1,vk,
527,,A5307,charred,19_0014_0024,-,19_0014,Sa/Fr,STMES,1.0,0.0,0.0,1,vk,
528,,A5334,charred,19_0014_0063,-,19_0014,Sa/Fr,CATRI,1.0,0.0,0.0,1,vk,
529,,A5334,charred,19_0014_0063,-,19_0014,Sa/Fr,CHALB,5.0,0.0,0.0,5,vk,
530,,A5334,charred,19_0014_0063,-,19_0014,Sa/Fr,GAIS,1.0,0.0,0.0,1,vk,
531,,A5334,charred,19_0014_0063,-,19_0014,Sa/Fr,GASPU,2.0,0.0,0.0,2,vk,
532,,A5334,charred,19_0014_0063,-,19_0014,Sa/Fr,HODVS,3.0,0.0,0.0,3,vk,
533,,A5334,charred,19_0014_0063,-,19_0014,Sa/Fr,INDET,3.0,0.0,0.0,3,vk,
534,,A5334,charred,19_0014_0063,-,19_0014,Sa/Fr,LAPIV,2.0,0.0,0.0,2,vk,
535,,A5334,charred,19_0014_0063,-,19_0014,Sa/Fr,POACE,1.0,0.0,0.0,1,vk,
536,,A5334,charred,19_0014_0063,-,19_0014,Sa/Fr,POLAP,1.0,0.0,0.0,1,vk,
537,,A5334,charred,19_0014_0063,-,19_0014,Sa/Fr,POTE,1.0,0.0,0.0,1,vk,
538,,A5334,charred,19_0014_0063,-,19_0014,Sa/Fr,RUMAC,1.0,0.0,0.0,1,vk,
539,,A5334,charred,19_0014_0063,-,19_0014,Sa/Fr,STMES,3.0,0.0,0.0,3,vk,
540,,A6041,charred,19_0014_0034,-,19_0014,Sa/Fr,CEREA,5.0,0.0,0.0,5,vk,
541,,A6041,charred,19_0014_0034,-,19_0014,Sa/Fr,CHALB,1.0,0.0,0.0,1,vk,
542,,A6041,charred,19_0014_0034,-,19_0014,Sa/Fr,GAIS,3.0,0.0,0.0,3,vk,
543,,A6041,charred,19_0014_0034,-,19_0014,Sa/Fr,GASPU,6.0,0.0,0.0,6,vk,
544,,A6041,charred,19_0014_0034,-,19_0014,Sa/Fr,HODIV,7.0,0.0,0.0,7,vk,
545,,A6041,charred,19_0014_0034,-,19_0014,Sa/Fr,POLAP,2.0,0.0,0.0,2,vk,
546,,A6041,charred,19_0014_0034,-,19_0014,Sa/Fr,POLCO,1.0,0.0,0.0,1,vk,
547,,A6041,charred,19_0014_0034,-,19_0014,Sa/Fr,SIDIO,1.0,0.0,0.0,1,vk,
548,,A6041,charred,19_0014_0034,-,19_0014,Sa/Fr,SPARV,4.0,0.0,0.0,4,vk,
549,,A6041,charred,19_0014_0034,-,19_0014,Sa/Fr,STMES,10.0,0.0,0.0,10,vk,
550,,A6041,charred,19_0014_0034,-,19_0014,Sa/Fr,TRIT,1.0,0.0,0.0,1,vk,
551,,A6135,charred,19_0014_0015,-,19_0014,Sa/Fr,CEREA,3.0,0.0,0.0,3,vk,
552,,A6135,charred,19_0014_0015,-,19_0014,Sa/Fr,CHALB,5.0,0.0,0.0,5,vk,
553,,A6135,charred,19_0014_0015,-,19_0014,Sa/Fr,GALAS,6.0,0.0,0.0,6,vk,
554,,A6135,charred,19_0014_0015,-,19_0014,Sa/Fr,HODVS,1.0,0.0,0.0,1,vk,
555,,A6135,charred,19_0014_0015,-,19_0014,Sa/Fr,POLAP,3.0,0.0,0.0,3,vk,
556,,A6135,charred,19_0014_0015,-,19_0014,Sa/Fr,RUCRI,2.0,0.0,0.0,2,vk,
557,,A6135,charred,19_0014_0015,-,19_0014,Sa/Fr,STMES,8.0,0.0,0.0,8,vk,
558,,A6146,charred,19_0014_0033,-,19_0014,Sa/Fr,CEREA,2.0,0.0,0.0,2,vk,
559,,A6146,charred,19_0014_0033,-,19_0014,Sa/Fr,HODVS,3.0,0.0,0.0,3,vk,
560,,A6146,charred,19_0014_0033,-,19_0014,Sa/Fr,LAPIV,1.0,0.0,0.0,1,vk,
561,,A6146,charred,19_0014_0033,-,19_0014,Sa/Fr,POLAP,2.0,0.0,0.0,2,vk,
562,,A6157,charred,19_0014_0035,-,19_0014,Sa/Fr,CEREA,7.0,0.0,0.0,7,vk,
563,,A6157,charred,19_0014_0035,-,19_0014,Sa/Fr,CHALB,5.0,0.0,0.0,5,vk,
564,,A6157,charred,19_0014_0035,-,19_0014,Sa/Fr,GASPU,1.0,0.0,0.0,1,vk,
565,,A6157,charred,19_0014_0035,-,19_0014,Sa/Fr,POLAP,1.0,0.0,0.0,1,vk,
566,,A6157,charred,19_0014_0035,-,19_0014,Sa/Fr,RANU,1.0,0.0,0.0,1,vk,
567,,A6157,charred,19_0014_0035,-,19_0014,Sa/Fr,STMES,1.0,0.0,0.0,1,vk,
568,,A6178,charred,19_0014_0017,-,19_0014,Sa/Fr,CARE,1.0,0.0,0.0,1,vk,
569,,A6178,charred,19_0014_0017,-,19_0014,Sa/Fr,CEREA,8.0,0.0,0.0,8,vk,
570,,A6178,charred,19_0014_0017,-,19_0014,Sa/Fr,CHALB,11.0,0.0,0.0,11,vk,
571,,A6178,charred,19_0014_0017,-,19_0014,Sa/Fr,GALAS,5.0,0.0,0.0,5,vk,
572,,A6178,charred,19_0014_0017,-,19_0014,Sa/Fr,HODVS,8.0,0.0,0.0,8,vk,
573,,A6178,charred,19_0014_0017,-,19_0014,Sa/Fr,POLAP,3.0,0.0,0.0,3,vk,
574,,A6178,charred,19_0014_0017,-,19_0014,Sa/Fr,STMES,6.0,0.0,0.0,6,vk,
575,,A6194,charred,19_0014_0025,-,19_0014,Sa/Fr,CEREA,11.0,0.0,0.0,11,vk,
576,,A6194,charred,19_0014_0025,-,19_0014,Sa/Fr,CHALB,5.0,0.0,0.0,5,vk,
577,,A6194,charred,19_0014_0025,-,19_0014,Sa/Fr,FABAC,1.0,0.0,0.0,1,vk,
578,,A6194,charred,19_0014_0025,-,19_0014,Sa/Fr,GALAS,1.0,0.0,0.0,1,vk,
579,,A6194,charred,19_0014_0025,-,19_0014,Sa/Fr,HODVN,1.0,0.0,0.0,1,vk,
580,,A6194,charred,19_0014_0025,-,19_0014,Sa/Fr,HODVS,2.0,0.0,0.0,2,vk,
581,,A6194,charred,19_0014_0025,-,19_0014,Sa/Fr,TRDSP,1.0,0.0,0.0,1,vk,
582,,A7199,charred,19_0014_0032,-,19_0014,Sa/Fr,CEREA,5.0,0.0,0.0,5,vk,
583,,A7199,charred,19_0014_0032,-,19_0014,Sa/Fr,HODIV,1.0,0.0,0.0,1,vk,
584,,A7253,charred,19_0014_0014,-,19_0014,Sa/Fr,CEREA,21.0,0.0,0.0,21,vk,
585,,A7253,charred,19_0014_0014,-,19_0014,Spi,CEREA,6.0,0.0,0.0,6,vk,
586,,A7253,charred,19_0014_0014,-,19_0014,Sa/Fr,CHALB,7.0,0.0,0.0,7,vk,
587,,A7253,charred,19_0014_0014,-,19_0014,Sa/Fr,HODIV,1.0,0.0,0.0,1,vk,
588,,A7263,charred,19_0014_0030,-,19_0014,Sa/Fr,CEREA,12.0,0.0,0.0,12,vk,
589,,A7263,charred,19_0014_0030,-,19_0014,Sa/Fr,CHALB,6.0,0.0,0.0,6,vk,
590,,A7263,charred,19_0014_0030,-,19_0014,Sa/Fr,GASPU,1.0,0.0,0.0,1,vk,
591,,A7263,charred,19_0014_0030,-,19_0014,Sa/Fr,HODVS,8.0,0.0,0.0,8,vk,
592,,A7294,charred,19_0014_0013,-,19_0014,Sa/Fr,CARE,2.0,0.0,0.0,2,vk,
593,,A7294,charred,19_0014_0013,-,19_0014,Sa/Fr,CEREA,8.0,0.0,0.0,8,vk,
594,,A7294,charred,19_0014_0013,-,19_0014,Sa/Fr,CHALB,15.0,0.0,0.0,15,vk,
595,,A7294,charred,19_0014_0013,-,19_0014,Sa/Fr,EUHEL,1.0,0.0,0.0,1,vk,
596,,A7294,charred,19_0014_0013,-,19_0014,Sa/Fr,FUOFF,1.0,0.0,0.0,1,vk,
597,,A7294,charred,19_0014_0013,-,19_0014,Sa/Fr,HODIV,1.0,0.0,0.0,1,vk,
598,,A7294,charred,19_0014_0013,-,19_0014,Spi,HODIV,1.0,0.0,0.0,1,vk,
599,,A7294,charred,19_0014_0013,-,19_0014,Sa/Fr,POLAP,4.0,0.0,0.0,4,vk,
600,,A7294,charred,19_0014_0013,-,19_0014,Sa/Fr,POLCO,1.0,0.0,0.0,1,vk,
601,,A7294,charred,19_0014_0013,-,19_0014,Sa/Fr,RANU,2.0,0.0,0.0,2,vk,
602,,A7294,charred,19_0014_0013,-,19_0014,Sa/Fr,RUCRI,5.0,0.0,0.0,5,vk,
603,,A7294,charred,19_0014_0013,-,19_0014,Sa/Fr,STMES,4.0,0.0,0.0,4,vk,
604,,A7294,charred,19_0014_0013,-,19_0014,Sa/Fr,TRIT,2.0,0.0,0.0,2,vk,
605,,A7306,charred,19_0014_0036,-,19_0014,Sa/Fr,CEREA,2.0,0.0,0.0,2,vk,
606,,A7306,charred,19_0014_0036,-,19_0014,Sa/Fr,CHALB,3.0,0.0,0.0,3,vk,
607,,A785,charred,19_0014_0043,-,19_0014,Sa/Fr,CHALB,3.0,0.0,0.0,3,vk,
608,,A785,charred,19_0014_0043,-,19_0014,Sa/Fr,HODIV,3.0,0.0,0.0,3,vk,
609,,A8079,charred,19_0014_0007,-,19_0014,Sa/Fr,CEREA,7.0,0.0,0.0,7,vk,
610,,A8079,charred,19_0014_0007,-,19_0014,Sa/Fr,CHALB,22.0,0.0,0.0,22,vk,
611,,A8079,charred,19_0014_0007,-,19_0014,Sa/Fr,GALAS,2.0,0.0,0.0,2,vk,
612,,A8079,charred,19_0014_0007,-,19_0014,Sa/Fr,HODVS,1.0,0.0,0.0,1,vk,
613,,A8079,charred,19_0014_0007,-,19_0014,Sa/Fr,STMES,1.0,0.0,0.0,1,vk,
614,,A8079,charred,19_0014_0007,-,19_0014,Sa/Fr,TRDSP,1.0,0.0,0.0,1,vk,
615,,A8103,charred,19_0014_0009,-,19_0014,Sa/Fr,CEREA,15.0,0.0,0.0,15,vk,
616,,A8103,charred,19_0014_0009,-,19_0014,Sa/Fr,CHALB,1.0,0.0,0.0,1,vk,
617,,A8103,charred,19_0014_0009,-,19_0014,Sa/Fr,HODVS,1.0,0.0,0.0,1,vk,
618,,A8103,charred,19_0014_0009,-,19_0014,Sa/Fr,TRDSP,1.0,0.0,0.0,1,vk,
619,,A8114,charred,19_0014_0011,-,19_0014,Sa/Fr,CHALB,1.0,0.0,0.0,1,vk,
620,,A8114,charred,19_0014_0011,-,19_0014,Sa/Fr,FABAC,1.0,0.0,0.0,1,vk,
621,,A8114,charred,19_0014_0011,-,19_0014,Sa/Fr,GALAS,3.0,0.0,0.0,3,vk,
622,,A8114,charred,19_0014_0011,-,19_0014,Sa/Fr,HODIV,12.0,0.0,0.0,12,vk,
623,,A8114,charred,19_0014_0011,-,19_0014,Spi,HODIV,1.0,0.0,0.0,1,vk,
624,,A8114,charred,19_0014_0011,-,19_0014,Sa/Fr,POLAP,1.0,0.0,0.0,1,vk,
625,,A8114,charred,19_0014_0011,-,19_0014,Sa/Fr,POLCO,1.0,0.0,0.0,1,vk,
626,,A8114,charred,19_0014_0011,-,19_0014,Sa/Fr,STMES,1.0,0.0,0.0,1,vk,
627,,A8114,charred,19_0014_0011,-,19_0014,Sa/Fr,TRDSP,1.0,0.0,0.0,1,vk,
628,,A8142,charred,19_0014_0026,-,19_0014,Sa/Fr,CATRI,1.0,0.0,0.0,1,vk,
629,,A8142,charred,19_0014_0026,-,19_0014,Sa/Fr,CEREA,4.0,0.0,0.0,4,vk,
630,,A8142,charred,19_0014_0026,-,19_0014,Sa/Fr,CHALB,14.0,0.0,0.0,14,vk,
631,,A8142,charred,19_0014_0026,-,19_0014,Sa/Fr,GALAS,1.0,0.0,0.0,1,vk,
632,,A8142,charred,19_0014_0026,-,19_0014,Sa/Fr,HODVS,4.0,0.0,0.0,4,vk,
633,,A8142,charred,19_0014_0026,-,19_0014,Sa/Fr,POAVI,1.0,0.0,0.0,1,vk,
634,,A8142,charred,19_0014_0026,-,19_0014,Sa/Fr,POLAP,3.0,0.0,0.0,3,vk,
635,,A8142,charred,19_0014_0026,-,19_0014,Sa/Fr,STMES,4.0,0.0,0.0,4,vk,
636,,A8178,charred,19_0014_0031,-,19_0014,Sa/Fr,CEREA,8.0,0.0,0.0,8,vk,
637,,A8178,charred,19_0014_0031,-,19_0014,Sa/Fr,CHALB,4.0,0.0,0.0,4,vk,
638,,A8189,charred,19_0014_0012,-,19_0014,Sa/Fr,CHALB,4.0,0.0,0.0,4,vk,
639,,A8189,charred,19_0014_0012,-,19_0014,Sa/Fr,RUCRI,1.0,0.0,0.0,1,vk,
640,,A8189,charred,19_0014_0012,-,19_0014,Sa/Fr,RUME,1.0,0.0,0.0,1,vk,
641,,A8234,charred,19_0014_0010,-,19_0014,Sa/Fr,CEREA,4.0,0.0,0.0,4,vk,
642,,A8234,charred,19_0014_0010,-,19_0014,Sa/Fr,CHALB,2.0,0.0,0.0,2,vk,
643,,A8234,charred,19_0014_0010,-,19_0014,Sa/Fr,RUCRI,1.0,0.0,0.0,1,vk,
644,,A8234,charred,19_0014_0010,A,19_0014,Sa/Fr,TRDSP,1.0,0.0,0.0,1,vk,
645,,A9000,charred,19_0014_0027,-,19_0014,Sa/Fr,CEREA,10.0,0.0,0.0,10,vk,
646,,A9000,charred,19_0014_0027,-,19_0014,Sa/Fr,CHALB,5.0,0.0,0.0,5,vk,
647,,A9000,charred,19_0014_0027,-,19_0014,Sa/Fr,GALAS,1.0,0.0,0.0,1,vk,
648,,A9000,charred,19_0014_0027,-,19_0014,Sa/Fr,HODIV,6.0,0.0,0.0,6,vk,
649,,A9000,charred,19_0014_0027,-,19_0014,Sa/Fr,POLAP,1.0,0.0,0.0,1,vk,
650,,A9052,charred,19_0014_0028,-,19_0014,Sa/Fr,CEREA,8.0,0.0,0.0,8,vk,
651,,A9052,charred,19_0014_0028,-,19_0014,Sa/Fr,CHALB,9.0,0.0,0.0,9,vk,
652,,A9052,charred,19_0014_0028,-,19_0014,Sa/Fr,COAVE,1.0,0.0,0.0,1,vk,
653,,A9052,charred,19_0014_0028,-,19_0014,Sa/Fr,GALAS,1.0,0.0,0.0,1,vk,
654,,A9052,charred,19_0014_0028,-,19_0014,Sa/Fr,HODVS,3.0,0.0,0.0,3,vk,
655,,A9052,charred,19_0014_0028,-,19_0014,Sa/Fr,RANU,1.0,0.0,0.0,1,vk,
656,,A9052,charred,19_0014_0028,-,19_0014,Sa/Fr,STMES,7.0,0.0,0.0,7,vk,
657,,A9075,charred,19_0014_0003,-,19_0014,Sa/Fr,AVSAT,2.0,0.0,0.0,2,vk,
658,,A9075,charred,19_0014_0003,-,19_0014,Sa/Fr,CEREA,3.0,0.0,0.0,3,vk,
659,,A9075,charred,19_0014_0003,-,19_0014,Sa/Fr,GAIS,11.0,0.0,0.0,11,vk,
660,,A9075,charred,19_0014_0003,-,19_0014,Sa/Fr,GALAS,34.0,0.0,0.0,34,vk,
661,,A9075,charred,19_0014_0003,-,19_0014,Sa/Fr,HODVS,4.0,0.0,0.0,4,vk,
662,,A9075,charred,19_0014_0003,-,19_0014,Sa/Fr,INDET,4.0,0.0,0.0,4,vk,
663,,A9075,charred,19_0014_0003,-,19_0014,Sa/Fr,POACE,5.0,0.0,0.0,5,vk,
664,,A9075,charred,19_0014_0003,-,19_0014,Sa/Fr,POLAP,22.0,0.0,0.0,22,vk,
665,,A9075,charred,19_0014_0003,-,19_0014,Sa/Fr,RUMAC,2.0,0.0,0.0,2,vk,
666,,A9075,charred,19_0014_0003,-,19_0014,Sa/Fr,SPARV,25.0,0.0,0.0,25,vk,
667,,A9075,charred,19_0014_0003,-,19_0014,Sa/Fr,STMES,50.0,0.0,0.0,50,vk,
668,,A9075,charred,19_0014_0003,-,19_0014,Sa/Fr,THARV,1.0,0.0,0.0,1,vk,
669,,A9111,charred,19_0014_0001,-,19_0014,Sa/Fr,CEREA,6.0,0.0,0.0,6,vk,
670,,A9111,charred,19_0014_0001,-,19_0014,Sa/Fr,COAVE,1.0,0.0,0.0,1,vk,
671,,A9111,charred,19_0014_0001,-,19_0014,Sa/Fr,GALAS,2.0,0.0,0.0,2,vk,
672,,A9111,charred,19_0014_0001,-,19_0014,Sa/Fr,HODIV,2.0,0.0,0.0,2,vk,
673,,A9111,charred,19_0014_0001,-,19_0014,Sa/Fr,INDET,4.0,0.0,0.0,4,vk,
674,,A9111,charred,19_0014_0001,-,19_0014,Sa/Fr,POLAP,1.0,0.0,0.0,1,vk,
675,,A9111,charred,19_0014_0001,-,19_0014,Sa/Fr,RANU,2.0,0.0,0.0,2,vk,
676,,A9111,charred,19_0014_0001,-,19_0014,Sa/Fr,SPARV,1.0,0.0,0.0,1,vk,
677,,A9126,charred,19_0014_0004,-,19_0014,Sa/Fr,AVSAT,2.0,0.0,0.0,2,vk,
678,,A9126,charred,19_0014_0004,-,19_0014,Sa/Fr,CEREA,12.0,0.0,0.0,12,vk,
679,,A9126,charred,19_0014_0004,-,19_0014,Sa/Fr,CHALB,23.0,0.0,0.0,23,vk,
680,,A9126,charred,19_0014_0004,-,19_0014,Sa/Fr,GALAS,6.0,0.0,0.0,6,vk,
681,,A9126,charred,19_0014_0004,-,19_0014,Sa/Fr,INDET,4.0,0.0,0.0,4,vk,
682,,A9126,charred,19_0014_0004,-,19_0014,Sa/Fr,POLAP,11.0,0.0,0.0,11,vk,
683,,A9126,charred,19_0014_0004,-,19_0014,Sa/Fr,RUCRI,5.0,0.0,0.0,5,vk,
684,,A9126,charred,19_0014_0004,-,19_0014,Sa/Fr,RUMAC,1.0,0.0,0.0,1,vk,
685,,A9126,charred,19_0014_0004,-,19_0014,Sa/Fr,SPARV,4.0,0.0,0.0,4,vk,
686,,A9126,charred,19_0014_0004,-,19_0014,Sa/Fr,STMES,14.0,0.0,0.0,14,vk,
687,,A9199,charred,19_0014_0006,-,19_0014,Sa/Fr,BROM,1.0,0.0,0.0,1,vk,
688,,A9199,charred,19_0014_0006,-,19_0014,Sa/Fr,CAMSA,1.0,0.0,0.0,1,vk,
689,,A9199,charred,19_0014_0006,-,19_0014,Sa/Fr,CATRI,2.0,0.0,0.0,2,vk,
690,,A9199,charred,19_0014_0006,-,19_0014,Sa/Fr,CEREA,6.0,0.0,0.0,6,vk,
691,,A9199,charred,19_0014_0006,-,19_0014,Sa/Fr,CHALB,3.0,0.0,0.0,3,vk,
692,,A9199,charred,19_0014_0006,-,19_0014,Sa/Fr,EUHEL,2.0,0.0,0.0,2,vk,
693,,A9199,charred,19_0014_0006,-,19_0014,Sa/Fr,POLAP,2.0,0.0,0.0,2,vk,
694,,A957,charred,19_0014_0064,-,19_0014,Sa/Fr,CEREA,1.0,0.0,0.0,1,vk,
695,,A957,charred,19_0014_0064,-,19_0014,Sa/Fr,CHALB,4.0,0.0,0.0,4,vk,
696,,A957,charred,19_0014_0064,-,19_0014,Sa/Fr,GAAPA,1.0,0.0,0.0,1,vk,
697,,A957,charred,19_0014_0064,-,19_0014,Sa/Fr,INDET,1.0,0.0,0.0,1,vk,
698,,A957,charred,19_0014_0064,-,19_0014,Sa/Fr,POAVI,1.0,0.0,0.0,1,vk,
699,,A957,charred,19_0014_0064,-,19_0014,Sa/Fr,RANU,2.0,0.0,0.0,2,vk,
700,,A957,charred,19_0014_0064,-,19_0014,Sa/Fr,SPARV,1.0,0.0,0.0,1,vk,
701,,A957,charred,19_0014_0064,-,19_0014,Sa/Fr,STMES,1.0,0.0,0.0,1,vk,
702,,A973,charred,19_0014_0065,-,19_0014,Sa/Fr,AVSAT,4.0,0.0,0.0,4,vk,
703,,A973,charred,19_0014_0065,-,19_0014,Sa/Fr,CEREA,15.0,0.0,0.0,15,vk,
704,,A973,charred,19_0014_0065,-,19_0014,Sa/Fr,CHALB,3.0,0.0,0.0,3,vk,
705,,A973,charred,19_0014_0065,-,19_0014,Sa/Fr,GAAPA,1.0,0.0,0.0,1,vk,
706,,A973,charred,19_0014_0065,-,19_0014,Sa/Fr,GASPU,1.0,0.0,0.0,1,vk,
707,,A973,charred,19_0014_0065,-,19_0014,Sa/Fr,HODVN,1.0,0.0,0.0,1,vk,
708,,A973,charred,19_0014_0065,-,19_0014,Sa/Fr,HODVS,4.0,0.0,0.0,4,vk,
709,,A973,charred,19_0014_0065,-,19_0014,Sa/Fr,SPARV,1.0,0.0,0.0,1,vk,
710,,A973,charred,19_0014_0065,-,19_0014,Sa/Fr,STMES,7.0,0.0,0.0,7,vk,
711,,A9847,charred,19_0014_0002,-,19_0014,Sa/Fr,CEREA,8.0,0.0,0.0,8,vk,
712,,A9847,charred,19_0014_0002,-,19_0014,Sa/Fr,GALAS,1.0,0.0,0.0,1,vk,
713,,A9847,charred,19_0014_0002,-,19_0014,Sa/Fr,HODIV,3.0,0.0,0.0,3,vk,
714,,A9847,charred,19_0014_0002,-,19_0014,Sa/Fr,INDET,3.0,0.0,0.0,3,vk,
715,,A9847,charred,19_0014_0002,-,19_0014,Sa/Fr,POLAP,2.0,0.0,0.0,2,vk,
716,,A9847,charred,19_0014_0002,-,19_0014,Sa/Fr,RUCRI,1.0,0.0,0.0,1,vk,
717,,A9847,charred,19_0014_0002,-,19_0014,Sa/Fr,STMES,2.0,0.0,0.0,2,vk,
718,,11200,waterlogged,22_0005_0001,-,22_0005,Sa/Fr,ATRI,1.0,0.0,0.0,1,sf,
719,,11200,waterlogged,22_0005_0001,-,22_0005,Sa/Fr,CHEN,1.0,0.0,0.0,1,sf,
720,,11200,waterlogged,22_0005_0001,-,22_0005,Sa/Fr,INDET,6.0,0.0,0.0,6,sf,
721,,11200,waterlogged,22_0005_0001,-,22_0005,Sa/Fr,PHLE,1.0,0.0,0.0,1,sf,
722,,11200,waterlogged,22_0005_0001,-,22_0005,Sa/Fr,POAVI,5.0,0.0,0.0,5,sf,
723,,11200,waterlogged,22_0005_0001,-,22_0005,Sa/Fr,RUMAC,1.0,0.0,0.0,1,sf,
724,,11200,waterlogged,22_0005_0001,-,22_0005,Sa/Fr,SILE,1.0,0.0,0.0,1,sf,
725,,11200,charred,22_0005_0001,-,22_0005,Sa/Fr,STMES,1.0,0.0,0.0,1,vk,
726,,11201,waterlogged,22_0005_0002,-,22_0005,Sa/Fr,COAVE,1.0,0.0,0.0,1,sf,
727,,11201,waterlogged,22_0005_0002,-,22_0005,Sa/Fr,INDET,1.0,0.0,0.0,1,sf,
728,,11201,waterlogged,22_0005_0002,-,22_0005,Sa/Fr,RUIDA,1.0,0.0,0.0,1,sf,
729,,11221,waterlogged,22_0005_0003,-,22_0005,Sa/Fr,CABIC,2.0,0.0,0.0,2,sf,
730,,11221,waterlogged,22_0005_0003,-,22_0005,Sa/Fr,CHEN,8.0,0.0,0.0,8,sf,
731,,11221,waterlogged,22_0005_0003,-,22_0005,Sa/Fr,COAVE,2.0,0.0,0.0,2,sf,
732,,11221,waterlogged,22_0005_0003,-,22_0005,Sa/Fr,INDET,1.0,0.0,0.0,1,sf,
733,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,AECYN,1.0,0.0,0.0,1,sf,
734,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,ALGLU,1.0,0.0,0.0,1,sf,
735,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,ARCMI,1.0,0.0,0.0,1,sf,
736,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,ASTER,8.0,0.0,0.0,8,sf,
737,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,AVSAT,34.0,0.0,0.0,34,sf,
738,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,BRSEC,4.0,0.0,0.0,4,sf,
739,,12026,waterlogged,22_0005_0004,-,22_0005,Sa/Fr,CABIC,160.0,0.0,0.0,160,sf,
