system_id,result_id,Befu,PCODE,ProbNr,ProjektNr,RTyp,SumFAnzahl,SumFFrag,SumFGewicht,SumPflR,Zust,cf,geschätzt,method_indicator,method_type
6774,,US 6773,LOLI,Isw 2013/7,Iswid,Sa/Fr,1.0,,,1,mi,-,,,"ORG0,5"
6775,,US 6773,LOTEM,Isw 2013/7,Iswid,Sa/Fr,73.0,,,73,vk,A,,,"ORG0,5"
6776,,US 6773,PHAL,Isw 2013/7,Iswid,Sa/Fr,1.0,,,1,mi,-,,,"ORG0,5"
6777,,US 6773,Phami,Isw 2013/7,Iswid,Sa/Fr,36.0,,,36,vk,A,,,"ORG0,5"
6778,,US 6773,PISAT,Isw 2013/7,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6779,,US 6773,POACE,Isw 2013/7,Iswid,Veget,,30.0,,30,mi,-,,,"ORG0,5"
6780,,US 6773,POACE,Isw 2013/7,Iswid,Veget,,10.0,,10,vk,-,X,,"ORG0,5"
6781,,US 6773,POLPE,Isw 2013/7,Iswid,Sa/Fr,4.0,,,4,vk,-,,,"ORG0,5"
6782,,US 6773,Polypo,Isw 2013/7,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6783,,US 6773,PULI,Isw 2013/7,Iswid,Sa/Fr,3.0,,,3,vk,-,,,"ORG0,5"
6784,,US 6773,RUME,Isw 2013/7,Iswid,Sa/Fr,23.0,,,23,vk,-,,,"ORG0,5"
6785,,US 6773,TRDIC,Isw 2013/7,Iswid,HSB,38.0,,,38,vk,-,,,"ORG0,5"
6786,,US 6773,TRDIC,Isw 2013/7,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6787,,US 6773,TRIF,Isw 2013/7,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6788,,US 6773,VICKF,Isw 2013/7,Iswid,Sa/Fr,14.0,,,14,vk,-,,,"ORG0,5"
6789,,US 6803,ARNE,Isw 2013/10,Iswid,Veget,,2.0,,2,vk,-,X,,"ORG0,5"
6790,,US 6803,ASTER,Isw 2013/10,Iswid,Blü,1.0,,,1,vk,-,,,"ORG0,5"
6791,,US 6803,ASTER,Isw 2013/10,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6792,,US 6803,BOLB,Isw 2013/10,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6793,,US 6803,CEREA,Isw 2013/10,Iswid,Gr,,1000.0,,1000,mi,-,X,,"ORG0,5"
6794,,US 6803,CEREA,Isw 2013/10,Iswid,Sa/Fr,4.0,,,4,vk,-,,,"ORG0,5"
6795,,US 6803,CHENO,Isw 2013/10,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6796,,US 6803,CYPER,Isw 2013/10,Iswid,Veget,,3.0,,3,vk,-,,,"ORG0,5"
6797,,US 6803,ECHSE,Isw 2013/10,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6798,,US 6803,FABAC,Isw 2013/10,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6799,,US 6803,Ficus,Isw 2013/10,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6800,,US 6803,HELE,Isw 2013/10,Iswid,Sa/Fr,28.0,,,28,mi,-,,,"ORG0,5"
6801,,US 6803,HORD,Isw 2013/10,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6802,,US 6803,HOVUL,Isw 2013/10,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6803,,US 6803,HOVUL,Isw 2013/10,Iswid,Spi,7.0,,,7,vk,-,,,"ORG0,5"
6804,,US 6803,INDET,Isw 2013/10,Iswid,Fisch,1.0,,,1,vk,-,X,,"ORG0,5"
6805,,US 6803,INDET,Isw 2013/10,Iswid,Knoz,1.0,,,1,vk,-,X,,"ORG0,5"
6806,,US 6803,INDET,Isw 2013/10,Iswid,Sa/Fr,3.0,,,3,vk,-,,,"ORG0,5"
6807,,US 6803,INDET,Isw 2013/10,Iswid,Veget,,6.0,,6,vk,-,,,"ORG0,5"
6808,,US 6803,ISOL,Isw 2013/10,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6809,,US 6803,LOTEM,Isw 2013/10,Iswid,Sa/Fr,8.0,,,8,vk,A,,,"ORG0,5"
6810,,US 6803,MEDTR,Isw 2013/10,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6811,,US 6803,Phami,Isw 2013/10,Iswid,Sa/Fr,34.0,,,34,vk,A,,,"ORG0,5"
6812,,US 6803,PHRA,Isw 2013/10,Iswid,Veget,,4.0,,4,vk,-,,,"ORG0,5"
6813,,US 6803,PISAT,Isw 2013/10,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6814,,US 6803,POACE,Isw 2013/10,Iswid,Veget,,11.0,,11,vk,-,,,"ORG0,5"
6815,,US 6803,POLPE,Isw 2013/10,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6816,,US 6803,PULI,Isw 2013/10,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6817,,US 6803,RUME,Isw 2013/10,Iswid,Sa/Fr,35.0,,,35,vk,-,,,"ORG0,5"
6818,,US 6803,SETA,Isw 2013/10,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6819,,US 6803,SHER,Isw 2013/10,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6820,,US 6803,TAMA,Isw 2013/10,Iswid,Zwei,,4.0,,4,vk,-,,,"ORG0,5"
6821,,US 6803,TRDIC,Isw 2013/10,Iswid,HSB,23.0,,,23,vk,-,,,"ORG0,5"
6822,,US 6803,TRIF,Isw 2013/10,Iswid,Sa/Fr,3.0,,,3,vk,-,,,"ORG0,5"
6823,,US 6810,ACAC,Isw 2013/5,Iswid,Sho,3.0,,,3,vk,-,,,"ORG0,5"
6824,,US 6810,Aelur,Isw 2013/5,Iswid,Sa/Fr,4.0,,,4,vk,-,,,"ORG0,5"
6825,,US 6810,BOLB,Isw 2013/5,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6826,,US 6810,CARE,Isw 2013/5,Iswid,Sa/Fr,1.0,,,1,vk,G,,,"ORG0,5"
6827,,US 6810,CEREA,Isw 2013/5,Iswid,Gr,,1000.0,,1000,mi,-,X,,"ORG0,5"
6828,,US 6810,CEREA,Isw 2013/5,Iswid,Sa/Fr,7.0,,,7,vk,-,,,"ORG0,5"
6829,,US 6810,ECHSE,Isw 2013/5,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6830,,US 6810,FABAK,Isw 2013/5,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6831,,US 6810,Ficus,Isw 2013/5,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6832,,US 6810,HELE,Isw 2013/5,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6833,,US 6810,HOVUL,Isw 2013/5,Iswid,Spi,4.0,,,4,vk,-,,,"ORG0,5"
6834,,US 6810,INDET,Isw 2013/5,Iswid,Kopr,,100.0,,100,mi,-,,,"ORG0,5"
6835,,US 6810,INDET,Isw 2013/5,Iswid,Veget,,1000.0,,1000,mi,-,X,,"ORG0,5"
6836,,US 6810,LIUSI,Isw 2013/5,Iswid,Sa/Fr,,1.0,,1,vk,A,,,"ORG0,5"
6837,,US 6810,LOTEM,Isw 2013/5,Iswid,Sa/Fr,73.0,,,73,vk,A,,,"ORG0,5"
6838,,US 6810,PANIC,Isw 2013/5,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6839,,US 6810,Phami,Isw 2013/5,Iswid,Sa/Fr,10.0,,,10,vk,A,,,"ORG0,5"
6840,,US 6810,PISAT,Isw 2013/5,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6841,,US 6810,POLPE,Isw 2013/5,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6842,,US 6810,PULI,Isw 2013/5,Iswid,Frust,3.0,,,3,vk,G,,,"ORG0,5"
6843,,US 6810,RUME,Isw 2013/5,Iswid,Sa/Fr,7.0,,,7,vk,-,,,"ORG0,5"
6844,,US 6810,TAMA,Isw 2013/5,Iswid,Sho,14.0,,,14,vk,-,,,"ORG0,5"
6845,,US 6810,TRDIC,Isw 2013/5,Iswid,HSB,5.0,,,5,vk,-,,,"ORG0,5"
6846,,US 6827,ANGMO,Isw 2013/2,Iswid,Rhi,,4.0,,4,vk,-,,,"ORG0,5"
6847,,US 6827,CEREA,Isw 2013/2,Iswid,Gr,,1000.0,,1000,mi,-,X,,"ORG0,5"
6848,,US 6827,CEREA,Isw 2013/2,Iswid,Sa/Fr,8.0,,,8,vk,-,,,"ORG0,5"
6849,,US 6827,CYPER,Isw 2013/2,Iswid,Veget,,3.0,,3,vk,-,,,"ORG0,5"
6850,,US 6827,FABAC,Isw 2013/2,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6851,,US 6827,HELE,Isw 2013/2,Iswid,Sa/Fr,3.0,,,3,mi,-,,,"ORG0,5"
6852,,US 6827,HOVUL,Isw 2013/2,Iswid,Sa/Fr,5.0,,,5,vk,-,,,"ORG0,5"
6853,,US 6827,HOVUL,Isw 2013/2,Iswid,Spi,1.0,,,1,vk,-,,,"ORG0,5"
6854,,US 6827,INDET,Isw 2013/2,Iswid,Kopr,,10.0,,10,mi,-,X,,"ORG0,5"
6855,,US 6827,INDET,Isw 2013/2,Iswid,Veget,,100.0,,100,mi,-,X,,"ORG0,5"
6856,,US 6827,LOTEM,Isw 2013/2,Iswid,Sa/Fr,13.0,,,13,vk,A,,,"ORG0,5"
6857,,US 6827,PANIC,Isw 2013/2,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6858,,US 6827,Phami,Isw 2013/2,Iswid,Sa/Fr,7.0,,,7,vk,A,,,"ORG0,5"
6859,,US 6827,PHRA,Isw 2013/2,Iswid,Veget,,14.0,,14,vk,-,,,"ORG0,5"
6860,,US 6827,POACE,Isw 2013/2,Iswid,Veget,,30.0,,30,vk,-,X,,"ORG0,5"
6861,,US 6827,PULI,Isw 2013/2,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6862,,US 6827,RUME,Isw 2013/2,Iswid,Sa/Fr,7.0,,,7,vk,-,,,"ORG0,5"
6863,,US 6827,TRDIC,Isw 2013/2,Iswid,HSB,19.0,,,19,vk,-,,,"ORG0,5"
6864,,US 6827,TRDIC,Isw 2013/2,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6865,,US 6827,VICKF,Isw 2013/2,Iswid,Sa/Fr,4.0,,,4,vk,-,,,"ORG0,5"
6866,,US 6854,ANGMO,Isw 2013/4,Iswid,Rhi,,1.0,,1,vk,-,,,"ORG0,5"
6867,,US 6854,ANGMO,Isw 2013/4,Iswid,Veget,,11.0,,11,vk,-,X,,"ORG0,5"
6868,,US 6854,CEREA,Isw 2013/4,Iswid,Sa/Fr,4.0,,,4,vk,-,,,"ORG0,5"
6869,,US 6854,FABAK,Isw 2013/4,Iswid,Sa/Fr,6.0,,,6,vk,-,,,"ORG0,5"
6870,,US 6854,HELE,Isw 2013/4,Iswid,Sa/Fr,1.0,,,1,mi,-,,,"ORG0,5"
6871,,US 6854,HOVUL,Isw 2013/4,Iswid,Rac,2.0,,,2,vk,-,,,"ORG0,5"
6872,,US 6854,HOVUL,Isw 2013/4,Iswid,Sa/Fr,8.0,,,8,vk,-,,,"ORG0,5"
6873,,US 6854,LahVi,Isw 2013/4,Iswid,Sa/Fr,3.0,,,3,vk,-,,,"ORG0,5"
6874,,US 6854,LOTEM,Isw 2013/4,Iswid,Sa/Fr,5.0,,,5,vk,A,,,"ORG0,5"
6875,,US 6854,PHRA,Isw 2013/4,Iswid,Veget,,4.0,,4,vk,-,X,,"ORG0,5"
6876,,US 6854,POACE,Isw 2013/4,Iswid,Veget,,2.0,,2,vk,-,,,"ORG0,5"
6877,,US 6854,RUME,Isw 2013/4,Iswid,Sa/Fr,4.0,,,4,vk,-,,,"ORG0,5"
6878,,US 6854,TRDIC,Isw 2013/4,Iswid,HSB,5.0,,,5,vk,-,,,"ORG0,5"
6879,,US 6863,CEREA,Isw 2013/12,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6880,,US 6863,CYPER,Isw 2013/12,Iswid,Veget,2.0,,,2,vk,-,,,"ORG0,5"
6881,,US 6863,FABAC,Isw 2013/12,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6882,,US 6863,LINU,Isw 2013/12,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6883,,US 6863,LOLI,Isw 2013/12,Iswid,Sa/Fr,6.0,,,6,vk,-,,,"ORG0,5"
6884,,US 6863,PHAL,Isw 2013/12,Iswid,Sa/Fr,3.0,,,3,vk,-,,,"ORG0,5"
6885,,US 6863,POACE,Isw 2013/12,Iswid,Veget,1.0,,,1,vk,-,,,"ORG0,5"
6886,,US 6863,POGO,Isw 2013/12,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6887,,US 6863,Rucrden,Isw 2013/12,Iswid,Sa/Fr,49.0,,,49,vk,-,,,"ORG0,5"
6888,,US 6863,TAMA,Isw 2013/12,Iswid,Zwei,,6.0,,6,vk,-,,,"ORG0,5"
6889,,US 6863,TRMOD,Isw 2013/12,Iswid,HSB,6.0,,,6,vk,-,,,"ORG0,5"
6890,,US 6863,VICI,Isw 2013/12,Iswid,Sa/Fr,3.0,,,3,vk,-,,,"ORG0,5"
6891,,US 6875,ACAC,Isw 2013/14,Iswid,Ho,,3.0,,3,vk,-,,,"ORG0,5"
6892,,US 6875,ANGMO,Isw 2013/14,Iswid,Rhi,,5.0,,5,vk,-,X,,"ORG0,5"
6893,,US 6875,CEREA,Isw 2013/14,Iswid,Gr,,100.0,,100,mi,-,X,,"ORG0,5"
6894,,US 6875,CEREA,Isw 2013/14,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6895,,US 6875,CYPE,Isw 2013/14,Iswid,Rhi,9.0,,,9,vk,-,,,"ORG0,5"
6896,,US 6875,CYPER,Isw 2013/14,Iswid,Sa/Fr,6.0,,,6,vk,-,,,"ORG0,5"
6897,,US 6875,CYPER,Isw 2013/14,Iswid,Veget,,8.0,,8,vk,-,,,"ORG0,5"
6898,,US 6875,HELE,Isw 2013/14,Iswid,Sa/Fr,7.0,,,7,mi,-,,,"ORG0,5"
6899,,US 6875,HOVUL,Isw 2013/14,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6900,,US 6875,INDET,Isw 2013/14,Iswid,Ho,,3.0,,3,vk,-,,,"ORG0,5"
6901,,US 6875,INDET,Isw 2013/14,Iswid,Kopr,,100.0,,100,vk,-,X,,"ORG0,5"
6902,,US 6875,INDET,Isw 2013/14,Iswid,sonst,,15.0,,15,mi,-,,,"ORG0,5"
6903,,US 6875,INDET,Isw 2013/14,Iswid,Veget,,17.0,,17,vk,-,,,"ORG0,5"
6904,,US 6875,ISOL,Isw 2013/14,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6905,,US 6875,JUNC,Isw 2013/14,Iswid,Veget,,1.0,,1,vk,G,,,"ORG0,5"
6906,,US 6875,LOTEM,Isw 2013/14,Iswid,Sa/Fr,3.0,,,3,vk,A,,,"ORG0,5"
6907,,US 6875,Phami,Isw 2013/14,Iswid,Sa/Fr,2.0,,,2,vk,A,,,"ORG0,5"
6908,,US 6875,POACE,Isw 2013/14,Iswid,Veget,,5.0,,5,vk,-,,,"ORG0,5"
6909,,US 6875,POLPE,Isw 2013/14,Iswid,Sa/Fr,8.0,,,8,vk,-,,,"ORG0,5"
6910,,US 6875,RUME,Isw 2013/14,Iswid,Sa/Fr,4.0,,,4,vk,-,,,"ORG0,5"
6911,,US 6875,TAMA,Isw 2013/14,Iswid,Ho,,2.0,,2,vk,-,,,"ORG0,5"
6912,,US 6875,TAMA,Isw 2013/14,Iswid,Zwei,,5.0,,5,vk,-,,,"ORG0,5"
6913,,US 6875,TRDIC,Isw 2013/14,Iswid,HSB,5.0,,,5,vk,-,,,"ORG0,5"
6914,,US 9036,ANGMO,Isw 2013/3,Iswid,Rhi,,2.0,,2,vk,-,,,"ORG0,5"
6915,,US 9036,Anpse,Isw 2013/3,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6916,,US 9036,ASTER,Isw 2013/3,Iswid,Sa/Fr,4.0,,,4,vk,-,,,"ORG0,5"
6917,,US 9036,CEREA,Isw 2013/3,Iswid,Sa/Fr,4.0,,,4,vk,-,,,"ORG0,5"
6918,,US 9036,CHENO,Isw 2013/3,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6919,,US 9036,CYPER,Isw 2013/3,Iswid,Sa/Fr,3.0,,,3,vk,-,,,"ORG0,5"
6920,,US 9036,CYPER,Isw 2013/3,Iswid,Veget,2.0,,,2,vk,-,,,"ORG0,5"
6921,,US 9036,HELE,Isw 2013/3,Iswid,Sa/Fr,1.0,,,1,mi,-,,,"ORG0,5"
6922,,US 9036,HOVUL,Isw 2013/3,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6923,,US 9036,HOVUL,Isw 2013/3,Iswid,Spi,1.0,,,1,vk,-,,,"ORG0,5"
6924,,US 9036,ISOL,Isw 2013/3,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6925,,US 9036,LOTEM,Isw 2013/3,Iswid,Sa/Fr,7.0,,,7,vk,A,,,"ORG0,5"
6926,,US 9036,Phami,Isw 2013/3,Iswid,Sa/Fr,6.0,,,6,vk,-,,,"ORG0,5"
6927,,US 9036,PHRA,Isw 2013/3,Iswid,Veget,4.0,,,4,vk,G,,,"ORG0,5"
6928,,US 9036,POACE,Isw 2013/3,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6929,,US 9036,POLPE,Isw 2013/3,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6930,,US 9036,PORT,Isw 2013/3,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6931,,US 9036,PULI,Isw 2013/3,Iswid,Sa/Fr,2.0,,,2,vk,G,,,"ORG0,5"
6932,,US 9036,RUME,Isw 2013/3,Iswid,Sa/Fr,6.0,,,6,vk,-,,,"ORG0,5"
6933,,US 9036,TRDIC,Isw 2013/3,Iswid,HSB,19.0,,,19,vk,-,,,"ORG0,5"
6934,,US 9036,TRIF,Isw 2013/3,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6935,,US 9200,ANCOT,Isw 2013/1,Iswid,Sa/Fr,2.0,,,2,vk,A,,,"ORG0,5"
6936,,US 9200,ANGMO,Isw 2013/1,Iswid,Rhi,,1.0,,1,vk,-,X,,"ORG0,5"
6937,,US 9200,Anpse,Isw 2013/1,Iswid,Sa/Fr,2.0,,,2,vk,A,,,"ORG0,5"
6938,,US 9200,BRASS,Isw 2013/1,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6939,,US 9200,CEREA,Isw 2013/1,Iswid,Sa/Fr,3.0,,,3,vk,-,,,"ORG0,5"
6940,,US 9200,CYROT,Isw 2013/1,Iswid,Rhi,,2.0,,2,vk,A,X,,"ORG0,5"
6941,,US 9200,ECHSE,Isw 2013/1,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6942,,US 9200,HELE,Isw 2013/1,Iswid,Sa/Fr,4.0,,,4,mi,-,,,"ORG0,5"
6943,,US 9200,HOVUL,Isw 2013/1,Iswid,Sa/Fr,5.0,,,5,vk,-,,,"ORG0,5"
6944,,US 9200,HOVUS,Isw 2013/1,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6945,,US 9200,INDET,Isw 2013/1,Iswid,Kopr,,10.0,,10,vk,-,X,,"ORG0,5"
6946,,US 9200,INDET,Isw 2013/1,Iswid,Sa/Fr,3.0,,,3,vk,-,,,"ORG0,5"
6947,,US 9200,ISOL,Isw 2013/1,Iswid,Sa/Fr,1.0,,,1,mi,-,,,"ORG0,5"
6948,,US 9200,LIUSI,Isw 2013/1,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6949,,US 9200,LOTEM,Isw 2013/1,Iswid,Sa/Fr,41.0,,,41,vk,A,,,"ORG0,5"
6950,,US 9200,Oryzm,Isw 2013/1,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6951,,US 9200,Phami,Isw 2013/1,Iswid,Sa/Fr,3.0,,,3,vk,-,,,"ORG0,5"
6952,,US 9200,POACE,Isw 2013/1,Iswid,Hano,2.0,,,2,vk,-,,,"ORG0,5"
6953,,US 9200,POACE,Isw 2013/1,Iswid,Veget,,5.0,,5,vk,-,,,"ORG0,5"
6954,,US 9200,RUME,Isw 2013/1,Iswid,Sa/Fr,23.0,,,23,vk,-,,,"ORG0,5"
6955,,US 9200,TRDIC,Isw 2013/1,Iswid,HSB,12.0,,,12,vk,-,,,"ORG0,5"
6956,,US 9200,TRDIC,Isw 2013/1,Iswid,Sa/Fr,4.0,,,4,vk,-,,,"ORG0,5"
6957,,US 9200,TRIF,Isw 2013/1,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6958,,US 9200,VICKF,Isw 2013/1,Iswid,Sa/Fr,9.0,,,9,vk,-,,,"ORG0,5"
6959,,US 9321,ACAC,Isw 2013/6,Iswid,Ho,2.0,,,2,vk,-,,,"ORG0,5"
6960,,US 9321,ASTER,Isw 2013/6,Iswid,Frust,1.0,,,1,vk,-,,,"ORG0,5"
6961,,US 9321,BOLB,Isw 2013/6,Iswid,Sa/Fr,1.0,,,1,vk,G,,,"ORG0,5"
6962,,US 9321,CEREA,Isw 2013/6,Iswid,Sa/Fr,6.0,,,6,vk,-,,,"ORG0,5"
6963,,US 9321,CYPE,Isw 2013/6,Iswid,Veget,,5.0,,5,vk,-,,,"ORG0,5"
6964,,US 9321,CYPER,Isw 2013/6,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6965,,US 9321,Glilot,Isw 2013/6,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6966,,US 9321,HELE,Isw 2013/6,Iswid,Sa/Fr,9.0,,,9,mi,-,,,"ORG0,5"
6967,,US 9321,HELE,Isw 2013/6,Iswid,Sa/Fr,3.0,,,3,vk,-,,,"ORG0,5"
6968,,US 9321,HOVUL,Isw 2013/6,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6969,,US 9321,HOVUL,Isw 2013/6,Iswid,Spi,8.0,,,8,vk,-,,,"ORG0,5"
6970,,US 9321,ISOL,Isw 2013/6,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6971,,US 9321,LAPIV,Isw 2013/6,Iswid,Sa/Fr,4.0,,,4,vk,-,,,"ORG0,5"
6972,,US 9321,LOTEM,Isw 2013/6,Iswid,Sa/Fr,6.0,,,6,vk,A,,,"ORG0,5"
6973,,US 9321,Phami,Isw 2013/6,Iswid,Sa/Fr,18.0,,,18,vk,-,,,"ORG0,5"
6974,,US 9321,PHRA,Isw 2013/6,Iswid,Veget,,2.0,,2,vk,-,,,"ORG0,5"
6975,,US 9321,POACE,Isw 2013/6,Iswid,Hal,,7.0,,7,vk,-,,,"ORG0,5"
6976,,US 9321,POACE,Isw 2013/6,Iswid,Hano,4.0,,,4,vk,-,,,"ORG0,5"
6977,,US 9321,PULI,Isw 2013/6,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6978,,US 9321,RUME,Isw 2013/6,Iswid,Sa/Fr,15.0,,,15,vk,-,,,"ORG0,5"
6979,,US 9321,TAMA,Isw 2013/6,Iswid,Zwei,,6.0,,6,vk,-,,,"ORG0,5"
6980,,US 9321,TRDIC,Isw 2013/6,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6981,,US 9321,TRIF,Isw 2013/6,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
6982,,US 9321,VICKF,Isw 2013/6,Iswid,Sa/Fr,14.0,,,14,vk,-,,,"ORG0,5"
6983,,US 9404_foyer 2093,ANGMO,Isw 2013/17,Iswid,Rhi,,4.0,,4,vk,-,,,"ORG0,5"
6984,,US 9404_foyer 2093,CEREA,Isw 2013/17,Iswid,Gr,,1000.0,,1000,mi,-,X,,"ORG0,5"
6985,,US 9404_foyer 2093,CEREA,Isw 2013/17,Iswid,Sa/Fr,3.0,,,3,vk,-,,,"ORG0,5"
6986,,US 9404_foyer 2093,HELE,Isw 2013/17,Iswid,Sa/Fr,6.0,,,6,vk,-,,,"ORG0,5"
6987,,US 9404_foyer 2093,INDET,Isw 2013/17,Iswid,Kopr,,100.0,,100,mi,-,X,,"ORG0,5"
6988,,US 9404_foyer 2093,INDET,Isw 2013/17,Iswid,Sa/Fr,8.0,,,8,mi,-,,,"ORG0,5"
6989,,US 9404_foyer 2093,INDET,Isw 2013/17,Iswid,sonst,,1000.0,,1000,mi,-,X,,"ORG0,5"
6990,,US 9404_foyer 2093,LahVi,Isw 2013/17,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6991,,US 9404_foyer 2093,LOTEM,Isw 2013/17,Iswid,Sa/Fr,5.0,,,5,vk,A,,,"ORG0,5"
6992,,US 9404_foyer 2093,Phami,Isw 2013/17,Iswid,Sa/Fr,2.0,,,2,vk,A,,,"ORG0,5"
6993,,US 9404_foyer 2093,POACE,Isw 2013/17,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6994,,US 9404_foyer 2093,POACE,Isw 2013/17,Iswid,Veget,,10.0,,10,vk,-,X,,"ORG0,5"
6995,,US 9404_foyer 2093,POLPE,Isw 2013/17,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
6996,,US 9404_foyer 2093,TRDIC,Isw 2013/17,Iswid,HSB,4.0,,,4,vk,-,,,"ORG0,5"
6997,,US 9519,AMVIS,Isw 2013/11,Iswid,Sa/Fr,1.0,,,1,vk,A,,,"ORG0,5"
6998,,US 9519,ANGRA,Isw 2013/11,Iswid,Sa/Fr,1.0,,,1,vk,A,,,"ORG0,5"
6999,,US 9519,Anpse,Isw 2013/11,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
7000,,US 9519,ASTER,Isw 2013/11,Iswid,Sa/Fr,1.0,,,1,vk,-,,,"ORG0,5"
7001,,US 9519,BEERE,Isw 2013/11,Iswid,Sa/Fr,2.0,,,2,vk,G,,,"ORG0,5"
7002,,US 9519,BROM,Isw 2013/11,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
7003,,US 9519,CEREA,Isw 2013/11,Iswid,Gr,,1000.0,,1000,mi,-,X,,"ORG0,5"
7004,,US 9519,CEREA,Isw 2013/11,Iswid,Sa/Fr,15.0,,,15,vk,-,,,"ORG0,5"
7005,,US 9519,CYPER,Isw 2013/11,Iswid,Sa/Fr,2.0,,,2,vk,-,,,"ORG0,5"
7006,,US 9519,CYPER,Isw 2013/11,Iswid,Veget,,1.0,,1,vk,-,,,"ORG0,5"
7007,,US 9519,FABAK,Isw 2013/11,Iswid,Sa/Fr,3.0,,,3,vk,-,,,"ORG0,5"
7008,,US 9519,HELE,Isw 2013/11,Iswid,Sa/Fr,24.0,,,24,vk,-,,,"ORG0,5"
