system_id,result_id,Befu,PCODE,ProbNr,ProjektNr,RTyp,SumFAnzahl,SumFFrag,SumFGewicht,SumPflR,Zust,cf,geschätzt,method_indicator,method_type
5202,,A4115,POLCO,19_0014_0023,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5203,,A4115,RUCRI,19_0014_0023,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5204,,A4115,STMES,19_0014_0023,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5205,,A4365,GASPU,19_0014_0054,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5206,,A5192,CARE,19_0014_0020,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5207,,A5192,CEREA,19_0014_0020,19_0014,Sa/Fr,6.0,0.0,0.0,6,vk,-,,ja,"ORG0,5"
5208,,A5192,CHALB,19_0014_0020,19_0014,Sa/Fr,9.0,0.0,0.0,9,vk,-,,ja,"ORG0,5"
5209,,A5192,GALAS,19_0014_0020,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5210,,A5192,HODIV,19_0014_0020,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5211,,A5192,POLAP,19_0014_0020,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5212,,A5192,TRDSP,19_0014_0020,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5213,,A5213,CATRI,19_0014_0019,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5214,,A5213,CEREA,19_0014_0019,19_0014,Sa/Fr,21.0,0.0,0.0,21,vk,-,,ja,"ORG0,5"
5215,,A5213,CHALB,19_0014_0019,19_0014,Sa/Fr,25.0,0.0,0.0,25,vk,-,,ja,"ORG0,5"
5216,,A5213,COAVE,19_0014_0019,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5217,,A5213,GALAS,19_0014_0019,19_0014,Sa/Fr,4.0,0.0,0.0,4,vk,-,,ja,"ORG0,5"
5218,,A5213,HODIV,19_0014_0019,19_0014,Spi,12.0,0.0,0.0,12,vk,-,,ja,"ORG0,5"
5219,,A5213,HODVN,19_0014_0019,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5220,,A5213,POLAP,19_0014_0019,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5221,,A5213,RANU,19_0014_0019,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5222,,A5213,STMES,19_0014_0019,19_0014,Sa/Fr,17.0,0.0,0.0,17,vk,-,,ja,"ORG0,5"
5223,,A5223,CAMSA,19_0014_0018,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5224,,A5223,CARE,19_0014_0018,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5225,,A5223,CEREA,19_0014_0018,19_0014,Sa/Fr,19.0,0.0,0.0,19,vk,-,,ja,"ORG0,5"
5226,,A5223,CHALB,19_0014_0018,19_0014,Sa/Fr,12.0,0.0,0.0,12,vk,-,,ja,"ORG0,5"
5227,,A5223,GALAS,19_0014_0018,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5228,,A5223,HODVS,19_0014_0018,19_0014,Sa/Fr,12.0,0.0,0.0,12,vk,-,,ja,"ORG0,5"
5229,,A5223,INDET,19_0014_0018,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5230,,A5223,POLAP,19_0014_0018,19_0014,Sa/Fr,9.0,0.0,0.0,9,vk,-,,ja,"ORG0,5"
5231,,A5223,RUMAC,19_0014_0018,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5232,,A5223,STMES,19_0014_0018,19_0014,Sa/Fr,8.0,0.0,0.0,8,vk,-,,ja,"ORG0,5"
5233,,A5223,THARV,19_0014_0018,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5234,,A5254,CEREA,19_0014_0029,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5235,,A5254,CHALB,19_0014_0029,19_0014,Sa/Fr,4.0,0.0,0.0,4,vk,-,,ja,"ORG0,5"
5236,,A5254,GASPU,19_0014_0029,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5237,,A5254,HODIV,19_0014_0029,19_0014,Sa/Fr,4.0,0.0,0.0,4,vk,-,,ja,"ORG0,5"
5238,,A5254,POLCO,19_0014_0029,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5239,,A5282,CEREA,19_0014_0021,19_0014,Sa/Fr,8.0,0.0,0.0,8,vk,-,,ja,"ORG0,5"
5240,,A5282,CHALB,19_0014_0021,19_0014,Sa/Fr,13.0,0.0,0.0,13,vk,-,,ja,"ORG0,5"
5241,,A5282,GALAS,19_0014_0021,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5242,,A5282,HODIV,19_0014_0021,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5243,,A5282,HODVS,19_0014_0021,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5244,,A5282,STMES,19_0014_0021,19_0014,Sa/Fr,5.0,0.0,0.0,5,vk,-,,ja,"ORG0,5"
5245,,A5282,THARV,19_0014_0021,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5246,,A5294,CEREA,19_0014_0022,19_0014,Sa/Fr,5.0,0.0,0.0,5,vk,-,,ja,"ORG0,5"
5247,,A5294,CHALB,19_0014_0022,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5248,,A5294,GALAS,19_0014_0022,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5249,,A5294,HODIV,19_0014_0022,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5250,,A5294,HODVS,19_0014_0022,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5251,,A5294,POLAP,19_0014_0022,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5252,,A5307,GALAS,19_0014_0024,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5253,,A5307,HODIV,19_0014_0024,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5254,,A5307,POLAP,19_0014_0024,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5255,,A5307,STMES,19_0014_0024,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5256,,A5334,CATRI,19_0014_0063,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5257,,A5334,CHALB,19_0014_0063,19_0014,Sa/Fr,5.0,0.0,0.0,5,vk,-,,ja,"ORG0,5"
5258,,A5334,GAIS,19_0014_0063,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5259,,A5334,GASPU,19_0014_0063,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5260,,A5334,HODVS,19_0014_0063,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5261,,A5334,INDET,19_0014_0063,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5262,,A5334,LAPIV,19_0014_0063,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5263,,A5334,POACE,19_0014_0063,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5264,,A5334,POLAP,19_0014_0063,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5265,,A5334,POTE,19_0014_0063,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5266,,A5334,RUMAC,19_0014_0063,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5267,,A5334,STMES,19_0014_0063,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5268,,A6041,CEREA,19_0014_0034,19_0014,Sa/Fr,5.0,0.0,0.0,5,vk,-,,ja,"ORG0,5"
5269,,A6041,CHALB,19_0014_0034,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5270,,A6041,GAIS,19_0014_0034,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5271,,A6041,GASPU,19_0014_0034,19_0014,Sa/Fr,6.0,0.0,0.0,6,vk,-,,ja,"ORG0,5"
5272,,A6041,HODIV,19_0014_0034,19_0014,Sa/Fr,7.0,0.0,0.0,7,vk,-,,ja,"ORG0,5"
5273,,A6041,POLAP,19_0014_0034,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5274,,A6041,POLCO,19_0014_0034,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5275,,A6041,SIDIO,19_0014_0034,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5276,,A6041,SPARV,19_0014_0034,19_0014,Sa/Fr,4.0,0.0,0.0,4,vk,-,,ja,"ORG0,5"
5277,,A6041,STMES,19_0014_0034,19_0014,Sa/Fr,10.0,0.0,0.0,10,vk,-,,ja,"ORG0,5"
5278,,A6041,TRIT,19_0014_0034,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5279,,A6135,CEREA,19_0014_0015,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5280,,A6135,CHALB,19_0014_0015,19_0014,Sa/Fr,5.0,0.0,0.0,5,vk,-,,ja,"ORG0,5"
5281,,A6135,GALAS,19_0014_0015,19_0014,Sa/Fr,6.0,0.0,0.0,6,vk,-,,ja,"ORG0,5"
5282,,A6135,HODVS,19_0014_0015,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5283,,A6135,POLAP,19_0014_0015,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5284,,A6135,RUCRI,19_0014_0015,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5285,,A6135,STMES,19_0014_0015,19_0014,Sa/Fr,8.0,0.0,0.0,8,vk,-,,ja,"ORG0,5"
5286,,A6146,CEREA,19_0014_0033,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5287,,A6146,HODVS,19_0014_0033,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5288,,A6146,LAPIV,19_0014_0033,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5289,,A6146,POLAP,19_0014_0033,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5290,,A6157,CEREA,19_0014_0035,19_0014,Sa/Fr,7.0,0.0,0.0,7,vk,-,,ja,"ORG0,5"
5291,,A6157,CHALB,19_0014_0035,19_0014,Sa/Fr,5.0,0.0,0.0,5,vk,-,,ja,"ORG0,5"
5292,,A6157,GASPU,19_0014_0035,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5293,,A6157,POLAP,19_0014_0035,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5294,,A6157,RANU,19_0014_0035,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5295,,A6157,STMES,19_0014_0035,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5296,,A6178,CARE,19_0014_0017,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5297,,A6178,CEREA,19_0014_0017,19_0014,Sa/Fr,8.0,0.0,0.0,8,vk,-,,ja,"ORG0,5"
5298,,A6178,CHALB,19_0014_0017,19_0014,Sa/Fr,11.0,0.0,0.0,11,vk,-,,ja,"ORG0,5"
5299,,A6178,GALAS,19_0014_0017,19_0014,Sa/Fr,5.0,0.0,0.0,5,vk,-,,ja,"ORG0,5"
5300,,A6178,HODVS,19_0014_0017,19_0014,Sa/Fr,8.0,0.0,0.0,8,vk,-,,ja,"ORG0,5"
5301,,A6178,POLAP,19_0014_0017,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5302,,A6178,STMES,19_0014_0017,19_0014,Sa/Fr,6.0,0.0,0.0,6,vk,-,,ja,"ORG0,5"
5303,,A6194,CEREA,19_0014_0025,19_0014,Sa/Fr,11.0,0.0,0.0,11,vk,-,,ja,"ORG0,5"
5304,,A6194,CHALB,19_0014_0025,19_0014,Sa/Fr,5.0,0.0,0.0,5,vk,-,,ja,"ORG0,5"
5305,,A6194,FABAC,19_0014_0025,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5306,,A6194,GALAS,19_0014_0025,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5307,,A6194,HODVN,19_0014_0025,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5308,,A6194,HODVS,19_0014_0025,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5309,,A6194,TRDSP,19_0014_0025,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5310,,A7199,CEREA,19_0014_0032,19_0014,Sa/Fr,5.0,0.0,0.0,5,vk,-,,ja,"ORG0,5"
5311,,A7199,HODIV,19_0014_0032,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5312,,A7253,CEREA,19_0014_0014,19_0014,Sa/Fr,21.0,0.0,0.0,21,vk,-,,ja,"ORG0,5"
5313,,A7253,CEREA,19_0014_0014,19_0014,Spi,6.0,0.0,0.0,6,vk,-,,ja,"ORG0,5"
5314,,A7253,CHALB,19_0014_0014,19_0014,Sa/Fr,7.0,0.0,0.0,7,vk,-,,ja,"ORG0,5"
5315,,A7253,HODIV,19_0014_0014,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5316,,A7263,CEREA,19_0014_0030,19_0014,Sa/Fr,12.0,0.0,0.0,12,vk,-,,ja,"ORG0,5"
5317,,A7263,CHALB,19_0014_0030,19_0014,Sa/Fr,6.0,0.0,0.0,6,vk,-,,ja,"ORG0,5"
5318,,A7263,GASPU,19_0014_0030,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5319,,A7263,HODVS,19_0014_0030,19_0014,Sa/Fr,8.0,0.0,0.0,8,vk,-,,ja,"ORG0,5"
5320,,A7294,CARE,19_0014_0013,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5321,,A7294,CEREA,19_0014_0013,19_0014,Sa/Fr,8.0,0.0,0.0,8,vk,-,,ja,"ORG0,5"
5322,,A7294,CHALB,19_0014_0013,19_0014,Sa/Fr,15.0,0.0,0.0,15,vk,-,,ja,"ORG0,5"
5323,,A7294,EUHEL,19_0014_0013,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5324,,A7294,FUOFF,19_0014_0013,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5325,,A7294,HODIV,19_0014_0013,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5326,,A7294,HODIV,19_0014_0013,19_0014,Spi,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5327,,A7294,POLAP,19_0014_0013,19_0014,Sa/Fr,4.0,0.0,0.0,4,vk,-,,ja,"ORG0,5"
5328,,A7294,POLCO,19_0014_0013,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5329,,A7294,RANU,19_0014_0013,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5330,,A7294,RUCRI,19_0014_0013,19_0014,Sa/Fr,5.0,0.0,0.0,5,vk,-,,ja,"ORG0,5"
5331,,A7294,STMES,19_0014_0013,19_0014,Sa/Fr,4.0,0.0,0.0,4,vk,-,,ja,"ORG0,5"
5332,,A7294,TRIT,19_0014_0013,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5333,,A7306,CEREA,19_0014_0036,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5334,,A7306,CHALB,19_0014_0036,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5335,,A785,CHALB,19_0014_0043,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5336,,A785,HODIV,19_0014_0043,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5337,,A8079,CEREA,19_0014_0007,19_0014,Sa/Fr,7.0,0.0,0.0,7,vk,-,,ja,"ORG0,5"
5338,,A8079,CHALB,19_0014_0007,19_0014,Sa/Fr,22.0,0.0,0.0,22,vk,-,,ja,"ORG0,5"
5339,,A8079,GALAS,19_0014_0007,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5340,,A8079,HODVS,19_0014_0007,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5341,,A8079,STMES,19_0014_0007,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5342,,A8079,TRDSP,19_0014_0007,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5343,,A8103,CEREA,19_0014_0009,19_0014,Sa/Fr,15.0,0.0,0.0,15,vk,-,,ja,"ORG0,5"
5344,,A8103,CHALB,19_0014_0009,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5345,,A8103,HODVS,19_0014_0009,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5346,,A8103,TRDSP,19_0014_0009,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5347,,A8114,CHALB,19_0014_0011,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5348,,A8114,FABAC,19_0014_0011,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5349,,A8114,GALAS,19_0014_0011,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5350,,A8114,HODIV,19_0014_0011,19_0014,Sa/Fr,12.0,0.0,0.0,12,vk,-,,ja,"ORG0,5"
5351,,A8114,HODIV,19_0014_0011,19_0014,Spi,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5352,,A8114,POLAP,19_0014_0011,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5353,,A8114,POLCO,19_0014_0011,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5354,,A8114,STMES,19_0014_0011,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5355,,A8114,TRDSP,19_0014_0011,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5356,,A8142,CATRI,19_0014_0026,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5357,,A8142,CEREA,19_0014_0026,19_0014,Sa/Fr,4.0,0.0,0.0,4,vk,-,,ja,"ORG0,5"
5358,,A8142,CHALB,19_0014_0026,19_0014,Sa/Fr,14.0,0.0,0.0,14,vk,-,,ja,"ORG0,5"
5359,,A8142,GALAS,19_0014_0026,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5360,,A8142,HODVS,19_0014_0026,19_0014,Sa/Fr,4.0,0.0,0.0,4,vk,-,,ja,"ORG0,5"
5361,,A8142,POAVI,19_0014_0026,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5362,,A8142,POLAP,19_0014_0026,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5363,,A8142,STMES,19_0014_0026,19_0014,Sa/Fr,4.0,0.0,0.0,4,vk,-,,ja,"ORG0,5"
5364,,A8178,CEREA,19_0014_0031,19_0014,Sa/Fr,8.0,0.0,0.0,8,vk,-,,ja,"ORG0,5"
5365,,A8178,CHALB,19_0014_0031,19_0014,Sa/Fr,4.0,0.0,0.0,4,vk,-,,ja,"ORG0,5"
5366,,A8189,CHALB,19_0014_0012,19_0014,Sa/Fr,4.0,0.0,0.0,4,vk,-,,ja,"ORG0,5"
5367,,A8189,RUCRI,19_0014_0012,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5368,,A8189,RUME,19_0014_0012,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5369,,A8234,CEREA,19_0014_0010,19_0014,Sa/Fr,4.0,0.0,0.0,4,vk,-,,ja,"ORG0,5"
5370,,A8234,CHALB,19_0014_0010,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5371,,A8234,RUCRI,19_0014_0010,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5372,,A8234,TRDSP,19_0014_0010,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,A,,ja,"ORG0,5"
5373,,A9000,CEREA,19_0014_0027,19_0014,Sa/Fr,10.0,0.0,0.0,10,vk,-,,ja,"ORG0,5"
5374,,A9000,CHALB,19_0014_0027,19_0014,Sa/Fr,5.0,0.0,0.0,5,vk,-,,ja,"ORG0,5"
5375,,A9000,GALAS,19_0014_0027,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5376,,A9000,HODIV,19_0014_0027,19_0014,Sa/Fr,6.0,0.0,0.0,6,vk,-,,ja,"ORG0,5"
5377,,A9000,POLAP,19_0014_0027,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5378,,A9052,CEREA,19_0014_0028,19_0014,Sa/Fr,8.0,0.0,0.0,8,vk,-,,ja,"ORG0,5"
5379,,A9052,CHALB,19_0014_0028,19_0014,Sa/Fr,9.0,0.0,0.0,9,vk,-,,ja,"ORG0,5"
5380,,A9052,COAVE,19_0014_0028,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5381,,A9052,GALAS,19_0014_0028,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5382,,A9052,HODVS,19_0014_0028,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5383,,A9052,RANU,19_0014_0028,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5384,,A9052,STMES,19_0014_0028,19_0014,Sa/Fr,7.0,0.0,0.0,7,vk,-,,ja,"ORG0,5"
5385,,A9075,AVSAT,19_0014_0003,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5386,,A9075,CEREA,19_0014_0003,19_0014,Sa/Fr,3.0,0.0,0.0,3,vk,-,,ja,"ORG0,5"
5387,,A9075,GAIS,19_0014_0003,19_0014,Sa/Fr,11.0,0.0,0.0,11,vk,-,,ja,"ORG0,5"
5388,,A9075,GALAS,19_0014_0003,19_0014,Sa/Fr,34.0,0.0,0.0,34,vk,-,,ja,"ORG0,5"
5389,,A9075,HODVS,19_0014_0003,19_0014,Sa/Fr,4.0,0.0,0.0,4,vk,-,,ja,"ORG0,5"
5390,,A9075,INDET,19_0014_0003,19_0014,Sa/Fr,4.0,0.0,0.0,4,vk,-,,ja,"ORG0,5"
5391,,A9075,POACE,19_0014_0003,19_0014,Sa/Fr,5.0,0.0,0.0,5,vk,-,,ja,"ORG0,5"
5392,,A9075,POLAP,19_0014_0003,19_0014,Sa/Fr,22.0,0.0,0.0,22,vk,-,,ja,"ORG0,5"
5393,,A9075,RUMAC,19_0014_0003,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5394,,A9075,SPARV,19_0014_0003,19_0014,Sa/Fr,25.0,0.0,0.0,25,vk,-,,ja,"ORG0,5"
5395,,A9075,STMES,19_0014_0003,19_0014,Sa/Fr,50.0,0.0,0.0,50,vk,-,,ja,"ORG0,5"
5396,,A9075,THARV,19_0014_0003,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5397,,A9111,CEREA,19_0014_0001,19_0014,Sa/Fr,6.0,0.0,0.0,6,vk,-,,ja,"ORG0,5"
5398,,A9111,COAVE,19_0014_0001,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5399,,A9111,GALAS,19_0014_0001,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5400,,A9111,HODIV,19_0014_0001,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5401,,A9111,INDET,19_0014_0001,19_0014,Sa/Fr,4.0,0.0,0.0,4,vk,-,,ja,"ORG0,5"
5402,,A9111,POLAP,19_0014_0001,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5403,,A9111,RANU,19_0014_0001,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5404,,A9111,SPARV,19_0014_0001,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
5405,,A9126,AVSAT,19_0014_0004,19_0014,Sa/Fr,2.0,0.0,0.0,2,vk,-,,ja,"ORG0,5"
5406,,A9126,CEREA,19_0014_0004,19_0014,Sa/Fr,12.0,0.0,0.0,12,vk,-,,ja,"ORG0,5"
5407,,A9126,CHALB,19_0014_0004,19_0014,Sa/Fr,23.0,0.0,0.0,23,vk,-,,ja,"ORG0,5"
5408,,A9126,GALAS,19_0014_0004,19_0014,Sa/Fr,6.0,0.0,0.0,6,vk,-,,ja,"ORG0,5"
5409,,A9126,INDET,19_0014_0004,19_0014,Sa/Fr,4.0,0.0,0.0,4,vk,-,,ja,"ORG0,5"
5410,,A9126,POLAP,19_0014_0004,19_0014,Sa/Fr,11.0,0.0,0.0,11,vk,-,,ja,"ORG0,5"
5411,,A9126,RUCRI,19_0014_0004,19_0014,Sa/Fr,5.0,0.0,0.0,5,vk,-,,ja,"ORG0,5"
5412,,A9126,RUMAC,19_0014_0004,19_0014,Sa/Fr,1.0,0.0,0.0,1,vk,-,,ja,"ORG0,5"
