table_name,column_name,data_type,xml_column_name,position,numeric_precision,numeric_scale,character_maximum_length,is_nullable,is_pk,is_fk,fk_table_name,fk_column_name,class_name
tbl_ecocode_definitions,definition,text,definition,4,0,0,0,True,False,False,,,java.lang.String
tbl_ecocode_definitions,ecocode_group_id,integer,ecocodeGroupId,5,32,0,0,True,False,True,tbl_ecocode_groups,ecocode_group_id,TblEcocodeGroups
tbl_ecocode_definitions,name,character varying,name,6,0,0,150,True,False,False,,,java.lang.String
tbl_ecocode_definitions,notes,text,notes,7,0,0,0,True,False,False,,,java.lang.String
tbl_ecocode_definitions,sort_order,smallint,sortOrder,8,16,0,0,True,False,False,,,java.lang.Short
tbl_ecocode_groups,ecocode_group_id,integer,ecocodeGroupId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_ecocode_groups,date_updated,timestamp with time zone,dateUpdated,2,0,0,0,True,False,False,,,java.util.Date
tbl_ecocode_groups,definition,text,definition,3,0,0,0,True,False,False,,,java.lang.String
tbl_ecocode_groups,ecocode_system_id,integer,ecocodeSystemId,4,32,0,0,True,False,True,tbl_ecocode_systems,ecocode_system_id,TblEcocodeSystems
tbl_ecocode_groups,name,character varying,name,5,0,0,200,True,False,False,,,java.lang.String
tbl_ecocode_groups,abbreviation,character varying,abbreviation,6,0,0,255,True,False,False,,,java.lang.String
tbl_ecocode_systems,ecocode_system_id,integer,ecocodeSystemId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_ecocode_systems,biblio_id,integer,biblioId,2,32,0,0,True,False,True,tbl_biblio,biblio_id,TblBiblio
tbl_ecocode_systems,date_updated,timestamp with time zone,dateUpdated,3,0,0,0,True,False,False,,,java.util.Date
tbl_ecocode_systems,definition,text,definition,4,0,0,0,True,False,False,,,java.lang.String
tbl_ecocode_systems,name,character varying,name,5,0,0,50,True,False,False,,,java.lang.String
tbl_ecocode_systems,notes,text,notes,6,0,0,0,True,False,False,,,java.lang.String
tbl_ecocode_systems,ecocode_system_uuid,uuid,ecocodeSystemUuid,7,0,0,0,False,False,False,,,java.util.UUID
tbl_ecocodes,ecocode_id,integer,ecocodeId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_ecocodes,date_updated,timestamp with time zone,dateUpdated,2,0,0,0,True,False,False,,,java.util.Date
tbl_ecocodes,ecocode_definition_id,integer,ecocodeDefinitionId,3,32,0,0,True,False,True,tbl_ecocode_definitions,ecocode_definition_id,TblEcocodeDefinitions
tbl_ecocodes,taxon_id,integer,taxonId,4,32,0,0,True,False,True,tbl_taxa_tree_master,taxon_id,TblTaxaTreeMaster
tbl_feature_properties,feature_property_id,integer,featurePropertyId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_feature_properties,feature_id,integer,featureId,2,32,0,0,False,False,True,tbl_features,feature_id,TblFeatures
tbl_feature_properties,property_type_id,integer,propertyTypeId,3,32,0,0,False,False,True,tbl_property_types,property_type_id,TblPropertyTypes
tbl_feature_properties,property_value,text,propertyValue,4,0,0,0,False,False,False,,,java.lang.String
tbl_feature_types,feature_type_id,integer,featureTypeId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_feature_types,feature_type_name,character varying,featureTypeName,2,0,0,128,True,False,False,,,java.lang.String
tbl_feature_types,feature_type_description,text,featureTypeDescription,3,0,0,0,True,False,False,,,java.lang.String
tbl_feature_types,date_updated,timestamp with time zone,dateUpdated,4,0,0,0,True,False,False,,,java.util.Date
tbl_features,feature_id,integer,featureId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_features,feature_type_id,integer,featureTypeId,2,32,0,0,False,False,True,tbl_feature_types,feature_type_id,TblFeatureTypes
tbl_features,feature_name,character varying,featureName,3,0,0,0,True,False,False,,,java.lang.String
tbl_features,feature_description,text,featureDescription,4,0,0,0,True,False,False,,,java.lang.String
tbl_features,date_updated,timestamp with time zone,dateUpdated,5,0,0,0,True,False,False,,,java.util.Date
tbl_geochron_refs,geochron_ref_id,integer,geochronRefId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_geochron_refs,geochron_id,integer,geochronId,2,32,0,0,False,False,True,tbl_geochronology,geochron_id,TblGeochronology
tbl_geochron_refs,biblio_id,integer,biblioId,3,32,0,0,False,False,True,tbl_biblio,biblio_id,TblBiblio
tbl_geochron_refs,date_updated,timestamp with time zone,dateUpdated,4,0,0,0,True,False,False,,,java.util.Date
tbl_geochronology,geochron_id,integer,geochronId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_geochronology,analysis_entity_id,bigint,analysisEntityId,2,64,0,0,False,False,True,tbl_analysis_entities,analysis_entity_id,TblAnalysisEntities
tbl_geochronology,dating_lab_id,integer,datingLabId,3,32,0,0,True,False,True,tbl_dating_labs,dating_lab_id,TblDatingLabs
tbl_geochronology,lab_number,character varying,labNumber,4,0,0,40,True,False,False,,,java.lang.String
tbl_geochronology,age,numeric,age,5,20,5,0,True,False,False,,,java.math.BigDecimal
tbl_geochronology,error_older,numeric,errorOlder,6,20,5,0,True,False,False,,,java.math.BigDecimal
tbl_geochronology,error_younger,numeric,errorYounger,7,20,5,0,True,False,False,,,java.math.BigDecimal
tbl_geochronology,delta_13c,numeric,delta13c,8,10,5,0,True,False,False,,,java.math.BigDecimal
tbl_geochronology,notes,text,notes,9,0,0,0,True,False,False,,,java.lang.String
tbl_geochronology,date_updated,timestamp with time zone,dateUpdated,10,0,0,0,True,False,False,,,java.util.Date
tbl_geochronology,dating_uncertainty_id,integer,datingUncertaintyId,11,32,0,0,True,False,True,tbl_dating_uncertainty,dating_uncertainty_id,TblDatingUncertainty
tbl_geochronology,geochron_uuid,uuid,geochronUuid,12,0,0,0,False,False,False,,,java.util.UUID
tbl_horizons,horizon_id,integer,horizonId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_horizons,date_updated,timestamp with time zone,dateUpdated,2,0,0,0,True,False,False,,,java.util.Date
tbl_horizons,description,text,description,3,0,0,0,True,False,False,,,java.lang.String
tbl_horizons,horizon_name,character varying,horizonName,4,0,0,15,False,False,False,,,java.lang.String
tbl_horizons,method_id,integer,methodId,5,32,0,0,False,False,True,tbl_methods,method_id,TblMethods
tbl_identification_levels,identification_level_id,integer,identificationLevelId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_identification_levels,identification_level_abbrev,character varying,identificationLevelAbbrev,2,0,0,50,True,False,False,,,java.lang.String
tbl_identification_levels,identification_level_name,character varying,identificationLevelName,3,0,0,50,True,False,False,,,java.lang.String
tbl_identification_levels,notes,text,notes,4,0,0,0,True,False,False,,,java.lang.String
tbl_identification_levels,date_updated,timestamp with time zone,dateUpdated,5,0,0,0,True,False,False,,,java.util.Date
tbl_image_types,image_type_id,integer,imageTypeId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_image_types,date_updated,timestamp with time zone,dateUpdated,2,0,0,0,True,False,False,,,java.util.Date
tbl_image_types,description,text,description,3,0,0,0,True,False,False,,,java.lang.String
tbl_image_types,image_type,character varying,imageType,4,0,0,40,False,False,False,,,java.lang.String
tbl_imported_taxa_replacements,imported_taxa_replacement_id,integer,importedTaxaReplacementId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_imported_taxa_replacements,date_updated,timestamp with time zone,dateUpdated,2,0,0,0,True,False,False,,,java.util.Date
tbl_imported_taxa_replacements,imported_name_replaced,character varying,importedNameReplaced,3,0,0,100,False,False,False,,,java.lang.String
tbl_imported_taxa_replacements,taxon_id,integer,taxonId,4,32,0,0,False,False,True,tbl_taxa_tree_master,taxon_id,TblTaxaTreeMaster
tbl_isotope_measurements,isotope_measurement_id,integer,isotopeMeasurementId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_isotope_measurements,isotope_standard_id,integer,isotopeStandardId,2,32,0,0,True,False,True,tbl_isotope_standards,isotope_standard_id,TblIsotopeStandards
tbl_isotope_measurements,method_id,integer,methodId,3,32,0,0,True,False,True,tbl_methods,method_id,TblMethods
tbl_isotope_measurements,isotope_type_id,integer,isotopeTypeId,4,32,0,0,True,False,True,tbl_isotope_types,isotope_type_id,TblIsotopeTypes
tbl_isotope_measurements,date_updated,timestamp with time zone,dateUpdated,5,0,0,0,True,False,False,,,java.util.Date
tbl_isotope_standards,isotope_standard_id,integer,isotopeStandardId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_isotope_standards,isotope_ration,character varying,isotopeRation,2,0,0,0,True,False,False,,,java.lang.String
tbl_isotope_standards,international_scale,character varying,internationalScale,3,0,0,0,True,False,False,,,java.lang.String
tbl_isotope_standards,accepted_ratio_xe6,character varying,acceptedRatioXe6,4,0,0,0,True,False,False,,,java.lang.String
tbl_isotope_standards,error_of_ratio,character varying,errorOfRatio,5,0,0,0,True,False,False,,,java.lang.String
tbl_isotope_standards,reference,character varying,reference,6,0,0,0,True,False,False,,,java.lang.String
tbl_isotope_standards,date_updated,timestamp with time zone,dateUpdated,7,0,0,0,True,False,False,,,java.util.Date
tbl_isotope_types,isotope_type_id,integer,isotopeTypeId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_isotope_types,designation,character varying,designation,2,0,0,0,True,False,False,,,java.lang.String
tbl_isotope_types,abbreviation,character varying,abbreviation,3,0,0,0,True,False,False,,,java.lang.String
tbl_isotope_types,atomic_number,numeric,atomicNumber,4,0,0,0,True,False,False,,,java.math.BigDecimal
tbl_isotope_types,description,text,description,5,0,0,0,True,False,False,,,java.lang.String
tbl_isotope_types,alternative_designation,character varying,alternativeDesignation,6,0,0,0,True,False,False,,,java.lang.String
tbl_isotope_types,date_updated,timestamp with time zone,dateUpdated,7,0,0,0,True,False,False,,,java.util.Date
tbl_isotope_value_specifiers,isotope_value_specifier_id,integer,isotopeValueSpecifierId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_isotope_value_specifiers,name,character varying,name,2,0,0,0,False,False,False,,,java.lang.String
tbl_isotope_value_specifiers,description,text,description,3,0,0,0,False,False,False,,,java.lang.String
tbl_isotope_value_specifiers,date_updated,timestamp with time zone,dateUpdated,4,0,0,0,True,False,False,,,java.util.Date
tbl_isotopes,isotope_id,integer,isotopeId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_isotopes,analysis_entity_id,integer,analysisEntityId,2,32,0,0,False,False,True,tbl_analysis_entities,analysis_entity_id,TblAnalysisEntities
tbl_isotopes,isotope_measurement_id,integer,isotopeMeasurementId,3,32,0,0,False,False,True,tbl_isotope_measurements,isotope_measurement_id,TblIsotopeMeasurements
tbl_isotopes,isotope_standard_id,integer,isotopeStandardId,4,32,0,0,True,False,True,tbl_isotope_standards,isotope_standard_id,TblIsotopeStandards
tbl_isotopes,measurement_value,text,measurementValue,5,0,0,0,True,False,False,,,java.lang.String
tbl_isotopes,unit_id,integer,unitId,6,32,0,0,False,False,True,tbl_units,unit_id,TblUnits
tbl_isotopes,isotope_value_specifier_id,integer,isotopeValueSpecifierId,7,32,0,0,False,False,True,tbl_isotope_value_specifiers,isotope_value_specifier_id,TblIsotopeValueSpecifiers
tbl_isotopes,date_updated,timestamp with time zone,dateUpdated,8,0,0,0,True,False,False,,,java.util.Date
tbl_languages,language_id,integer,languageId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_languages,date_updated,timestamp with time zone,dateUpdated,2,0,0,0,True,False,False,,,java.util.Date
tbl_languages,language_name_english,character varying,languageNameEnglish,3,0,0,100,True,False,False,,,java.lang.String
tbl_languages,language_name_native,character varying,languageNameNative,4,0,0,100,True,False,False,,,java.lang.String
tbl_lithology,lithology_id,integer,lithologyId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_lithology,date_updated,timestamp with time zone,dateUpdated,2,0,0,0,True,False,False,,,java.util.Date
tbl_lithology,depth_bottom,numeric,depthBottom,3,20,5,0,True,False,False,,,java.math.BigDecimal
tbl_lithology,depth_top,numeric,depthTop,4,20,5,0,False,False,False,,,java.math.BigDecimal
tbl_lithology,description,text,description,5,0,0,0,False,False,False,,,java.lang.String
tbl_lithology,lower_boundary,character varying,lowerBoundary,6,0,0,255,True,False,False,,,java.lang.String
tbl_lithology,sample_group_id,integer,sampleGroupId,7,32,0,0,False,False,True,tbl_sample_groups,sample_group_id,TblSampleGroups
tbl_location_types,location_type_id,integer,locationTypeId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_location_types,date_updated,timestamp with time zone,dateUpdated,2,0,0,0,True,False,False,,,java.util.Date
tbl_location_types,description,text,description,3,0,0,0,True,False,False,,,java.lang.String
tbl_location_types,location_type,character varying,locationType,4,0,0,40,True,False,False,,,java.lang.String
tbl_locations,location_id,integer,locationId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_locations,location_name,character varying,locationName,2,0,0,255,False,False,False,,,java.lang.String
tbl_locations,location_type_id,integer,locationTypeId,3,32,0,0,False,False,True,tbl_location_types,location_type_id,TblLocationTypes
tbl_locations,default_lat_dd,numeric,defaultLatDd,4,18,10,0,True,False,False,,,java.math.BigDecimal
tbl_locations,default_long_dd,numeric,defaultLongDd,5,18,10,0,True,False,False,,,java.math.BigDecimal
tbl_locations,date_updated,timestamp with time zone,dateUpdated,6,0,0,0,True,False,False,,,java.util.Date
tbl_mcr_names,taxon_id,integer,taxonId,1,32,0,0,False,True,True,tbl_taxa_tree_master,taxon_id,TblTaxaTreeMaster
tbl_mcr_names,comparison_notes,character varying,comparisonNotes,2,0,0,255,True,False,False,,,java.lang.String
tbl_mcr_names,date_updated,timestamp with time zone,dateUpdated,3,0,0,0,True,False,False,,,java.util.Date
tbl_mcr_names,mcr_name_trim,character varying,mcrNameTrim,4,0,0,80,True,False,False,,,java.lang.String
tbl_mcr_names,mcr_number,smallint,mcrNumber,5,16,0,0,True,False,False,,,java.lang.Short
tbl_mcr_names,mcr_species_name,character varying,mcrSpeciesName,6,0,0,200,True,False,False,,,java.lang.String
tbl_mcr_summary_data,mcr_summary_data_id,integer,mcrSummaryDataId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_mcr_summary_data,cog_mid_tmax,smallint,cogMidTmax,2,16,0,0,True,False,False,,,java.lang.Short
tbl_mcr_summary_data,cog_mid_trange,smallint,cogMidTrange,3,16,0,0,True,False,False,,,java.lang.Short
tbl_mcr_summary_data,date_updated,timestamp with time zone,dateUpdated,4,0,0,0,True,False,False,,,java.util.Date
tbl_mcr_summary_data,taxon_id,integer,taxonId,5,32,0,0,False,False,True,tbl_taxa_tree_master,taxon_id,TblTaxaTreeMaster
tbl_mcr_summary_data,tmax_hi,smallint,tmaxHi,6,16,0,0,True,False,False,,,java.lang.Short
tbl_mcr_summary_data,tmax_lo,smallint,tmaxLo,7,16,0,0,True,False,False,,,java.lang.Short
tbl_mcr_summary_data,tmin_hi,smallint,tminHi,8,16,0,0,True,False,False,,,java.lang.Short
tbl_mcr_summary_data,tmin_lo,smallint,tminLo,9,16,0,0,True,False,False,,,java.lang.Short
tbl_mcr_summary_data,trange_hi,smallint,trangeHi,10,16,0,0,True,False,False,,,java.lang.Short
tbl_mcr_summary_data,trange_lo,smallint,trangeLo,11,16,0,0,True,False,False,,,java.lang.Short
tbl_mcrdata_birmbeetledat,mcrdata_birmbeetledat_id,integer,mcrdataBirmbeetledatId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_mcrdata_birmbeetledat,date_updated,timestamp with time zone,dateUpdated,2,0,0,0,True,False,False,,,java.util.Date
tbl_mcrdata_birmbeetledat,mcr_data,text,mcrData,3,0,0,0,True,False,False,,,java.lang.String
tbl_mcrdata_birmbeetledat,mcr_row,smallint,mcrRow,4,16,0,0,False,False,False,,,java.lang.Short
tbl_mcrdata_birmbeetledat,taxon_id,integer,taxonId,5,32,0,0,False,False,True,tbl_taxa_tree_master,taxon_id,TblTaxaTreeMaster
tbl_measured_value_dimensions,measured_value_dimension_id,integer,measuredValueDimensionId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_measured_value_dimensions,date_updated,timestamp with time zone,dateUpdated,2,0,0,0,True,False,False,,,java.util.Date
tbl_measured_value_dimensions,dimension_id,integer,dimensionId,3,32,0,0,False,False,True,tbl_dimensions,dimension_id,TblDimensions
tbl_measured_value_dimensions,dimension_value,numeric,dimensionValue,4,18,10,0,False,False,False,,,java.math.BigDecimal
tbl_measured_value_dimensions,measured_value_id,bigint,measuredValueId,5,64,0,0,False,False,True,tbl_measured_values,measured_value_id,TblMeasuredValues
tbl_measured_values,measured_value_id,bigint,measuredValueId,1,64,0,0,False,True,False,,,java.lang.Integer
tbl_measured_values,analysis_entity_id,bigint,analysisEntityId,2,64,0,0,False,False,True,tbl_analysis_entities,analysis_entity_id,TblAnalysisEntities
tbl_measured_values,date_updated,timestamp with time zone,dateUpdated,3,0,0,0,True,False,False,,,java.util.Date
tbl_measured_values,measured_value,numeric,measuredValue,4,20,10,0,False,False,False,,,java.math.BigDecimal
tbl_method_groups,method_group_id,integer,methodGroupId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_method_groups,date_updated,timestamp with time zone,dateUpdated,2,0,0,0,True,False,False,,,java.util.Date
tbl_method_groups,description,text,description,3,0,0,0,False,False,False,,,java.lang.String
tbl_method_groups,group_name,character varying,groupName,4,0,0,100,False,False,False,,,java.lang.String
tbl_methods,method_id,integer,methodId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_methods,biblio_id,integer,biblioId,2,32,0,0,True,False,True,tbl_biblio,biblio_id,TblBiblio
tbl_methods,date_updated,timestamp with time zone,dateUpdated,3,0,0,0,True,False,False,,,java.util.Date
tbl_methods,description,text,description,4,0,0,0,False,False,False,,,java.lang.String
tbl_methods,method_abbrev_or_alt_name,character varying,methodAbbrevOrAltName,5,0,0,50,True,False,False,,,java.lang.String
tbl_methods,method_group_id,integer,methodGroupId,6,32,0,0,False,False,True,tbl_method_groups,method_group_id,TblMethodGroups
tbl_methods,method_name,character varying,methodName,7,0,0,50,False,False,False,,,java.lang.String
tbl_methods,record_type_id,integer,recordTypeId,8,32,0,0,True,False,True,tbl_record_types,record_type_id,TblRecordTypes
tbl_methods,unit_id,integer,unitId,9,32,0,0,True,False,True,tbl_units,unit_id,TblUnits
tbl_methods,method_uuid,uuid,methodUuid,10,0,0,0,False,False,False,,,java.util.UUID
tbl_modification_types,modification_type_id,integer,modificationTypeId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_modification_types,modification_type_name,character varying,modificationTypeName,2,0,0,128,True,False,False,,,java.lang.String
tbl_modification_types,modification_type_description,text,modificationTypeDescription,3,0,0,0,True,False,False,,,java.lang.String
tbl_modification_types,date_updated,timestamp with time zone,dateUpdated,4,0,0,0,True,False,False,,,java.util.Date
tbl_physical_sample_features,physical_sample_feature_id,integer,physicalSampleFeatureId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_physical_sample_features,date_updated,timestamp with time zone,dateUpdated,2,0,0,0,True,False,False,,,java.util.Date
tbl_physical_sample_features,feature_id,integer,featureId,3,32,0,0,False,False,True,tbl_features,feature_id,TblFeatures
tbl_physical_sample_features,physical_sample_id,integer,physicalSampleId,4,32,0,0,False,False,True,tbl_physical_samples,physical_sample_id,TblPhysicalSamples
tbl_physical_samples,physical_sample_id,integer,physicalSampleId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_physical_samples,sample_group_id,integer,sampleGroupId,2,32,0,0,False,False,True,tbl_sample_groups,sample_group_id,TblSampleGroups
tbl_physical_samples,alt_ref_type_id,integer,altRefTypeId,3,32,0,0,True,False,True,tbl_alt_ref_types,alt_ref_type_id,TblAltRefTypes
tbl_physical_samples,sample_type_id,integer,sampleTypeId,4,32,0,0,False,False,True,tbl_sample_types,sample_type_id,TblSampleTypes
tbl_physical_samples,sample_name,character varying,sampleName,5,0,0,50,False,False,False,,,java.lang.String
tbl_physical_samples,date_updated,timestamp with time zone,dateUpdated,6,0,0,0,True,False,False,,,java.util.Date
tbl_physical_samples,date_sampled,character varying,dateSampled,7,0,0,0,True,False,False,,,java.lang.String
tbl_project_stages,project_stage_id,integer,projectStageId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_project_stages,stage_name,character varying,stageName,2,0,0,0,True,False,False,,,java.lang.String
tbl_project_stages,description,text,description,3,0,0,0,True,False,False,,,java.lang.String
tbl_project_stages,date_updated,timestamp with time zone,dateUpdated,4,0,0,0,True,False,False,,,java.util.Date
tbl_project_types,project_type_id,integer,projectTypeId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_project_types,project_type_name,character varying,projectTypeName,2,0,0,0,True,False,False,,,java.lang.String
tbl_project_types,description,text,description,3,0,0,0,True,False,False,,,java.lang.String
tbl_project_types,date_updated,timestamp with time zone,dateUpdated,4,0,0,0,True,False,False,,,java.util.Date
tbl_projects,project_id,integer,projectId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_projects,project_type_id,integer,projectTypeId,2,32,0,0,True,False,True,tbl_project_types,project_type_id,TblProjectTypes
tbl_projects,project_stage_id,integer,projectStageId,3,32,0,0,True,False,True,tbl_project_stages,project_stage_id,TblProjectStages
tbl_projects,project_name,character varying,projectName,4,0,0,150,True,False,False,,,java.lang.String
tbl_projects,project_abbrev_name,character varying,projectAbbrevName,5,0,0,25,True,False,False,,,java.lang.String
tbl_projects,description,text,description,6,0,0,0,True,False,False,,,java.lang.String
tbl_projects,date_updated,timestamp with time zone,dateUpdated,7,0,0,0,True,False,False,,,java.util.Date
tbl_property_types,uuid,uuid,uuid,1,0,0,0,False,False,False,,,java.util.UUID
tbl_property_types,property_type_id,integer,propertyTypeId,2,32,0,0,False,True,False,,,java.lang.Integer
tbl_property_types,property_type_name,text,propertyTypeName,3,0,0,0,False,False,False,,,java.lang.String
tbl_property_types,description,text,description,4,0,0,0,False,False,False,,,java.lang.String
tbl_property_types,value_type_id,integer,valueTypeId,5,32,0,0,True,False,True,tbl_value_types,value_type_id,TblValueTypes
tbl_property_types,value_class_id,integer,valueClassId,6,32,0,0,True,False,True,tbl_value_classes,value_class_id,TblValueClasses
tbl_rdb,rdb_id,integer,rdbId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_rdb,location_id,integer,locationId,2,32,0,0,False,False,True,tbl_locations,location_id,TblLocations
tbl_rdb,rdb_code_id,integer,rdbCodeId,3,32,0,0,True,False,True,tbl_rdb_codes,rdb_code_id,TblRdbCodes
tbl_rdb,taxon_id,integer,taxonId,4,32,0,0,False,False,True,tbl_taxa_tree_master,taxon_id,TblTaxaTreeMaster
tbl_rdb,date_updated,timestamp with time zone,dateUpdated,5,0,0,0,True,False,False,,,java.util.Date
tbl_rdb_codes,rdb_code_id,integer,rdbCodeId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_rdb_codes,date_updated,timestamp with time zone,dateUpdated,2,0,0,0,True,False,False,,,java.util.Date
tbl_rdb_codes,rdb_category,character varying,rdbCategory,3,0,0,4,True,False,False,,,java.lang.String
tbl_rdb_codes,rdb_definition,character varying,rdbDefinition,4,0,0,200,True,False,False,,,java.lang.String
tbl_rdb_codes,rdb_system_id,integer,rdbSystemId,5,32,0,0,True,False,True,tbl_rdb_systems,rdb_system_id,TblRdbSystems
tbl_rdb_systems,rdb_system_id,integer,rdbSystemId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_rdb_systems,biblio_id,integer,biblioId,2,32,0,0,False,False,True,tbl_biblio,biblio_id,TblBiblio
tbl_rdb_systems,location_id,integer,locationId,3,32,0,0,False,False,True,tbl_locations,location_id,TblLocations
tbl_rdb_systems,rdb_first_published,smallint,rdbFirstPublished,4,16,0,0,True,False,False,,,java.lang.Short
tbl_rdb_systems,rdb_system,character varying,rdbSystem,5,0,0,10,True,False,False,,,java.lang.String
tbl_rdb_systems,rdb_system_date,integer,rdbSystemDate,6,32,0,0,True,False,False,,,java.lang.Integer
tbl_rdb_systems,rdb_version,character varying,rdbVersion,7,0,0,10,True,False,False,,,java.lang.String
tbl_rdb_systems,date_updated,timestamp with time zone,dateUpdated,8,0,0,0,True,False,False,,,java.util.Date
tbl_rdb_systems,rdb_system_uuid,uuid,rdbSystemUuid,9,0,0,0,False,False,False,,,java.util.UUID
tbl_record_types,record_type_id,integer,recordTypeId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_record_types,record_type_name,character varying,recordTypeName,2,0,0,50,True,False,False,,,java.lang.String
tbl_record_types,record_type_description,text,recordTypeDescription,3,0,0,0,True,False,False,,,java.lang.String
tbl_record_types,date_updated,timestamp with time zone,dateUpdated,4,0,0,0,True,False,False,,,java.util.Date
tbl_relative_age_refs,relative_age_ref_id,integer,relativeAgeRefId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_relative_age_refs,biblio_id,integer,biblioId,2,32,0,0,False,False,True,tbl_biblio,biblio_id,TblBiblio
tbl_relative_age_refs,date_updated,timestamp with time zone,dateUpdated,3,0,0,0,True,False,False,,,java.util.Date
tbl_relative_age_refs,relative_age_id,integer,relativeAgeId,4,32,0,0,False,False,True,tbl_relative_ages,relative_age_id,TblRelativeAges
tbl_relative_age_types,relative_age_type_id,integer,relativeAgeTypeId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_relative_age_types,age_type,character varying,ageType,2,0,0,0,True,False,False,,,java.lang.String
tbl_relative_age_types,description,text,description,3,0,0,0,True,False,False,,,java.lang.String
tbl_relative_age_types,date_updated,timestamp with time zone,dateUpdated,4,0,0,0,True,False,False,,,java.util.Date
tbl_relative_ages,relative_age_id,integer,relativeAgeId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_relative_ages,relative_age_type_id,integer,relativeAgeTypeId,2,32,0,0,True,False,True,tbl_relative_age_types,relative_age_type_id,TblRelativeAgeTypes
tbl_relative_ages,relative_age_name,character varying,relativeAgeName,3,0,0,50,True,False,False,,,java.lang.String
tbl_relative_ages,description,text,description,4,0,0,0,True,False,False,,,java.lang.String
tbl_relative_ages,c14_age_older,numeric,c14AgeOlder,5,20,5,0,True,False,False,,,java.math.BigDecimal
tbl_relative_ages,c14_age_younger,numeric,c14AgeYounger,6,20,5,0,True,False,False,,,java.math.BigDecimal
tbl_relative_ages,cal_age_older,numeric,calAgeOlder,7,20,5,0,True,False,False,,,java.math.BigDecimal
tbl_relative_ages,cal_age_younger,numeric,calAgeYounger,8,20,5,0,True,False,False,,,java.math.BigDecimal
tbl_relative_ages,notes,text,notes,9,0,0,0,True,False,False,,,java.lang.String
tbl_relative_ages,date_updated,timestamp with time zone,dateUpdated,10,0,0,0,True,False,False,,,java.util.Date
tbl_relative_ages,location_id,integer,locationId,11,32,0,0,True,False,True,tbl_locations,location_id,TblLocations
tbl_relative_ages,abbreviation,character varying,abbreviation,12,0,0,0,True,False,False,,,java.lang.String
tbl_relative_ages,relative_age_uuid,uuid,relativeAgeUuid,13,0,0,0,False,False,False,,,java.util.UUID
tbl_relative_dates,relative_date_id,integer,relativeDateId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_relative_dates,relative_age_id,integer,relativeAgeId,2,32,0,0,True,False,True,tbl_relative_ages,relative_age_id,TblRelativeAges
tbl_relative_dates,method_id,integer,methodId,4,32,0,0,True,False,True,tbl_methods,method_id,TblMethods
tbl_relative_dates,notes,text,notes,5,0,0,0,True,False,False,,,java.lang.String
tbl_relative_dates,date_updated,timestamp with time zone,dateUpdated,6,0,0,0,True,False,False,,,java.util.Date
tbl_relative_dates,dating_uncertainty_id,integer,datingUncertaintyId,7,32,0,0,True,False,True,tbl_dating_uncertainty,dating_uncertainty_id,TblDatingUncertainty
tbl_relative_dates,analysis_entity_id,integer,analysisEntityId,8,32,0,0,False,False,True,tbl_analysis_entities,analysis_entity_id,TblAnalysisEntities
tbl_sample_alt_refs,sample_alt_ref_id,integer,sampleAltRefId,1,32,0,0,False,True,False,,,java.lang.Integer
tbl_sample_alt_refs,alt_ref,character varying,altRef,2,0,0,80,False,False,False,,,java.lang.String
