sample_id,taxon_id,BNam,Befu,PCODE,ProbNr,ProjektNr,TaxAut
37,45,Galium spurium,A12435,GASPU,19_0014_0069,19_0014,L.
37,50,Polygonum lapathifolium agg.,A12435,POLAP,19_0014_0069,19_0014,L.
37,22,Stellaria media,A12435,STMES,19_0014_0069,19_0014,
38,44,Cerealia indet.,A13064,CEREA,19_0014_0071,19_0014,
38,6,Chenopodium album,A13064,CHALB,19_0014_0071,19_0014,L.
38,27,Corylus avellana,A13064,COAVE,19_0014_0071,19_0014,L.
38,8,Galeopsis spec.,A13064,GAIS,19_0014_0071,19_0014,L.
38,47,Hordeum distichon/vulgare Nacktgerste,A13064,HODVN,19_0014_0071,19_0014,
38,48,Hordeum distichon/vulgare Spelzgerste,A13064,HODVS,19_0014_0071,19_0014,
38,36,Indeterminata,A13064,INDET,19_0014_0071,19_0014,
38,64,Melilotus spec.,A13064,MELI,19_0014_0071,19_0014,Mill.
38,50,Polygonum lapathifolium agg.,A13064,POLAP,19_0014_0071,19_0014,L.
38,13,Polygonum convolvulus,A13064,POLCO,19_0014_0071,19_0014,(L.) A. Löve
38,22,Stellaria media,A13064,STMES,19_0014_0071,19_0014,
38,77,Triticum dicoccum/spelta,A13064,TRDSP,19_0014_0071,19_0014,Schrank/L.
39,44,Cerealia indet.,A13200,CEREA,19_0014_0041,19_0014,
39,50,Polygonum lapathifolium agg.,A13200,POLAP,19_0014_0041,19_0014,L.
39,20,Spergula arvensis,A13200,SPARV,19_0014_0041,19_0014,L.
39,77,Triticum dicoccum/spelta,A13200,TRDSP,19_0014_0041,19_0014,Schrank/L.
40,46,Hordeum distichon/vulgare,A13299,HODIV,19_0014_0072,19_0014,L./L.
41,52,Poaceae,A13837,POACE,19_0014_0060,19_0014,
41,22,Stellaria media,A13837,STMES,19_0014_0060,19_0014,
42,6,Chenopodium album,A15333,CHALB,19_0014_0061,19_0014,L.
42,66,Fumaria officinalis,A15333,FUOFF,19_0014_0061,19_0014,L.
42,52,Poaceae,A15333,POACE,19_0014_0061,19_0014,
42,50,Polygonum lapathifolium agg.,A15333,POLAP,19_0014_0061,19_0014,L.
43,6,Chenopodium album,A15344,CHALB,19_0014_0074,19_0014,L.
44,48,Hordeum distichon/vulgare Spelzgerste,A15554,HODVS,19_0014_0075,19_0014,
44,13,Polygonum convolvulus,A15554,POLCO,19_0014_0075,19_0014,(L.) A. Löve
44,22,Stellaria media,A15554,STMES,19_0014_0075,19_0014,
45,78,Alchemilla spec.,A15736,ALCH,19_0014_0059,19_0014,L. (bearb. v. Lippert)
45,4,Atriplex spec.,A15736,ATRI,19_0014_0059,19_0014,L.
45,35,Carex spec.,A15736,CARE,19_0014_0059,19_0014,
45,44,Cerealia indet.,A15736,CEREA,19_0014_0059,19_0014,
45,6,Chenopodium album,A15736,CHALB,19_0014_0059,19_0014,L.
45,69,Euphorbia helioscopia,A15736,EUHEL,19_0014_0059,19_0014,L.
45,66,Fumaria officinalis,A15736,FUOFF,19_0014_0059,19_0014,L.
45,8,Galeopsis spec.,A15736,GAIS,19_0014_0059,19_0014,L.
45,45,Galium spurium,A15736,GASPU,19_0014_0059,19_0014,L.
45,64,Melilotus spec.,A15736,MELI,19_0014_0059,19_0014,Mill.
45,67,Picea abies,A15736,PIEXC,19_0014_0059,19_0014,(L.) H. Karst.
45,52,Poaceae,A15736,POACE,19_0014_0059,19_0014,
45,12,Polygonum aviculare agg.,A15736,POAVI,19_0014_0059,19_0014,
45,50,Polygonum lapathifolium agg.,A15736,POLAP,19_0014_0059,19_0014,L.
45,13,Polygonum convolvulus,A15736,POLCO,19_0014_0059,19_0014,(L.) A. Löve
45,16,Ranunculus spec.,A15736,RANU,19_0014_0059,19_0014,L.
45,42,Rumex crispus,A15736,RUCRI,19_0014_0059,19_0014,L.
45,17,Rubus idaeus,A15736,RUIDA,19_0014_0059,19_0014,L.
45,19,Solanum spec.,A15736,SOLA,19_0014_0059,19_0014,L.
45,20,Spergula arvensis,A15736,SPARV,19_0014_0059,19_0014,L.
46,44,Cerealia indet.,A16771,CEREA,19_0014_0008,19_0014,
46,6,Chenopodium album,A16771,CHALB,19_0014_0008,19_0014,L.
46,79,Galium aparine/spurium,A16771,GALAS,19_0014_0008,19_0014,L./L.
46,47,Hordeum distichon/vulgare Nacktgerste,A16771,HODVN,19_0014_0008,19_0014,
46,50,Polygonum lapathifolium agg.,A16771,POLAP,19_0014_0008,19_0014,L.
46,17,Rubus idaeus,A16771,RUIDA,19_0014_0008,19_0014,L.
46,22,Stellaria media,A16771,STMES,19_0014_0008,19_0014,
47,44,Cerealia indet.,A16783,CEREA,19_0014_0005,19_0014,
47,6,Chenopodium album,A16783,CHALB,19_0014_0005,19_0014,L.
47,48,Hordeum distichon/vulgare Spelzgerste,A16783,HODVS,19_0014_0005,19_0014,
47,20,Spergula arvensis,A16783,SPARV,19_0014_0005,19_0014,L.
47,77,Triticum dicoccum/spelta,A16783,TRDSP,19_0014_0005,19_0014,Schrank/L.
48,44,Cerealia indet.,A17294,CEREA,19_0014_0016,19_0014,
48,6,Chenopodium album,A17294,CHALB,19_0014_0016,19_0014,L.
48,27,Corylus avellana,A17294,COAVE,19_0014_0016,19_0014,L.
48,79,Galium aparine/spurium,A17294,GALAS,19_0014_0016,19_0014,L./L.
48,48,Hordeum distichon/vulgare Spelzgerste,A17294,HODVS,19_0014_0016,19_0014,
48,52,Poaceae,A17294,POACE,19_0014_0016,19_0014,
48,50,Polygonum lapathifolium agg.,A17294,POLAP,19_0014_0016,19_0014,L.
48,22,Stellaria media,A17294,STMES,19_0014_0016,19_0014,
49,35,Carex spec.,A1875,CARE,19_0014_0046,19_0014,
49,44,Cerealia indet.,A1875,CEREA,19_0014_0046,19_0014,
49,6,Chenopodium album,A1875,CHALB,19_0014_0046,19_0014,L.
49,45,Galium spurium,A1875,GASPU,19_0014_0046,19_0014,L.
49,13,Polygonum convolvulus,A1875,POLCO,19_0014_0046,19_0014,(L.) A. Löve
49,20,Spergula arvensis,A1875,SPARV,19_0014_0046,19_0014,L.
49,22,Stellaria media,A1875,STMES,19_0014_0046,19_0014,
50,6,Chenopodium album,A1931,CHALB,19_0014_0047,19_0014,L.
50,45,Galium spurium,A1931,GASPU,19_0014_0047,19_0014,L.
50,50,Polygonum lapathifolium agg.,A1931,POLAP,19_0014_0047,19_0014,L.
51,44,Cerealia indet.,A1998,CEREA,19_0014_0048,19_0014,
51,6,Chenopodium album,A1998,CHALB,19_0014_0048,19_0014,L.
51,22,Stellaria media,A1998,STMES,19_0014_0048,19_0014,
52,44,Cerealia indet.,A2019,CEREA,19_0014_0049,19_0014,
52,80,Galium aparine,A2019,GAAPA,19_0014_0049,19_0014,L.
52,22,Stellaria media,A2019,STMES,19_0014_0049,19_0014,
53,44,Cerealia indet.,A2029,CEREA,19_0014_0050,19_0014,
53,6,Chenopodium album,A2029,CHALB,19_0014_0050,19_0014,L.
54,6,Chenopodium album,A2114,CHALB,19_0014_0051,19_0014,L.
54,81,Lathyrus/Pisum/Vicia,A2114,LAPIV,19_0014_0051,19_0014,L./L./L.
55,6,Chenopodium album,A3019,CHALB,19_0014_0052,19_0014,L.
55,46,Hordeum distichon/vulgare,A3019,HODIV,19_0014_0052,19_0014,L./L.
55,47,Hordeum distichon/vulgare Nacktgerste,A3019,HODVN,19_0014_0052,19_0014,
55,13,Polygonum convolvulus,A3019,POLCO,19_0014_0052,19_0014,(L.) A. Löve
56,44,Cerealia indet.,A3170,CEREA,19_0014_0066,19_0014,
56,6,Chenopodium album,A3170,CHALB,19_0014_0066,19_0014,L.
56,16,Ranunculus spec.,A3170,RANU,19_0014_0066,19_0014,L.
56,19,Solanum spec.,A3170,SOLA,19_0014_0066,19_0014,L.
56,22,Stellaria media,A3170,STMES,19_0014_0066,19_0014,
57,44,Cerealia indet.,A3650,CEREA,19_0014_0053,19_0014,
57,6,Chenopodium album,A3650,CHALB,19_0014_0053,19_0014,L.
57,45,Galium spurium,A3650,GASPU,19_0014_0053,19_0014,L.
57,46,Hordeum distichon/vulgare,A3650,HODIV,19_0014_0053,19_0014,L./L.
57,32,Silene dioica,A3650,SIDIO,19_0014_0053,19_0014,(L.) Clairv.
58,51,Carex spec. tricarpellat,A4115,CATRI,19_0014_0023,19_0014,
58,44,Cerealia indet.,A4115,CEREA,19_0014_0023,19_0014,
58,6,Chenopodium album,A4115,CHALB,19_0014_0023,19_0014,L.
58,79,Galium aparine/spurium,A4115,GALAS,19_0014_0023,19_0014,L./L.
58,46,Hordeum distichon/vulgare,A4115,HODIV,19_0014_0023,19_0014,L./L.
58,50,Polygonum lapathifolium agg.,A4115,POLAP,19_0014_0023,19_0014,L.
58,13,Polygonum convolvulus,A4115,POLCO,19_0014_0023,19_0014,(L.) A. Löve
58,42,Rumex crispus,A4115,RUCRI,19_0014_0023,19_0014,L.
58,22,Stellaria media,A4115,STMES,19_0014_0023,19_0014,
59,45,Galium spurium,A4365,GASPU,19_0014_0054,19_0014,L.
60,35,Carex spec.,A5192,CARE,19_0014_0020,19_0014,
60,44,Cerealia indet.,A5192,CEREA,19_0014_0020,19_0014,
60,6,Chenopodium album,A5192,CHALB,19_0014_0020,19_0014,L.
60,79,Galium aparine/spurium,A5192,GALAS,19_0014_0020,19_0014,L./L.
60,46,Hordeum distichon/vulgare,A5192,HODIV,19_0014_0020,19_0014,L./L.
60,50,Polygonum lapathifolium agg.,A5192,POLAP,19_0014_0020,19_0014,L.
60,77,Triticum dicoccum/spelta,A5192,TRDSP,19_0014_0020,19_0014,Schrank/L.
61,51,Carex spec. tricarpellat,A5213,CATRI,19_0014_0019,19_0014,
61,44,Cerealia indet.,A5213,CEREA,19_0014_0019,19_0014,
61,6,Chenopodium album,A5213,CHALB,19_0014_0019,19_0014,L.
61,27,Corylus avellana,A5213,COAVE,19_0014_0019,19_0014,L.
61,79,Galium aparine/spurium,A5213,GALAS,19_0014_0019,19_0014,L./L.
61,46,Hordeum distichon/vulgare,A5213,HODIV,19_0014_0019,19_0014,L./L.
61,47,Hordeum distichon/vulgare Nacktgerste,A5213,HODVN,19_0014_0019,19_0014,
61,50,Polygonum lapathifolium agg.,A5213,POLAP,19_0014_0019,19_0014,L.
61,16,Ranunculus spec.,A5213,RANU,19_0014_0019,19_0014,L.
61,22,Stellaria media,A5213,STMES,19_0014_0019,19_0014,
62,82,Camelina sativa,A5223,CAMSA,19_0014_0018,19_0014,(L.) Crantz
62,35,Carex spec.,A5223,CARE,19_0014_0018,19_0014,
62,44,Cerealia indet.,A5223,CEREA,19_0014_0018,19_0014,
62,6,Chenopodium album,A5223,CHALB,19_0014_0018,19_0014,L.
62,79,Galium aparine/spurium,A5223,GALAS,19_0014_0018,19_0014,L./L.
62,48,Hordeum distichon/vulgare Spelzgerste,A5223,HODVS,19_0014_0018,19_0014,
62,36,Indeterminata,A5223,INDET,19_0014_0018,19_0014,
62,50,Polygonum lapathifolium agg.,A5223,POLAP,19_0014_0018,19_0014,L.
62,53,Rumex acetosella agg.,A5223,RUMAC,19_0014_0018,19_0014,
62,22,Stellaria media,A5223,STMES,19_0014_0018,19_0014,
62,54,Thlaspi arvense,A5223,THARV,19_0014_0018,19_0014,L.
63,44,Cerealia indet.,A5254,CEREA,19_0014_0029,19_0014,
63,6,Chenopodium album,A5254,CHALB,19_0014_0029,19_0014,L.
63,45,Galium spurium,A5254,GASPU,19_0014_0029,19_0014,L.
63,46,Hordeum distichon/vulgare,A5254,HODIV,19_0014_0029,19_0014,L./L.
63,13,Polygonum convolvulus,A5254,POLCO,19_0014_0029,19_0014,(L.) A. Löve
64,44,Cerealia indet.,A5282,CEREA,19_0014_0021,19_0014,
64,6,Chenopodium album,A5282,CHALB,19_0014_0021,19_0014,L.
64,79,Galium aparine/spurium,A5282,GALAS,19_0014_0021,19_0014,L./L.
64,46,Hordeum distichon/vulgare,A5282,HODIV,19_0014_0021,19_0014,L./L.
64,48,Hordeum distichon/vulgare Spelzgerste,A5282,HODVS,19_0014_0021,19_0014,
64,22,Stellaria media,A5282,STMES,19_0014_0021,19_0014,
64,54,Thlaspi arvense,A5282,THARV,19_0014_0021,19_0014,L.
65,44,Cerealia indet.,A5294,CEREA,19_0014_0022,19_0014,
65,6,Chenopodium album,A5294,CHALB,19_0014_0022,19_0014,L.
65,79,Galium aparine/spurium,A5294,GALAS,19_0014_0022,19_0014,L./L.
65,46,Hordeum distichon/vulgare,A5294,HODIV,19_0014_0022,19_0014,L./L.
65,48,Hordeum distichon/vulgare Spelzgerste,A5294,HODVS,19_0014_0022,19_0014,
65,50,Polygonum lapathifolium agg.,A5294,POLAP,19_0014_0022,19_0014,L.
66,79,Galium aparine/spurium,A5307,GALAS,19_0014_0024,19_0014,L./L.
66,46,Hordeum distichon/vulgare,A5307,HODIV,19_0014_0024,19_0014,L./L.
66,50,Polygonum lapathifolium agg.,A5307,POLAP,19_0014_0024,19_0014,L.
66,22,Stellaria media,A5307,STMES,19_0014_0024,19_0014,
67,51,Carex spec. tricarpellat,A5334,CATRI,19_0014_0063,19_0014,
67,6,Chenopodium album,A5334,CHALB,19_0014_0063,19_0014,L.
67,8,Galeopsis spec.,A5334,GAIS,19_0014_0063,19_0014,L.
67,45,Galium spurium,A5334,GASPU,19_0014_0063,19_0014,L.
67,48,Hordeum distichon/vulgare Spelzgerste,A5334,HODVS,19_0014_0063,19_0014,
67,36,Indeterminata,A5334,INDET,19_0014_0063,19_0014,
67,81,Lathyrus/Pisum/Vicia,A5334,LAPIV,19_0014_0063,19_0014,L./L./L.
67,52,Poaceae,A5334,POACE,19_0014_0063,19_0014,
67,50,Polygonum lapathifolium agg.,A5334,POLAP,19_0014_0063,19_0014,L.
67,74,Potentilla spec.,A5334,POTE,19_0014_0063,19_0014,L.
67,53,Rumex acetosella agg.,A5334,RUMAC,19_0014_0063,19_0014,
67,22,Stellaria media,A5334,STMES,19_0014_0063,19_0014,
68,44,Cerealia indet.,A6041,CEREA,19_0014_0034,19_0014,
68,6,Chenopodium album,A6041,CHALB,19_0014_0034,19_0014,L.
68,8,Galeopsis spec.,A6041,GAIS,19_0014_0034,19_0014,L.
68,45,Galium spurium,A6041,GASPU,19_0014_0034,19_0014,L.
68,46,Hordeum distichon/vulgare,A6041,HODIV,19_0014_0034,19_0014,L./L.
68,50,Polygonum lapathifolium agg.,A6041,POLAP,19_0014_0034,19_0014,L.
68,13,Polygonum convolvulus,A6041,POLCO,19_0014_0034,19_0014,(L.) A. Löve
68,32,Silene dioica,A6041,SIDIO,19_0014_0034,19_0014,(L.) Clairv.
68,20,Spergula arvensis,A6041,SPARV,19_0014_0034,19_0014,L.
68,22,Stellaria media,A6041,STMES,19_0014_0034,19_0014,
68,62,Triticum spec.,A6041,TRIT,19_0014_0034,19_0014,L.
69,44,Cerealia indet.,A6135,CEREA,19_0014_0015,19_0014,
69,6,Chenopodium album,A6135,CHALB,19_0014_0015,19_0014,L.
69,79,Galium aparine/spurium,A6135,GALAS,19_0014_0015,19_0014,L./L.
69,48,Hordeum distichon/vulgare Spelzgerste,A6135,HODVS,19_0014_0015,19_0014,
69,50,Polygonum lapathifolium agg.,A6135,POLAP,19_0014_0015,19_0014,L.
69,42,Rumex crispus,A6135,RUCRI,19_0014_0015,19_0014,L.
69,22,Stellaria media,A6135,STMES,19_0014_0015,19_0014,
70,44,Cerealia indet.,A6146,CEREA,19_0014_0033,19_0014,
70,48,Hordeum distichon/vulgare Spelzgerste,A6146,HODVS,19_0014_0033,19_0014,
70,81,Lathyrus/Pisum/Vicia,A6146,LAPIV,19_0014_0033,19_0014,L./L./L.
70,50,Polygonum lapathifolium agg.,A6146,POLAP,19_0014_0033,19_0014,L.
71,44,Cerealia indet.,A6157,CEREA,19_0014_0035,19_0014,
71,6,Chenopodium album,A6157,CHALB,19_0014_0035,19_0014,L.
71,45,Galium spurium,A6157,GASPU,19_0014_0035,19_0014,L.
71,50,Polygonum lapathifolium agg.,A6157,POLAP,19_0014_0035,19_0014,L.
71,16,Ranunculus spec.,A6157,RANU,19_0014_0035,19_0014,L.
71,22,Stellaria media,A6157,STMES,19_0014_0035,19_0014,
72,35,Carex spec.,A6178,CARE,19_0014_0017,19_0014,
72,44,Cerealia indet.,A6178,CEREA,19_0014_0017,19_0014,
72,6,Chenopodium album,A6178,CHALB,19_0014_0017,19_0014,L.
72,79,Galium aparine/spurium,A6178,GALAS,19_0014_0017,19_0014,L./L.
72,48,Hordeum distichon/vulgare Spelzgerste,A6178,HODVS,19_0014_0017,19_0014,
72,50,Polygonum lapathifolium agg.,A6178,POLAP,19_0014_0017,19_0014,L.
72,22,Stellaria media,A6178,STMES,19_0014_0017,19_0014,
73,44,Cerealia indet.,A6194,CEREA,19_0014_0025,19_0014,
73,6,Chenopodium album,A6194,CHALB,19_0014_0025,19_0014,L.
73,70,Fabaceae,A6194,FABAC,19_0014_0025,19_0014,
73,79,Galium aparine/spurium,A6194,GALAS,19_0014_0025,19_0014,L./L.
73,47,Hordeum distichon/vulgare Nacktgerste,A6194,HODVN,19_0014_0025,19_0014,
73,48,Hordeum distichon/vulgare Spelzgerste,A6194,HODVS,19_0014_0025,19_0014,
73,77,Triticum dicoccum/spelta,A6194,TRDSP,19_0014_0025,19_0014,Schrank/L.
74,44,Cerealia indet.,A7199,CEREA,19_0014_0032,19_0014,
74,46,Hordeum distichon/vulgare,A7199,HODIV,19_0014_0032,19_0014,L./L.
75,44,Cerealia indet.,A7253,CEREA,19_0014_0014,19_0014,
75,44,Cerealia indet.,A7253,CEREA,19_0014_0014,19_0014,
75,6,Chenopodium album,A7253,CHALB,19_0014_0014,19_0014,L.
75,46,Hordeum distichon/vulgare,A7253,HODIV,19_0014_0014,19_0014,L./L.
76,44,Cerealia indet.,A7263,CEREA,19_0014_0030,19_0014,
76,6,Chenopodium album,A7263,CHALB,19_0014_0030,19_0014,L.
76,45,Galium spurium,A7263,GASPU,19_0014_0030,19_0014,L.
76,48,Hordeum distichon/vulgare Spelzgerste,A7263,HODVS,19_0014_0030,19_0014,
77,35,Carex spec.,A7294,CARE,19_0014_0013,19_0014,
77,44,Cerealia indet.,A7294,CEREA,19_0014_0013,19_0014,
77,6,Chenopodium album,A7294,CHALB,19_0014_0013,19_0014,L.
77,69,Euphorbia helioscopia,A7294,EUHEL,19_0014_0013,19_0014,L.
77,66,Fumaria officinalis,A7294,FUOFF,19_0014_0013,19_0014,L.
77,46,Hordeum distichon/vulgare,A7294,HODIV,19_0014_0013,19_0014,L./L.
77,46,Hordeum distichon/vulgare,A7294,HODIV,19_0014_0013,19_0014,L./L.
77,50,Polygonum lapathifolium agg.,A7294,POLAP,19_0014_0013,19_0014,L.
77,13,Polygonum convolvulus,A7294,POLCO,19_0014_0013,19_0014,(L.) A. Löve
77,16,Ranunculus spec.,A7294,RANU,19_0014_0013,19_0014,L.
77,42,Rumex crispus,A7294,RUCRI,19_0014_0013,19_0014,L.
77,22,Stellaria media,A7294,STMES,19_0014_0013,19_0014,
77,62,Triticum spec.,A7294,TRIT,19_0014_0013,19_0014,L.
78,44,Cerealia indet.,A7306,CEREA,19_0014_0036,19_0014,
78,6,Chenopodium album,A7306,CHALB,19_0014_0036,19_0014,L.
79,6,Chenopodium album,A785,CHALB,19_0014_0043,19_0014,L.
79,46,Hordeum distichon/vulgare,A785,HODIV,19_0014_0043,19_0014,L./L.
80,44,Cerealia indet.,A8079,CEREA,19_0014_0007,19_0014,
80,6,Chenopodium album,A8079,CHALB,19_0014_0007,19_0014,L.
80,79,Galium aparine/spurium,A8079,GALAS,19_0014_0007,19_0014,L./L.
80,48,Hordeum distichon/vulgare Spelzgerste,A8079,HODVS,19_0014_0007,19_0014,
80,22,Stellaria media,A8079,STMES,19_0014_0007,19_0014,
80,77,Triticum dicoccum/spelta,A8079,TRDSP,19_0014_0007,19_0014,Schrank/L.
81,44,Cerealia indet.,A8103,CEREA,19_0014_0009,19_0014,
81,6,Chenopodium album,A8103,CHALB,19_0014_0009,19_0014,L.
81,48,Hordeum distichon/vulgare Spelzgerste,A8103,HODVS,19_0014_0009,19_0014,
81,77,Triticum dicoccum/spelta,A8103,TRDSP,19_0014_0009,19_0014,Schrank/L.
82,6,Chenopodium album,A8114,CHALB,19_0014_0011,19_0014,L.
82,70,Fabaceae,A8114,FABAC,19_0014_0011,19_0014,
82,79,Galium aparine/spurium,A8114,GALAS,19_0014_0011,19_0014,L./L.
82,46,Hordeum distichon/vulgare,A8114,HODIV,19_0014_0011,19_0014,L./L.
82,46,Hordeum distichon/vulgare,A8114,HODIV,19_0014_0011,19_0014,L./L.
82,50,Polygonum lapathifolium agg.,A8114,POLAP,19_0014_0011,19_0014,L.
82,13,Polygonum convolvulus,A8114,POLCO,19_0014_0011,19_0014,(L.) A. Löve
82,22,Stellaria media,A8114,STMES,19_0014_0011,19_0014,
82,77,Triticum dicoccum/spelta,A8114,TRDSP,19_0014_0011,19_0014,Schrank/L.
83,51,Carex spec. tricarpellat,A8142,CATRI,19_0014_0026,19_0014,
83,44,Cerealia indet.,A8142,CEREA,19_0014_0026,19_0014,
83,6,Chenopodium album,A8142,CHALB,19_0014_0026,19_0014,L.
83,79,Galium aparine/spurium,A8142,GALAS,19_0014_0026,19_0014,L./L.
83,48,Hordeum distichon/vulgare Spelzgerste,A8142,HODVS,19_0014_0026,19_0014,
83,12,Polygonum aviculare agg.,A8142,POAVI,19_0014_0026,19_0014,
83,50,Polygonum lapathifolium agg.,A8142,POLAP,19_0014_0026,19_0014,L.
83,22,Stellaria media,A8142,STMES,19_0014_0026,19_0014,
84,44,Cerealia indet.,A8178,CEREA,19_0014_0031,19_0014,
84,6,Chenopodium album,A8178,CHALB,19_0014_0031,19_0014,L.
85,6,Chenopodium album,A8189,CHALB,19_0014_0012,19_0014,L.
85,42,Rumex crispus,A8189,RUCRI,19_0014_0012,19_0014,L.
85,56,Rumex spec.,A8189,RUME,19_0014_0012,19_0014,L.
86,44,Cerealia indet.,A8234,CEREA,19_0014_0010,19_0014,
86,6,Chenopodium album,A8234,CHALB,19_0014_0010,19_0014,L.
86,42,Rumex crispus,A8234,RUCRI,19_0014_0010,19_0014,L.
86,77,Triticum dicoccum/spelta,A8234,TRDSP,19_0014_0010,19_0014,Schrank/L.
87,44,Cerealia indet.,A9000,CEREA,19_0014_0027,19_0014,
87,6,Chenopodium album,A9000,CHALB,19_0014_0027,19_0014,L.
87,79,Galium aparine/spurium,A9000,GALAS,19_0014_0027,19_0014,L./L.
87,46,Hordeum distichon/vulgare,A9000,HODIV,19_0014_0027,19_0014,L./L.
87,50,Polygonum lapathifolium agg.,A9000,POLAP,19_0014_0027,19_0014,L.
88,44,Cerealia indet.,A9052,CEREA,19_0014_0028,19_0014,
88,6,Chenopodium album,A9052,CHALB,19_0014_0028,19_0014,L.
88,27,Corylus avellana,A9052,COAVE,19_0014_0028,19_0014,L.
88,79,Galium aparine/spurium,A9052,GALAS,19_0014_0028,19_0014,L./L.
88,48,Hordeum distichon/vulgare Spelzgerste,A9052,HODVS,19_0014_0028,19_0014,
88,16,Ranunculus spec.,A9052,RANU,19_0014_0028,19_0014,L.
88,22,Stellaria media,A9052,STMES,19_0014_0028,19_0014,
89,43,Avena sativa,A9075,AVSAT,19_0014_0003,19_0014,L.
89,44,Cerealia indet.,A9075,CEREA,19_0014_0003,19_0014,
89,8,Galeopsis spec.,A9075,GAIS,19_0014_0003,19_0014,L.
89,79,Galium aparine/spurium,A9075,GALAS,19_0014_0003,19_0014,L./L.
89,48,Hordeum distichon/vulgare Spelzgerste,A9075,HODVS,19_0014_0003,19_0014,
89,36,Indeterminata,A9075,INDET,19_0014_0003,19_0014,
89,52,Poaceae,A9075,POACE,19_0014_0003,19_0014,
89,50,Polygonum lapathifolium agg.,A9075,POLAP,19_0014_0003,19_0014,L.
89,53,Rumex acetosella agg.,A9075,RUMAC,19_0014_0003,19_0014,
89,20,Spergula arvensis,A9075,SPARV,19_0014_0003,19_0014,L.
89,22,Stellaria media,A9075,STMES,19_0014_0003,19_0014,
89,54,Thlaspi arvense,A9075,THARV,19_0014_0003,19_0014,L.
90,44,Cerealia indet.,A9111,CEREA,19_0014_0001,19_0014,
90,27,Corylus avellana,A9111,COAVE,19_0014_0001,19_0014,L.
90,79,Galium aparine/spurium,A9111,GALAS,19_0014_0001,19_0014,L./L.
90,46,Hordeum distichon/vulgare,A9111,HODIV,19_0014_0001,19_0014,L./L.
90,36,Indeterminata,A9111,INDET,19_0014_0001,19_0014,
90,50,Polygonum lapathifolium agg.,A9111,POLAP,19_0014_0001,19_0014,L.
90,16,Ranunculus spec.,A9111,RANU,19_0014_0001,19_0014,L.
90,20,Spergula arvensis,A9111,SPARV,19_0014_0001,19_0014,L.
91,43,Avena sativa,A9126,AVSAT,19_0014_0004,19_0014,L.
91,44,Cerealia indet.,A9126,CEREA,19_0014_0004,19_0014,
91,6,Chenopodium album,A9126,CHALB,19_0014_0004,19_0014,L.
91,79,Galium aparine/spurium,A9126,GALAS,19_0014_0004,19_0014,L./L.
91,36,Indeterminata,A9126,INDET,19_0014_0004,19_0014,
91,50,Polygonum lapathifolium agg.,A9126,POLAP,19_0014_0004,19_0014,L.
91,42,Rumex crispus,A9126,RUCRI,19_0014_0004,19_0014,L.
91,53,Rumex acetosella agg.,A9126,RUMAC,19_0014_0004,19_0014,
91,20,Spergula arvensis,A9126,SPARV,19_0014_0004,19_0014,L.
91,22,Stellaria media,A9126,STMES,19_0014_0004,19_0014,
92,83,Bromus spec.,A9199,BROM,19_0014_0006,19_0014,L.
92,82,Camelina sativa,A9199,CAMSA,19_0014_0006,19_0014,(L.) Crantz
92,51,Carex spec. tricarpellat,A9199,CATRI,19_0014_0006,19_0014,
92,44,Cerealia indet.,A9199,CEREA,19_0014_0006,19_0014,
92,6,Chenopodium album,A9199,CHALB,19_0014_0006,19_0014,L.
92,69,Euphorbia helioscopia,A9199,EUHEL,19_0014_0006,19_0014,L.
92,50,Polygonum lapathifolium agg.,A9199,POLAP,19_0014_0006,19_0014,L.
93,44,Cerealia indet.,A957,CEREA,19_0014_0064,19_0014,
93,6,Chenopodium album,A957,CHALB,19_0014_0064,19_0014,L.
93,80,Galium aparine,A957,GAAPA,19_0014_0064,19_0014,L.
93,36,Indeterminata,A957,INDET,19_0014_0064,19_0014,
93,12,Polygonum aviculare agg.,A957,POAVI,19_0014_0064,19_0014,
93,16,Ranunculus spec.,A957,RANU,19_0014_0064,19_0014,L.
93,20,Spergula arvensis,A957,SPARV,19_0014_0064,19_0014,L.
93,22,Stellaria media,A957,STMES,19_0014_0064,19_0014,
94,43,Avena sativa,A973,AVSAT,19_0014_0065,19_0014,L.
94,44,Cerealia indet.,A973,CEREA,19_0014_0065,19_0014,
94,6,Chenopodium album,A973,CHALB,19_0014_0065,19_0014,L.
94,80,Galium aparine,A973,GAAPA,19_0014_0065,19_0014,L.
94,45,Galium spurium,A973,GASPU,19_0014_0065,19_0014,L.
94,47,Hordeum distichon/vulgare Nacktgerste,A973,HODVN,19_0014_0065,19_0014,
94,48,Hordeum distichon/vulgare Spelzgerste,A973,HODVS,19_0014_0065,19_0014,
94,20,Spergula arvensis,A973,SPARV,19_0014_0065,19_0014,L.
94,22,Stellaria media,A973,STMES,19_0014_0065,19_0014,
95,44,Cerealia indet.,A9847,CEREA,19_0014_0002,19_0014,
95,79,Galium aparine/spurium,A9847,GALAS,19_0014_0002,19_0014,L./L.
95,46,Hordeum distichon/vulgare,A9847,HODIV,19_0014_0002,19_0014,L./L.
95,36,Indeterminata,A9847,INDET,19_0014_0002,19_0014,
95,50,Polygonum lapathifolium agg.,A9847,POLAP,19_0014_0002,19_0014,L.
95,42,Rumex crispus,A9847,RUCRI,19_0014_0002,19_0014,L.
